Date,RKT
2020-08-06,18.0731143951416
2020-08-07,20.92145538330078
2020-08-10,18.207548141479492
2020-08-11,17.291709899902344
2020-08-12,16.80438232421875
2020-08-13,15.745707511901855
2020-08-14,15.93055534362793
2020-08-17,15.997773170471191
2020-08-18,16.922014236450195
2020-08-19,17.980690002441406
2020-08-20,19.988815307617188
2020-08-21,21.75327491760254
2020-08-24,24.458782196044922
2020-08-25,24.03866958618164
2020-08-26,22.954788208007812
2020-08-27,22.769939422607422
2020-08-28,23.8790283203125
2020-08-31,23.52613639831543
2020-09-01,25.803129196166992
2020-09-02,26.307260513305664
2020-09-03,22.265806198120117
2020-09-04,20.644184112548828
2020-09-08,19.106582641601562
2020-09-09,19.652725219726562
2020-09-10,19.451074600219727
2020-09-11,19.114986419677734
2020-09-14,19.913192749023438
2020-09-15,19.627519607543945
2020-09-16,19.08977699279785
2020-09-17,18.9637451171875
2020-09-18,18.711681365966797
2020-09-21,17.997493743896484
2020-09-22,18.123525619506836
2020-09-23,17.056447982788086
2020-09-24,16.854795455932617
2020-09-25,17.241296768188477
2020-09-28,17.36733055114746
2020-09-29,16.863197326660156
2020-09-30,16.745569229125977
2020-10-01,19.039365768432617
2020-10-02,19.325040817260742
2020-10-05,18.95534324645996
2020-10-06,18.24955940246582
2020-10-07,18.232757568359375
2020-10-08,19.098182678222656
2020-10-09,19.291431427001953
2020-10-12,19.442670822143555
2020-10-13,19.812366485595703
2020-10-14,19.123388290405273
2020-10-15,18.77889633178711
2020-10-16,18.40920066833496
2020-10-19,17.426143646240234
2020-10-20,17.274904251098633
2020-10-21,16.812786102294922
2020-10-22,17.01443862915039
2020-10-23,17.283308029174805
2020-10-26,16.703556060791016
2020-10-27,16.896808624267578
2020-10-28,15.670085906982422
2020-10-29,15.880141258239746
2020-10-30,15.317193984985352
2020-11-02,15.905348777770996
2020-11-03,16.283447265625
2020-11-04,17.325319290161133
2020-11-05,17.602590560913086
2020-11-06,17.90506935119629
2020-11-09,18.022701263427734
2020-11-10,18.14873504638672
2020-11-11,17.69501495361328
2020-11-12,18.308374404907227
2020-11-13,18.358789443969727
2020-11-16,19.030963897705078
2020-11-17,18.652864456176758
2020-11-18,17.779037475585938
2020-11-19,17.863059997558594
2020-11-20,17.610992431640625
2020-11-23,17.056447982788086
2020-11-24,17.50176429748535
2020-11-25,17.15727424621582
2020-11-27,17.01443862915039
2020-11-30,17.409339904785156
2020-12-01,16.964025497436523
2020-12-02,16.888404846191406
2020-12-03,17.064851760864258
2020-12-04,16.493501663208008
2020-12-07,16.552316665649414
2020-12-08,16.9808292388916
2020-12-09,17.69501495361328
2020-12-10,17.476558685302734
2020-12-11,17.5269718170166
2020-12-14,18.43440818786621
2020-12-15,18.78730010986328
2020-12-16,18.81250762939453
2020-12-17,18.820907592773438
2020-12-18,18.182342529296875
2020-12-21,18.14873504638672
2020-12-22,18.232757568359375
2020-12-23,18.190744400024414
2020-12-24,17.50176429748535
2020-12-28,17.2244930267334
2020-12-29,17.434547424316406
2020-12-30,17.779037475585938
2020-12-31,16.989229202270508
2021-01-04,16.80438232421875
2021-01-05,16.711959838867188
2021-01-06,16.258241653442383
2021-01-07,16.569122314453125
2021-01-08,16.762372970581055
2021-01-11,16.66994857788086
2021-01-12,16.493501663208008
2021-01-13,16.745569229125977
2021-01-14,16.938817977905273
2021-01-15,16.46829605102539
2021-01-19,16.417882919311523
2021-01-20,16.695154190063477
2021-01-21,16.7791748046875
2021-01-22,16.846393585205078
2021-01-25,19.484682083129883
2021-01-26,19.072975158691406
2021-01-27,19.325040817260742
2021-01-28,17.90506935119629
2021-01-29,17.94708251953125
2021-02-01,18.09832191467285
2021-02-02,17.59419059753418
2021-02-03,17.821046829223633
2021-02-04,18.123525619506836
2021-02-05,18.173938751220703
2021-02-08,18.165538787841797
2021-02-09,17.854656219482422
2021-02-10,17.59419059753418
2021-02-11,17.36733055114746
2021-02-12,17.375730514526367
2021-02-16,17.283308029174805
2021-02-17,16.846393585205078
2021-02-18,16.863197326660156
2021-02-19,17.03124237060547
2021-02-22,17.14887237548828
2021-02-23,16.80438232421875
2021-02-24,17.073251724243164
2021-02-25,16.720359802246094
2021-02-26,18.358789443969727
2021-03-01,20.417325973510742
2021-03-02,34.95311737060547
2021-03-03,23.53453826904297
2021-03-04,22.56828498840332
2021-03-05,21.089500427246094
2021-03-08,21.722448348999023
2021-03-09,22.408143997192383
2021-03-10,22.812530517578125
2021-03-11,22.7070369720459
2021-03-12,21.986177444458008
2021-03-15,22.6806640625
2021-03-16,21.977388381958008
2021-03-17,21.537839889526367
2021-03-18,20.307106018066406
2021-03-19,20.280733108520508
2021-03-22,20.210405349731445
2021-03-23,20.25436019897461
2021-03-24,19.797231674194336
2021-03-25,19.753276824951172
2021-03-26,21.01917266845703
2021-03-29,20.92247200012207
2021-03-30,20.395015716552734
2021-03-31,20.298315048217773
2021-04-01,19.823604583740234
2021-04-05,19.726903915405273
2021-04-06,19.911514282226562
2021-04-07,19.8499755859375
2021-04-08,19.8411865234375
2021-04-09,19.99942398071289
2021-04-12,19.489545822143555
2021-04-13,20.201614379882812
2021-04-14,19.559873580932617
2021-04-15,20.00821304321289
2021-04-16,19.445592880249023
2021-04-19,19.348892211914062
2021-04-20,19.049999237060547
2021-04-21,19.2521915435791
2021-04-22,19.225818634033203
2021-04-23,19.47196388244629
2021-04-26,19.8411865234375
2021-04-27,20.13128662109375
2021-04-28,20.09612274169922
2021-04-29,20.13128662109375
2021-04-30,19.735692977905273
2021-05-03,19.77964973449707
2021-05-04,19.770858764648438
2021-05-05,20.043376922607422
2021-05-06,16.711605072021484
2021-05-07,15.902837753295898
2021-05-10,15.524827003479004
2021-05-11,15.067695617675781
2021-05-12,14.663312911987305
2021-05-13,14.575403213500977
2021-05-14,15.243515014648438
2021-05-17,15.595154762268066
