Date,XHB
2010-01-04,13.261862754821777
2010-01-05,13.357087135314941
2010-01-06,13.42634105682373
2010-01-07,13.980355262756348
2010-01-08,14.040950775146484
2010-01-11,13.997673988342285
2010-01-12,13.807229042053223
2010-01-13,13.833196640014648
2010-01-14,13.798567771911621
2010-01-15,13.530214309692383
2010-01-19,13.729314804077148
2010-01-20,13.460960388183594
2010-01-21,13.183950424194336
2010-01-22,12.941568374633789
2010-01-25,13.080077171325684
2010-01-26,13.071420669555664
2010-01-27,13.114701271057129
2010-01-28,13.114701271057129
2010-01-29,13.080077171325684
2010-02-01,13.123356819152832
2010-02-02,13.755285263061523
2010-02-03,13.573500633239746
2010-02-04,13.149328231811523
2010-02-05,13.002169609069824
2010-02-08,13.1320161819458
2010-02-09,13.374397277832031
2010-02-10,13.322456359863281
2010-02-11,13.642749786376953
2010-02-12,13.746630668640137
2010-02-16,13.997673988342285
2010-02-17,13.850512504577637
2010-02-18,13.885135650634766
2010-02-19,13.91976261138916
2010-02-22,13.980355262756348
2010-02-23,13.625436782836914
2010-02-24,13.608124732971191
2010-02-25,13.608124732971191
2010-02-26,13.772599220275879
2010-03-01,14.066927909851074
2010-03-02,13.980355262756348
2010-03-03,14.127520561218262
2010-03-04,14.07557487487793
2010-03-05,14.34393310546875
2010-03-08,14.551691055297852
2010-03-09,14.482437133789062
2010-03-10,14.50840950012207
2010-03-11,14.603636741638184
2010-03-12,14.560349464416504
2010-03-15,14.551691055297852
2010-03-16,14.681537628173828
2010-03-17,14.6555757522583
2010-03-18,14.594974517822266
2010-03-19,14.343487739562988
2010-03-22,14.568950653076172
2010-03-23,14.690366744995117
2010-03-24,14.655677795410156
2010-03-25,14.638336181640625
2010-03-26,14.707714080810547
2010-03-29,14.751070976257324
2010-03-30,14.768412590026855
2010-03-31,14.58630084991455
2010-04-01,14.725056648254395
2010-04-05,15.002555847167969
2010-04-06,14.889822006225586
2010-04-07,14.673029899597168
2010-04-08,14.976539611816406
2010-04-09,15.123969078063965
2010-04-12,15.314751625061035
2010-04-13,15.401470184326172
2010-04-14,15.87842845916748
2010-04-15,15.713662147521973
2010-04-16,15.488195419311523
2010-04-19,15.505538940429688
2010-04-20,15.757025718688965
2010-04-21,16.138591766357422
2010-04-22,16.745630264282227
2010-04-23,17.03180694580078
2010-04-26,16.910398483276367
2010-04-27,16.19928741455078
2010-04-28,16.407424926757812
2010-04-29,16.884384155273438
2010-04-30,16.563520431518555
2010-05-03,16.91907501220703
2010-05-04,16.35539436340332
2010-05-05,15.921795845031738
2010-05-06,15.314751625061035
2010-05-07,14.829120635986328
2010-05-10,15.94780445098877
2010-05-11,15.939133644104004
2010-05-12,16.381406784057617
2010-05-13,15.904443740844727
2010-05-14,15.574909210205078
2010-05-17,15.557567596435547
2010-05-18,15.288738250732422
2010-05-19,15.054588317871094
2010-05-20,14.412858963012695
2010-05-21,14.516931533813477
2010-05-24,14.378177642822266
2010-05-25,14.490906715393066
2010-05-26,14.551610946655273
2010-05-27,15.106624603271484
2010-05-28,14.933185577392578
2010-06-01,14.378177642822266
2010-06-02,14.620988845825195
