Date,PHM
2010-01-04,8.700931549072266
2010-01-05,8.811387062072754
2010-01-06,8.811387062072754
2010-01-07,9.525139808654785
2010-01-08,9.372194290161133
2010-01-11,9.321212768554688
2010-01-12,9.261727333068848
2010-01-13,9.61860466003418
2010-01-14,9.542132377624512
2010-01-15,9.34670352935791
2010-01-19,9.338204383850098
2010-01-20,9.261727333068848
2010-01-21,8.938848495483398
2010-01-22,8.683935165405273
2010-01-25,8.69243335723877
2010-01-26,8.794397354125977
2010-01-27,8.777405738830566
2010-01-28,8.9728364944458
2010-01-29,8.938848495483398
2010-02-01,8.9728364944458
2010-02-02,9.644095420837402
2010-02-03,9.661087989807129
2010-02-04,9.27872371673584
2010-02-05,9.244736671447754
2010-02-08,9.45716381072998
2010-02-09,9.414676666259766
2010-02-10,9.542132377624512
2010-02-11,9.949991226196289
2010-02-12,9.975479125976562
2010-02-16,9.907498359680176
2010-02-17,9.865018844604492
2010-02-18,9.763050079345703
2010-02-19,9.712072372436523
2010-02-22,9.669588088989258
2010-02-23,9.321212768554688
2010-02-24,9.185260772705078
2010-02-25,9.091791152954102
2010-02-26,9.202252388000488
2010-03-01,9.27872371673584
2010-03-02,9.151270866394043
2010-03-03,9.287223815917969
2010-03-04,9.236239433288574
2010-03-05,9.542132377624512
2010-03-08,9.70357608795166
2010-03-09,9.763050079345703
2010-03-10,9.652594566345215
2010-03-11,9.695077896118164
2010-03-12,9.542132377624512
2010-03-15,9.431672096252441
2010-03-16,9.678080558776855
2010-03-17,9.74605941772461
2010-03-18,9.771549224853516
2010-03-19,9.51663875579834
2010-03-22,9.74605941772461
2010-03-23,9.74605941772461
2010-03-24,9.899006843566895
2010-03-25,9.865018844604492
2010-03-26,9.958487510681152
2010-03-29,9.873516082763672
2010-03-30,9.712072372436523
2010-03-31,9.559127807617188
2010-04-01,9.448667526245117
2010-04-05,9.720568656921387
2010-04-06,9.48265266418457
2010-04-07,9.244736671447754
2010-04-08,9.25323486328125
2010-04-09,9.491151809692383
2010-04-12,9.542132377624512
2010-04-13,9.372194290161133
2010-04-14,9.669588088989258
2010-04-15,9.576120376586914
2010-04-16,9.431672096252441
2010-04-19,9.440171241760254
2010-04-20,9.737564086914062
2010-04-21,10.000970840454102
2010-04-22,10.60425853729248
2010-04-23,11.207541465759277
2010-04-26,11.08008861541748
2010-04-27,10.731712341308594
2010-04-28,10.927145004272461
2010-04-29,11.30950927734375
2010-04-30,11.122570037841797
2010-05-03,11.377484321594238
2010-05-04,11.131070137023926
2010-05-05,10.697725296020508
2010-05-06,10.119927406311035
2010-05-07,9.499648094177246
2010-05-10,10.391833305358887
2010-05-11,10.315360069274902
2010-05-12,10.357841491699219
2010-05-13,10.043457984924316
2010-05-14,9.848026275634766
2010-05-17,9.899006843566895
2010-05-18,9.797041893005371
2010-05-19,9.58462142944336
2010-05-20,9.142773628234863
2010-05-21,9.210749626159668
2010-05-24,9.0578031539917
2010-05-25,9.227743148803711
2010-05-26,9.185260772705078
2010-05-27,9.48265266418457
2010-05-28,9.465662002563477
2010-06-01,8.88786506652832
2010-06-02,9.125779151916504
2010-06-03,8.76041030883789
2010-06-04,8.3440523147583
2010-06-07,7.987178802490234
2010-06-08,7.987178802490234
2010-06-09,7.791751384735107
2010-06-10,8.3015718460083
2010-06-11,8.114635467529297
2010-06-14,8.055155754089355
2010-06-15,8.437520980834961
2010-06-16,8.284578323364258
2010-06-17,8.080649375915527
2010-06-18,7.953191757202148
2010-06-21,7.774751663208008
2010-06-22,7.528340816497803
2010-06-23,7.689786434173584
2010-06-24,7.655798435211182
2010-06-25,7.579325199127197
2010-06-28,7.47736120223999
