market,ticker,converged,theta0,alpha,gamma,beta,theta_vix,theta_eav,theta_eav_se,theta_eav_t,loglik,n_obs,n_events,sigma2_sample,persistence,params_at_bound,fit_time_sec,analyst_count,market_cap,institutions_pct
MX,WALMEX.MX,True,0.00020309069546786918,0.02897105420765091,0.07724783934929669,0.8600542878093768,1.300354207669511e-07,0.0011788125291660853,0.00032128482051042135,3.6690576520027305,8343.919699654509,3015,49,0.00024783000637352615,0.927649261691676,[],0.77,18,973378617344,0.13196
MX,AMXB.MX,True,0.00041904765244407384,0.029549963337313148,0.07879588921369501,0.871270198554437,-4.7212283523909155e-08,0.00013548295056482914,7.091046281306364e-05,1.9106200296843852,8025.765577592153,3015,49,0.0002720243035953756,0.9402181064985976,[],0.72,11,1368592089088,0.069860004
MX,GFNORTEO.MX,True,0.0001747431378928497,0.07437868286559904,0.09296437390756757,0.7648220371503306,6.189552187423305e-07,0.0005789749116851883,0.0001794490461543471,3.2264028374227323,7761.539854338661,3015,49,0.00040933592703268297,0.8856829069697134,[],0.76,15,539330838528,0.42558
MX,FEMSAUBD.MX,True,0.00015714580058474506,0.029530268919834103,0.07874319443442526,0.8708881596514011,1.8173558597785595e-07,0.00010199090428889164,8.333197129005951e-05,1.223910855701285,8693.38336639154,3015,49,0.00019956766075873882,0.9397900257884478,[],0.72,13,831899500544,0.21014999
MX,CEMEXCPO.MX,True,0.00014798651953940977,0.013505201159992531,0.06524476933234291,0.8758256232774113,1.0531095394066661e-06,8.034802539941147e-06,7.768452845803286e-05,0.10342860669202297,7353.6692927103295,3015,48,0.0005101694050904979,0.9219532091035753,[],0.72,7,310869622784,0.24355
MX,BIMBOA.MX,True,0.00013428141284398915,0.04348578722675521,0.04347266214385573,0.821671017536798,4.93670358255667e-07,0.000922952564371304,0.000204986731341765,4.5024990560608895,7993.778047896395,3015,49,0.000341144917722251,0.8868931358354811,[],0.72,12,247178395648,0.060310002
MX,GMEXICOB.MX,True,0.0002814108511256067,0.06044376759158424,0.05993948623412275,0.8494452905116356,5.301131743182555e-07,0.0002075751102470273,0.00015625508010355506,1.3284375145400769,7536.144515649613,3015,49,0.00043305782665030196,0.9398588012202813,[],0.72,14,1632981483520,0.18514
MX,KOFUBL.MX,True,0.000190041442455498,0.048140407247057315,0.04813668060844404,0.8776401673064048,9.535579054036655e-08,0.000183525269277745,0.0001230870855044429,1.4910196997971856,4784.649268541669,1690,27,0.00021806663492129067,0.9498489148576842,[],0.68,14,337347608576,0.31076
MX,TLEVISACPO.MX,True,0.0005721923748139978,0.06405095014167438,0.04808077949422719,0.8998490369268612,4.70950556016282e-07,0.0028877262827264284,0.0006876863204567645,4.199191109121361,7318.893775556422,3015,49,0.0005688171813928959,0.9879403768156492,[],0.07,6,31764469760,0.12199
MX,GRUMAB.MX,True,0.00014447667606088177,0.061810577512570485,0.04246821946336775,0.8096183938746642,2.9023800652840584e-07,0.00039315086348746387,0.00010859562499642781,3.6203195432633346,8339.18205934737,3015,49,0.00025344107804526646,0.8926630811189186,[],0.07,13,103868293120,
ID,BBCA.JK,True,0.0001720619025628557,0.032326593929491096,0.0820790839370962,0.880589073782019,1.5840432110144384e-07,6.441498309620825e-05,5.066241814179788e-05,1.2714549652154112,8522.074776656345,2954,49,0.0002161475016764429,0.9539552096800582,[],0.03,23,790358740959232,0.1935
