market,ticker,theta_eav,theta_eav_t,theta_eav_se,sigma2_sample,analyst_count,market_cap,institutions_pct,n_obs,n_events,source,log_analyst,log_mcap
MX,CEMEXCPO.MX,8.034802539941147e-06,0.1034286066920229,7.768452845803286e-05,0.0005101694050904,7.0,310869622784.0,0.24355,3015,48,K1172,2.0794415416798357,26.462639441884598
MX,BIMBOA.MX,0.0009229525643713,4.5024990560608895,0.0002049867313417,0.0003411449177222,12.0,247178395648.0,0.060310002,3015,49,K1172,2.5649493574615367,26.23337616246472
MX,GMEXICOB.MX,0.000207575110247,1.3284375145400769,0.0001562550801035,0.0004330578266503,14.0,1632981483520.0,0.18514,3015,49,K1172,2.70805020110221,28.121428590918114
MX,KOFUBL.MX,0.0001835252692777,1.4910196997971856,0.0001230870855044,0.0002180666349212,14.0,337347608576.0,0.31076,1690,27,K1172,2.70805020110221,26.54437971514338
MX,TLEVISACPO.MX,0.0028877262827264,4.199191109121361,0.0006876863204567,0.0005688171813928,6.0,31764469760.0,0.12199,3015,49,K1172,1.9459101490553132,24.181614198939407
ID,BBCA.JK,6.441498309620825e-05,1.2714549652154112,5.066241814179788e-05,0.0002161475016764,23.0,790358740959232.0,0.1935,2954,49,K1172,3.1780538303479458,34.303508060796325
ID,BBRI.JK,9.16597893858221e-05,1.0687583451830165,8.576287595689003e-05,0.0003982682536988,21.0,519847372914688.0,0.19860001,2954,49,K1172,3.091042453358316,33.88455637079487
ID,TLKM.JK,0.0003348118969009,2.8595951014155365,0.0001170836726973,0.0003176109026102,21.0,307092879572992.0,0.28138,2953,49,K1172,3.091042453358316,33.35817135708566
ID,ASII.JK,0.0007368065088049,3.0188889999531483,0.0002440654521634,0.0003778632733273,20.0,256362453925888.0,0.1783,2953,49,K1172,3.044522437723423,33.17761339470587
ID,UNVR.JK,0.0016983547773656,4.246509019462646,0.0003999414035344,0.0004233924354473,17.0,70834999787520.0,0.03384,2954,49,K1172,2.8903717578961645,31.891374341760216
ID,ICBP.JK,0.0004235307611563,2.7152194760763,0.0001559839876253,0.0002912311859288,20.0,85131930894336.0,0.09092,2953,48,K1172,3.044522437723423,32.07522329728156
ID,BMRI.JK,0.0002168218109626,2.161368766260386,0.0001003168984151,0.0003965129227493,22.0,431199986122752.0,0.28379,2954,48,K1172,3.1354942159291497,33.69759310334048
ID,ADRO.JK,0.0004808894591834,2.082257184761264,0.0002309462359898,0.0008268929202659,9.0,73729262485504.0,0.09811,2953,43,K1172,2.302585092994046,31.93142088497087
ID,GGRM.JK,-0.0001564788103856,-1.936411687199052,8.08086479853656e-05,0.000500695511016,9.0,28043584208896.0,0.01814,2953,36,K1172,2.302585092994046,30.964780994779673
ID,INDF.JK,0.000393065596351,2.3583783529321822,0.0001666677426301,0.0003199525527921,13.0,61243473788928.0,0.16086,2954,42,K1172,2.6390573296152584,31.74587840929164
