date,dow,r_day,r_night,r_combined,r_day_abs,r_night_abs
2017-05-16,1,-0.001794437726050252,0.002192546224168555,-0.0005985037585141018,0.001794437726050252,0.002192546224168555
2017-05-17,2,0.0007002451143935023,0.001398042967872765,-0.0021975835434872183,0.0007002451143935023,0.001398042967872765
2017-05-18,3,0.004835307093859504,-0.008453305847646387,,0.004835307093859504,0.008453305847646387
2017-05-19,4,-0.003618094399177154,0.0014063287099335135,-0.0019111809871049082,0.003618094399177154,0.0014063287099335135
2017-05-22,0,0.0010030091111691661,0.0030165935394257273,0.004320095130006933,0.0010030091111691661,0.0030165935394257273
2017-05-23,1,0.0010011012949414973,0.0015026298845350965,0.0019029501460860636,0.0010011012949414973,0.0015026298845350965
2017-05-24,2,0.0012982475483997251,0.0017002554478569812,0.0025981827347054762,0.0012982475483997251,0.0017002554478569812
2017-05-25,3,0.006451955480011823,0.0019938198211074624,0.008645157435806723,0.006451955480011823,0.0019938198211074624
2017-05-26,4,-0.0036592040038696174,0.0018770072193954603,-0.001386138835803101,0.0036592040038696174,0.0018770072193954603
2017-05-31,2,-0.005368873504826958,0.0,-0.00616181635537434,0.005368873504826958,0.0
2017-06-01,3,0.003880794959633676,-0.0003989229134384055,0.0037810990321298144,0.003880794959633676,0.0003989229134384055
2017-06-02,4,0.002173054983930025,0.0028759875032460347,0.006533382970485525,0.002173054983930025,0.0028759875032460347
2017-06-03,5,0.0009850276604181864,0.0017746233583684796,0.002168343053400804,0.0009850276604181864,0.0017746233583684796
2017-06-06,1,-0.0010794368350999048,-0.00019605921050946172,-0.0014716706114562507,0.0010794368350999048,0.00019605921050946172
2017-06-07,2,0.0011780877074307446,-0.0005891594828706299,0.0006870491510383883,0.0011780877074307446,0.0005891594828706299
2017-06-08,3,0.0006857702938360352,0.0007847753983305457,0.0018624717435934742,0.0006857702938360352,0.0007847753983305457
2017-06-09,4,-0.0037214811337275334,0.0017610805842978177,-0.0018624717435933437,0.0037214811337275334,0.0017610805842978177
2017-06-12,0,-0.0008889328453405744,-0.005607215517587344,-0.007089434970488037,0.0008889328453405744,0.005607215517587344
2017-06-13,1,0.001382033783648022,-0.0014837531778925212,0.0016784325409431456,0.001382033783648022,0.0014837531778925212
2017-06-14,2,-0.009492803411989563,0.0021681293602153345,-0.007128037308507761,0.009492803411989563,0.0021681293602153345
2017-06-15,3,0.002186444917941196,-0.0001987676412824898,0.0007945178687891592,0.002186444917941196,0.0001987676412824898
2017-06-16,4,0.0067247088860919015,-0.0003972983763026575,0.007220962183954229,0.0067247088860919015,0.0003972983763026575
2017-06-19,0,0.007351893134761934,0.00019708316973517616,0.00912441944818153,0.007351893134761934,0.00019708316973517616
2017-06-20,1,0.004466460478898289,0.003995133206694949,0.0080735811338557,0.004466460478898289,0.003995133206694949
2017-06-21,2,0.009301491342014377,-0.002036759348206178,0.004543045849605594,0.009301491342014377,0.002036759348206178
2017-06-22,3,0.0032307042638388636,0.001570783751209093,,0.0032307042638388636,0.001570783751209093
2017-06-23,4,-0.0005871990773538649,-0.00029349899931866455,-0.0015650986272175529,0.0005871990773538649,0.00029349899931866455
2017-06-26,0,0.016903452789747062,-0.002057714703819716,0.01611998394152286,0.016903452789747062,0.002057714703819716
2017-06-27,1,-0.0021196655012171153,0.0012515043751418604,-0.0012530726011894526,0.0021196655012171153,0.0012515043751418604
2017-06-28,2,-0.004084814082858903,-0.006099646156723222,-0.010373838729846782,0.004084814082858903,0.006099646156723222
2017-06-29,3,-0.0027155481724826388,0.004760757109344879,0.003502289794541583,0.0027155481724826388,0.004760757109344879
2017-06-30,4,0.003126223726266256,-0.0072125068997367136,-0.004379782172789058,0.003126223726266256,0.0072125068997367136
2017-07-03,0,0.0028225236510496525,0.0003900536373197006,0.0036025548918485624,0.0028225236510496525,0.0003900536373197006
2017-07-04,1,-0.008382115353644401,0.001165501297435192,-0.007022363784386601,0.008382115353644401,0.001165501297435192
2017-07-05,2,0.008383749631970866,0.000489356505972925,0.008187978292269754,0.008383749631970866,0.000489356505972925
2017-07-06,3,-0.005439547166625305,0.0016484852217984486,-0.0033061095847286524,0.005439547166625305,0.0016484852217984486
2017-07-07,4,-0.0021539072356973883,-0.004492195054290763,-0.006253073623659601,0.0021539072356973883,0.004492195054290763
2017-07-10,0,-0.0015658644812333142,0.0020561029420109243,0.0006858374834061761,0.0015658644812333142,0.0020561029420109243
2017-07-11,1,0.010693209697488241,0.0015664777043080634,0.012845641797455468,0.010693209697488241,0.0015664777043080634
2017-07-12,2,-0.0006768189767673282,0.0006764265610384561,-0.00029012136947366467,0.0006768189767673282,0.0006764265610384561
2017-07-13,3,0.0025945337189362252,0.0055995512211779565,0.007803883720664847,0.0025945337189362252,0.0055995512211779565
2017-07-14,4,-0.0016328102364626573,0.0019215993614757898,-0.0016328102364626573,0.0016328102364626573,0.0019215993614757898
2017-07-17,0,-0.0021058684914569124,0.0040291689197709925,0.003167141185723823,0.0021058684914569124,0.0040291689197709925
2017-07-18,1,0.0033510491409631683,-0.0006708515273874063,0.0024882776739374056,0.0033510491409631683,0.0006708515273874063
2017-07-19,2,0.0020020026706729687,0.0009552011424531346,0.0036256122150583824,0.0020020026706729687,0.0009552011424531346
2017-07-20,3,-0.0020191343814798084,0.0034595460220419325,,0.0020191343814798084,0.0034595460220419325
2017-07-21,4,-0.004732707921051526,-0.00048157959033300323,-0.005888332086639592,0.004732707921051526,0.00048157959033300323
2017-07-24,0,0.006001373157006514,-0.0017446936673387538,0.003189795368100081,0.006001373157006514,0.0017446936673387538
2017-07-25,1,-0.0009645062476105926,0.00019301293246567073,9.650180948388726e-05,0.0009645062476105926,0.00019301293246567073
2017-07-26,2,-0.005503272397630792,0.0027963954387844837,-0.003286297177583929,0.005503272397630792,0.0027963954387844837
2017-07-27,3,0.00797582664633233,0.0024174454552132853,0.011455099509578832,0.00797582664633233,0.0024174454552132853
2017-07-28,4,-0.005305052229693229,-0.00306572380370723,-0.010390703453792142,0.005305052229693229,0.00306572380370723
2017-07-31,0,0.0021268376153295095,0.0006766881209446607,0.0014496257672644707,0.0021268376153295095,0.0006766881209446607
2017-08-01,1,-9.645526894380963e-05,-0.00077279756550856,0.0011581894934275644,9.645526894380963e-05,0.00077279756550856
2017-08-02,2,0.0031619822253491797,0.0019262261565935726,0.008261334209594982,0.0031619822253491797,0.0019262261565935726
2017-08-03,3,-0.0013444734571090833,-0.0006695681535722385,-0.0045064556824583645,0.0013444734571090833,0.0006695681535722385
2017-08-04,4,0.0036468370551653367,-0.0012494595310918312,0.0031662295580495133,0.0036468370551653367,0.0012494595310918312
2017-08-07,0,0.005046428229156731,0.001435750426104194,0.008584562448460844,0.005046428229156731,0.001435750426104194
2017-08-08,1,-0.0030354794698372514,0.00322366828900159,-0.0002849679430350314,0.0030354794698372514,0.00322366828900159
2017-08-09,2,-0.0012428893994459792,-0.0016165077451517143,-0.0069593683810171385,0.0012428893994459792,0.0016165077451517143
2017-08-10,3,-0.014323724826486533,0.0006693120678224862,-0.012030365006228703,0.014323724826486533,0.0006693120678224862
2017-08-11,4,0.007014837806649968,-0.010216581202681698,-0.002714758308751243,0.007014837806649968,0.010216581202681698
2017-08-14,0,-0.010984314572753461,0.0005817335824323323,-0.006721568338787146,0.010984314572753461,0.0005817335824323323
2017-08-15,1,-9.699791462091525e-05,0.005457039463058117,0.007594973217444768,9.699791462091525e-05,0.005457039463058117
2017-08-16,2,-0.0022405152814271943,-0.0028175874846178284,-0.005349426752738862,0.0022405152814271943,0.0028175874846178284
2017-08-17,3,0.0038918126568729507,0.0016599134797987522,,0.0038918126568729507,0.0016599134797987522
2017-08-18,4,0.002830789142040667,-0.008285859171318147,-0.0037943325183739593,0.002830789142040667,0.008285859171318147
2017-08-21,0,0.0009742791105823625,0.0005853658703733102,0.0009742791105823625,0.0009742791105823625,0.0005853658703733102
2017-08-22,1,0.0032904316922798198,0.0016544210868152589,0.00785687149522016,0.0032904316922798198,0.0016544210868152589
2017-08-23,2,-0.0038531981013813625,0.005873590618665931,0.001062237558236568,0.0038531981013813625,0.005873590618665931
2017-08-24,3,0.007396412375555811,-0.0008691034297238884,0.00845752278235919,0.007396412375555811,0.0008691034297238884
2017-08-25,4,0.0015268635469429753,0.0019109503235446063,0.0036301148002941645,0.0015268635469429753,0.0019109503235446063
2017-08-28,0,0.0022905144581898094,0.0010483679778399738,0.00028602755593782014,0.0022905144581898094,0.0010483679778399738
2017-08-29,1,0.0011475567865436628,0.0020966366205205905,-0.0025771980092955307,0.0011475567865436628,0.0020966366205205905
