date,dow,r_day,r_night,r_combined,r_day_abs,r_night_abs
2017-08-30,2,0.0021864165751666696,0.0020031484735113514,0.006478063999549942,0.0021864165751666696,0.0020031484735113514
2017-08-31,3,-0.0008526361181603218,0.0012319357160993545,0.0018973537614948807,0.0008526361181603218,0.0012319357160993545
2017-09-01,4,0.00047288032280455876,0.0017984765129744288,0.0023666409493754716,0.00047288032280455876,0.0017984765129744288
2017-09-04,0,0.00018955549293804102,0.0008503803602172943,-0.0022718676943170187,0.00018955549293804102,0.0008503803602172943
2017-09-05,1,0.0006617195495983383,0.0019896733078686563,0.002839029066926595,0.0006617195495983383,0.0019896733078686563
2017-09-06,2,-0.0019943973560791668,-0.005401576743978295,-0.00597129872480293,0.0019943973560791668,0.005401576743978295
2017-09-07,3,-0.005798219751749302,0.0017090775143770685,-0.002760723348931277,0.005798219751749302,0.0017090775143770685
2017-09-08,4,0.0052239279172213915,0.0018096104752537148,0.006271996232871912,0.0052239279172213915,0.0018096104752537148
2017-09-11,0,-0.005945376829547015,0.0,0.000852232426942422,0.005945376829547015,0.0
2017-09-12,1,-0.0013211288134640513,0.004628544606711925,0.002363508545295156,0.0013211288134640513,0.004628544606711925
2017-09-13,2,-0.007008931894111669,9.437078287572894e-05,-0.00653689978716434,0.007008931894111669,9.437078287572894e-05
2017-09-14,3,0.0008551475650585271,-0.00038051750839649616,0.0007600950484715943,0.0008551475650585271,0.00038051750839649616
2017-09-15,4,0.003602924159162745,0.0005695842189304201,0.0035079438675019023,0.003602924159162745,0.0005695842189304201
2017-09-18,0,0.0029188853641277175,0.002174427706193286,0.006603174638649259,0.0029188853641277175,0.002174427706193286
2017-09-19,1,-0.006312735902315823,0.001409178682157901,-0.0052790469506200895,0.006312735902315823,0.001409178682157901
2017-09-20,2,-0.005881811853183041,0.0006619072625946489,-0.006638241541293517,0.005881811853183041,0.0006619072625946489
2017-09-21,3,0.006641390635377844,-0.001046871378026313,,0.006641390635377844,0.001046871378026313
2017-09-22,4,-0.011531075497643827,-0.0013243782089024433,-0.0135188654465094,0.011531075497643827,0.0013243782089024433
2017-09-25,0,-0.008960029113696267,-0.0009589567286470635,-0.009631202253614468,0.008960029113696267,0.0009589567286470635
2017-09-26,1,-0.0034041758303293423,-0.002907542269286895,-0.006700029918882556,0.0034041758303293423,0.002907542269286895
2017-09-27,2,0.001842960897987287,0.0026258220776675858,0.005344228820242064,0.001842960897987287,0.0026258220776675858
2017-09-28,3,-0.004843093542371263,0.002515481202582887,-0.0019400529899125949,0.004843093542371263,0.002515481202582887
2017-09-29,4,0.002133851440131643,0.0006799087241669314,0.002133851440131643,0.002133851440131643,0.0006799087241669314
2017-09-30,5,0.0019286409064056863,0.002418614829668623,0.005700223153946322,0.0019286409064056863,0.002418614829668623
2017-10-03,1,-0.0007643799340261654,0.0039217612080004885,0.0012433648964454544,0.0007643799340261654,0.0039217612080004885
2017-10-05,3,0.004292875660186859,0.0008604618342460939,0.004101689348544397,0.004292875660186859,0.0008604618342460939
2017-10-06,4,-0.0012345094393442745,0.0028506290683402947,0.0018070288810826344,0.0012345094393442745,0.0028506290683402947
2017-10-11,2,0.0072679540278715775,-0.0002852388895022739,0.010304009490902735,0.0072679540278715775,0.0002852388895022739
2017-10-12,3,0.0037463750851747654,0.0015972192994853263,0.0060009556550446545,0.0037463750851747654,0.0015972192994853263
2017-10-13,4,0.002149633988202613,-0.0006549095055615947,0.0013079224584987984,0.002149633988202613,0.0006549095055615947
2017-10-16,0,0.0011161753553945548,0.0013062140315881605,0.004285454667375873,0.0011161753553945548,0.0013062140315881605
2017-10-17,1,-0.004837218734349987,0.002322449833900845,-0.003072485076155528,0.004837218734349987,0.002322449833900845
2017-10-18,2,-0.0016766024791816316,0.0014918417685272842,0.00027970724157935274,0.0016766024791816316,0.0014918417685272842
2017-10-19,3,0.0012087964650104321,0.002700565034676368,,0.0012087964650104321,0.002700565034676368
2017-10-20,4,-0.00037264766594823795,-0.0028860048891349867,-0.002698554654877457,0.00037264766594823795,0.0028860048891349867
2017-10-23,0,-0.002604652635333384,0.0011162791856817002,0.00037264766594827676,0.002604652635333384,0.0011162791856817002
2017-10-24,1,0.001769994406855691,-0.0023311120631270767,0.0007448789916104024,0.001769994406855691,0.0023311120631270767
2017-10-25,2,-0.0027896614706643982,0.0029750858686338434,-0.000465484344856989,0.0027896614706643982,0.0029750858686338434
2017-10-26,3,0.0012125170538371034,-0.002703586227038583,-0.0010248288967020906,0.0012125170538371034,0.002703586227038583
2017-10-27,4,-0.0035418062935873495,0.0017696646913376217,-0.0016792615197200253,0.0035418062935873495,0.0017696646913376217
2017-10-30,0,-0.0013946355289164416,0.0037271753919224295,0.0035418062935873794,0.0013946355289164416,0.0037271753919224295
2017-10-31,1,0.0026930415124490617,-0.0004652677699900358,0.0032511291466904833,0.0026930415124490617,0.0004652677699900358
2017-11-01,2,-0.0010171529842695707,0.0011124502862284251,0.0024083005341304867,0.0010171529842695707,0.0011124502862284251
2017-11-02,3,0.0010208343886836438,-0.0012964165164192686,-0.00259379487708502,0.0010208343886836438,0.0012964165164192686
2017-11-03,4,-0.0016671301443904945,0.002223664401868502,0.0006490797205027385,0.0016671301443904945,0.002223664401868502
2017-11-06,0,-0.0020404384745760715,0.00018537399255967582,-0.001577067908850332,0.0020404384745760715,0.00018537399255967582
2017-11-07,1,0.0033311773193504717,0.0009278159878799351,0.005000936519920383,0.0033311773193504717,0.0009278159878799351
2017-11-08,2,-0.000555195720747804,-0.001293900365361149,-0.001941837958184354,0.000555195720747804,0.001293900365361149
2017-11-09,3,-0.008265661176192596,0.0007403979977287822,-0.007525468692360579,0.008265661176192596,0.0007403979977287822
2017-11-10,4,0.0038290964366176363,-0.004107932207578604,0.000466178741368719,0.0038290964366176363,0.004107932207578604
2017-11-13,0,-0.0015885626851378416,-0.000653015555646331,-0.0032678242048578593,0.0015885626851378416,0.000653015555646331
2017-11-14,1,-0.0010290472866545356,0.0002805704951770569,-0.0008420265268051454,0.0010290472866545356,0.0002805704951770569
2017-11-15,2,-0.0006578020253169059,-0.0021554762105788516,-0.004314798927588593,0.0006578020253169059,0.0021554762105788516
2017-11-16,3,0.0028296566701933173,-0.0032127023758973593,,0.0028296566701933173,0.0032127023758973593
2017-11-17,4,0.001589008139179198,0.004133013585689906,0.008441243144697002,0.001589008139179198,0.004133013585689906
2017-11-20,0,-0.004396433815422832,0.00018672392921398226,-0.003742869532787172,0.004396433815422832,0.00018672392921398226
2017-11-21,1,0.008658062743114531,0.00280977987610333,0.011279541634137684,0.008658062743114531,0.00280977987610333
2017-11-22,2,0.0001847404402076171,0.0037009664745713067,0.0036086090512776965,0.0001847404402076171,0.0037009664745713067
2017-11-23,3,0.0027672741577817782,-0.00027699552367675434,0.002674908203806795,0.0027672741577817782,0.00027699552367675434
2017-11-24,4,0.0013826798534133998,0.00018441678244973846,0.0,0.0013826798534133998,0.00018441678244973846
2017-11-27,0,-0.0084294881054829,0.001750265289524051,-0.009812167958896176,0.0084294881054829,0.001750265289524051
2017-11-28,1,-0.0025183056726383046,-0.0015829418082543652,-0.003914628915565736,0.0025183056726383046,0.0015829418082543652
2017-11-29,2,-0.001676290204407071,0.003820532998301182,0.001959229996503014,0.001676290204407071,0.003820532998301182
2017-11-30,3,-0.007161734342175653,-0.007855646869715707,-0.014552197841350714,0.007161734342175653,0.007855646869715707
2017-12-01,4,-0.0002828720965540994,0.0033981531661627816,0.0028331306135206324,0.0002828720965540994,0.0033981531661627816
2017-12-04,0,0.0042347026064675315,-0.0037767961049273075,0.0042347026064675315,0.0042347026064675315,0.0037767961049273075
2017-12-05,1,-0.00207860996987297,-0.004045351017521947,-0.007162409282857211,0.00207860996987297,0.004045351017521947
2017-12-06,2,-0.0147187976910891,-0.0016099250600691186,-0.01784483632826224,0.0147187976910891,0.0016099250600691186
2017-12-07,3,-0.002699056969165058,-0.0027953172570576172,-0.002506508590790242,0.002699056969165058,0.0027953172570576172
2017-12-08,4,0.0008660091953311337,0.0037613971144660383,0.0035650661644961446,0.0008660091953311337,0.0037613971144660383
2017-12-11,0,0.006030169026591231,0.001827011422195306,0.00785595149697144,0.006030169026591231,0.001827011422195306
2017-12-12,1,-0.006116227017436094,0.0011439467405732358,-0.00449524930850747,0.006116227017436094,0.0011439467405732358
2017-12-13,2,0.0015324205661414176,0.0003834355875198633,0.0016282748676766737,0.0015324205661414176,0.0003834355875198633
2017-12-14,3,0.001901502759667982,0.003342089527608973,0.00753209453098746,0.001901502759667982,0.003342089527608973
2017-12-15,4,-0.0023815205349765386,-0.001805483457148531,-0.00409271022907809,0.0023815205349765386,0.001805483457148531
2017-12-18,0,-0.002377670053520248,0.0033360370261634287,0.001620050861784269,0.002377670053520248,0.0033360370261634287
2017-12-19,1,-0.006005451536484398,0.0027575731827926293,-0.004102863443536358,0.006005451536484398,0.0027575731827926293
2017-12-20,2,0.003817891437208993,-0.0015306613530947197,0.0036266502815295847,0.003817891437208993,0.0015306613530947197
2017-12-21,3,0.00047644004903349337,-0.00047571477040042024,,0.00047644004903349337,0.00047571477040042024
2017-12-22,4,0.0035182844260444133,0.00047630389088134897,0.0036135452024917193,0.0035182844260444133,0.00047630389088134897
2017-12-25,0,-0.002182681768084452,0.000189825361238284,-0.0008546603245651001,0.002182681768084452,0.000189825361238284
2017-12-26,1,-0.011834457647002796,0.0003798670511014815,-0.010505301465373791,0.011834457647002796,0.0003798670511014815
2017-12-27,2,0.007473446683941451,-0.0016329670791659786,0.005743841179252093,0.007473446683941451,0.0016329670791659786
2017-12-28,3,0.0063637010121451384,0.0010493680905709164,0.008175727639275852,0.0063637010121451384,0.0010493680905709164
2017-12-29,4,0.004051067766414329,0.0015132888540045255,0.006981819096032066,0.004051067766414329,0.0015132888540045255
2018-01-02,1,0.007498394867293395,-0.001600527574171115,0.006840036037964641,0.007498394867293395,0.001600527574171115
2018-01-03,2,0.0038074058159581954,0.0027959011689334397,0.007442587150465025,0.0038074058159581954,0.0027959011689334397
2018-01-04,3,0.0005538120872580507,0.0036072739481452583,0.004439108371655143,0.0005538120872580507,0.0036072739481452583
2018-01-05,4,0.0017515561057926555,0.0017528488274143868,0.0018438283088569886,0.0017515561057926555,0.0017528488274143868
2018-01-08,0,0.0,0.002115818828970177,0.0026675267622931673,0.0,0.002115818828970177
2018-01-09,1,-0.0007349563950489305,-0.00018375597258617207,-0.00045941104313328705,0.0007349563950489305,0.00018375597258617207
2018-01-10,2,-0.007006574252444877,0.0006426440432326071,-0.006639028534809083,0.007006574252444877,0.0006426440432326071
2018-01-11,3,-0.000647878221560643,-0.002036283561812824,-0.0007403979977287369,0.000647878221560643,0.002036283561812824
2018-01-12,4,0.0047926359017374355,0.0033287131984271125,0.006919804333887132,0.0047926359017374355,0.0033287131984271125
2018-01-15,0,0.0022846708589827486,0.0031195547823585053,0.007237446277205599,0.0022846708589827486,0.0031195547823585053
2018-01-16,1,0.004014237668555133,-0.0006396491285851605,0.00255264975877899,0.004014237668555133,0.0006396491285851605
2018-01-17,2,0.005915830677338645,-0.002825761872998792,0.0033631809185595218,0.005915830677338645,0.002825761872998792
2018-01-18,3,-0.000813853641702612,0.005080297599920741,,0.000813853641702612,0.005080297599920741
2018-01-19,4,0.003867780850522262,0.001625722901414587,0.007660110451981528,0.003867780850522262,0.001625722901414587
2018-01-22,0,0.007693033736716324,0.0035845544251359605,0.007423673465727561,0.007693033736716324,0.0035845544251359605
2018-01-23,1,-0.0014243748513419988,0.003384097984240494,0.00026729629953783446,0.0014243748513419988,0.003384097984240494
2018-01-24,2,-0.006539776947454963,-0.0023183247119955013,-0.008858721975216555,0.006539776947454963,0.0023183247119955013
2018-01-25,3,0.0033227097158839286,-0.0028764064775941033,0.0025134663142603974,0.0033227097158839286,0.0028764064775941033
2018-01-26,4,-0.0021509239337647065,0.0008062710403185353,-0.0007174888200173955,0.0021509239337647065,0.0008062710403185353
2018-01-29,0,-0.0016955963189645325,0.002597985783772612,0.0044758825058624115,0.0016955963189645325,0.002597985783772612
2018-01-30,1,-0.008997721311618658,-0.002326831191215602,-0.011859977290750029,0.008997721311618658,0.002326831191215602
2018-01-31,2,0.004334483939947706,-0.004976710267233117,0.0030683175412524327,0.004334483939947706,0.004976710267233117
2018-02-01,3,0.002961369777601473,0.0003601656801045171,0.0055710450494554295,0.002961369777601473,0.0003601656801045171
2018-02-02,4,0.00044990327838569734,-0.003321814788606366,-0.003950445072907599,0.00044990327838569734,0.003321814788606366
2018-02-05,0,0.0036670374792693397,-0.012140029511036937,-0.017057209051823025,0.0036670374792693397,0.012140029511036937
2018-02-06,1,-0.02319275138081151,-0.02268930967331365,-0.04961865515033856,0.02319275138081151,0.02268930967331365
2018-02-07,2,-0.007861005580130033,0.019298094016402794,0.011283347859795598,0.007861005580130033,0.019298094016402794
2018-02-08,3,-0.0007603117644347397,0.002282888844588714,9.507962926102634e-05,0.0007603117644347397,0.002282888844588714
2018-02-09,4,0.014594538090807855,-0.027980600113301335,-0.01581174238317644,0.014594538090807855,0.027980600113301335
2018-02-12,0,-0.0009601536983433704,0.0063651483106346,0.005490549842901399,0.0009601536983433704,0.0063651483106346
2018-02-21,2,0.007030729687789456,0.004315518565222193,0.027944039414768692,0.007030729687789456,0.004315518565222193
2018-02-22,3,-0.0018804067218141359,-0.004024526935147043,,0.0018804067218141359,0.004024526935147043
2018-02-23,4,0.009412492024931997,0.004420000612927347,0.014481497528229277,0.009412492024931997,0.004420000612927347
2018-02-26,0,-0.004149574860171047,0.006645155971240745,0.0037957736635627275,0.004149574860171047,0.006645155971240745
2018-02-27,1,-0.009132483563272474,0.007368551346596526,-0.002868645838947003,0.009132483563272474,0.007368551346596526
2018-03-01,3,0.01227814290396526,-0.004645121693123612,-0.005203022050852253,0.01227814290396526,0.004645121693123612
2018-03-02,4,0.00629257770185509,-0.01187873482212629,-0.005042969223185894,0.00629257770185509,0.01187873482212629
2018-03-05,0,-0.005625893882168437,0.003924871873297208,-0.004316013455357863,0.005625893882168437,0.003924871873297208
2018-03-06,1,0.005298148750684938,0.008434914115059705,0.014191256741091512,0.005298148750684938,0.008434914115059705
2018-03-07,2,0.0,0.0002779193125489684,-0.0069770970044206754,0.0,0.0002779193125489684
2018-03-08,3,0.004720701134937394,0.0067001925698195654,0.010863112257370931,0.004720701134937394,0.0067001925698195654
2018-03-09,4,-0.0037664827954768934,0.002396756309576648,0.003318893062150543,0.0037664827954768934,0.002396756309576648
2018-03-12,0,0.005366332401451224,0.009437922257198033,0.014528100562909808,0.005366332401451224,0.009437922257198033
2018-03-13,1,0.006507615156738215,-0.0003625487214550764,0.006870394046985588,0.006507615156738215,0.0003625487214550764
2018-03-14,2,-0.0015399251197463553,-0.006148301465550902,-0.0062356173310438535,0.0015399251197463553,0.006148301465550902
2018-03-15,3,0.004265947018531418,-0.002451315404251711,0.0009061254697552388,0.004265947018531418,0.002451315404251711
2018-03-16,4,-0.0018135659667847704,9.042000096591531e-05,-0.0020853174064751796,0.0018135659667847704,9.042000096591531e-05
2018-03-19,0,0.004817534200315296,-0.0017281372257545544,0.0009071941110254506,0.004817534200315296,0.0017281372257545544
2018-03-20,1,0.0035478772716988844,-0.007464079801715223,-0.0014519058811894676,0.0035478772716988844,0.007464079801715223
2018-03-21,2,0.001268460802496945,0.0013603593445991613,0.002901706787547213,0.001268460802496945,0.0013603593445991613
2018-03-22,3,-0.004267883890252591,-9.09049589281172e-05,,0.004267883890252591,9.09049589281172e-05
2018-03-23,4,0.00037271711203007787,-0.01578738618151037,-0.023478498710149853,0.00037271711203007787,0.01578738618151037
2018-03-26,0,0.013653674236980646,-0.010666268788005607,0.009826722256863084,0.013653674236980646,0.010666268788005607
2018-03-27,1,0.003737981286354412,0.008156577320117273,0.013651776453286758,0.003737981286354412,0.008156577320117273
2018-03-28,2,-0.005438052020610128,-0.01051246026506376,-0.015498499046451595,0.005438052020610128,0.01051246026506376
2018-03-29,3,0.0009229349986008987,-0.0019416584159368806,0.0018467225931647112,0.0009229349986008987,0.0019416584159368806
2018-03-30,4,-0.00018315018366216431,0.006885498858192072,0.007261395020428971,0.00018315018366216431,0.006885498858192072
2018-03-31,5,-0.0019201761488943459,0.0012800586917474026,0.0006408789415966606,0.0019201761488943459,0.0012800586917474026
2018-04-03,1,0.0009277299116091384,-0.011024244310468737,-0.00748305953844172,0.0009277299116091384,0.011024244310468737
2018-04-09,0,0.006071217250308973,0.005633817718256064,0.011066140224280183,0.006071217250308973,0.005633817718256064
2018-04-10,1,0.00687350916755903,-0.0017424003674570013,0.004118433497056458,0.00687350916755903,0.0017424003674570013
2018-04-11,2,0.0018233207713402371,0.0020047391441706144,0.0027362293613075335,0.0018233207713402371,0.0020047391441706144
2018-04-12,3,-0.004558724160420793,-0.0007291951831632197,-0.003284374816289438,0.004558724160420793,0.0007291951831632197
2018-04-13,4,-0.0010036039344268552,0.005754228783252099,0.0010959906111238594,0.0010036039344268552,0.005754228783252099
2018-04-16,0,-0.002919976524929065,-0.0027394775602083187,-0.0010959906111238464,0.002919976524929065,0.0027394775602083187
2018-04-17,1,-0.013968247694349985,0.002282793302885607,-0.012598447014431887,0.013968247694349985,0.002282793302885607
2018-04-18,2,-0.00036876556147596626,0.0016642015675248842,0.0036026088569636704,0.00036876556147596626,0.0016642015675248842
2018-04-19,3,0.010355189896629022,-0.00018451886757773873,,0.010355189896629022,0.00018451886757773873
2018-04-20,4,-0.0074802953035663115,-0.004765841666577983,-0.016638707151713603,0.0074802953035663115,0.004765841666577983
2018-04-23,0,-0.00345391241845058,-0.005406426293398863,-0.00875156875094374,0.00345391241845058,0.005406426293398863
2018-04-24,1,-0.010246858165085118,-0.0005614823280582968,-0.010433896414952395,0.010246858165085118,0.0005614823280582968
2018-04-25,2,0.0045666524038843045,-0.011217914007011288,-0.004545892855435105,0.0045666524038843045,0.011217914007011288
2018-04-26,3,-0.011861409645495176,0.002653778450629435,-0.005616120610686885,0.011861409645495176,0.002653778450629435
2018-04-27,4,0.0,0.008567401285298584,0.008081044118871977,0.0,0.008567401285298584
2018-04-30,0,0.005835859936221327,0.001040336784613262,0.008861294786243052,0.005835859936221327,0.001040336784613262
2018-05-02,2,-0.0020715638293336354,-0.003199701581772747,-0.00432656807344596,0.0020715638293336354,0.003199701581772747
2018-05-03,3,-0.005126755746345627,-0.005195307581325864,-0.009756174945364685,0.005126755746345627,0.005195307581325864
2018-05-04,4,0.001616815226905256,0.0012367408701886194,0.001616815226905256,0.001616815226905256,0.0012367408701886194
2018-05-07,0,-0.0003774653248554893,0.007587289812159606,0.006818853961587258,0.0003774653248554893,0.007587289812159606
2018-05-08,1,0.006771398016625194,0.00047252280801708246,0.006960148489061726,0.006771398016625194,0.00047252280801708246
2018-05-09,2,0.0017766146147616848,0.00149798735998087,0.0032751631765485264,0.0017766146147616848,0.00149798735998087
2018-05-10,3,0.002884393718783563,0.003263862644720373,0.005496822896288559,0.002884393718783563,0.003263862644720373
2018-05-11,4,0.0038745435924626547,0.00546981385073995,0.009064065015737775,0.0038745435924626547,0.00546981385073995
2018-05-14,0,0.002924513142698056,0.004595173971301826,0.008891391818325073,0.002924513142698056,0.004595173971301826
