date_utc,ticker,count
2024-02-08,ASML.AS,0
2024-02-08,MC.PA,0
2024-02-08,000660.KS,0
2024-02-08,005930.KS,1
2024-02-08,005380.KS,0
2024-02-08,ENB.TO,1
2024-02-08,CP.TO,0
2024-02-08,CNQ.TO,0
2024-02-08,0700.HK,0
2024-02-08,0388.HK,0
2024-02-08,0939.HK,0
2024-02-08,ABEV3.SA,0
2024-02-08,RENT3.SA,0
2024-02-08,B3SA3.SA,0
2024-02-08,TCS.NS,1
2024-02-08,INFY.NS,0
2024-02-08,ICICIBANK.NS,1
2024-02-09,2330.TW,0
2024-02-09,2454.TW,0
2024-02-09,2317.TW,0
2024-02-09,2303.TW,0
2024-02-09,AMZN,3
2024-02-09,META,38
2024-02-09,NVDA,1
2024-02-09,AAPL,5
2024-02-09,7974.T,0
2024-02-09,6758.T,3
2024-02-09,8035.T,0
2024-02-09,7203.T,8
2024-02-09,ADS.DE,0
2024-02-09,SAP.DE,1
2024-02-09,MBG.DE,0
2024-02-09,ASML.AS,0
2024-02-09,MC.PA,0
2024-02-09,000660.KS,0
2024-02-09,005930.KS,0
2024-02-09,005380.KS,0
2024-02-09,ENB.TO,0
2024-02-09,CP.TO,0
2024-02-09,CNQ.TO,0
2024-02-09,0700.HK,0
2024-02-09,0388.HK,0
2024-02-09,0939.HK,0
2024-02-09,ABEV3.SA,0
2024-02-09,RENT3.SA,0
2024-02-09,B3SA3.SA,0
2024-02-09,TCS.NS,1
2024-02-09,INFY.NS,1
2024-02-09,ICICIBANK.NS,0
2024-02-10,2330.TW,2
2024-02-10,2454.TW,0
2024-02-10,2317.TW,0
2024-02-10,2303.TW,0
2024-02-10,AMZN,0
2024-02-10,META,15
2024-02-10,NVDA,6
2024-02-10,AAPL,0
2024-02-10,7974.T,0
2024-02-10,6758.T,3
2024-02-10,8035.T,0
2024-02-10,7203.T,2
2024-02-10,ADS.DE,1
2024-02-10,SAP.DE,2
2024-02-10,MBG.DE,1
2024-02-10,ASML.AS,0
2024-02-10,MC.PA,0
2024-02-10,000660.KS,0
2024-02-10,005930.KS,0
2024-02-10,005380.KS,0
2024-02-10,ENB.TO,0
2024-02-10,CP.TO,0
2024-02-10,CNQ.TO,0
2024-02-10,0700.HK,0
2024-02-10,0388.HK,0
2024-02-10,0939.HK,0
2024-02-10,ABEV3.SA,0
2024-02-10,RENT3.SA,0
2024-02-10,B3SA3.SA,0
2024-02-10,TCS.NS,1
2024-02-10,INFY.NS,0
2024-02-10,ICICIBANK.NS,0
2024-02-11,2330.TW,0
2024-02-11,2454.TW,0
2024-02-11,2317.TW,0
2024-02-11,2303.TW,0
2024-02-11,AMZN,1
2024-02-11,META,29
2024-02-11,NVDA,1
2024-02-11,AAPL,1
2024-02-11,7974.T,0
2024-02-11,6758.T,2
2024-02-11,8035.T,0
2024-02-11,7203.T,3
2024-02-11,ADS.DE,1
2024-02-11,SAP.DE,0
2024-02-11,MBG.DE,1
2024-02-11,ASML.AS,0
2024-02-11,MC.PA,0
2024-02-11,000660.KS,0
2024-02-11,005930.KS,0
2024-02-11,005380.KS,0
2024-02-11,ENB.TO,0
2024-02-11,CP.TO,0
2024-02-11,CNQ.TO,0
2024-02-11,0700.HK,0
2024-02-11,0388.HK,0
2024-02-11,0939.HK,0
2024-02-11,ABEV3.SA,0
2024-02-11,RENT3.SA,0
2024-02-11,B3SA3.SA,0
2024-02-11,TCS.NS,0
2024-02-11,INFY.NS,0
2024-02-11,ICICIBANK.NS,0
2024-02-12,2330.TW,2
2024-02-12,2454.TW,0
2024-02-12,2317.TW,0
2024-02-12,2303.TW,0
2024-02-12,AMZN,2
2024-02-12,META,19
2024-02-12,NVDA,7
2024-02-12,AAPL,0
2024-02-12,7974.T,0
2024-02-12,6758.T,6
2024-02-12,8035.T,0
2024-02-12,7203.T,6
2024-02-12,ADS.DE,0
2024-02-12,SAP.DE,1
2024-02-12,MBG.DE,0
2024-02-12,ASML.AS,0
2024-02-12,MC.PA,0
2024-02-12,000660.KS,0
2024-02-12,005930.KS,0
2024-02-12,005380.KS,0
2024-02-12,ENB.TO,0
2024-02-12,CP.TO,0
2024-02-12,CNQ.TO,0
2024-02-12,0700.HK,0
2024-02-12,0388.HK,0
2024-02-12,0939.HK,0
2024-02-12,ABEV3.SA,0
2024-02-12,RENT3.SA,0
2024-02-12,B3SA3.SA,0
2024-02-12,TCS.NS,0
2024-02-12,INFY.NS,1
2024-02-12,ICICIBANK.NS,0
2024-02-13,2330.TW,1
2024-02-13,2454.TW,0
2024-02-13,2317.TW,0
2024-02-13,2303.TW,0
2024-02-13,AMZN,0
2024-02-13,META,28
2024-02-13,NVDA,7
2024-02-13,AAPL,0
2024-02-13,7974.T,0
2024-02-13,6758.T,9
2024-02-13,8035.T,0
2024-02-13,7203.T,5
2024-02-13,ADS.DE,0
2024-02-13,SAP.DE,0
2024-02-13,MBG.DE,0
2024-02-13,ASML.AS,0
2024-02-13,MC.PA,0
2024-02-13,000660.KS,0
2024-02-13,005930.KS,1
2024-02-13,005380.KS,0
2024-02-13,ENB.TO,1
2024-02-13,CP.TO,0
2024-02-13,CNQ.TO,0
2024-02-13,0700.HK,0
2024-02-13,0388.HK,0
2024-02-13,0939.HK,0
2024-02-13,ABEV3.SA,0
2024-02-13,RENT3.SA,0
2024-02-13,B3SA3.SA,0
2024-02-13,TCS.NS,1
2024-02-13,INFY.NS,1
2024-02-13,ICICIBANK.NS,0
2024-02-14,2330.TW,1
2024-02-14,2454.TW,1
2024-02-14,2317.TW,0
2024-02-14,2303.TW,0
2024-02-14,AMZN,2
2024-02-14,META,51
2024-02-14,NVDA,4
2024-02-14,AAPL,4
2024-02-14,7974.T,1
2024-02-14,6758.T,8
2024-02-14,8035.T,0
2024-02-14,7203.T,1
2024-02-14,ADS.DE,2
2024-02-14,SAP.DE,6
2024-02-14,MBG.DE,0
2024-02-14,ASML.AS,0
2024-02-14,MC.PA,1
2024-02-14,000660.KS,0
2024-02-14,005930.KS,1
2024-02-14,005380.KS,0
2024-02-14,ENB.TO,0
2024-02-14,CP.TO,0
2024-02-14,CNQ.TO,0
2024-02-14,0700.HK,1
2024-02-14,0388.HK,0
2024-02-14,0939.HK,0
2024-02-14,ABEV3.SA,0
2024-02-14,RENT3.SA,0
2024-02-14,B3SA3.SA,0
2024-02-14,TCS.NS,0
2024-02-14,INFY.NS,1
2024-02-14,ICICIBANK.NS,0
2024-02-15,2330.TW,1
2024-02-15,2454.TW,0
2024-02-15,2317.TW,0
2024-02-15,2303.TW,0
2024-02-15,AMZN,0
2024-02-15,META,32
2024-02-15,NVDA,9
2024-02-15,AAPL,1
2024-02-15,7974.T,0
2024-02-15,6758.T,5
2024-02-15,8035.T,0
2024-02-15,7203.T,7
2024-02-15,ADS.DE,1
2024-02-15,SAP.DE,1
2024-02-15,MBG.DE,1
2024-02-15,ASML.AS,0
2024-02-15,MC.PA,2
2024-02-15,000660.KS,0
2024-02-15,005930.KS,1
2024-02-15,005380.KS,1
2024-02-15,ENB.TO,0
2024-02-15,CP.TO,0
2024-02-15,CNQ.TO,0
2024-02-15,0700.HK,0
2024-02-15,0388.HK,0
2024-02-15,0939.HK,0
2024-02-15,ABEV3.SA,0
2024-02-15,RENT3.SA,0
2024-02-15,B3SA3.SA,0
2024-02-15,TCS.NS,0
2024-02-15,INFY.NS,0
2024-02-15,ICICIBANK.NS,0
2024-02-16,2330.TW,0
2024-02-16,2454.TW,0
2024-02-16,2317.TW,0
2024-02-16,2303.TW,0
2024-02-16,AMZN,0
2024-02-16,META,33
2024-02-16,NVDA,5
2024-02-16,AAPL,3
2024-02-16,7974.T,0
2024-02-16,6758.T,7
2024-02-16,8035.T,0
2024-02-16,7203.T,0
2024-02-16,ADS.DE,0
2024-02-16,SAP.DE,2
2024-02-16,MBG.DE,1
2024-02-16,ASML.AS,0
2024-02-16,MC.PA,0
2024-02-16,000660.KS,0
2024-02-16,005930.KS,0
2024-02-16,005380.KS,0
2024-02-16,ENB.TO,0
2024-02-16,CP.TO,0
2024-02-16,CNQ.TO,0
2024-02-16,0700.HK,0
2024-02-16,0388.HK,0
2024-02-16,0939.HK,0
2024-02-16,ABEV3.SA,0
2024-02-16,RENT3.SA,0
2024-02-16,B3SA3.SA,0
2024-02-16,TCS.NS,0
2024-02-16,INFY.NS,1
2024-02-16,ICICIBANK.NS,0
2024-02-19,2330.TW,3
2024-02-19,2454.TW,0
2024-02-19,2317.TW,0
2024-02-19,2303.TW,0
2024-02-19,AMZN,1
2024-02-19,META,36
2024-02-19,NVDA,11
2024-02-19,AAPL,2
2024-02-19,7974.T,0
2024-02-19,6758.T,2
2024-02-19,8035.T,0
2024-02-19,7203.T,4
2024-02-19,ADS.DE,0
2024-02-19,SAP.DE,6
2024-02-19,MBG.DE,1
2024-02-19,ASML.AS,0
2024-02-19,MC.PA,1
2024-02-19,000660.KS,1
2024-02-19,005930.KS,1
2024-02-19,005380.KS,1
2024-02-19,ENB.TO,0
2024-02-19,CP.TO,0
2024-02-19,CNQ.TO,0
2024-02-19,0700.HK,0
2024-02-19,0388.HK,0
2024-02-19,0939.HK,0
2024-02-19,ABEV3.SA,0
2024-02-19,RENT3.SA,0
2024-02-19,B3SA3.SA,0
2024-02-19,TCS.NS,0
2024-02-19,INFY.NS,0
2024-02-19,ICICIBANK.NS,0
2024-02-20,2330.TW,1
2024-02-20,2454.TW,0
2024-02-20,2317.TW,0
2024-02-20,2303.TW,0
2024-02-20,AMZN,3
2024-02-20,META,44
2024-02-20,NVDA,10
2024-02-20,AAPL,3
2024-02-20,7974.T,0
2024-02-20,6758.T,2
2024-02-20,8035.T,0
2024-02-20,7203.T,7
2024-02-20,ADS.DE,3
2024-02-20,SAP.DE,5
2024-02-20,MBG.DE,0
2024-02-20,ASML.AS,0
2024-02-20,MC.PA,1
2024-02-20,000660.KS,0
2024-02-20,005930.KS,1
2024-02-20,005380.KS,0
2024-02-20,ENB.TO,0
2024-02-20,CP.TO,0
2024-02-20,CNQ.TO,0
2024-02-20,0700.HK,0
2024-02-20,0388.HK,0
2024-02-20,0939.HK,0
2024-02-20,ABEV3.SA,0
2024-02-20,RENT3.SA,0
2024-02-20,B3SA3.SA,0
2024-02-20,TCS.NS,0
2024-02-20,INFY.NS,1
2024-02-20,ICICIBANK.NS,0
2024-02-21,2330.TW,1
2024-02-21,2454.TW,0
2024-02-21,2317.TW,0
2024-02-21,2303.TW,0
2024-02-21,AMZN,0
2024-02-21,META,34
2024-02-21,NVDA,9
2024-02-21,AAPL,3
2024-02-21,7974.T,0
2024-02-21,6758.T,7
2024-02-21,8035.T,0
2024-02-21,7203.T,1
2024-02-21,ADS.DE,1
2024-02-21,SAP.DE,2
2024-02-21,MBG.DE,1
2024-02-21,ASML.AS,0
2024-02-21,MC.PA,0
2024-02-21,000660.KS,0
2024-02-21,005930.KS,0
2024-02-21,005380.KS,1
2024-02-21,ENB.TO,0
2024-02-21,CP.TO,0
2024-02-21,CNQ.TO,0
2024-02-21,0700.HK,0
2024-02-21,0388.HK,0
2024-02-21,0939.HK,0
2024-02-21,ABEV3.SA,0
2024-02-21,RENT3.SA,0
2024-02-21,B3SA3.SA,0
2024-02-21,TCS.NS,0
2024-02-21,INFY.NS,1
2024-02-21,ICICIBANK.NS,0
2024-02-22,2330.TW,2
2024-02-22,2454.TW,2
2024-02-22,2317.TW,2
2024-02-22,2303.TW,0
2024-02-22,AMZN,4
2024-02-22,META,42
2024-02-22,NVDA,19
2024-02-22,AAPL,4
2024-02-22,7974.T,0
2024-02-22,6758.T,2
2024-02-22,8035.T,0
2024-02-22,7203.T,6
2024-02-22,ADS.DE,1
2024-02-22,SAP.DE,6
2024-02-22,MBG.DE,2
2024-02-22,ASML.AS,0
2024-02-22,MC.PA,1
2024-02-22,000660.KS,0
2024-02-22,005930.KS,1
2024-02-22,005380.KS,0
2024-02-22,ENB.TO,0
2024-02-22,CP.TO,0
2024-02-22,CNQ.TO,0
2024-02-22,0700.HK,0
2024-02-22,0388.HK,0
2024-02-22,0939.HK,0
2024-02-22,ABEV3.SA,0
2024-02-22,RENT3.SA,0
2024-02-22,B3SA3.SA,0
2024-02-22,TCS.NS,0
2024-02-22,INFY.NS,2
2024-02-22,ICICIBANK.NS,0
2024-02-23,2330.TW,1
2024-02-23,2454.TW,0
2024-02-23,2317.TW,0
2024-02-23,2303.TW,0
2024-02-23,AMZN,0
2024-02-23,META,46
2024-02-23,NVDA,21
2024-02-23,AAPL,5
2024-02-23,7974.T,0
2024-02-23,6758.T,4
2024-02-23,8035.T,0
2024-02-23,7203.T,0
2024-02-23,ADS.DE,6
2024-02-23,SAP.DE,3
2024-02-23,MBG.DE,2
2024-02-23,ASML.AS,0
2024-02-23,MC.PA,4
2024-02-23,000660.KS,0
2024-02-23,005930.KS,0
2024-02-23,005380.KS,0
2024-02-23,ENB.TO,0
2024-02-23,CP.TO,0
2024-02-23,CNQ.TO,0
2024-02-23,0700.HK,1
2024-02-23,0388.HK,0
2024-02-23,0939.HK,0
2024-02-23,ABEV3.SA,0
2024-02-23,RENT3.SA,0
2024-02-23,B3SA3.SA,0
2024-02-23,TCS.NS,2
2024-02-23,INFY.NS,1
2024-02-23,ICICIBANK.NS,0
2024-02-24,2330.TW,0
2024-02-24,2454.TW,0
2024-02-24,2317.TW,0
2024-02-24,2303.TW,0
2024-02-24,AMZN,0
2024-02-24,META,30
2024-02-24,NVDA,5
2024-02-24,AAPL,2
2024-02-24,7974.T,0
2024-02-24,6758.T,1
2024-02-24,8035.T,0
2024-02-24,7203.T,4
2024-02-24,ADS.DE,0
2024-02-24,SAP.DE,2
2024-02-24,MBG.DE,0
2024-02-24,ASML.AS,0
2024-02-24,MC.PA,1
2024-02-24,000660.KS,0
2024-02-24,005930.KS,0
2024-02-24,005380.KS,0
2024-02-24,ENB.TO,0
2024-02-24,CP.TO,0
2024-02-24,CNQ.TO,0
2024-02-24,0700.HK,0
2024-02-24,0388.HK,0
2024-02-24,0939.HK,0
2024-02-24,ABEV3.SA,0
2024-02-24,RENT3.SA,0
2024-02-24,B3SA3.SA,0
2024-02-24,TCS.NS,0
2024-02-24,INFY.NS,0
2024-02-24,ICICIBANK.NS,0
2024-02-27,2330.TW,0
2024-02-27,2454.TW,0
2024-02-27,2317.TW,0
2024-02-27,2303.TW,0
2024-02-27,AMZN,2
2024-02-27,META,47
2024-02-27,NVDA,6
2024-02-27,AAPL,3
2024-02-27,7974.T,0
2024-02-27,6758.T,3
2024-02-27,8035.T,0
2024-02-27,7203.T,3
2024-02-27,ADS.DE,1
2024-02-27,SAP.DE,4
2024-02-27,MBG.DE,0
2024-02-27,ASML.AS,0
2024-02-27,MC.PA,0
2024-02-27,000660.KS,0
2024-02-27,005930.KS,1
2024-02-27,005380.KS,1
2024-02-27,ENB.TO,0
2024-02-27,CP.TO,0
2024-02-27,CNQ.TO,0
2024-02-27,0700.HK,0
2024-02-27,0388.HK,0
2024-02-27,0939.HK,0
2024-02-27,ABEV3.SA,0
2024-02-27,RENT3.SA,1
2024-02-27,B3SA3.SA,0
2024-02-27,TCS.NS,0
2024-02-27,INFY.NS,0
2024-02-27,ICICIBANK.NS,0
2024-02-28,2330.TW,0
2024-02-28,2454.TW,0
2024-02-28,2317.TW,0
2024-02-28,2303.TW,0
2024-02-28,AMZN,1
2024-02-28,META,72
2024-02-28,NVDA,9
2024-02-28,AAPL,10
2024-02-28,7974.T,0
2024-02-28,6758.T,4
2024-02-28,8035.T,0
2024-02-28,7203.T,12
2024-02-28,ADS.DE,2
2024-02-28,SAP.DE,2
2024-02-28,MBG.DE,1
2024-02-28,ASML.AS,0
2024-02-28,MC.PA,0
2024-02-28,000660.KS,0
2024-02-28,005930.KS,2
2024-02-28,005380.KS,1
2024-02-28,ENB.TO,0
2024-02-28,CP.TO,0
2024-02-28,CNQ.TO,0
2024-02-28,0700.HK,0
2024-02-28,0388.HK,0
2024-02-28,0939.HK,0
2024-02-28,ABEV3.SA,0
2024-02-28,RENT3.SA,0
2024-02-28,B3SA3.SA,0
2024-02-28,TCS.NS,1
2024-02-28,INFY.NS,2
2024-02-28,ICICIBANK.NS,0
2024-02-29,2330.TW,1
2024-02-29,2454.TW,0
2024-02-29,2317.TW,0
2024-02-29,2303.TW,0
2024-02-29,AMZN,0
2024-02-29,META,25
2024-02-29,NVDA,4
2024-02-29,AAPL,0
2024-02-29,7974.T,0
2024-02-29,6758.T,6
2024-02-29,8035.T,0
2024-02-29,7203.T,4
2024-02-29,ADS.DE,0
2024-02-29,SAP.DE,3
2024-02-29,MBG.DE,1
2024-02-29,ASML.AS,0
2024-02-29,MC.PA,0
2024-02-29,000660.KS,0
2024-02-29,005930.KS,0
2024-02-29,005380.KS,0
2024-02-29,ENB.TO,0
2024-02-29,CP.TO,0
2024-02-29,CNQ.TO,0
2024-02-29,0700.HK,0
2024-02-29,0388.HK,0
2024-02-29,0939.HK,0
2024-02-29,ABEV3.SA,0
2024-02-29,RENT3.SA,0
2024-02-29,B3SA3.SA,0
2024-02-29,TCS.NS,1
2024-02-29,INFY.NS,0
2024-02-29,ICICIBANK.NS,0
2024-03-01,2330.TW,0
2024-03-01,2454.TW,0
2024-03-01,2317.TW,0
2024-03-01,2303.TW,0
2024-03-01,AMZN,1
2024-03-01,META,33
2024-03-01,NVDA,5
2024-03-01,AAPL,3
2024-03-01,7974.T,0
2024-03-01,6758.T,4
2024-03-01,8035.T,0
2024-03-01,7203.T,3
2024-03-01,ADS.DE,0
2024-03-01,SAP.DE,3
2024-03-01,MBG.DE,1
2024-03-01,ASML.AS,0
2024-03-01,MC.PA,2
2024-03-01,000660.KS,0
2024-03-01,005930.KS,0
2024-03-01,005380.KS,1
2024-03-01,ENB.TO,0
2024-03-01,CP.TO,0
2024-03-01,CNQ.TO,1
2024-03-01,0700.HK,1
2024-03-01,0388.HK,0
2024-03-01,0939.HK,0
2024-03-01,ABEV3.SA,0
2024-03-01,RENT3.SA,0
2024-03-01,B3SA3.SA,0
2024-03-01,TCS.NS,0
2024-03-01,INFY.NS,0
2024-03-01,ICICIBANK.NS,0
2024-03-02,2330.TW,1
2024-03-02,2454.TW,0
2024-03-02,2317.TW,0
2024-03-02,2303.TW,0
2024-03-02,AMZN,0
2024-03-02,META,40
2024-03-02,NVDA,2
2024-03-02,AAPL,1
2024-03-02,7974.T,0
2024-03-02,6758.T,1
2024-03-02,8035.T,0
2024-03-02,7203.T,2
2024-03-02,ADS.DE,1
2024-03-02,SAP.DE,0
2024-03-02,MBG.DE,1
2024-03-02,ASML.AS,0
2024-03-02,MC.PA,1
2024-03-02,000660.KS,0
2024-03-02,005930.KS,0
2024-03-02,005380.KS,0
2024-03-02,ENB.TO,0
2024-03-02,CP.TO,0
2024-03-02,CNQ.TO,0
2024-03-02,0700.HK,0
2024-03-02,0388.HK,0
2024-03-02,0939.HK,0
2024-03-02,ABEV3.SA,0
2024-03-02,RENT3.SA,0
2024-03-02,B3SA3.SA,0
2024-03-02,TCS.NS,0
2024-03-02,INFY.NS,0
2024-03-02,ICICIBANK.NS,0
2024-03-04,2330.TW,2
2024-03-04,2454.TW,0
2024-03-04,2317.TW,1
2024-03-04,2303.TW,10
2024-03-04,AMZN,2
2024-03-04,META,35
2024-03-04,NVDA,4
2024-03-04,AAPL,0
2024-03-04,7974.T,0
2024-03-04,6758.T,1
2024-03-04,8035.T,0
2024-03-04,7203.T,5
2024-03-04,ADS.DE,0
2024-03-04,SAP.DE,2
2024-03-04,MBG.DE,0
2024-03-04,ASML.AS,0
2024-03-04,MC.PA,0
2024-03-04,000660.KS,0
2024-03-04,005930.KS,1
2024-03-04,005380.KS,1
2024-03-04,ENB.TO,0
2024-03-04,CP.TO,0
2024-03-04,CNQ.TO,0
2024-03-04,0700.HK,0
2024-03-04,0388.HK,0
2024-03-04,0939.HK,0
2024-03-04,ABEV3.SA,0
2024-03-04,RENT3.SA,0
2024-03-04,B3SA3.SA,0
2024-03-04,TCS.NS,0
2024-03-04,INFY.NS,0
2024-03-04,ICICIBANK.NS,0
2024-03-05,2330.TW,1
2024-03-05,2454.TW,0
2024-03-05,2317.TW,0
2024-03-05,2303.TW,0
2024-03-05,AMZN,1
2024-03-05,META,39
2024-03-05,NVDA,6
2024-03-05,AAPL,2
2024-03-05,7974.T,0
2024-03-05,6758.T,0
2024-03-05,8035.T,0
2024-03-05,7203.T,1
2024-03-05,ADS.DE,0
2024-03-05,SAP.DE,1
2024-03-05,MBG.DE,1
2024-03-05,ASML.AS,0
2024-03-05,MC.PA,1
2024-03-05,000660.KS,0
2024-03-05,005930.KS,0
2024-03-05,005380.KS,0
2024-03-05,ENB.TO,0
2024-03-05,CP.TO,0
2024-03-05,CNQ.TO,0
2024-03-05,0700.HK,1
2024-03-05,0388.HK,0
2024-03-05,0939.HK,0
2024-03-05,ABEV3.SA,0
2024-03-05,RENT3.SA,0
2024-03-05,B3SA3.SA,0
2024-03-05,TCS.NS,3
2024-03-05,INFY.NS,3
2024-03-05,ICICIBANK.NS,0
2024-03-06,2330.TW,2
2024-03-06,2454.TW,4
2024-03-06,2317.TW,0
2024-03-06,2303.TW,0
2024-03-06,AMZN,0
2024-03-06,META,36
2024-03-06,NVDA,3
2024-03-06,AAPL,1
2024-03-06,7974.T,0
2024-03-06,6758.T,1
2024-03-06,8035.T,0
2024-03-06,7203.T,2
2024-03-06,ADS.DE,0
2024-03-06,SAP.DE,0
2024-03-06,MBG.DE,0
2024-03-06,ASML.AS,1
2024-03-06,MC.PA,2
2024-03-06,000660.KS,0
2024-03-06,005930.KS,0
2024-03-06,005380.KS,0
2024-03-06,ENB.TO,1
2024-03-06,CP.TO,0
2024-03-06,CNQ.TO,0
2024-03-06,0700.HK,0
2024-03-06,0388.HK,0
2024-03-06,0939.HK,0
2024-03-06,ABEV3.SA,0
2024-03-06,RENT3.SA,0
2024-03-06,B3SA3.SA,0
2024-03-06,TCS.NS,0
2024-03-06,INFY.NS,0
2024-03-06,ICICIBANK.NS,0
2024-03-07,2330.TW,3
2024-03-07,2454.TW,0
2024-03-07,2317.TW,0
2024-03-07,2303.TW,0
2024-03-07,AMZN,1
2024-03-07,META,58
2024-03-07,NVDA,9
2024-03-07,AAPL,14
2024-03-07,7974.T,0
2024-03-07,6758.T,2
2024-03-07,8035.T,0
2024-03-07,7203.T,6
2024-03-07,ADS.DE,0
2024-03-07,SAP.DE,4
2024-03-07,MBG.DE,0
2024-03-07,ASML.AS,0
2024-03-07,MC.PA,2
2024-03-07,000660.KS,0
2024-03-07,005930.KS,0
2024-03-07,005380.KS,0
2024-03-07,ENB.TO,2
2024-03-07,CP.TO,0
2024-03-07,CNQ.TO,0
2024-03-07,0700.HK,0
2024-03-07,0388.HK,0
2024-03-07,0939.HK,0
2024-03-07,ABEV3.SA,0
2024-03-07,RENT3.SA,0
2024-03-07,B3SA3.SA,0
2024-03-07,TCS.NS,0
2024-03-07,INFY.NS,0
2024-03-07,ICICIBANK.NS,0
2024-03-08,2330.TW,0
2024-03-08,2454.TW,2
2024-03-08,2317.TW,0
2024-03-08,2303.TW,1
2024-03-08,AMZN,0
2024-03-08,META,35
2024-03-08,NVDA,6
2024-03-08,AAPL,8
2024-03-08,7974.T,0
2024-03-08,6758.T,2
2024-03-08,8035.T,0
2024-03-08,7203.T,5
2024-03-08,ADS.DE,0
2024-03-08,SAP.DE,5
2024-03-08,MBG.DE,0
2024-03-08,ASML.AS,0
2024-03-08,MC.PA,2
2024-03-08,000660.KS,0
2024-03-08,005930.KS,0
2024-03-08,005380.KS,0
2024-03-08,ENB.TO,0
2024-03-08,CP.TO,0
2024-03-08,CNQ.TO,0
2024-03-08,0700.HK,0
2024-03-08,0388.HK,0
2024-03-08,0939.HK,1
2024-03-08,ABEV3.SA,0
2024-03-08,RENT3.SA,0
2024-03-08,B3SA3.SA,0
2024-03-08,TCS.NS,0
2024-03-08,INFY.NS,1
2024-03-08,ICICIBANK.NS,0
2024-03-11,2330.TW,0
2024-03-11,2454.TW,1
2024-03-11,2317.TW,0
2024-03-11,2303.TW,0
2024-03-11,AMZN,0
2024-03-11,META,37
2024-03-11,NVDA,5
2024-03-11,AAPL,3
2024-03-11,7974.T,0
2024-03-11,6758.T,1
2024-03-11,8035.T,0
2024-03-11,7203.T,2
2024-03-11,ADS.DE,0
2024-03-11,SAP.DE,0
2024-03-11,MBG.DE,0
2024-03-11,ASML.AS,0
2024-03-11,MC.PA,5
2024-03-11,000660.KS,0
2024-03-11,005930.KS,0
2024-03-11,005380.KS,0
2024-03-11,ENB.TO,0
2024-03-11,CP.TO,0
2024-03-11,CNQ.TO,0
2024-03-11,0700.HK,0
2024-03-11,0388.HK,0
2024-03-11,0939.HK,0
2024-03-11,ABEV3.SA,0
2024-03-11,RENT3.SA,0
2024-03-11,B3SA3.SA,0
2024-03-11,TCS.NS,0
2024-03-11,INFY.NS,0
2024-03-11,ICICIBANK.NS,0
2024-03-12,2330.TW,0
2024-03-12,2454.TW,2
2024-03-12,2317.TW,0
2024-03-12,2303.TW,0
2024-03-12,AMZN,1
2024-03-12,META,65
2024-03-12,NVDA,3
2024-03-12,AAPL,11
2024-03-12,7974.T,0
2024-03-12,6758.T,1
2024-03-12,8035.T,0
2024-03-12,7203.T,5
2024-03-12,ADS.DE,2
2024-03-12,SAP.DE,2
2024-03-12,MBG.DE,1
2024-03-12,ASML.AS,0
2024-03-12,MC.PA,3
2024-03-12,000660.KS,0
2024-03-12,005930.KS,0
2024-03-12,005380.KS,0
2024-03-12,ENB.TO,0
2024-03-12,CP.TO,0
2024-03-12,CNQ.TO,0
2024-03-12,0700.HK,0
2024-03-12,0388.HK,0
2024-03-12,0939.HK,0
2024-03-12,ABEV3.SA,0
2024-03-12,RENT3.SA,0
2024-03-12,B3SA3.SA,0
2024-03-12,TCS.NS,1
2024-03-12,INFY.NS,2
2024-03-12,ICICIBANK.NS,0
2024-03-13,2330.TW,0
2024-03-13,2454.TW,0
2024-03-13,2317.TW,0
2024-03-13,2303.TW,0
2024-03-13,AMZN,5
2024-03-13,META,62
2024-03-13,NVDA,10
2024-03-13,AAPL,6
2024-03-13,7974.T,0
2024-03-13,6758.T,5
2024-03-13,8035.T,0
2024-03-13,7203.T,2
2024-03-13,ADS.DE,4
2024-03-13,SAP.DE,1
2024-03-13,MBG.DE,1
2024-03-13,ASML.AS,0
2024-03-13,MC.PA,1
2024-03-13,000660.KS,0
2024-03-13,005930.KS,2
2024-03-13,005380.KS,0
2024-03-13,ENB.TO,0
2024-03-13,CP.TO,0
2024-03-13,CNQ.TO,0
2024-03-13,0700.HK,1
2024-03-13,0388.HK,0
2024-03-13,0939.HK,0
2024-03-13,ABEV3.SA,0
2024-03-13,RENT3.SA,0
2024-03-13,B3SA3.SA,0
2024-03-13,TCS.NS,0
2024-03-13,INFY.NS,0
2024-03-13,ICICIBANK.NS,0
2024-03-14,2330.TW,0
2024-03-14,2454.TW,0
2024-03-14,2317.TW,2
2024-03-14,2303.TW,1
2024-03-14,AMZN,1
2024-03-14,META,30
2024-03-14,NVDA,7
2024-03-14,AAPL,5
2024-03-14,7974.T,0
2024-03-14,6758.T,0
2024-03-14,8035.T,0
2024-03-14,7203.T,2
2024-03-14,ADS.DE,0
2024-03-14,SAP.DE,2
2024-03-14,MBG.DE,2
2024-03-14,ASML.AS,0
2024-03-14,MC.PA,1
2024-03-14,000660.KS,0
2024-03-14,005930.KS,0
2024-03-14,005380.KS,1
2024-03-14,ENB.TO,0
2024-03-14,CP.TO,0
2024-03-14,CNQ.TO,0
2024-03-14,0700.HK,0
2024-03-14,0388.HK,0
2024-03-14,0939.HK,0
2024-03-14,ABEV3.SA,0
2024-03-14,RENT3.SA,0
2024-03-14,B3SA3.SA,0
2024-03-14,TCS.NS,1
