date,BIL,SPY,SVXY,VIXY,VXX,^VIX
2006-01-03,,87.2250747680664,,,,11.140000343322754
2006-01-04,,87.63809967041016,,,,11.369999885559082
2006-01-05,,87.69318389892578,,,,11.3100004196167
2006-01-06,,88.4229507446289,,,,11.0
2006-01-09,,88.65013122558594,,,,11.130000114440918
2006-01-10,,88.73960876464844,,,,10.859999656677246
2006-01-11,,89.02185821533203,,,,10.9399995803833
2006-01-12,,88.6707534790039,,,,11.199999809265137
2006-01-13,,88.58817291259766,,,,11.229999542236328
2006-01-17,,88.34720611572266,,,,11.90999984741211
2006-01-18,,87.99609375,,,,12.25
2006-01-19,,88.33344268798828,,,,11.979999542236328
2006-01-20,,86.72247314453125,,,,14.5600004196167
2006-01-23,,87.03230285644531,,,,13.930000305175781
2006-01-24,,87.12179565429688,,,,13.3100004196167
2006-01-25,,87.19751739501953,,,,12.869999885559082
2006-01-26,,87.67943572998047,,,,12.420000076293945
2006-01-27,,88.49178314208984,,,,11.970000267028809
2006-01-30,,88.4229507446289,,,,12.390000343322754
2006-01-31,,87.77579498291016,,,,12.949999809265137
2006-02-01,,88.38854217529297,,,,12.359999656677246
2006-02-02,,87.36274719238281,,,,13.229999542236328
2006-02-03,,86.92900848388672,,,,12.960000038146973
2006-02-06,,87.15621185302734,,,,13.039999961853027
2006-02-07,,86.38516998291016,,,,13.59000015258789
2006-02-08,,87.16998291015625,,,,12.829999923706055
2006-02-09,,87.025390625,,,,13.119999885559082
2006-02-10,,87.1837387084961,,,,12.869999885559082
2006-02-13,,87.025390625,,,,13.350000381469727
2006-02-14,,87.94789123535156,,,,12.25
2006-02-15,,88.25773620605469,,,,12.3100004196167
2006-02-16,,88.9186019897461,,,,11.479999542236328
2006-02-17,,88.67766571044922,,,,12.010000228881836
2006-02-21,,88.45736694335938,,,,12.40999984741211
2006-02-22,,88.99433898925781,,,,11.880000114440918
2006-02-23,,88.8635482788086,,,,11.869999885559082
2006-02-24,,89.0906982421875,,,,11.460000038146973
2006-02-27,,89.1251449584961,,,,11.59000015258789
2006-02-28,,88.27836608886719,,,,12.34000015258789
2006-03-01,,89.0632095336914,,,,11.539999961853027
2006-03-02,,89.0562973022461,,,,11.720000267028809
2006-03-03,,88.64322662353516,,,,11.960000038146973
2006-03-06,,88.23707580566406,,,,12.739999771118164
2006-03-07,,88.0993423461914,,,,12.65999984741211
2006-03-08,,88.28524017333984,,,,12.319999694824219
2006-03-09,,87.69318389892578,,,,12.680000305175781
2006-03-10,,88.52620697021484,,,,11.850000381469727
2006-03-13,,88.69142150878906,,,,11.369999885559082
2006-03-14,,89.62083435058594,,,,10.739999771118164
2006-03-15,,90.02010345458984,,,,11.350000381469727
2006-03-16,,90.20600891113281,,,,11.979999542236328
2006-03-17,,90.28134155273438,,,,12.119999885559082
2006-03-20,,90.13617706298828,,,,11.789999961853027
2006-03-21,,89.56939697265625,,,,11.619999885559082
2006-03-22,,90.11542510986328,,,,11.210000038146973
2006-03-23,,89.9288330078125,,,,11.170000076293945
2006-03-24,,89.99791717529297,,,,11.1899995803833
2006-03-27,,89.86663818359375,,,,11.460000038146973
2006-03-28,,89.31366729736328,,,,11.579999923706055
2006-03-29,,89.87351989746094,,,,10.949999809265137
