Date,MO
2017-11-30,35.90031051635742
2017-12-01,36.297264099121094
2017-12-04,37.09115982055664
2017-12-05,37.144081115722656
2017-12-06,37.927406311035156
2017-12-07,37.84272766113281
2017-12-08,37.863895416259766
2017-12-11,37.92212677001953
2017-12-12,37.95916748046875
2017-12-13,38.276729583740234
2017-12-14,37.9962158203125
2017-12-15,37.93269348144531
2017-12-18,38.451393127441406
2017-12-19,39.112972259521484
2017-12-20,38.771183013916016
2017-12-21,38.418731689453125
2017-12-22,38.52553176879883
2017-12-26,38.49348831176758
2017-12-27,38.68039321899414
2017-12-28,38.060909271240234
2017-12-29,38.135684967041016
2018-01-02,37.77787399291992
2018-01-03,37.63903045654297
2018-01-04,37.489498138427734
2018-01-05,37.59630584716797
2018-01-08,37.54824447631836
2018-01-09,37.15306091308594
2018-01-10,37.53756332397461
2018-01-11,37.53756332397461
2018-01-12,37.17441177368164
2018-01-16,36.805931091308594
2018-01-17,37.46280288696289
2018-01-18,37.39871597290039
2018-01-19,37.980812072753906
2018-01-22,38.06625747680664
2018-01-23,38.15704345703125
2018-01-24,38.215789794921875
2018-01-25,37.33463668823242
2018-01-26,37.927406311035156
2018-01-29,37.29190444946289
2018-01-30,37.286556243896484
2018-01-31,37.56425857543945
2018-02-01,37.34531021118164
2018-02-02,37.06227493286133
2018-02-05,35.26789855957031
2018-02-06,35.52957534790039
2018-02-07,35.668426513671875
2018-02-08,34.20515823364258
2018-02-09,34.19448471069336
2018-02-12,34.899410247802734
2018-02-13,35.054290771484375
2018-02-14,34.80862808227539
2018-02-15,34.88339614868164
2018-02-16,34.95815658569336
2018-02-20,34.279930114746094
2018-02-21,34.141075134277344
2018-02-22,33.825992584228516
2018-02-23,34.49354553222656
2018-02-26,34.942134857177734
2018-02-27,34.17845916748047
2018-02-28,33.617713928222656
2018-03-01,33.34002685546875
2018-03-02,33.404109954833984
2018-03-05,34.24788284301758
2018-03-06,34.58966827392578
2018-03-07,34.215843200683594
2018-03-08,34.942134857177734
2018-03-09,35.05962371826172
2018-03-12,35.12370300292969
2018-03-13,35.31596755981445
2018-03-14,34.446964263916016
2018-03-15,34.44155502319336
2018-03-16,34.10691452026367
2018-03-19,33.72369384765625
2018-03-20,33.205535888671875
2018-03-21,32.38511276245117
2018-03-22,32.59561538696289
2018-03-23,31.991092681884766
2018-03-26,32.16920852661133
2018-03-27,32.77372741699219
2018-03-28,33.70750045776367
2018-03-29,33.637325286865234
2018-04-02,32.66037368774414
2018-04-03,33.82084274291992
2018-04-04,34.19328308105469
2018-04-05,34.83559036254883
2018-04-06,34.46316146850586
2018-04-09,34.13930130004883
2018-04-10,34.66285705566406
2018-04-11,34.4577522277832
2018-04-12,34.22026443481445
2018-04-13,34.51712417602539
2018-04-16,34.67905044555664
2018-04-17,34.533321380615234
2018-04-18,33.194740295410156
2018-04-19,31.18685531616211
2018-04-20,30.889989852905273
2018-04-23,30.53375816345215
2018-04-24,29.848270416259766
2018-04-25,30.139738082885742
2018-04-26,29.562206268310547
2018-04-27,30.296276092529297
2018-04-30,30.285470962524414
2018-05-01,30.242298126220703
2018-05-02,30.058778762817383
2018-05-03,30.420412063598633
2018-05-04,30.36642837524414
2018-05-07,30.06956672668457
2018-05-08,29.83208656311035
2018-05-09,30.18292236328125
2018-05-10,30.247692108154297
2018-05-11,29.788902282714844
2018-05-14,29.697147369384766
2018-05-15,29.427265167236328
2018-05-16,29.61617660522461
2018-05-17,29.842872619628906
2018-05-18,29.977821350097656
2018-05-21,30.031787872314453
2018-05-22,29.799697875976562
2018-05-23,30.16132926940918
2018-05-24,30.16673469543457
2018-05-25,30.02638816833496
2018-05-29,30.080364227294922
2018-05-30,30.544557571411133
2018-05-31,30.08576202392578
2018-06-01,30.074970245361328
2018-06-04,30.23689842224121
2018-06-05,30.404220581054688
2018-06-06,30.3934268951416
2018-06-07,30.598520278930664
2018-06-08,31.149072647094727
2018-06-11,31.44053840637207
2018-06-12,31.240829467773438
2018-06-13,30.997943878173828
2018-06-14,30.98155975341797
2018-06-15,31.577133178710938
2018-06-18,30.926918029785156
2018-06-19,31.030738830566406
2018-06-20,31.00887680053711
2018-06-21,30.976089477539062
2018-06-22,31.156414031982422
2018-06-25,31.183727264404297
2018-06-26,30.653703689575195
2018-06-27,30.59360122680664
2018-06-28,31.30394744873047
2018-06-29,31.030738830566406
2018-07-02,30.528030395507812
2018-07-03,30.85041618347168
2018-07-05,31.489709854125977
2018-07-06,31.850353240966797
2018-07-09,31.70281219482422
2018-07-10,32.1071662902832
2018-07-11,32.06890869140625
2018-07-12,31.69734764099121
2018-07-13,31.96509552001953
2018-07-16,31.221975326538086
2018-07-17,31.336715698242188
2018-07-18,31.38043785095215
2018-07-19,31.112695693969727
2018-07-20,31.495187759399414
2018-07-23,31.467866897583008
2018-07-24,31.686424255371094
2018-07-25,31.609926223754883
2018-07-26,30.653703689575195
2018-07-27,31.637248992919922
2018-07-30,31.937774658203125
2018-07-31,32.06344223022461
2018-08-01,31.735607147216797
2018-08-02,32.145408630371094
2018-08-03,32.637176513671875
2018-08-06,32.899452209472656
2018-08-07,32.544288635253906
2018-08-08,32.025203704833984
2018-08-09,32.3585205078125
2018-08-10,32.265621185302734
2018-08-13,32.22736740112305
2018-08-14,32.3530387878418
2018-08-15,32.8830680847168
2018-08-16,33.23823547363281
2018-08-17,33.331119537353516
2018-08-20,33.32566452026367
2018-08-21,32.7464599609375
2018-08-22,32.413143157958984
2018-08-23,32.68635940551758
2018-08-24,32.11809158325195
2018-08-27,32.2437629699707
2018-08-28,31.937774658203125
2018-08-29,31.921377182006836
2018-08-30,32.06344223022461
2018-08-31,31.976028442382812
2018-09-04,32.29841232299805
2018-09-05,33.1398811340332
2018-09-06,33.21637725830078
2018-09-07,33.29288101196289
2018-09-10,33.101627349853516
2018-09-11,32.495113372802734
2018-09-12,34.65890121459961
2018-09-13,34.011436462402344
2018-09-14,34.3489990234375
2018-09-17,34.55376434326172
2018-09-18,34.387733459472656
2018-09-19,34.22172164916992
2018-09-20,34.45414352416992
2018-09-21,34.61463165283203
2018-09-24,33.79008483886719
2018-09-25,33.59638977050781
2018-09-26,33.65174102783203
2018-09-27,33.629600524902344
2018-09-28,33.375030517578125
2018-10-01,33.386104583740234
2018-10-02,33.91736602783203
2018-10-03,33.67940902709961
2018-10-04,34.18852233886719
2018-10-05,34.3489990234375
2018-10-08,34.95772933959961
2018-10-09,34.91899490356445
2018-10-10,34.8138542175293
2018-10-11,33.82328796386719
2018-10-12,33.2366943359375
2018-10-15,34.0003547668457
2018-10-16,33.629600524902344
2018-10-17,33.54658889770508
2018-10-18,33.7181396484375
2018-10-19,34.28260040283203
2018-10-22,33.92842483520508
2018-10-23,34.227264404296875
2018-10-24,34.48181915283203
2018-10-25,34.95220947265625
2018-10-26,34.913475036621094
2018-10-29,35.74354934692383
2018-10-30,36.4518928527832
2018-10-31,35.99257278442383
2018-11-01,35.23443603515625
2018-11-02,35.23443603515625
2018-11-05,35.765682220458984
2018-11-06,35.898502349853516
2018-11-07,36.175201416015625
2018-11-08,36.175201416015625
2018-11-09,35.09608459472656
2018-11-12,33.86756134033203
2018-11-13,33.203487396240234
2018-11-14,32.70542907714844
2018-11-15,31.698265075683594
2018-11-16,31.42156982421875
2018-11-19,30.81283187866211
2018-11-20,30.785173416137695
2018-11-21,30.098962783813477
2018-11-23,29.72818946838379
2018-11-26,29.44595718383789
2018-11-27,29.76692008972168
2018-11-28,30.408851623535156
2018-11-29,30.956722259521484
2018-11-30,30.34244728088379
2018-12-03,30.84050750732422
2018-12-04,30.1044979095459
2018-12-06,30.1044979095459
2018-12-07,29.98273468017578
2018-12-10,29.528972625732422
2018-12-11,29.855470657348633
2018-12-12,29.512357711791992
2018-12-13,29.838869094848633
2018-12-14,29.180330276489258
2018-12-17,28.970048904418945
2018-12-18,28.162086486816406
2018-12-19,28.444311141967773
2018-12-20,27.91305923461914
2018-12-21,27.16598892211914
2018-12-24,26.755319595336914
2018-12-26,27.244739532470703
2018-12-27,27.39663314819336
2018-12-28,27.503520965576172
2018-12-31,27.78479766845703
2019-01-02,27.739795684814453
2019-01-03,27.587905883789062
2019-01-04,28.296730041503906
2019-01-07,27.441635131835938
2019-01-08,27.599151611328125
2019-01-09,27.936691284179688
2019-01-10,27.48664093017578
2019-01-11,27.50914192199707
2019-01-14,27.149112701416016
2019-01-15,26.952213287353516
2019-01-16,26.552797317504883
2019-01-17,26.47403907775879
2019-01-18,27.177242279052734
2019-01-22,25.298294067382812
2019-01-23,25.146394729614258
2019-01-24,24.37569236755371
2019-01-25,24.887624740600586
2019-01-28,25.483932495117188
2019-01-29,25.827096939086914
2019-01-30,26.890331268310547
2019-01-31,27.762298583984375
2019-02-01,27.677907943725586
2019-02-04,27.627294540405273
2019-02-05,27.587905883789062
2019-02-06,27.717296600341797
2019-02-07,27.40788459777832
2019-02-08,27.47538948059082
2019-02-11,27.503520965576172
2019-02-12,27.936691284179688
2019-02-13,27.565406799316406
2019-02-14,27.644163131713867
2019-02-15,27.41913604736328
2019-02-19,27.55978012084961
2019-02-20,28.414867401123047
2019-02-21,28.33611297607422
2019-02-22,28.971799850463867
2019-02-25,29.163076400756836
2019-02-26,29.30933952331543
2019-02-27,29.4330997467041
2019-02-28,29.483728408813477
2019-03-01,29.67500877380371
2019-03-04,29.511850357055664
2019-03-05,29.74812889099121
2019-03-06,30.755117416381836
2019-03-07,30.79450035095215
2019-03-08,31.148900985717773
2019-03-11,31.508943557739258
2019-03-12,31.362672805786133
2019-03-13,31.57645034790039
2019-03-14,31.728347778320312
2019-03-15,31.92523956298828
2019-03-18,32.23464584350586
2019-03-19,31.508943557739258
2019-03-20,31.345802307128906
2019-03-21,32.0265007019043
2019-03-22,31.906686782836914
2019-03-25,32.26613998413086
2019-03-26,32.540016174316406
2019-03-27,32.123497009277344
2019-03-28,32.35172653198242
2019-03-29,32.76824951171875
2019-04-01,32.93941879272461
2019-04-02,32.34601974487305
2019-04-03,30.79975700378418
2019-04-04,31.153518676757812
2019-04-05,31.250513076782227
2019-04-08,31.541507720947266
2019-04-09,31.444509506225586
2019-04-10,31.62138557434082
2019-04-11,31.94091033935547
2019-04-12,32.27184295654297
2019-04-15,32.4886589050293
2019-04-16,32.17485046386719
2019-04-17,32.055023193359375
2019-04-18,31.022274017333984
2019-04-22,31.159231185913086
2019-04-23,31.279043197631836
2019-04-24,31.216276168823242
2019-04-25,29.333377838134766
2019-04-26,30.12076759338379
2019-04-29,30.53158187866211
2019-04-30,30.999465942382812
2019-05-01,30.463115692138672
2019-05-02,30.331880569458008
2019-05-03,30.674232482910156
2019-05-06,30.54299545288086
2019-05-07,30.206363677978516
2019-05-08,29.64719581604004
2019-05-09,29.6643123626709
2019-05-10,29.732778549194336
2019-05-13,29.350492477416992
2019-05-14,29.607255935668945
2019-05-15,29.744190216064453
2019-05-16,29.687131881713867
2019-05-17,29.869718551635742
2019-05-20,29.858306884765625
2019-05-21,29.595834732055664
2019-05-22,30.143590927124023
2019-05-23,30.13218879699707
2019-05-24,29.898250579833984
2019-05-28,28.45468521118164
2019-05-29,28.637264251708984
2019-05-30,28.648679733276367
2019-05-31,27.992515563964844
2019-06-03,28.585914611816406
2019-06-04,28.76849937438965
2019-06-05,28.351974487304688
2019-06-06,28.95679473876953
2019-06-07,29.316255569458008
2019-06-10,29.219257354736328
2019-06-11,29.75559425354004
2019-06-12,29.436073303222656
2019-06-13,29.679492950439453
2019-06-14,29.476646423339844
2019-06-17,29.476646423339844
2019-06-18,29.047767639160156
2019-06-19,28.92026710510254
2019-06-20,29.12890625
2019-06-21,27.819089889526367
2019-06-24,28.10307502746582
2019-06-25,28.271150588989258
2019-06-26,27.78431510925293
2019-06-27,27.761133193969727
2019-06-28,27.4423770904541
2019-07-01,27.639423370361328
2019-07-02,28.166824340820312
2019-07-03,28.508773803710938
2019-07-05,28.271150588989258
2019-07-08,28.445016860961914
2019-07-09,28.021936416625977
2019-07-10,28.398653030395508
2019-07-11,28.549341201782227
2019-07-12,28.688430786132812
2019-07-15,28.71162223815918
2019-07-16,28.636276245117188
2019-07-17,28.65945816040039
2019-07-18,29.28538703918457
2019-07-19,29.28538703918457
2019-07-22,28.786972045898438
2019-07-23,29.00139808654785
2019-07-24,28.85071563720703
2019-07-25,28.7405948638916
2019-07-26,28.89708709716797
2019-07-29,29.157882690429688
2019-07-30,28.10886573791504
2019-07-31,27.280092239379883
2019-08-01,27.749547958374023
2019-08-02,27.778518676757812
2019-08-05,27.036678314208984
2019-08-06,26.752687454223633
2019-08-07,26.79326629638672
2019-08-08,26.949745178222656
2019-08-09,26.752687454223633
2019-08-12,26.64837074279785
2019-08-13,27.11202049255371
2019-08-14,26.584619522094727
2019-08-15,26.3643856048584
2019-08-16,26.93815803527832
2019-08-19,27.065656661987305
2019-08-20,26.67734718322754
