Date,C
2013-02-21,31.18675422668457
2013-02-22,31.510761260986328
2013-02-25,30.303054809570312
2013-02-26,30.406160354614258
2013-02-27,31.046825408935547
2013-02-28,30.90691566467285
2013-03-01,31.010013580322266
2013-03-04,31.621240615844727
2013-03-05,32.10725021362305
2013-03-06,32.82893753051758
2013-03-07,33.13823318481445
2013-03-08,34.37538528442383
2013-03-11,35.05286407470703
2013-03-12,34.57422637939453
2013-03-13,34.588951110839844
2013-03-14,34.94977569580078
2013-03-15,34.802486419677734
2013-03-18,34.05137252807617
2013-03-19,33.7199821472168
2013-03-20,33.94091033935547
2013-03-21,33.307586669921875
2013-03-22,33.307586669921875
2013-03-25,32.76264953613281
2013-03-26,33.013031005859375
2013-03-27,32.740562438964844
2013-03-28,32.578548431396484
2013-04-01,32.24717712402344
2013-04-02,32.48282241821289
2013-04-03,31.29720687866211
2013-04-04,31.49604606628418
2013-04-05,31.672773361206055
2013-04-08,32.07779312133789
2013-04-09,32.320804595947266
2013-04-10,33.18240737915039
2013-04-11,33.042476654052734
2013-04-12,32.97621536254883
2013-04-15,33.042476654052734
2013-04-16,34.360652923583984
2013-04-17,33.68317413330078
2013-04-18,33.204490661621094
2013-04-19,33.16032028198242
2013-04-22,33.248687744140625
2013-04-23,34.21337127685547
2013-04-24,34.699398040771484
2013-04-25,34.692047119140625
2013-04-26,34.5521125793457
2013-04-29,34.47847366333008
2013-04-30,34.360652923583984
2013-05-01,33.778892517089844
2013-05-02,34.279747009277344
2013-05-03,34.59648132324219
2013-05-06,34.97212600708008
2013-05-07,35.43616485595703
2013-05-08,36.30530548095703
2013-05-09,35.797088623046875
2013-05-10,35.90757751464844
2013-05-13,36.03278350830078
2013-05-14,36.89456558227539
2013-05-15,37.81528091430664
2013-05-16,37.2775764465332
2013-05-17,37.896297454833984
2013-05-20,38.00677490234375
2013-05-21,38.050987243652344
2013-05-22,37.56483840942383
2013-05-23,37.21864318847656
2013-05-24,37.21129608154297
2013-05-28,38.14674377441406
2013-05-29,38.507652282714844
2013-05-30,39.23685073852539
2013-05-31,38.294044494628906
2013-06-03,38.271949768066406
2013-06-04,37.734249114990234
2013-06-05,36.85037612915039
2013-06-06,37.439632415771484
2013-06-07,38.00677490234375
2013-06-10,38.24984359741211
2013-06-11,36.79144287109375
2013-06-12,36.41579818725586
2013-06-13,37.041873931884766
2013-06-14,36.253753662109375
2013-06-17,36.356876373291016
2013-06-18,36.835655212402344
2013-06-19,36.48208999633789
2013-06-20,35.28150177001953
2013-06-21,34.52281951904297
2013-06-24,33.46955490112305
2013-06-25,34.61858367919922
2013-06-26,35.06787109375
2013-06-27,35.56138610839844
2013-06-28,35.33304977416992
2013-07-01,35.539276123046875
2013-07-02,35.46563720703125
2013-07-03,35.1120719909668
2013-07-05,35.74552536010742
2013-07-08,36.474735260009766
2013-07-09,36.982967376708984
2013-07-10,36.55575180053711
2013-07-11,36.85774230957031
2013-07-12,37.42490005493164
2013-07-15,38.161460876464844
2013-07-16,38.17619705200195
2013-07-17,38.14674377441406
2013-07-18,38.80963134765625
2013-07-19,38.559207916259766
2013-07-22,39.0379753112793
2013-07-23,38.9495849609375
2013-07-24,38.441349029541016
2013-07-25,38.78755187988281
2013-07-26,38.45608901977539
2013-07-29,38.03624725341797
2013-07-30,38.139366149902344
2013-07-31,38.40452194213867
2013-08-01,38.94234085083008
2013-08-02,39.045467376708984
2013-08-05,38.94968795776367
2013-08-06,37.9256706237793
2013-08-07,37.940406799316406
2013-08-08,38.14668273925781
2013-08-09,37.80778503417969
2013-08-12,37.49837875366211
2013-08-13,38.139305114746094
2013-08-14,38.0067138671875
