alarm_date,trade_date,acres_total,log1p_acres_total,fire_count,large_fire_count,very_large_fire_count,utility_rv_logratio_5d,utility_downside_logratio_5d,utility_rv_logratio_22d,utility_downside_logratio_22d
2016-07-22,2016-07-25,173725.132224,12.065235385496159,7,2,1,-0.7051786191718667,-0.5391926366989539,0.19363201162352917,0.005037732335336658
2016-08-02,2016-08-03,6375.8364839999995,8.760427404462295,4,1,0,0.06137305023449733,0.32038025590236624,0.21995955459639777,0.11384155187507501
2016-08-07,2016-08-08,8110.855,9.001081850917757,1,1,0,-1.0087412701003546,-1.3169799385018564,0.16459947811918282,0.1409824231973366
2016-08-08,2016-08-09,6836.97249,8.830246547084982,3,1,0,-0.6769175993017846,-4.826914121567175,0.16378008511921205,0.07349505606850078
2016-08-13,2016-08-15,50182.37371,10.823439049824641,3,1,0,0.8978212837293914,-1.6579980836655823,0.4154548053427361,0.2648540478301678
2016-08-16,2016-08-17,65367.259999999995,11.08779209853797,2,2,0,1.242973030182797,0.9431824494788714,0.4930436016233711,0.4775091292106804
2016-08-18,2016-08-19,32969.469,10.40336756101768,2,1,0,1.0867815072645832,1.6407552979222013,0.4039190228161088,0.7577299214358971
2016-08-27,2016-08-29,33315.2396,10.413800232769075,2,1,0,-0.13004671276711216,0.6019219538277818,0.013007495295003356,0.3393583352430414
2016-09-17,2016-09-19,20859.717661000002,9.945623131654246,7,2,0,-0.8045384285446167,-0.48865583097180687,-0.3959684045673242,-0.6501550484426848
2016-09-26,2016-09-27,5653.224798,8.640158296571759,4,0,0,0.1376471227965729,0.24743681208429924,-0.4282203279812307,-0.24071919487529905
2016-10-29,2016-10-31,7114.0779999999995,8.869971473218605,2,0,0,2.57560249077428,3.3852487812994743,1.6102948811101832,2.2042180746199103
2017-05-18,2017-05-19,11170.20427,9.32109469914353,2,1,0,-0.8703119418829091,-0.9581020760399707,0.11736304225449516,0.13186749327434627
2017-06-24,2017-06-26,15858.877778,9.671547788853974,5,1,0,0.817195976108363,-2.728034928653932,0.8671876160334268,0.052481910045714286
2017-06-26,2017-06-27,9554.67909285,9.164890926137367,5,1,0,1.0845127899306521,0.16250641358423545,0.8974903032795913,0.15892726260999218
2017-07-06,2017-07-07,31222.815025,10.348936384714028,4,1,0,1.8519472043984166,0.592937412271615,0.7538388018819643,-0.04470633104029089
2017-07-07,2017-07-10,9066.05247,9.112402514548911,4,1,0,1.7636197462220946,0.724446404323177,0.6376211213585344,-0.049273613613037615
2017-07-08,2017-07-10,20346.567688500003,9.920716659820556,8,1,0,1.7636197462220946,0.724446404323177,0.6376211213585344,-0.049273613613037615
2017-07-09,2017-07-10,49279.81056956,10.805290046318072,6,1,0,1.7636197462220946,0.724446404323177,0.6376211213585344,-0.049273613613037615
2017-07-11,2017-07-12,84053.32518,11.339218597120139,4,1,1,1.738167448980159,0.7895813273627005,0.6170764086633436,-0.013573773091890194
2017-07-16,2017-07-17,82726.80684080001,11.323311061991182,4,1,1,-1.3303452149385033,-1.0371277487911073,-0.11924138129674901,-0.11237972445189613
2017-07-25,2017-07-26,35496.51517851,10.477217978042196,6,1,0,-0.4073118557030715,0.1764531680345292,-0.2374755885753055,-0.1332966701326207
2017-07-26,2017-07-27,49163.810710000005,10.802933417110232,9,1,0,-0.5960157454206809,-0.049693066504951686,-0.2917249834982729,-0.2532857977258464
2017-07-29,2017-07-31,5337.6480044,8.582727717201461,6,0,0,-0.17848199935644585,-1.5915463258486633,-0.389934901790569,-0.4771347408626388
2017-07-31,2017-08-01,9247.5170425,9.132218497924159,8,1,0,-0.16935703696544124,-1.5175146662282972,-0.3816372162209493,-0.45871230655891215
2017-08-03,2017-08-04,10388.368491610001,9.248538301842798,9,1,0,-0.3564027531582552,-0.8123169852922525,-0.4769260326478261,-0.48029504551729435
2017-08-07,2017-08-08,9065.05748,9.112292771652767,10,0,0,-0.7884023183721859,-0.857236329295828,-0.5982775632252517,-0.4796075813400212
2017-08-08,2017-08-09,9202.60324,9.127350342881476,3,1,0,0.05613268661395945,0.49059325146757504,-0.6026709824596539,-0.47888322874835215
2017-08-10,2017-08-11,54325.540550000005,10.902768162752922,5,2,0,0.061032156264839224,0.5112237106621597,-0.6622817488324572,-0.6634393988120395
2017-08-11,2017-08-14,155538.633653,11.954655856922772,6,2,2,0.0026979890662151918,0.7101473827563801,-0.7388098522745409,-0.6469368291194181
2017-08-13,2017-08-14,8349.8426983,9.030117734704719,7,1,0,0.0026979890662151918,0.7101473827563801,-0.7388098522745409,-0.6469368291194181
2017-08-29,2017-08-30,68294.453133,11.131598471351653,11,4,0,-1.9925214175170463,-1.285023313773399,-1.1035352820097737,-1.143403539202608
2017-08-30,2017-08-31,37645.3682334,10.535991767311076,8,2,0,-1.326580947924406,-1.5501459450382633,-1.0399771452345066,-0.9925254506842528
2017-09-01,2017-09-05,8546.3838138,9.053380528417268,7,1,0,-1.2664940201332868,-1.5468145073378323,-0.9291900690906655,-0.9936113910722568
2017-09-12,2017-09-13,14548.576187886001,9.585317144195066,12,1,0,-0.7872974870261377,-0.26514445792796315,0.7761491606899886,1.478246436134178
2017-09-25,2017-09-26,21751.028120000003,9.987462279066161,4,1,0,-1.2144091089116307,-0.28627621418617283,2.601515790063087,3.420892635035061
2017-10-08,2017-10-09,224369.34801000002,12.321053304906682,12,7,2,3.745072256238141,4.623033043173489,2.728004170694855,3.482591154806411
2017-10-09,2017-10-10,13397.59466721,9.502905104857831,9,1,0,4.06976594940404,4.996351821419652,2.7615508186660938,3.5642273707234757
2017-12-04,2017-12-05,281790.9,12.548924134243684,1,1,1,2.0618514747539196,2.1372385176899495,1.9097351286880169,1.980037668939763
2017-12-05,2017-12-06,21685.177824,9.984430369943173,4,2,0,0.6519367261019421,0.4345450401447525,1.6561834942107734,1.6995742562129905
2018-06-09,2018-06-11,5159.9369,8.548873411761255,3,0,0,1.6274804592535568,0.7781603259817848,0.8950745455752434,0.38042931766661253
2018-06-18,2018-06-19,13611.612955,9.518752065094759,5,1,0,0.9354316555208066,0.7368908592792534,0.06424468869628468,0.09820106417313357
2018-06-23,2018-06-25,15595.65935,9.65481202607471,3,1,0,-0.10129245181362435,0.3990648928870546,-0.0005530521772482543,-0.09223045641772629
2018-06-24,2018-06-25,5534.589196,8.618953288619254,8,0,0,-0.10129245181362435,0.3990648928870546,-0.0005530521772482543,-0.09223045641772629
2018-06-29,2018-07-02,11939.682990000001,9.387706587153176,6,1,0,0.19236979881092067,-18.601267542039075,0.03923542371826921,0.15584882487053645
2018-06-30,2018-07-02,89869.45601689999,11.406124534823366,5,1,1,0.19236979881092067,-18.601267542039075,0.03923542371826921,0.15584882487053645
2018-07-05,2018-07-06,38008.79,10.545599037106154,1,1,0,0.6800917760454827,0.7364945550072877,0.06334796898968251,0.10875335199397057
2018-07-13,2018-07-16,96845.4632056,11.480882149898845,3,1,1,-1.2270361242733852,-0.40369098847446117,-0.2740187764373768,-0.07003265461138619
2018-07-23,2018-07-24,229765.17503541798,12.344817440505468,5,1,1,0.5326324765690342,0.5537125255567927,-0.3765167070154042,-0.383277283568829
2018-07-25,2018-07-26,13292.72265,9.49504722158865,3,1,0,0.09905455286154778,0.5905979414426801,-0.4139432823630669,-0.07103552059337366
2018-07-27,2018-07-30,459122.89,13.037075365476792,2,2,1,-2.7414663807553694,-1.9854540523612119,-0.34607722057713397,-0.6287122877325436
2018-08-01,2018-08-02,37470.627969,10.531339338108406,6,1,0,-0.9161519219433026,-2.106983419195318,-0.3426034664054675,-0.5013136612875021
2018-08-05,2018-08-06,18866.62352443,9.845202691079688,6,1,0,-0.3056874891504579,-0.1094014922755948,-0.28718627992263873,-0.4817142126701028
2018-08-06,2018-08-07,25628.327110000002,10.151492565014255,6,1,0,-0.7183498510969115,-0.10899912454784551,-0.16547996957391695,-0.045062696387178414
2018-08-09,2018-08-10,47962.334670000004,10.778192136957864,4,2,0,-0.5038484371737708,-0.3039265591137009,-0.10142192247757809,0.021902269812065618
2018-08-15,2018-08-16,40108.136510000004,10.5993594304845,3,1,0,-1.0314180253312055,-2.736965501721668,-0.10927904692221013,-0.04340760099376325
2018-09-05,2018-09-06,67182.293,11.115179879529714,2,1,1,-0.1272284336832474,0.6955627459832854,-0.8853196969594975,-0.5487464051840962
2018-09-14,2018-09-17,6995.943071000001,8.853228628511568,3,1,0,-1.6836205675544342,-2.47415650509067,-1.4958524945911182,-1.7523538959138802
2018-10-04,2018-10-05,6431.782,8.769162383070592,2,0,0,-1.452227413232728,-0.7662022340798784,-0.3736615422709932,-0.11053292428002742
2018-10-19,2018-10-22,38183.432981,10.550183197952052,4,1,0,0.5055327338953934,1.0622933646446775,4.4939923234918755,4.990725406453105
2018-11-08,2018-11-09,247197.8685348,12.417948427430602,5,2,2,5.707012508654565,6.4340218656190284,4.585059806255855,4.9689690758076015
2019-07-26,2019-07-29,6644.515681,8.801697572500466,4,1,0,-0.09243878721552123,-0.21730073426430146,1.1171246735464109,1.7044607906762506
2019-07-28,2019-07-29,14284.3648,9.566990851615667,2,1,0,-0.09243878721552123,-0.21730073426430146,1.1171246735464109,1.7044607906762506
2019-09-04,2019-09-05,67429.42502,11.118851604837934,5,2,1,-0.45765050722330575,-1.61990756824197,-0.40193643886313773,-1.0520269053442648
2019-09-05,2019-09-06,24596.176094,10.110386922404413,18,3,0,-0.21297862181315821,-0.792194342833204,-0.35577834319697,-1.0843145733410515
2019-10-06,2019-10-07,6036.1731762,8.705691164189204,3,1,0,1.9126594872097844,2.156443217567868,1.9788278834931528,1.9336659152484443
2019-10-10,2019-10-11,13380.008342000001,9.501591692726063,6,1,0,-2.1196286328395013,-1.9652954742956088,1.821287401589818,1.7170040872506387
2019-10-23,2019-10-24,77762.14,11.26142281897748,1,1,1,2.647629837209559,2.589288043404018,1.4652198740545095,1.2469805490711976
2019-10-31,2019-11-01,10215.564439799999,9.231765646753855,3,1,0,1.0975742735894543,0.4656889978097782,0.19960475737557248,-0.844026139034146
2020-06-12,2020-06-15,5797.69609,8.665388359191525,8,1,0,-1.238879639161613,-0.5309355360015845,-1.4241301411031724,-0.9452930638288213
2020-07-05,2020-07-06,7241.388677,8.887706358727996,9,1,0,-0.2823470097338804,0.14988861830648498,-0.8228564277329594,-0.38024999064413895
2020-07-13,2020-07-14,29759.789532,10.300947018568232,3,1,0,-0.9552792072578369,-0.2698023724932138,-1.0173910103103048,-0.5265166274528404
2020-07-18,2020-07-20,10123.6661,9.222729913653183,2,1,0,-1.1138735670552449,-2.1495509594416253,-0.5907268762065458,-0.5366429374880949
2020-07-20,2020-07-21,22825.203254,10.035664420568775,5,1,0,-0.024945631626161945,0.18565234682285311,-0.5907095834814945,-0.5366429374880949
2020-07-22,2020-07-23,81232.328021,11.305080885549208,3,1,1,-0.30569963251555027,0.23527041641453086,-0.5853209247527956,-0.3572388371578577
2020-07-25,2020-07-27,6966.020607,8.848942952826807,4,1,0,-0.24799056640645767,0.11282627844277957,-0.613731152082957,-0.43243105562048173
2020-07-27,2020-07-28,144999.654434,11.884493534730458,8,1,1,-1.4074131757050063,-1.5435826411917135,-0.8204432748314999,-0.7643199655483909
2020-07-29,2020-07-30,10073.7271,9.217785299599393,3,1,0,-1.1822224617917967,-1.3335595008368797,-0.6773189316390669,-0.7222060297998806
2020-07-31,2020-08-03,33258.598074,10.412098668308298,4,1,0,-1.0285112888035695,-0.84947966221605,-0.6672350163465233,-0.7154650981142654
2020-08-02,2020-08-03,8024.493356999999,8.99037842361634,6,1,0,-1.0285112888035695,-0.84947966221605,-0.6672350163465233,-0.7154650981142654
2020-08-03,2020-08-04,8674.836733,9.06829705353549,6,1,0,-1.169234441935765,-1.5526586600336862,-0.6659034485088542,-0.7091861413505087
2020-08-12,2020-08-13,31188.275837,10.347829591538147,3,1,0,-0.10621463865677709,-0.06569079019213031,-0.4419521857657952,-0.6377886160782532
2020-08-14,2020-08-17,46920.015851000004,10.756220953236364,4,1,0,-0.12907586019997272,0.054683780314566,-0.3754272876219897,-0.7114558872011134
2020-08-15,2020-08-17,46770.275925,10.753024531190237,9,1,0,-0.12907586019997272,0.054683780314566,-0.3754272876219897,-0.7114558872011134
2020-08-16,2020-08-17,1579246.4326230001,14.272458983065784,12,5,4,-0.12907586019997272,0.054683780314566,-0.3754272876219897,-0.7114558872011134
2020-08-17,2020-08-18,716971.101337,13.482792208555557,22,4,3,-0.8758142717292638,-0.9809570951268411,-0.5170976602279328,-1.088518743498891
2020-08-18,2020-08-19,223796.404768,12.318496478581823,10,3,2,-1.158442026584998,-0.9751654021629359,-0.5524986145978854,-1.082727050526233
2020-08-19,2020-08-20,171490.482,12.052288876716169,3,1,1,-0.6584177222764062,-0.40667801593464287,-0.40436663483885094,-0.7535034328799061
2020-08-29,2020-08-31,26803.305467,10.196317805349569,3,1,0,-0.948679460182415,-0.9405645263520149,-0.2506188302646704,-0.5049105854579766
2020-09-04,2020-09-08,379874.83561,12.847599729913943,2,1,1,-0.4778554531473406,-1.2835231062110222,-0.29075253635556975,-0.5830545367930493
2020-09-05,2020-09-08,38907.33969,10.568963894546469,3,2,0,-0.4778554531473406,-1.2835231062110222,-0.29075253635556975,-0.5830545367930493
2020-09-06,2020-09-08,115998.0,11.661336849361689,1,1,1,-0.4778554531473406,-1.2835231062110222,-0.29075253635556975,-0.5830545367930493
2020-09-08,2020-09-09,159786.484758,11.981599991087084,6,1,1,-0.4112087198983868,-1.06555501796145,-0.26610222034369635,-0.5967574516133758
2020-09-09,2020-09-10,10264.24486,9.236519183040917,5,1,0,-0.09008342617436974,-2.25342308103906,-0.3079068306499047,-0.7000157181692049
2020-09-17,2020-09-18,6254.4558990000005,8.741209305776565,2,1,0,0.3557778675386249,0.15975374630716957,-0.11246458892813498,-0.40492108728580783
2020-09-27,2020-09-28,123828.096059,11.726657636327861,3,2,2,0.03340647937751898,0.4758108759975303,0.09454342712117936,0.19903957891649304
2020-10-04,2020-10-05,10485.817,9.25787422350574,3,1,0,-1.0244273867833136,-7.152558593501154,-0.1069242508323689,-0.06293657892174252
2020-10-26,2020-10-27,26279.63233,10.176587533572397,4,2,0,-1.5164852790203547,-1.1173994097296651,0.7371475631508739,-0.6121291466677715
2020-11-17,2020-11-18,23103.587,10.047786448225759,2,1,0,1.0959916265200451,-0.7937026897577624,-0.024036654101085228,-0.8781224430140174
2020-12-03,2020-12-04,6681.099,8.807187438730324,1,1,0,-1.8068126356688363,-1.6777993356575687,-1.442371391735261,-0.8853639248376854
2021-05-02,2021-05-03,5365.902,8.588006112274698,1,1,0,-1.90924952741115,-1.5329001258804915,-0.3991863713340353,-0.0518563358082557
2021-06-17,2021-06-18,5418.577719,8.597773179774807,4,0,0,-0.8261344921944308,-1.387822433896001,0.0404603347840294,0.12642035530223544
2021-06-25,2021-06-28,26482.65492,10.184283026206035,4,1,0,-2.7254519606731464,-4.1295797820866085,0.3939006945353437,0.5850668960955854
2021-06-28,2021-06-29,10736.144403,9.281464448444936,4,1,0,-3.036438559816522,-4.04573020686921,0.39650177806154085,0.5918838538844304
2021-06-30,2021-07-01,13170.148172,9.4857839718029,4,1,0,-0.7891753404848143,-0.4054316496521819,0.7189153664384562,0.9242812627722461
2021-07-02,2021-07-06,105015.09756,11.561868927484106,2,1,1,0.08391716629577517,-0.09647647063097273,0.8344145129377665,1.0286689610337334
2021-07-04,2021-07-06,68080.828241,11.128465617190445,6,1,1,0.08391716629577517,-0.09647647063097273,0.8344145129377665,1.0286689610337334
2021-07-11,2021-07-12,10177.035100000001,9.22798725575749,4,1,0,0.40110447937305055,0.894354483857993,1.2574627152697824,1.450154006546658
2021-07-13,2021-07-14,963405.4,13.778230616295074,1,1,1,1.478221779887268,1.8155965280170068,1.2935591470169645,1.4644543945755009
2021-08-01,2021-08-02,240680.286864,12.391228876104107,5,2,2,0.6644783465513056,0.9671243036648008,0.3172663700953036,0.022236850172112282
2021-07-31,2021-08-02,425241.00801,12.960413716454228,5,2,2,0.6644783465513056,0.9671243036648008,0.3172663700953036,0.022236850172112282
2021-07-30,2021-08-02,122452.47115299999,11.7154864094918,2,1,1,0.6644783465513056,0.9671243036648008,0.3172663700953036,0.022236850172112282
2021-08-14,2021-08-16,221786.4,12.309474544349696,1,1,1,-0.14668730502794816,-0.45078719358213004,0.13353320260206417,-1.0383901001029376
2021-08-15,2021-08-16,8808.1456,9.083545733523547,2,1,0,-0.14668730502794816,-0.45078719358213004,0.13353320260206417,-1.0383901001029376
2021-08-18,2021-08-19,26757.025906000003,10.194589741192152,3,1,0,-0.17969210197788585,-0.4243241929195503,0.2654545497948287,-0.6011180019188327
2021-09-09,2021-09-10,185785.40000000002,12.13235290569684,2,2,2,0.9007074557696798,-1.1171096465038555,0.2894463707271264,-0.53779281670295
2021-09-22,2021-09-23,8576.493,9.056896958643668,1,1,0,-0.3480768208577428,-0.15868364694509665,-0.4253778511319643,-1.0050539389607653
2021-10-11,2021-10-12,17182.728010000003,9.751718169087422,3,1,0,-0.19115504434142533,-3.443612522353834,-0.8830777612641241,-3.034605062528325
2022-05-26,2022-05-27,6275.2416650000005,8.744526619325727,3,1,0,-1.707194309483914,-1.5164352306117386,-0.40081244376012687,-0.04702078259796502
2022-07-22,2022-07-25,18993.57791,9.851908844264015,3,1,0,0.22432460516310931,0.16322275355799085,-0.4320217199281132,-0.7191777375455852
2022-07-29,2022-08-01,68061.194484,11.128177190908584,5,2,1,-0.41933362898238485,-0.40318276849459017,-0.7140097531322227,-1.4340158191605092
2022-08-04,2022-08-05,8569.621458,9.056095524481956,6,1,0,-0.4139232971363122,-3.11845336206136,-0.5415544371291916,-0.9260873960040475
2022-08-05,2022-08-08,41597.75,10.635825397720978,2,2,0,-0.3875097215308211,-3.1346940949289346,-0.5355769917387034,-0.9264962680612415
