Date,PCG,EIX,SRE,XLU,DBA,CORN,WEAT,SPY
2011-01-03,36.035369873046875,21.84773826599121,16.131694793701172,9.324912071228027,27.764860153198242,38.459999084472656,,96.67911529541016
2011-01-04,36.1950569152832,21.97763442993164,16.134767532348633,9.369331359863281,27.206127166748047,37.90999984741211,,96.6258316040039
2011-01-05,35.63236618041992,21.700870513916016,15.959490776062012,9.310108184814453,27.46400260925293,38.5099983215332,,97.1280746459961
2011-01-06,35.89850997924805,21.74605941772461,15.919522285461426,9.31899356842041,27.137357711791992,37.790000915527344,,96.93783569335938
2011-01-07,35.7540283203125,21.88162612915039,15.882613182067871,9.35156536102295,27.188932418823242,37.43000030517578,,96.74758911132812
2011-01-10,35.37382888793945,21.537076950073242,15.85186767578125,9.301226615905762,27.506982803344727,38.040000915527344,,96.6258316040039
2011-01-11,35.480289459228516,21.520124435424805,15.897993087768555,9.316027641296387,27.661710739135742,37.9900016784668,,96.96826934814453
2011-01-12,35.525917053222656,21.531423568725586,15.959490776062012,9.363409996032715,28.10869789123535,39.150001525878906,,97.8433609008789
2011-01-13,35.69319534301758,21.4410457611084,15.977941513061523,9.35452938079834,28.211849212646484,40.099998474121094,,97.68355560302734
2011-01-14,35.98976135253906,21.339378356933594,16.097864151000977,9.398942947387695,28.10869789123535,40.22999954223633,,98.3912582397461
2011-01-18,36.0125732421875,21.491884231567383,16.014846801757812,9.422636032104492,28.332191467285156,40.70000076293945,,98.55864715576172
2011-01-19,35.99736785888672,21.24900245666504,15.971793174743652,9.398942947387695,28.263425827026367,39.61000061035156,,97.59223937988281
2011-01-20,35.738826751708984,21.294187545776367,16.082490921020508,9.470015525817871,28.504108428955078,40.439998626708984,,97.462890625
2011-01-21,35.69319534301758,21.119091033935547,16.122467041015625,9.46113109588623,28.78778076171875,40.70000076293945,,97.68355560302734
2011-01-24,36.08860397338867,21.299835205078125,16.18089485168457,9.514433860778809,28.796375274658203,40.79999923706055,,98.23905181884766
2011-01-25,35.738826751708984,21.18122673034668,16.168596267700195,9.499629974365234,28.65884017944336,40.11000061035156,,98.29234313964844
2011-01-26,35.525917053222656,21.068254470825195,16.128623962402344,9.464094161987305,29.20897674560547,40.95000076293945,,98.67279815673828
2011-01-27,35.72361373901367,20.98918342590332,16.091716766357422,9.499629974365234,29.16599464416504,40.5,,98.91629791259766
2011-01-28,35.16092300415039,20.50908088684082,15.950265884399414,9.372295379638672,29.157400131225586,40.099998474121094,,97.18892669677734
2011-01-31,35.19132614135742,20.492130279541016,16.01177406311035,9.393021583557129,29.475452423095703,41.0,,97.9194564819336
2011-02-01,35.43465805053711,20.69546890258789,16.270076751708984,9.487783432006836,29.664562225341797,41.459999084472656,,99.48703002929688
2011-02-02,35.122894287109375,20.69546890258789,16.162445068359375,9.437440872192383,29.999801635742188,41.65999984741211,,99.2967758178711
2011-02-03,35.25215530395508,20.876218795776367,15.984091758728027,9.475936889648438,29.544218063354492,41.22999954223633,,99.51746368408203
2011-02-04,35.16851806640625,20.757593154907227,16.02714729309082,9.416714668273926,29.501239776611328,42.150001525878906,,99.79899597167969
2011-02-07,35.41185760498047,20.785842895507812,16.242393493652344,9.478899955749512,29.578603744506836,41.970001220703125,,100.42298889160156
2011-02-08,35.389041900634766,20.870569229125977,16.411523818969727,9.475936889648438,29.561412811279297,41.93000030517578,,100.87955474853516
2011-02-09,35.525917053222656,20.943998336791992,16.42074966430664,9.475936889648438,29.86227035522461,43.0099983215332,,100.65126037597656
2011-02-10,35.5182991027832,20.921405792236328,16.436128616333008,9.493705749511719,30.051376342773438,43.29999923706055,,100.6893539428711
