alarm_date,fire_count,acres_total,max_fire_acres,large_fire_count,very_large_fire_count,log1p_acres_total
2013-09-06,1,12.95418,12.95418,0,0,2.635779104960864
2013-09-07,1,5.024302,5.024302,0,0,1.7958016220431103
2013-09-08,3,3293.6643059999997,3107.727,0,0,8.1000595619286
2013-09-09,2,8339.0057,8075.774,1,0,9.028819178805795
2013-09-10,6,724.84757559,439.6849,0,0,6.587340041804043
2013-09-11,3,134.16252457,72.77747,0,0,4.906477940052828
2013-09-12,1,9.204685,9.204685,0,0,2.3228469285634556
2013-09-13,1,12.73037,12.73037,0,0,2.6196101677052006
2013-09-18,1,3.633029,3.633029,0,0,1.5332108658580466
2013-09-20,1,24.56812,24.56812,0,0,3.2413462629395586
2013-09-21,4,22.18733711,21.94959,0,0,3.1436063154373186
2013-09-22,1,4.498317,4.498317,0,0,1.7044420454108722
2013-09-23,1,209.502,209.502,0,0,5.3494951542649485
2013-09-24,3,276.63288,123.3818,0,0,5.626299665422771
2013-09-25,1,7.909993,7.909993,0,0,2.1871734558482903
2013-09-28,1,98.82275,98.82275,0,0,4.603396113251241
2013-10-03,2,321.65314,303.9268,0,0,5.776577876242134
2013-10-04,3,452.17882000000003,268.4904,0,0,6.116286793728141
2013-10-05,3,2243.228614,2229.46,0,0,7.71611713935
2013-10-12,1,13.9834,13.9834,0,0,2.7069429216278302
2013-10-20,1,3.211156,3.211156,0,0,1.4377371943259547
2013-10-26,1,0.5135471,0.5135471,0,0,0.4144559689161352
2013-10-27,1,39.54399,39.54399,0,0,3.7023875574930787
2013-11-08,2,183.36335,132.2902,0,0,5.216908538657059
2013-11-09,1,27.81954,27.81954,0,0,3.3610536293058972
2013-11-12,2,19.757824,14.52183,0,0,3.032923235848323
2013-11-14,1,22.4388,22.4388,0,0,3.1543927688590774
2013-11-21,1,187.2553,187.2553,0,0,5.23779902033415
2013-11-22,2,3590.6573200000003,3506.425,0,0,8.186369023980268
2013-11-23,2,327.56718,304.9261,0,0,5.794741322343547
2013-12-10,1,44.73134,44.73134,0,0,3.8227838396679465
2013-12-16,1,913.963,913.963,0,0,6.8188836272994475
2013-12-18,1,19.82545,19.82545,0,0,3.0361757964629006
2013-12-29,1,12.89286,12.89286,0,0,2.6313750390987485
2014-01-01,1,0.7918415,0.7918415,0,0,0.5832438619802109
2014-01-02,2,875.92983,864.9468,0,0,6.776426977768591
2014-01-04,2,349.59412000000003,332.1736,0,0,5.859629201097208
2014-01-11,1,13.86587,13.86587,0,0,2.699067981478104
2014-01-12,2,22.03774441,21.94427,0,0,3.1371339321637555
2014-01-13,1,1423.232,1423.232,0,0,7.261388000049994
2014-01-14,2,6.00347,3.024885,0,0,1.9464057405152904
2014-01-16,1,1951.893,1951.893,0,0,7.577067141869389
2014-01-21,1,17.01346,17.01346,0,0,2.8911192562274404
2014-01-22,1,104.1804,104.1804,0,0,4.65567697115834
2014-01-25,2,102.7380758,102.4423,0,0,4.641869220457421
2014-01-29,1,12.41273,12.41273,0,0,2.596204255992454
2014-02-05,1,20.15676,20.15676,0,0,3.051959476173546
2014-02-17,1,19.09398,19.09398,0,0,3.0004202677176406
2014-03-08,1,270.0748,270.0748,0,0,5.6023947975547825
2014-03-15,1,117.0455,117.0455,0,0,4.771070143364042
2014-03-19,1,190.4012,190.4012,0,0,5.2543717485916765
2014-04-19,2,124.35419,113.4199,0,0,4.831143250451715
2014-04-21,1,0.1977677,0.1977677,0,0,0.18045957438010807
2014-04-29,1,20.53575,20.53575,0,0,3.069714344925399
2014-04-30,4,2421.0504244199997,2141.841,0,0,7.792369743227449
2014-05-01,1,44.96093,44.96093,0,0,3.8277916877627756
2014-05-02,1,16.00105,16.00105,0,0,2.8332751068547375
2014-05-03,1,17.46472,17.46472,0,0,2.915861884366105
2014-05-05,1,26.66445,26.66445,0,0,3.3201481954367433
2014-05-09,1,9.584886,9.584886,0,0,2.359427134571345
2014-05-11,1,0.09346852,0.09346852,0,0,0.08935477242582728
2014-05-13,2,1963.2397,1331.426,0,0,7.582860528310478
2014-05-14,5,2989.595033,1994.787,0,0,8.003227654277635
2014-05-16,1,13.59727,13.59727,0,0,2.680834524928803
2014-05-19,5,22008.92723559,15186.14,2,0,9.999248868544575
2014-05-26,1,690.982,690.982,0,0,6.539559943718669
2014-05-30,1,23.44721,23.44721,0,0,3.196516098980343
2014-06-03,1,0.09346381,0.09346381,0,0,0.08935046502231468
2014-06-04,1,13.35748,13.35748,0,0,2.66427106075517
2014-06-06,4,139.857314,96.8939,0,0,4.947747420556726
2014-06-08,1,11.1012,11.1012,0,0,2.4933046212390426
2014-06-09,2,71.99477999999999,47.42393,0,0,4.290387931742339
2014-06-10,1,111.3319,111.3319,0,0,4.72145788195893
2014-06-12,2,77.98904900000001,68.17542,0,0,4.369309222605182
2014-06-13,1,2546.165,2546.165,0,0,7.842736254977772
2014-06-14,3,51.716944,28.56152,0,0,3.9649369218980377
2014-06-15,1,10.03415,10.03415,0,0,2.4009950091025893
2014-06-18,1,21.24257,21.24257,0,0,3.1020080202600786
2014-06-19,1,0.4028311,0.4028311,0,0,0.338492408983959
2014-06-24,1,21.58158,21.58158,0,0,3.117134529701302
2014-06-26,1,2.978062,2.978062,0,0,1.3807947660317925
2014-07-01,6,5489.54597,4297.35,0,0,8.610782977646375
2014-07-02,2,175.50534,117.4045,0,0,5.173351130873186
2014-07-03,4,1647.9187499999998,1397.349,0,0,7.407875049059446
2014-07-04,3,6606.7927721999995,6599.387,1,0,8.796004954569849
2014-07-05,2,60.468535,60.36771,0,0,4.118525417870964
2014-07-07,2,51.049671999999994,48.72859,0,0,3.952198493408077
2014-07-09,1,26.36865,26.36865,0,0,3.309398197758658
2014-07-11,2,14337.957,12658.74,1,0,9.57073537789612
2014-07-12,1,0.1008292,0.1008292,0,0,0.09606371400792042
2014-07-14,3,5.215264599999999,5.013685,0,0,1.8270082984731433
2014-07-15,5,52.621109999999994,19.05804,0,0,3.9819428338244296
2014-07-16,3,1076.6806171,1076.479,0,0,6.982566434009108
2014-07-17,1,28.6142,28.6142,0,0,3.3882539760262262
2014-07-18,1,93.04613,93.04613,0,0,4.543785406575065
2014-07-19,1,0.1008057,0.1008057,0,0,0.09604236623586168
2014-07-20,20,4823.975457500001,4774.47,0,0,8.481560927231653
2014-07-21,1,14.22953,14.22953,0,0,2.723236306286435
2014-07-23,1,77.76864,77.76864,0,0,4.366514948109791
2014-07-24,2,0.3116754,0.2108697,0,0,0.27130525137477096
2014-07-26,2,8983.889,4744.617,0,0,9.103299445218143
2014-07-27,1,13831.64,13831.64,1,0,9.53478629581268
2014-07-28,4,419.561854,377.856,0,0,6.041591564909313
2014-07-29,5,6382.06161,6256.271,1,0,8.761403137410634
2014-07-30,9,175991.96981,39752.2,7,0,12.078199328961132
2014-07-31,1,31995.22,31995.22,1,0,10.373373049804556
2014-08-01,3,31.444796099999998,21.19531,0,0,3.479540063571954
2014-08-02,1,7.994719,7.994719,0,0,2.1966376273369876
2014-08-05,1,0.1008059,0.1008059,0,0,0.09604254792095092
2014-08-07,3,0.3023917,0.100801,0,0,0.26420234339570925
2014-08-08,2,2.1754803,2.074681,0,0,1.1554588964942079
2014-08-09,2,386.14959,367.9901,0,0,5.95881115581112
2014-08-11,7,133449.6585,133177.4,1,1,11.801487089252868
2014-08-12,2,112.34444,100.7245,0,0,4.730431324140411
2014-08-14,2,190.308673,190.0584,0,0,5.253888212585263
2014-08-16,1,12.00289,12.00289,0,0,2.565171640447151
2014-08-17,2,385.81759999999997,268.8589,0,0,5.957953264095164
2014-08-18,3,4576.43922,3882.421,0,0,8.428894998470343
2014-08-24,2,461.0638373,460.5652,0,0,6.135703057510344
2014-08-27,1,0.1008282,0.1008282,0,0,0.0960628056013718
2014-08-30,1,12.18606,12.18606,0,0,2.579160210961356
2014-08-31,1,0.1007993,0.1007993,0,0,0.09603655229557718
2014-09-01,1,0.1008057,0.1008057,0,0,0.09604236623586168
2014-09-02,1,0.100816,0.100816,0,0,0.0960517229750327
2014-09-03,1,87.80218,87.80218,0,0,4.486411199246339
2014-09-05,2,294.74269,270.0612,0,0,5.68948978573139
2014-09-06,2,91.09433000000001,78.53194,0,0,4.522813377848235
2014-09-08,1,0.1007969,0.1007969,0,0,0.09603437205925591
2014-09-09,1,0.1007651,0.1007651,0,0,0.09600548347923663
2014-09-10,2,1387.06722,1374.703,0,0,7.235667569288897
2014-09-12,3,1185.3121899999999,959.0129,0,0,7.078604774261233
2014-09-13,3,98335.8354,97684.55,1,1,11.496153960256963
2014-09-14,3,395.38468,290.9412,0,0,5.982385153878512
2014-09-15,2,516.3936303,516.2928,0,0,6.248803958698181
2014-09-16,2,91.51109,46.14301,0,0,4.527328529223813
2014-09-17,1,251.6172,251.6172,0,0,5.53187529944306
2014-09-18,1,336.0759,336.0759,0,0,5.820308127545499
2014-09-21,4,102.5202671,71.98068,0,0,4.639767410927005
2014-09-23,1,13.46691,13.46691,0,0,2.671863972573288
2014-09-28,1,21.70495,21.70495,0,0,3.122582962389375
2014-09-29,1,12.6179,12.6179,0,0,2.6113851038116076
2014-10-07,1,312.2894,312.2894,0,0,5.747127363999254
2014-10-08,1,458.9755,458.9755,0,0,6.131173227195165
2014-10-12,1,10.99211,10.99211,0,0,2.4842489335400813
2014-10-16,2,0.3490526,0.248253,0,0,0.29940256831126827
2014-10-18,1,0.1008025,0.1008025,0,0,0.09603945926994467
2014-10-22,1,0.5039232,0.5039232,0,0,0.4080771603940591
2014-10-25,2,0.34909,0.2482768,0,0,0.29943029108618935
2014-11-05,1,0.09348052,0.09348052,0,0,0.08936574661844048
2014-11-10,1,0.1008023,0.1008023,0,0,0.09603927758429427
2014-11-21,1,0.09346706,0.09346706,0,0,0.08935343722417492
2014-11-22,1,0.4828208,0.4828208,0,0,0.3939462197115667
2014-11-26,1,0.4828423,0.4828423,0,0,0.39396071899842117
2015-01-24,2,79.82505,44.545,0,0,4.392286942231782
2015-02-06,2,528.27368,512.4335,0,0,6.271505651574283
2015-02-07,1,6537.519,6537.519,1,0,8.785465966207594
2015-02-09,1,0.05534946,0.05534946,0,0,0.05387195378576873
2015-02-22,1,22.062,22.062,0,0,3.1381862413489245
2015-02-23,1,15.15671,15.15671,0,0,2.7823354432569625
2015-02-24,1,209.6283,209.6283,0,0,5.350094968639676
2015-03-11,1,0.006257951,0.006257951,0,0,0.006238451334325312
2015-03-12,1,22.35466,22.35466,0,0,3.1507965359375922
2015-03-13,1,1.204807,1.204807,0,0,0.790639976723309
2015-03-28,1,6.594722,6.594722,0,0,2.027453532349521
2015-03-29,1,16.00883,16.00883,0,0,2.8337326209733233
2015-04-02,2,118.545849,111.9445,0,0,4.783699971427822
2015-04-05,1,20.63441,20.63441,0,0,3.0742851026786977
2015-04-06,1,0.1522151,0.1522151,0,0,0.1416862635939233
2015-04-14,1,129.2855,129.2855,0,0,4.869728196280824
2015-04-17,1,1.479508,1.479508,0,0,0.9080601533987935
2015-04-18,2,1053.369684,1048.689,0,0,6.960698411438086
2015-04-21,1,7.511982,7.511982,0,0,2.1414748179353986
2015-04-27,2,8.18962947,8.095657,0,0,2.2180756167299602
2015-04-30,1,2.744287,2.744287,0,0,1.3202312116603319
2015-05-01,1,7.469237,7.469237,0,0,2.13644042196165
2015-05-03,1,10.10341,10.10341,0,0,2.407252268347024
2015-05-05,1,9.836316,9.836316,0,0,2.3829030858500624
2015-05-06,1,1.729694,1.729694,0,0,1.004189515002461
2015-05-10,2,69.575947,66.02117,0,0,4.256689392398801
2015-05-11,1,0.5681428,0.5681428,0,0,0.4498919892100367
2015-05-20,1,20.86502,20.86502,0,0,3.0848880995683303
2015-05-23,1,0.4854355,0.4854355,0,0,0.39570799525386313
2015-05-24,1,0.7465882,0.7465882,0,0,0.557664284991621
2015-05-26,1,96.20006,96.20006,0,0,4.576771328750153
2015-05-29,1,6.101388,6.101388,0,0,1.960290257898758
2015-05-30,1,19.42308,19.42308,0,0,3.016665633879579
2015-06-04,2,7.398089000000001,4.027377,0,0,2.1280041799672174
2015-06-05,3,442.53002699999996,410.6794,0,0,6.094765504080102
2015-06-08,1,75.30615,75.30615,0,0,4.334753537925529
2015-06-09,4,1617.7617,1542.967,0,0,7.389416753220956
2015-06-10,1,7.996591,7.996591,0,0,2.196845727804019
2015-06-11,3,13.4925592,11.8876,0,0,2.673635359094893
2015-06-13,1,31.04365,31.04365,0,0,3.4670990358116316
2015-06-16,1,41.14925,41.14925,0,0,3.7412168906952505
2015-06-17,4,31774.257709999998,31284.44,1,0,10.366443206488967
2015-06-18,4,1619.18443,921.6489,0,0,7.390295267425515
2015-06-19,6,17843.465111,17779.54,1,0,9.789448661308594
2015-06-20,1,1812.315,1812.315,0,0,7.502911940836651
2015-06-21,2,139.417948,134.0251,0,0,4.944623318179379
2015-06-22,1,164.7058,164.7058,0,0,5.110213926837427
2015-06-23,2,14265.504420000001,14253.95,1,0,9.565669720407206
2015-06-24,3,365.39494908300003,364.396,0,0,5.903711847451137
2015-06-25,1,118.0251,118.0251,0,0,4.77933439523986
2015-06-29,2,220.22099,210.8346,0,0,5.39916215664717
2015-06-30,1,110.8015,110.8015,0,0,4.716724977446736
2015-07-01,3,284.29682,181.437,0,0,5.6535301119954005
2015-07-02,5,383.28083250000003,357.5903,0,0,5.951373619928282
2015-07-03,5,88.5381645,50.73343,0,0,4.494664953384481
2015-07-04,6,621.56486068,398.4229,0,0,6.433847816774513
2015-07-05,2,10.513539,7.481536,0,0,2.4435236472377193
2015-07-07,2,42.01342,29.95277,0,0,3.761512160025921
2015-07-09,3,490.18607000000003,408.9148,0,0,6.196823017310284
2015-07-10,1,94.62711,94.62711,0,0,4.560456357262741
2015-07-11,3,126.38157,52.8651,0,0,4.84718707019306
2015-07-12,3,105.70633000000001,53.99769,0,0,4.670080481758909
2015-07-13,2,218.944627,213.5105,0,0,5.393375819217199
2015-07-14,1,20.03405,20.03405,0,0,3.0461425531987483
2015-07-16,2,174.39101,150.418,0,0,5.167017824348597
2015-07-17,3,4426.955598,4249.093,0,0,8.395693266226308
2015-07-18,2,1732.7052669999998,1728.974,0,0,7.458016169998417
2015-07-19,1,6996.186,6996.186,1,0,8.853263347213788
2015-07-20,1,56.30732,56.30732,0,0,4.048428364252624
2015-07-21,6,569.4500899999999,427.9607,0,0,6.346425680812548
2015-07-22,2,8071.0832,8049.334,1,0,8.996166869215212
2015-07-23,2,98.23114000000001,84.01945,0,0,4.597451876321309
2015-07-24,1,21.62256,21.62256,0,0,3.1189476384663997
2015-07-25,4,8566.3703,5701.341,1,0,9.05571611502898
2015-07-26,2,21.793693,12.72052,0,0,3.126483874886232
2015-07-27,2,968.9368999999999,644.1685,0,0,6.8772310178350935
2015-07-28,1,15.85715,15.85715,0,0,2.8247748991390753
2015-07-29,4,69883.51947,69438.16,1,1,11.154599436884778
2015-07-30,50,212529.34776657,68095.24,11,1,12.266840070168954
2015-07-31,4,163187.9208,151546.8,2,1,12.002663831952798
2015-08-01,10,25226.38381,11524.46,3,0,10.13568534263984
2015-08-02,5,1940.3872900000001,897.9925,0,0,7.571158094434814
2015-08-03,2,10547.60999,10517.52,1,0,9.263749375721456
2015-08-04,1,28.872,28.872,0,0,3.3969215867993667
2015-08-05,2,77.807515,67.93945,0,0,4.367008360336897
2015-08-06,1,24.54405,24.54405,0,0,3.2404044128173926
2015-08-07,2,18.046468,15.96706,0,0,2.946881677558593
2015-08-08,2,130.08412,97.43904,0,0,4.875839254523726
2015-08-09,2,25174.46641,25118.38,1,0,10.133625244128154
2015-08-10,1,543.5366,543.5366,0,0,6.299935157744866
2015-08-11,2,20.596885999999998,11.24281,0,0,3.07254913763044
2015-08-13,1,2.16064,2.16064,0,0,1.1507745387376254
2015-08-14,5,5480.606412,3815.886,0,0,8.609153477860582
2015-08-16,6,2988.586009,2445.945,0,0,8.002890198270038
2015-08-18,1,145.9043,145.9043,0,0,4.989781354364768
2015-08-19,1,2989.925,2989.925,0,0,8.003337983089882
2015-08-20,1,67.95409,67.95409,0,0,4.233440920826675
2015-08-22,1,138.7429,138.7429,0,0,4.939804305735645
2015-08-23,1,55.595,55.595,0,0,4.035920642084384
2015-08-24,1,24.59181,24.59181,0,0,3.2422723784245964
2015-08-25,1,123.6968,123.6968,0,0,4.825885190768916
2015-08-28,1,19.38586,19.38586,0,0,3.0148415232645807
2015-08-29,1,5.217817,5.217817,0,0,1.8274188805183633
2015-09-01,1,20.31422,20.31422,0,0,3.059374455599675
2015-09-02,3,727.6862470000001,670.2086,0,0,6.591243251162055
2015-09-03,1,18.23938,18.23938,0,0,2.9569592201861146
2015-09-05,2,58.184937,53.45473,0,0,4.080667066946391
2015-09-06,1,1.487334,1.487334,0,0,0.9112114541554788
2015-09-07,2,25.698520000000002,12.93636,0,0,3.2846081331582546
2015-09-08,2,136.46911,107.9033,0,0,4.923399237322559
2015-09-09,6,71224.455965,70846.53,1,1,11.17360556110062
2015-09-11,1,1045.756,1045.756,0,0,6.953451136910529
2015-09-12,2,76111.73483,76084.84,1,1,11.239970873213434
2015-09-17,1,15.64318,15.64318,0,0,2.812000522903912
2015-09-19,3,1166.4190419,1075.519,0,0,7.062550644012369
2015-09-20,1,14.40403,14.40403,0,0,2.734629163496858
2015-09-21,1,30.55511,30.55511,0,0,3.4517355410069928
2015-09-27,1,0.2441867,0.2441867,0,0,0.21848206344190538
2015-09-28,1,0.00261181,0.00261181,0,0,0.002608405151518267
2015-10-03,1,0.4854267,0.4854267,0,0,0.3957020710477522
2015-10-05,1,38.40899,38.40899,0,0,3.6739939628653144
2015-10-07,1,2.154247,2.154247,0,0,1.148749798727536
2015-10-09,1,10.50375,10.50375,0,0,2.4426730691709295
2015-10-10,1,52.84043,52.84043,0,0,3.9860246719316224
2015-10-12,1,686.7833,686.7833,0,0,6.53347381738935
2015-10-13,2,902.5411272,901.9863,0,0,6.8063216288634685
2015-10-15,1,69.16941,69.16941,0,0,4.250912461077217
2015-10-20,1,160.7299,160.7299,0,0,5.085927659817021
2015-10-24,1,0.09397306,0.09397306,0,0,0.08981607846806434
2015-10-27,1,0.1008077,0.1008077,0,0,0.09604418308526858
2015-10-29,1,21.0506,21.0506,0,0,3.0933398124069993
2015-10-31,1,0.1008094,0.1008094,0,0,0.09604572740466906
2015-11-06,1,6.991804,6.991804,0,0,2.078416516520997
2015-11-07,2,43.59075015,43.49679,0,0,3.7975264417766375
2015-11-08,1,1.193676,1.193676,0,0,0.7855786754693634
2015-11-11,1,25.0148,25.0148,0,0,3.2586656068403337
2015-11-17,1,2.908308,2.908308,0,0,1.3631045437668932
2015-12-06,1,2.423997,2.423997,0,0,1.2308085821108876
2015-12-11,1,2.801698,2.801698,0,0,1.3354478090333999
2015-12-25,2,1287.47917375,1287.388,0,0,7.161217866787561
2016-02-07,1,2.033847,2.033847,0,0,1.1098314511775245
2016-02-25,1,11.32529,11.32529,0,0,2.5116532490637065
2016-02-26,1,0.1589643,0.1589643,0,0,0.14752676146733476
2016-03-01,1,22.82077,22.82077,0,0,3.1705578891813455
2016-03-31,1,3.214312,3.214312,0,0,1.4384863515591446
2016-04-01,1,0.5631544,0.5631544,0,0,0.44670583094947863
2016-04-05,1,23.26216,23.26216,0,0,3.188917935001783
2016-04-15,1,28.31304,28.31304,0,0,3.3780324682116523
2016-04-16,1,53.19081,53.19081,0,0,3.9925113368735823
2016-04-17,2,35.966082,33.58666,0,0,3.6100007895126405
2016-04-18,1,16.50752,16.50752,0,0,2.86263050291444
2016-04-19,1,105.8172,105.8172,0,0,4.671118962248285
2016-04-23,1,1.313691,1.313691,0,0,0.8388440848505708
2016-04-25,1,50.00543,50.00543,0,0,3.93193209764497
2016-04-28,3,237.585721,189.8905,0,0,5.474728662944286
2016-04-29,2,46.36633,30.11751,0,0,3.857911638739031
2016-05-10,1,161.3491,161.3491,0,0,5.089748954954802
2016-05-12,1,11.22847,11.22847,0,0,2.503766839665461
2016-05-13,2,709.21352,698.7193,0,0,6.565565657218805
2016-05-15,3,157.848054,132.4675,0,0,5.067948110089652
2016-05-17,2,195.94583,155.1552,0,0,5.282928716306246
2016-05-18,1,3649.616,3649.616,0,0,8.202651199460256
2016-05-19,1,57.67792,57.67792,0,0,4.072063506157105
2016-05-20,1,25.99504,25.99504,0,0,3.295653145425033
2016-05-21,2,20.574378,18.68292,0,0,3.071506406889946
2016-05-22,1,3856.602,3856.602,0,0,8.257801025883843
2016-05-23,1,155.913,155.913,0,0,5.0556915116285355
2016-05-24,1,0.2009131,0.2009131,0,0,0.1830821841103062
2016-05-25,1,288.712,288.712,0,0,5.668887326078287
2016-05-26,1,22.87389,22.87389,0,0,3.172785393139404
2016-05-27,2,68.17260999999999,38.9959,0,0,4.236604975021912
2016-05-28,2,23.079404999999998,18.45115,0,0,3.181356910833015
2016-05-29,4,81.2857242,35.20172,0,0,4.410197632126682
2016-05-30,2,311.63974,229.7579,0,0,5.745051537226641
2016-05-31,3,82.038767,66.19798,0,0,4.419307571041446
2016-06-01,2,1337.4596199999999,1323.627,0,0,7.199274694406723
2016-06-02,4,3110.2616559999997,3066.89,0,0,8.042783600078963
2016-06-03,4,113.32189,47.40794,0,0,4.739018066025189
2016-06-04,6,5010.08631005,2522.639,0,0,8.519407998928333
2016-06-05,2,142.873162,139.9618,0,0,4.9689320919821665
2016-06-06,1,4.356924,4.356924,0,0,1.6783899297531983
2016-06-07,4,2920.57713,2857.175,0,0,7.979878862467492
2016-06-08,1,0.07943067,0.07943067,0,0,0.07643374473240405
2016-06-09,1,7.189027,7.189027,0,0,2.1027950873884893
2016-06-10,1,15.19233,15.19233,0,0,2.7845376733321596
2016-06-11,2,81.81885,64.68711,0,0,4.416655692486121
2016-06-12,6,199.95133617,109.7021,0,0,5.30306277013909
2016-06-13,3,0.23810576,0.07937925,0,0,0.21358259872348578
2016-06-15,4,7610.169971,7465.751,1,0,8.937372180300253
2016-06-17,4,452.04002325,225.0632,0,0,6.11598047312552
2016-06-18,4,136.67837,67.7327,0,0,4.924920312786136
2016-06-19,1,7606.026,7606.026,1,0,8.936827572896021
2016-06-20,3,5500.0635,4245.794,0,0,8.612696716164587
2016-06-21,4,205.78593536,84.74403,0,0,5.3316841294897115
2016-06-22,1,44.1466,44.1466,0,0,3.8099149724870442
2016-06-23,4,48063.689937099996,48008.35,1,0,10.780303089570964
2016-06-24,2,659.56493,641.2314,0,0,6.49309542344574
2016-06-25,1,1246.319,1246.319,0,0,7.128751726918715
2016-06-26,6,1395.75199,1000.718,0,0,7.241904813074237
2016-06-27,4,141.458474,86.51613,0,0,4.959050546714091
2016-06-28,6,6078.96193,5644.68,1,0,8.712753713427452
2016-06-30,2,2765.4375,2300.255,0,0,7.9253156703605745
2016-07-01,5,4579.554108,2820.48,0,0,8.429575254069698
2016-07-02,3,305.061467,283.9547,0,0,5.723785954329212
2016-07-03,3,39.893577,18.08314,0,0,3.710973009151646
2016-07-04,3,314.5158,166.4396,0,0,5.754208759966647
2016-07-05,1,0.6420608,0.6420608,0,0,0.49595203835933277
2016-07-06,3,28.183405999999998,23.13769,0,0,3.373600260066362
2016-07-07,1,0.4984261,0.4984261,0,0,0.40441529057585845
2016-07-08,2,340.140042,330.9144,0,0,5.832293073329328
2016-07-09,3,947.4343670000001,850.8893,0,0,6.85481259035462
2016-07-10,2,86.8491642,86.69641,0,0,4.475621300643625
2016-07-11,5,234.26967444,187.9641,0,0,5.460732407019534
2016-07-12,6,677.763676,340.5402,0,0,6.520273019848108
2016-07-13,3,338.26957619999996,266.2381,0,0,5.826795001397973
2016-07-14,1,78.70457,78.70457,0,0,4.3783269241773874
2016-07-15,5,236.9214787,131.1804,0,0,5.471940697806855
2016-07-16,1,2.376094,2.376094,0,0,1.2167194199479805
2016-07-18,3,140.44303,100.0661,0,0,4.951897021171186
2016-07-19,4,104.26913900000001,62.92419,0,0,4.656520299261419
2016-07-20,2,41.81094119,41.73148,0,0,3.7567937051989944
2016-07-21,6,1404.778506,1244.5,0,0,7.248346525110052
2016-07-22,7,173725.132224,132104.3,2,1,12.065235385496159
2016-07-23,1,10.5098,10.5098,0,0,2.44319884638821
2016-07-24,2,18.12944286,18.04981,0,0,2.9512286591388737
2016-07-28,2,30.727939980000002,30.64844,0,0,3.457197680071163
2016-07-29,2,87.11914,65.12898,0,0,4.478689762467545
2016-07-30,4,2393.01957887,2241.011,0,0,7.780729064392747
2016-07-31,1,19.84307,19.84307,0,0,3.0370215188955774
2016-08-02,4,6375.8364839999995,5730.075,1,0,8.760427404462295
2016-08-03,4,122.70514,75.94509,0,0,4.817900830677456
2016-08-04,4,2992.425658,2816.422,0,0,8.004173715582331
2016-08-05,3,134.60451799999998,123.2366,0,0,4.909742693535314
2016-08-06,2,25.07848292,24.99905,0,0,3.261110565121099
2016-08-07,1,8110.855,8110.855,1,0,9.001081850917757
2016-08-08,3,6836.97249,6790.293,1,0,8.830246547084982
2016-08-09,6,491.99640899999997,372.9369,0,0,6.200501890040503
2016-08-10,2,23.891753400000002,23.1382,0,0,3.214536559860534
2016-08-13,3,50182.37371,46233.92,1,0,10.823439049824641
2016-08-14,3,86.87652304000001,62.77188,0,0,4.475932681872526
2016-08-15,4,82.09005880000001,36.23268,0,0,4.419925065343025
2016-08-16,2,65367.259999999995,36266.7,2,0,11.08779209853797
2016-08-18,2,32969.469,32580.44,1,0,10.40336756101768
2016-08-19,2,724.2541799999999,649.8756,0,0,6.586522186514721
2016-08-21,1,10.67643,10.67643,0,0,2.4575722799944586
2016-08-22,3,1039.30178,607.4457,0,0,6.947266123120277
2016-08-24,3,733.358785,709.8526,0,0,6.598997717088757
2016-08-26,2,602.78314,515.6979,0,0,6.403215093729518
2016-08-27,2,33315.2396,33011.44,1,0,10.413800232769075
2016-08-28,1,36.15097,36.15097,0,0,3.61498988118629
2016-08-29,3,643.0932,447.9559,0,0,6.467843436130247
2016-08-30,4,1536.19159,1458.703,0,0,7.337712387689514
2016-08-31,1,146.0501,146.0501,0,0,4.990773345040576
2016-09-01,1,0.2381362,0.2381362,0,0,0.21360718436615983
2016-09-02,1,4.489233,4.489233,0,0,1.7027885372002691
2016-09-03,3,227.91683,157.3922,0,0,5.433358749812662
2016-09-05,3,752.08382906,739.5639,0,0,6.624176548376437
2016-09-06,1,97.34912,97.34912,0,0,4.5885235971590435
2016-09-07,2,60.9207,37.9589,0,0,4.125854534127132
2016-09-10,1,45.96536,45.96536,0,0,3.849410308699758
2016-09-11,3,2993.80075,2573.955,0,0,8.004632980790584
2016-09-12,2,48.80569,29.21753,0,0,3.9081292345318825
2016-09-13,5,497.15318258,320.7015,0,0,6.210907625269011
2016-09-15,3,808.9765033,796.3287,0,0,6.697005238974131
2016-09-16,1,26.22033,26.22033,0,0,3.3039641205884798
2016-09-17,7,20859.717661000002,12713.62,2,0,9.945623131654246
2016-09-20,3,323.66435506,315.7604,0,0,5.78279189501068
2016-09-22,4,370.10651538,225.5222,0,0,5.916489124851261
2016-09-23,2,45.89916204,45.81971,0,0,3.8479998083416582
2016-09-24,1,0.07946587,0.07946587,0,0,0.07646635398379793
2016-09-25,3,1645.189405,1546.701,0,0,7.406218444483328
2016-09-26,4,5653.224798,4474.124,0,0,8.640158296571759
2016-09-28,2,14.6080051,14.52854,0,0,2.7477839300762668
2016-09-29,1,0.05323388,0.05323388,0,0,0.05186531675155841
2016-09-30,2,19.725519,13.17779,0,0,3.031365742927349
2016-10-01,1,13.91478,13.91478,0,0,2.702352667606501
2016-10-03,1,77.80782,77.80782,0,0,4.367012230518692
2016-10-04,1,2614.712,2614.712,0,0,7.869291614773429
2016-10-09,1,0.39621,0.39621,0,0,0.33376142282618
2016-10-11,3,2214.60257,2099.057,0,0,7.703279686114947
2016-10-13,1,1.172981,1.172981,0,0,0.7760999575637241
