Date,SPY,QQQ,IWM,TLT,HYG
2007-04-11,101.12234497070312,37.89362716674805,62.0474967956543,48.23842239379883,31.69283676147461
2007-04-12,101.57172393798828,38.1936149597168,62.46475601196289,48.24946975708008,31.714088439941406
2007-04-13,102.03509521484375,38.27075958251953,62.86656188964844,48.10041046142578,31.6563720703125
2007-04-16,103.0040512084961,38.62218475341797,63.73199462890625,48.36538314819336,31.644250869750977
2007-04-17,103.27787780761719,38.707889556884766,63.53881072998047,48.63593673706055,31.629053115844727
2007-04-18,103.4042739868164,38.5793342590332,63.16791915893555,48.8788948059082,31.638160705566406
2007-04-19,103.3761978149414,38.69933319091797,62.86656188964844,48.79603576660156,31.74752426147461
2007-04-20,104.35215759277344,38.91362380981445,63.6005973815918,48.669090270996094,31.729299545288086
2007-04-23,103.95899963378906,38.973602294921875,63.53108215332031,48.84577178955078,31.74752426147461
2007-04-24,104.00111389160156,39.17074966430664,63.50019836425781,49.027950286865234,31.9661865234375
2007-04-25,104.95600891113281,39.69358444213867,63.677886962890625,48.85679626464844,32.01477813720703
2007-04-26,105.07537078857422,39.89931869506836,64.03336334228516,48.50339889526367,32.072452545166016
2007-04-27,104.99115753173828,39.91643524169922,63.762874603271484,48.49240493774414,32.072452545166016
2007-04-30,104.12045288085938,39.39361572265625,62.38749694824219,49.000328063964844,32.075538635253906
2007-05-01,104.38726043701172,39.35932159423828,62.642452239990234,49.035823822021484,32.07949447631836
2007-05-02,104.99816131591797,39.78787612915039,63.47698211669922,49.00809860229492,32.067291259765625
2007-05-03,105.56690979003906,39.933570861816406,63.592933654785156,48.897300720214844,32.070335388183594
2007-05-04,105.96707916259766,39.9678840637207,63.99468231201172,49.096771240234375,32.10996627807617
2007-05-07,105.9881591796875,39.9678840637207,63.80924987792969,49.229766845703125,32.106895446777344
2007-05-08,105.84771728515625,40.05356979370117,63.58517074584961,49.118927001953125,32.131256103515625
2007-05-09,106.13562774658203,40.13930892944336,63.840187072753906,48.925010681152344,32.045982360839844
2007-05-10,105.02626037597656,39.59073257446289,63.051998138427734,49.04133224487305,32.16168975830078
2007-05-11,105.92493438720703,40.096431732177734,63.62381362915039,48.86955261230469,32.179969787597656
2007-05-14,105.69326782226562,39.82217025756836,63.067474365234375,48.74210739135742,32.176944732666016
2007-05-15,105.72135162353516,39.51358413696289,62.565181732177734,48.72548294067383,32.15258026123047
2007-05-16,106.44451904296875,39.89931869506836,62.90517807006836,48.692237854003906,32.23785400390625
2007-05-17,106.2338638305664,39.71074295043945,62.41838836669922,48.492767333984375,32.22869873046875
2007-05-18,107.16072082519531,40.03641891479492,63.152462005615234,48.1713752746582,32.23785400390625
2007-05-21,107.10456848144531,40.29359436035156,63.948333740234375,48.315433502197266,32.26833724975586
2007-05-22,107.02032470703125,40.32786560058594,64.3424072265625,48.06611633300781,32.27134704589844
2007-05-23,107.03436279296875,40.13930892944336,64.17240905761719,47.927555084228516,32.247013092041016
2007-05-24,106.06539154052734,39.565032958984375,63.330162048339844,47.97185134887695,32.25611877441406
2007-05-25,106.50772094726562,39.81360626220703,63.73971176147461,47.86103057861328,32.30181121826172
2007-05-29,106.8939208984375,40.12215805053711,64.32698059082031,47.85546875,32.17390441894531
2007-05-30,107.76453399658203,40.447872161865234,64.75968933105469,47.95524215698242,32.247013092041016
2007-05-31,107.65225982666016,40.63642883300781,65.11511993408203,47.8665771484375,32.195194244384766
2007-06-01,108.18586730957031,40.662147521972656,65.44738006591797,47.61510467529297,32.190914154052734
2007-06-04,108.19985961914062,40.78215408325195,65.51691436767578,47.832122802734375,32.218482971191406
2007-06-05,107.7716293334961,40.78215408325195,65.25419616699219,47.53167724609375,32.172542572021484
2007-06-06,106.6130599975586,40.34502029418945,64.52784729003906,47.5093994140625,32.13273620605469
2007-06-07,104.68915557861328,39.71931457519531,63.19108581542969,46.65827560424805,31.982664108276367
2007-06-08,106.05135345458984,40.207881927490234,64.01786804199219,46.61934280395508,31.896947860717773
2007-06-11,106.2338638305664,40.13072204589844,64.03336334228516,46.485801696777344,31.829551696777344
2007-06-12,105.07537078857422,39.89073181152344,62.97474670410156,45.81269073486328,31.667226791381836
2007-06-13,106.64818572998047,40.32786560058594,63.816978454589844,46.35783767700195,31.722349166870117
2007-06-14,107.32923126220703,40.59357833862305,64.39647674560547,46.24105453491211,31.74686050415039
2007-06-15,107.93988800048828,40.968441009521484,65.16146087646484,46.55813980102539,31.740718841552734
2007-06-18,107.81298065185547,40.977012634277344,65.03782653808594,46.46356201171875,31.75909996032715
2007-06-19,108.08091735839844,40.968441009521484,65.20782470703125,46.89743423461914,31.798921585083008
2007-06-20,106.57892608642578,40.58242416381836,64.07970428466797,46.519161224365234,31.517179489135742
2007-06-21,107.17127227783203,40.951263427734375,64.5819320678711,46.29666519165039,31.57534408569336
2007-06-22,106.16292572021484,40.56528091430664,64.07199096679688,46.59706497192383,31.636600494384766
2007-06-25,105.65515899658203,40.39371871948242,63.73971176147461,46.85299301147461,31.45282745361328
2007-06-26,104.5692138671875,40.16209411621094,63.26839065551758,46.864097595214844,31.54473304748535
2007-06-27,106.05708312988281,40.77971267700195,64.58968353271484,46.908592224121094,31.434478759765625
2007-06-28,106.04302215576172,40.7625617980957,64.5811538696289,46.89743423461914,31.269079208374023
2007-06-29,106.07828521728516,40.831199645996094,64.17852020263672,47.38146209716797,31.18027114868164
2007-07-02,107.03730010986328,41.200050354003906,65.00692749023438,47.630550384521484,31.42457389831543
2007-07-03,107.4251708984375,41.44023513793945,65.31661224365234,47.34016418457031,31.36604881286621
2007-07-05,107.31231689453125,41.740447998046875,65.42503356933594,46.809608459472656,31.252033233642578
2007-07-06,107.87648010253906,41.91199493408203,65.6495132446289,46.619747161865234,31.285932540893555
2007-07-09,107.96107482910156,41.93775177001953,65.58756256103516,46.78728485107422,31.381450653076172
2007-07-10,106.42377471923828,41.58603286743164,64.51148223876953,47.58026123046875,31.298250198364258
2007-07-11,107.1783218383789,41.869136810302734,64.89857482910156,47.08883285522461,31.06411361694336
2007-07-12,108.8707046508789,42.512451171875,65.66498565673828,46.92686462402344,31.156539916992188
2007-07-13,109.19508361816406,42.80413055419922,65.72689819335938,47.05534744262695,31.285932540893555
