event_id,focal,event_date,t0,t0_index,sector,event_type,declared_peers,peers_used,n_peers_declared,n_peers_used,missing_peer_audit,clean_historical_placebo_available,rv_pre,rv_post,log_rv_ratio,mktadj_log_rv_ratio,placebo_z_rv,sv_pre,sv_post,log_sv_ratio,sv_diff,mktadj_sv_diff,placebo_z_sv,worst_day_post,spy_worst_day_post,mktadj_worst_day_post,placebo_z_worstday,cs_spread_pre,cs_spread_post,log_cs_ratio,spy_log_cs_ratio,mktadj_log_cs_ratio,amihud_pre,amihud_post,log_amihud_ratio,spy_log_amihud_ratio,mktadj_log_amihud_ratio,placebo_audit
tsla_sec_2018,TSLA,2018-09-27,2018-09-27,5218,auto,sec_charge,"['F', 'GM', 'TM', 'HMC']","['F', 'GM', 'TM', 'HMC']",4,4,{},True,0.1617121541616221,0.1759104064053645,0.08415688226936299,-0.8240654379988941,0.5459393371284053,6.126703570373436e-05,0.00014162745473838897,0.8379580979084061,8.036041903465461e-05,-7.571399068973568e-05,1.1461858529555164,-0.029965263485485227,-0.03217493934566029,0.0022096758601750643,1.175637716510131,0.0019868690209969156,0.0030270333501129097,0.421023004096616,-0.31293678772546013,0.7339597918220762,0.2554804982614449,0.24345137348191384,-0.048228854632721,-0.4098749346530991,0.3616460800203781,"{'candidate_count': 987, 'sampled_count': 200, 'overlap_rejections': 1157, 'future_rejections': 1884, 'sampled_overlap_count': 0, 'sampled_future_count': 0}"
smci_2024,SMCI,2024-08-27,2024-08-27,6705,tech_hardware,short_report_late_filing,"['DELL', 'HPE', 'ANET', 'NTAP', 'WDC']","['DELL', 'HPE', 'ANET', 'NTAP', 'WDC']",5,5,{},True,0.3884417763052469,0.36746860349662314,-0.05550540829515412,-0.20909252640096604,-0.009220614742532522,0.0003675868234685576,0.00034570797032811576,-0.061365142630655324,-2.1878853140441833e-05,-4.789356395617714e-05,-0.2241191665042821,-0.03816841754185285,-0.020793614802648186,-0.017374802739204664,-1.0381394846187244,0.007066839897982728,0.006905325572507536,-0.02312047057062961,0.4553528277304327,-0.4784732983010623,0.042788361611199616,0.04617199313706222,0.07610726447665335,0.25473803305496234,-0.178630768578309,"{'candidate_count': 862, 'sampled_count': 200, 'overlap_rejections': 2158, 'future_rejections': 397, 'sampled_overlap_count': 0, 'sampled_future_count': 0}"
sq_2023,SQ,2023-03-23,2023-03-23,6346,fintech,short_report,"['PYPL', 'AFRM', 'COIN', 'GPN', 'FIS']","['PYPL', 'AFRM', 'COIN', 'GPN', 'FIS']",5,5,{},True,0.574180501472526,0.3806560614784167,-0.41104756773631773,0.02547370440211033,-1.632880709750698,0.0004927333291624166,0.00012366859683921115,-1.3823627254794237,-0.00036906473232320544,-0.00032964647362898386,-0.6406113631260164,-0.02014288819446177,-0.005563635402761058,-0.014579252791700713,0.9444375802509203,0.010528328104695128,0.010251176126898687,-0.026677095967493084,-0.80451936333553,0.7778422673680369,0.09263407833697011,0.08467959423507486,-0.08978243603791101,-0.313865031919456,0.22408259588154494,"{'candidate_count': 266, 'sampled_count': 200, 'overlap_rejections': 2017, 'future_rejections': 756, 'sampled_overlap_count': 0, 'sampled_future_count': 0}"
fe_2020,FE,2020-07-21,2020-07-21,5673,utilities,doj_bribery,"['AEP', 'D', 'DUK', 'SO', 'EXC']","['AEP', 'D', 'DUK', 'SO', 'EXC']",5,5,{},True,0.27300947431099953,0.20273351983050047,-0.29761409253025695,0.3835827532297519,-0.3865644693174411,0.0001594408146411697,6.333595153956246e-05,-0.9232196530285088,-9.610486310160725e-05,1.615653221900087e-05,-0.6134770058444504,-0.018647652366945433,-0.012003325669128984,-0.0066443266978164495,-0.6451827348647191,0.00512011217129338,0.005661621557211326,0.10053399812324301,-0.7045706292830639,0.805104627406307,0.0568560795246118,0.042308642729052715,-0.2955317692082684,-0.01296860237987801,-0.2825631668283904,"{'candidate_count': 3930, 'sampled_count': 200, 'overlap_rejections': 1612, 'future_rejections': 1429, 'sampled_overlap_count': 0, 'sampled_future_count': 0}"
ene_2001,ENE,2001-10-16,2001-10-16,951,energy_utilities,disclosure_then_fraud,"['DUK', 'SO', 'AEP', 'D', 'EXC']","['DUK', 'SO', 'AEP', 'D', 'EXC']",5,5,{},True,0.2428344721161818,0.2540173181405998,0.045022419828416024,0.07144915156486789,0.24242351320600106,0.00016394580762038556,0.0001678015990710183,0.023246391594886902,3.855791450632743e-06,3.3218186243014344e-05,-0.013801368070130793,-0.02443290491370558,-0.026359420130580347,0.0019265152168747683,0.15803236616941932,0.007906289755250939,0.009632684904988562,0.19750337903666895,-0.8177446515866599,1.015248030623329,0.22916040560580053,0.2758208862699454,0.18532947275307604,-0.32364179685389877,0.5089712696069748,"{'candidate_count': 820, 'sampled_count': 200, 'overlap_rejections': 0, 'future_rejections': 6151, 'sampled_overlap_count': 0, 'sampled_future_count': 0}"
wcom_2002,WCOM,2002-06-25,2002-06-25,1124,telecom,accounting_fraud_disclosure,"['T', 'VZ']","['T', 'VZ']",2,2,{},True,0.3895582146871067,0.3779163360229044,-0.0303404763376587,-0.6169560423125219,-0.023015655437477977,0.00031674969904093344,0.00030660921549514333,-0.03253784590157534,-1.0140483545790114e-05,-0.00022741893268615981,-0.13036835027164964,-0.03330215143380433,-0.037080595945568895,0.003778444511764567,1.0772204632807383,0.007155823947023399,0.013783670930411865,0.6555580624440733,-0.757095574696995,1.4126536371410683,0.08043429763258528,0.08457738582742703,0.05022625118256369,0.42961781881021605,-0.37939156762765236,"{'candidate_count': 836, 'sampled_count': 200, 'overlap_rejections': 157, 'future_rejections': 5978, 'sampled_overlap_count': 0, 'sampled_future_count': 0}"
lk_2020,LK,2020-04-02,2020-04-02,5598,china_adr,fraud_admission,"['BABA', 'JD', 'BIDU', 'PDD']","['BABA', 'JD', 'BIDU', 'PDD']",4,4,{},False,0.44450594154658896,0.33960239786171864,-0.26918790641999496,-0.013648924652593819,,0.0005283658263889258,7.13769964262357e-05,-2.0018132461557623,-0.00045698882996269007,0.0002837088547714424,,-0.02442113128710599,-0.02147696354642381,-0.00294416774068218,,0.007014412175728017,0.00660011072574981,-0.06088048918841976,0.3637653345745469,-0.42464582376296667,0.04242212076698221,0.04606808776193003,0.0824505284629857,0.30460958194967824,-0.22215905348669254,"{'candidate_count': 0, 'sampled_count': 0, 'overlap_rejections': 1537, 'future_rejections': 1504, 'sampled_overlap_count': 0, 'sampled_future_count': 0}"
pbr_2014,PBR,2014-11-14,2014-11-14,4245,energy,corruption_probe,"['XOM', 'CVX', 'COP', 'TTE']","['XOM', 'CVX', 'COP', 'TTE']",4,4,{},True,0.17742208617480693,0.3493872772251166,0.6776494224085813,1.4782464384133038,1.9575810252075005,7.623589056058333e-05,0.00038263854606807957,1.6132584325858697,0.00030640265550749626,0.00033741354097200943,1.2339088235023619,-0.059794684596296666,-0.006974204224212244,-0.05282048037208442,-4.523446138740441,0.0025609696490375257,0.003963943310979063,0.43685335946974585,-0.46172079890920215,0.8985741583789479,0.049502223772519546,0.05015302334679742,0.013061205405602055,-0.30562672793591444,0.3186879333415165,"{'candidate_count': 3403, 'sampled_count': 200, 'overlap_rejections': 711, 'future_rejections': 2857, 'sampled_overlap_count': 0, 'sampled_future_count': 0}"
cgi_2019,CGI,2019-12-05,2019-12-05,5517,trucking,doj_sec_charge,"['ODFL', 'JBHT', 'KNX', 'WERN', 'SNDR']","['ODFL', 'JBHT', 'KNX', 'WERN', 'SNDR']",5,5,{},True,0.19035669264391836,0.12206126082009909,-0.44437658531038615,-0.05742097564093834,-1.4136813720634598,5.1887195233734784e-05,1.9114182838882584e-05,-0.998641390217206,-3.27730123948522e-05,-1.5556729999097e-05,-0.4155384886773561,-0.008831633922128112,-0.0031491818318682974,-0.0056824520902598145,0.61064222665301,0.0066723685194385336,0.006752354144828917,0.011916309018000651,-0.46209177487392894,0.4740080838919296,0.3945588476230576,0.30026003394624406,-0.27311942026801905,-0.2901889918520752,0.017069571584056142,"{'candidate_count': 241, 'sampled_count': 200, 'overlap_rejections': 1456, 'future_rejections': 1585, 'sampled_overlap_count': 0, 'sampled_future_count': 0}"
ftx_2022,FTX,2022-11-08,2022-11-08,6254,crypto,collapse_then_doj,"['COIN', 'MSTR', 'MARA', 'RIOT', 'HOOD']","['COIN', 'MSTR', 'MARA', 'RIOT', 'HOOD']",5,5,{},True,0.7668444782836263,1.0874060929952993,0.34926639341168403,0.12917229453432774,0.8874901268537629,0.001467921933075589,0.0038692874787522465,0.969222625975884,0.0024013655456766574,0.002498808036600685,0.8786797190150122,-0.11721920977822187,-0.020817232327337898,-0.09640197745088397,-0.6268178425174575,0.017882856895586684,0.02222938786287592,0.21757265245016333,-0.5882782031026209,0.8058508555527842,0.30651591671559675,0.36738157927813214,0.18113134888329896,0.022551153667587653,0.15858019521571132,"{'candidate_count': 192, 'sampled_count': 192, 'overlap_rejections': 1925, 'future_rejections': 848, 'sampled_overlap_count': 0, 'sampled_future_count': 0}"
