Date,Open,High,Low,Close,Volume
2021-01-04,184.99407297748957,185.32184991814455,178.81325274119658,181.21066284179688,33664200
2021-01-05,180.82670077075284,185.06899581084573,180.80798127485716,184.01077270507812,27442900
2021-01-06,186.8108722859386,193.6472466943857,186.5112031554602,191.54014587402344,52952200
2021-01-07,192.64524910540058,195.27678214702763,192.63587506559028,194.94900512695312,24031400
2021-01-08,196.0259920889107,196.44740951261414,191.66194752059553,194.52760314941406,29017000
2021-01-11,192.0645974793104,194.90215906836846,191.8211153924513,194.35899353027344,20945100
2021-01-12,195.27675608189907,197.96447584485747,195.24866254560766,197.8427276611328,24892200
2021-01-13,198.0019452212927,198.28289489673188,195.90421812936077,196.42864990234375,22782200
2021-01-14,197.8240055431262,201.34520017870628,197.72099114819125,200.35252380371094,33913700
2021-01-15,197.4213451635521,200.37129560192608,195.03329412954332,197.3651580810547,41043500
2021-01-19,199.79061659059158,200.0434726935402,198.27350855228443,199.8936309814453,19744300
2021-01-20,200.74589327409456,202.26300171771047,199.53782808560337,200.77398681640625,25474200
2021-01-21,201.31712563502185,201.4950609057589,198.4889236715622,199.03208923339844,21180500
2021-01-22,197.12162304575835,201.6542274866448,196.2413208837491,201.34518432617188,24800200
2021-01-25,201.2796369822297,204.0703853652904,198.16114020996955,201.14852905273438,33985000
2021-01-26,202.56264177425984,202.92787203566965,199.25683563414995,199.753173828125,23969800
2021-01-27,196.19455189303648,199.46290541969785,194.12490379323802,196.09153747558594,45830300
2021-01-28,197.44937223364158,198.8821995137477,194.44325001447407,195.46401977539062,32202500
2021-01-29,196.409888728618,197.5898743430023,191.83045681344467,192.50473022460938,40591900
2021-02-01,194.94898773043806,198.13306011802987,192.69204495055882,197.23402404785156,26375100
2021-02-02,199.61271139291713,200.4555604330622,197.49625047731558,200.0435028076172,22773100
2021-02-03,200.12776553864148,201.10172243713745,198.151772494818,200.64283752441406,23923200
2021-02-04,201.42946935912903,204.93194429852517,201.42010961091785,204.7352752685547,25400800
2021-02-05,206.90799169489955,207.75082652608245,204.8758112017489,207.57289123535156,23338800
2021-02-08,209.57696624416278,212.89214687591945,209.21173593283652,212.8734130859375,20831500
2021-02-09,212.70486116694732,215.0367108377253,211.93693293067656,213.87547302246094,19510900
2021-02-10,215.31762439218502,215.69222869687587,210.66327129288774,212.470703125,27955400
2021-02-11,213.65071720827513,214.4560987621137,209.2304855578629,212.2272491455078,25847600
2021-02-12,211.58105119894162,213.27610907970285,210.37298611520907,212.8265838623047,17440200
2021-02-16,214.89620147229715,215.0460431902823,210.51342410423464,211.4873809814453,22999500
2021-02-17,209.40840134137824,210.46663896658202,206.926710075726,209.82981872558594,25042300
2021-02-18,208.21904132004303,208.74347307641833,205.45640056004873,206.58018493652344,24501500
2021-02-19,208.33146439995969,211.9275807184861,208.05987443759045,210.88807678222656,31238200
2021-02-22,209.3147536467346,212.01184785890797,208.8184153770909,209.52078247070312,23272100
2021-02-23,206.92667755185997,208.81837560847552,201.86962686712974,207.6758575439453,38646800
2021-02-24,208.48128607751812,213.00453203736544,207.6290915002072,212.58311462402344,27584900
2021-02-25,212.38646038466774,213.13565488834854,204.16408321583089,204.72598266601562,49961400
2021-02-26,205.5781504905233,208.11602868083446,201.1672792706368,204.4449920654297,47734200
2021-03-01,209.28665496472473,212.31152612881803,208.78095695721302,211.71217346191406,26161000
2021-03-02,211.44991656453297,211.60913232332757,207.47921100648426,207.63841247558594,26895400
2021-03-03,208.29394685785974,210.01708372764844,205.28782422921753,205.39083862304688,33407600
2021-03-04,204.63230880713408,206.6738632809961,196.12898271051657,199.6501922607422,59126500
