Date,SHOP,XYZ,PYPL,MELI,AFRM,UPST,IWM,XRT,KRE,HYG,SPY,^VIX
2018-01-02,10.548999786376953,36.16999816894531,73.20599365234375,322.5799865722656,,,138.55491638183594,40.558345794677734,47.0607795715332,55.80680465698242,235.954345703125,9.770000457763672
2018-01-03,10.774999618530273,37.310001373291016,76.09101867675781,329.2799987792969,,,138.69894409179688,40.53191375732422,47.14852523803711,56.07514572143555,237.4467315673828,9.149999618530273
2018-01-04,10.994999885559082,38.099998474121094,76.07118225097656,325.8800048828125,,,139.06808471679688,40.29389572143555,47.40376281738281,56.17097854614258,238.44757080078125,9.220000267028809
2018-01-05,11.057999610900879,41.13999938964844,78.0242691040039,330.8699951171875,,,139.3561553955078,40.64650344848633,47.7148551940918,56.2093505859375,240.03656005859375,9.220000267028809
2018-01-08,11.234999656677246,40.7599983215332,78.37126922607422,340.7900085449219,,,139.57225036621094,40.81399154663086,47.627113342285156,56.16459274291992,240.4755096435547,9.520000457763672
2018-01-09,11.072999954223633,40.880001068115234,78.51007080078125,337.6499938964844,,,139.38316345214844,40.382057189941406,48.2732048034668,55.992095947265625,241.019775390625,10.079999923706055
2018-01-10,11.100000381469727,40.84000015258789,78.68852233886719,339.54998779296875,,,139.4011688232422,40.67295455932617,48.86344528198242,55.870670318603516,240.65109252929688,9.819999694824219
2018-01-11,11.11299991607666,42.29999923706055,79.06525421142578,342.0199890136719,,,141.79598999023438,41.67787551879883,49.629180908203125,56.05598068237305,242.40692138671875,9.880000114440918
2018-01-12,11.279999732971191,41.25,79.84847259521484,342.4700012207031,,,142.39015197753906,42.153892517089844,49.94026565551758,55.96013259887695,243.98715209960938,10.15999984741211
2018-01-16,11.192000389099121,39.31999969482422,79.72950744628906,339.8500061035156,,,140.57154846191406,41.254737854003906,49.46168518066406,55.92819595336914,243.15310668945312,11.65999984741211
2018-01-17,11.491000175476074,40.060001373291016,81.76190185546875,340.45001220703125,,,141.90396118164062,41.68668746948242,49.7647819519043,55.9345588684082,245.4707489013672,11.90999984741211
2018-01-18,11.479999542236328,40.27000045776367,82.22786712646484,341.8800048828125,,,140.93167114257812,41.80128479003906,49.48561477661133,55.8770751953125,245.0581512451172,12.220000267028809
2018-01-19,11.54800033569336,42.560001373291016,83.12013244628906,345.30999755859375,,,142.7863006591797,42.57701873779297,50.27527618408203,55.9345588684082,246.17318725585938,11.270000457763672
2018-01-22,11.942999839782715,45.290000915527344,83.25894165039062,352.2699890136719,,,143.55154418945312,43.11473846435547,50.41088104248047,55.98571014404297,248.17462158203125,11.029999732971191
2018-01-23,11.869000434875488,45.0099983215332,83.48696899414062,355.42999267578125,,,144.01068115234375,43.06185531616211,50.53849792480469,56.15184020996094,248.70147705078125,11.100000381469727
2018-01-24,11.967000007629395,44.31999969482422,82.99124908447266,355.6000061035156,,,143.11935424804688,42.76213455200195,50.51456832885742,56.06875991821289,248.60488891601562,11.470000267028809
2018-01-25,12.489999771118164,45.119998931884766,83.61583709716797,360.05999755859375,,,143.1733856201172,42.62109375,50.17158126831055,56.030426025390625,248.7102813720703,11.579999923706055
2018-01-26,12.906999588012695,45.970001220703125,84.71631622314453,381.8599853515625,,,143.6865997314453,43.05302810668945,50.29921340942383,56.07514572143555,251.58975219726562,11.079999923706055
2018-01-29,12.729999542236328,45.43000030517578,83.58609771728516,390.2699890136719,,,142.8762969970703,42.98250961303711,50.09181594848633,55.8770751953125,249.9217529296875,13.84000015258789
2018-01-30,12.420999526977539,45.52000045776367,83.06065368652344,386.3699951171875,,,141.50782775878906,42.02166748046875,49.700992584228516,55.685386657714844,247.35826110839844,14.789999961853027
2018-01-31,12.791999816894531,46.90999984741211,84.58743286132812,387.1000061035156,,,140.7695770263672,41.624996185302734,49.6930046081543,55.78124237060547,247.48123168945312,13.539999961853027
2018-02-01,12.628000259399414,44.45000076293945,77.72684478759766,378.760009765625,,,141.21078491210938,41.19303894042969,50.42683410644531,55.67599868774414,247.20018005371094,13.470000267028809
