date,rv_c2c,n_returns,path_start_ts,path_end_ts,path_start_hhmmss,path_end_hhmmss,active_contract,active_volume_share,active_choice_differs_from_full_day,rolled,anchor_complete,rv_post_close_1330_1345,rv_gap_1345_to_1500,rv_night,rv_gap_0500_to_0845,rv_day_0845_1330
2019-07-09,2.0766927077918232e-05,230,2019-07-08 13:30:00,2019-07-09 13:30:00,133000,133000,201907,0.9824075240374522,False,False,True,7.914030400834849e-08,0.0,6.058414655783505e-06,2.245227199512266e-06,1.2384144918614115e-05
2019-07-10,2.2877855051055484e-05,229,2019-07-09 13:30:00,2019-07-10 13:30:00,133000,133000,201907,0.9748855513613365,False,False,True,1.8522713223755438e-07,2.2051834638291464e-07,8.404573273137285e-06,5.458486867136731e-06,8.609049432160998e-06
2019-07-11,2.9223741431300396e-05,229,2019-07-10 13:30:00,2019-07-11 13:30:00,133000,133000,201907,0.96921746084856,False,False,True,4.340946191446827e-08,4.257935363317309e-07,1.5691929697750936e-05,2.198450742027129e-06,1.0864157993276129e-05
2019-07-12,2.183784052166571e-05,230,2019-07-11 13:30:00,2019-07-12 13:30:00,133000,133000,201907,0.9670808025974824,False,False,True,5.13246259969892e-08,1.3686989009056726e-07,1.1568910859364318e-05,7.708196541860542e-08,1.0003653180795229e-05
2019-07-15,3.875548926694602e-05,229,2019-07-12 13:30:00,2019-07-15 13:30:00,133000,133000,201907,0.9231971844809939,False,False,True,8.561176427401114e-08,1.036516208318699e-06,5.039573381073303e-06,2.769566857353417e-06,2.9824221055926583e-05
2019-07-16,1.5624635294288345e-05,229,2019-07-15 13:30:00,2019-07-16 13:30:00,133000,133000,201907,0.8542769826621078,False,False,True,8.492517849226961e-08,7.644393110070365e-08,4.907373803532194e-06,1.2205146130351072e-06,9.335377768128068e-06
2019-07-17,2.8758032178630608e-05,228,2019-07-16 13:30:00,2019-07-17 13:29:59,133000,132959,201907,0.6247109483606279,False,False,True,1.5210806160801395e-07,5.414534505708508e-07,5.496649046399674e-06,6.883760486865205e-07,2.1879445571365552e-05
2019-07-18,1.6987658158308044e-05,229,2019-07-17 13:30:00,2019-07-18 13:30:00,133000,133000,201908,0.9896953405017921,False,True,True,1.9336048834654559e-07,5.621486548944671e-07,4.458647112417717e-06,1.2712602271892228e-06,1.0502241675460093e-05
2019-07-19,3.0425475649623923e-05,229,2019-07-18 13:30:00,2019-07-19 13:30:00,133000,133000,201908,0.9854475918843586,False,False,True,1.7622594387345345e-07,4.3164822941951134e-07,6.693629713223026e-06,1.1220993634062663e-05,1.1902978129045274e-05
2019-07-22,2.9943116442617865e-05,229,2019-07-19 13:30:00,2019-07-22 13:30:00,133000,133000,201908,0.9856151857868227,False,False,True,2.342539897309678e-06,8.662187501094011e-09,7.868791393715683e-06,1.1893955189716393e-05,7.829167774375014e-06
2019-07-23,1.7419351441598876e-05,230,2019-07-22 13:30:00,2019-07-23 13:30:00,133000,133000,201908,0.9885034458049695,False,False,True,2.060283181978189e-07,2.1467249017279476e-07,5.510855834370717e-06,1.6763464794820396e-06,9.81144831937551e-06
2019-07-24,1.1746950129123411e-05,230,2019-07-23 13:30:00,2019-07-24 13:30:00,133000,133000,201908,0.9903371220293179,False,False,True,1.285508293042322e-07,8.567834089550478e-09,5.138710078792279e-06,1.366423109808653e-07,6.334479075956485e-06
2019-07-25,2.131634826219191e-05,229,2019-07-24 13:30:00,2019-07-25 13:30:00,133000,133000,201908,0.9894997843898232,False,False,True,5.140383310118894e-08,8.567834089550478e-09,4.841554787853818e-06,1.3661705945716492e-07,1.6278204747690183e-05
2019-07-26,1.443500726306749e-05,230,2019-07-25 13:30:00,2019-07-26 13:30:00,133000,133000,201908,0.987938883691924,False,False,True,1.536184890943647e-07,0.0,5.731047551701937e-06,1.454689009942362e-06,7.095652212328823e-06
2019-07-29,2.5904031454174878e-05,230,2019-07-26 13:30:00,2019-07-29 13:30:00,133000,133000,201908,0.9878832193032852,False,False,True,7.733782453136875e-08,2.1495125973467441e-07,4.384120294999252e-06,8.271939212586475e-06,1.2955682862323108e-05
2019-07-30,2.8053923474284642e-05,229,2019-07-29 13:30:00,2019-07-30 13:30:00,133000,133000,201908,0.987163425579656,False,False,True,1.2035038815717013e-07,7.739680440596687e-08,4.084848056656275e-06,9.885208162738595e-06,1.3886120062326643e-05
2019-07-31,3.269957157215062e-05,230,2019-07-30 13:30:00,2019-07-31 13:30:00,133000,133000,201908,0.9820409669680753,False,False,True,1.7289279172957496e-07,3.1282157884088663e-06,1.1761707797832973e-05,3.482679683468492e-08,1.7601928397344523e-05
2019-08-01,5.560060365447361e-05,231,2019-07-31 13:30:00,2019-08-01 13:30:00,133000,133000,201908,0.9834349287920618,False,False,True,2.2572404564440006e-07,1.9544460706652113e-06,2.929629462428644e-05,9.057096279902543e-06,1.5067042633975023e-05
2019-08-02,0.00010639517218845426,229,2019-08-01 13:30:00,2019-08-02 13:30:00,133000,133000,201908,0.9834605297356047,False,False,True,2.910792750208567e-07,1.2724555263530147e-06,7.301075242490197e-05,8.116046570412674e-08,3.1739724496474257e-05
2019-08-05,7.078909426983184e-05,229,2019-08-02 13:30:00,2019-08-05 13:30:00,133000,133000,201908,0.9849489905268122,False,False,True,1.3955861173608853e-06,8.214035514626416e-08,2.987059153839509e-05,1.5539717741204758e-06,3.788680448480913e-05
2019-08-06,0.00014391895948185878,229,2019-08-05 13:30:00,2019-08-06 13:30:00,133000,133000,201908,0.9819259028711804,False,False,True,4.0820229337026184e-07,1.4847099236347897e-07,5.0521104746724484e-05,2.491272606567339e-06,9.03499088428332e-05
2019-08-07,8.913087067823342e-05,229,2019-08-06 13:30:00,2019-08-07 13:30:00,133000,133000,201908,0.986931113412872,False,False,True,1.366039890605186e-06,3.3710532340754816e-07,4.449731834742592e-05,6.311758577475517e-06,3.6618648539319254e-05
2019-08-08,0.00011564888670966437,229,2019-08-07 13:30:00,2019-08-08 13:30:00,133000,133000,201908,0.9798785082374392,False,False,True,7.055623288088623e-06,3.735486351477245e-08,6.714334137505912e-05,3.3624991453541523e-06,3.80500680376477e-05
2019-08-12,8.632237974534573e-05,229,2019-08-08 13:30:00,2019-08-12 13:30:00,133000,133000,201908,0.9831159615337558,False,False,True,1.0103225387477676e-06,9.185406943116644e-07,1.9051509435055512e-05,2.775139329146267e-05,3.759061378576811e-05
2019-08-13,6.905920824062555e-05,230,2019-08-12 13:30:00,2019-08-13 13:30:00,133000,133000,201908,0.9773366363149437,False,False,True,1.6511919703915718e-07,5.866284587411861e-07,2.658968559554187e-05,3.7139232742789746e-06,3.800385171502436e-05
2019-08-14,0.00012157450242452676,230,2019-08-13 13:30:00,2019-08-14 13:30:00,133000,133000,201908,0.9722600674513657,False,False,True,1.2149089815638953e-07,3.747067076922636e-06,9.353971636105285e-05,1.5462520293720928e-06,2.2619976059022795e-05
2019-08-15,0.00010607888885935107,229,2019-08-14 13:30:00,2019-08-15 13:30:00,133000,133000,201908,0.9627669209249904,False,False,True,9.848196615831643e-07,2.661465982050326e-06,5.6006383266366376e-05,1.845237802307251e-05,2.7973841926278706e-05
2019-08-16,0.0001290096903568549,229,2019-08-15 13:30:00,2019-08-16 13:30:00,133000,133000,201908,0.9496862592172434,False,False,True,1.3366233287200423e-06,9.029407976093182e-06,8.699156327854671e-05,8.479246663485412e-08,3.1567303306860115e-05
2019-08-19,4.4437797485827384e-05,229,2019-08-16 13:30:00,2019-08-19 13:30:00,133000,133000,201908,0.9258284600389863,False,False,True,3.690556094401806e-07,1.8096937779891649e-06,2.9650969935710852e-05,1.5554629669919295e-06,1.1052615195695264e-05
2019-08-20,2.5686154007305563e-05,230,2019-08-19 13:30:00,2019-08-20 13:30:00,133000,133000,201908,0.8497654169660595,False,False,True,3.094952526910989e-07,2.625065093269669e-06,1.1517227640623997e-05,2.626066119521035e-06,8.60829990119976e-06
2019-08-21,2.315994707987197e-05,228,2019-08-20 13:30:00,2019-08-21 13:29:59,133000,132959,201908,0.6113272205242197,False,False,True,6.501684483127355e-07,7.315553706450034e-07,8.91162587877773e-06,2.319786516085924e-06,1.0546810866050576e-05
2019-08-22,3.651008554574459e-05,229,2019-08-21 13:30:00,2019-08-22 13:30:00,133000,133000,201909,0.9878543383526772,False,True,True,3.7241742952886735e-07,7.351840085584982e-07,1.1665845639240874e-05,1.4402529429779564e-07,2.3592613174118553e-05
2019-08-23,3.291755601715373e-05,230,2019-08-22 13:30:00,2019-08-23 13:30:00,133000,133000,201909,0.9895611363695185,False,False,True,1.2750402234559373e-07,3.64476065685281e-08,1.7842347995826626e-05,1.7869565537270527e-06,1.3124299838685934e-05
2019-08-26,9.161962408500341e-05,229,2019-08-23 13:30:00,2019-08-26 13:30:00,133000,133000,201909,0.9842492555312184,False,False,True,9.074961508991318e-08,9.07115869748351e-09,5.749724957055753e-05,4.5190684005214676e-06,2.950348534013701e-05
2019-08-27,5.1912912488134423e-05,229,2019-08-26 13:30:00,2019-08-27 13:30:00,133000,133000,201909,0.9871837605413153,False,False,True,1.4384155512786127e-06,2.249401747321388e-05,1.9710092846566894e-05,0.0,8.270386617075033e-06
2019-08-28,3.0888487721714055e-05,229,2019-08-27 13:30:00,2019-08-28 13:30:00,133000,133000,201909,0.98520091241308,False,False,True,7.730824543169237e-07,1.490159711724414e-07,1.4506334711903006e-05,4.486063566191912e-06,1.0973991018129775e-05
2019-08-29,3.973705101034605e-05,229,2019-08-28 13:30:00,2019-08-29 13:30:00,133000,133000,201909,0.9853331812329905,False,False,True,2.6750452209035954e-07,1.1171014410723867e-06,1.5120222994568384e-05,7.224890300011539e-06,1.600733175260338e-05
2019-08-30,3.0500647579743186e-05,230,2019-08-29 13:30:00,2019-08-30 13:30:00,133000,133000,201909,0.9797769018728908,False,False,True,1.736303490222366e-06,3.677686106302013e-08,1.9749083859876447e-05,1.093856641722173e-06,7.884626726859179e-06
2019-09-02,3.151928678611802e-05,229,2019-08-30 13:30:00,2019-09-02 13:30:00,133000,133000,201909,0.9850334142725143,False,False,True,2.323676722614674e-07,5.726189371309142e-07,1.4582905246720678e-05,4.735295967055548e-06,1.139609896294942e-05
2019-09-03,2.4864816032771695e-05,229,2019-09-02 13:30:00,2019-09-03 13:30:00,133000,133000,201909,0.9855970794870088,False,False,True,5.154582449866709e-07,3.5559590278227576e-08,6.452340357846567e-06,8.899965720303406e-07,1.6971461267629894e-05
2019-09-04,2.8002280326247902e-05,229,2019-09-03 13:30:00,2019-09-04 13:30:00,133000,133000,201909,0.9797905243919584,False,False,True,5.397021997486093e-08,1.0897083379350346e-06,1.3241034554651953e-05,2.294381180882127e-06,1.1323186032803928e-05
2019-09-05,4.6171144759904295e-05,229,2019-09-04 13:30:00,2019-09-05 13:30:00,133000,133000,201909,0.979908047952563,False,False,True,2.998006490858096e-07,1.7017800420020896e-05,1.0225321100240989e-05,2.8178158144255743e-06,1.5810406776131028e-05
2019-09-06,2.1070264993646417e-05,229,2019-09-05 13:30:00,2019-09-06 13:30:00,133000,133000,201909,0.9807012918534141,False,False,True,1.7346648467383558e-07,1.9551748998965162e-06,9.193880375030169e-06,4.221652466521734e-07,9.325577987393725e-06
2019-09-09,3.4694278648672336e-05,229,2019-09-06 13:30:00,2019-09-09 13:30:00,133000,133000,201909,0.9804442929379013,False,False,True,5.343747091545337e-07,6.979946018365339e-07,8.136630460400347e-06,1.1748954913905061e-05,1.3576323963375867e-05
2019-09-10,2.4604014305049905e-05,230,2019-09-09 13:30:00,2019-09-10 13:30:00,133000,133000,201909,0.9786077241600808,False,False,True,1.0300620038386965e-07,5.491035632678666e-07,5.908055217423403e-06,3.428722262962545e-06,1.4615127061012226e-05
2019-09-11,2.301078520116571e-05,229,2019-09-10 13:30:00,2019-09-11 13:30:00,133000,133000,201909,0.9703336885818236,False,False,True,8.663800120956794e-09,7.795968840955608e-08,1.2194521690047387e-05,3.4376260865633566e-08,1.0695263761722177e-05
2019-09-12,3.494088194912634e-05,229,2019-09-11 13:30:00,2019-09-12 13:30:00,133000,133000,201909,0.9513232375570698,False,False,True,2.584365168182585e-08,1.3791386856500205e-07,5.276250612886934e-06,1.8797428818393863e-05,1.0703444997598719e-05
2019-09-16,2.9828710744640456e-05,229,2019-09-12 13:30:00,2019-09-16 13:30:00,133000,133000,201909,0.9189756429847009,False,False,True,5.551654509800684e-07,4.1850577147853054e-07,1.361323556201173e-05,6.925835610682092e-07,1.4549220399101922e-05
2019-09-17,1.898389756306656e-05,230,2019-09-16 13:30:00,2019-09-17 13:30:00,133000,133000,201909,0.8271432147652534,False,False,True,5.57758044284637e-07,1.897782967549713e-06,8.32232872228045e-06,8.422981985077331e-07,7.363729630444024e-06
2019-09-18,1.7931515510919266e-05,228,2019-09-17 13:30:00,2019-09-18 13:29:59,133000,132959,201909,0.5929079040452763,False,False,True,1.6096754706329487e-07,2.1195339831769896e-07,4.828292507219255e-06,0.0,1.2730302058319016e-05
2019-09-19,3.702505377380718e-05,229,2019-09-18 13:30:00,2019-09-19 13:30:00,133000,133000,201910,0.9846760563380281,False,True,True,1.011005141059174e-07,1.3474296217838225e-07,1.1935001805359212e-05,7.063624318692301e-06,1.7790584173471363e-05
2019-09-20,1.6473663998794648e-05,229,2019-09-19 13:30:00,2019-09-20 13:30:00,133000,133000,201910,0.9880592014740545,False,False,True,2.2019443282738906e-07,1.2200652748448825e-06,7.5525223566476315e-06,8.433814905198009e-07,6.637500443954942e-06
2019-09-23,3.6475983683228635e-05,229,2019-09-20 13:30:00,2019-09-23 13:30:00,133000,133000,201910,0.9873940333853779,False,False,True,2.7797927517578435e-07,6.810733767687363e-07,1.0284780948084739e-05,9.207253079146854e-06,1.6024897004052526e-05
2019-09-24,2.3429099031285802e-05,229,2019-09-23 13:30:00,2019-09-24 13:30:00,133000,133000,201910,0.9639659334153118,False,False,True,8.428704344762348e-08,3.369810852448939e-08,5.389326940805846e-06,3.030604177474275e-07,1.7618726520760415e-05
2019-09-25,2.938145600597636e-05,229,2019-09-24 13:30:00,2019-09-25 13:30:00,133000,133000,201910,0.9853948777404733,False,False,True,8.243061957232696e-07,3.362399926406924e-08,1.1826863541445399e-05,8.471115437645506e-07,1.584955072577907e-05
2019-09-26,2.2985360058024185e-05,229,2019-09-25 13:30:00,2019-09-26 13:30:00,133000,133000,201910,0.9839536237588042,False,False,True,4.166883539203893e-07,8.516518005267197e-07,1.1249717364750475e-05,7.609288485125495e-08,1.0391209653975346e-05
2019-09-27,2.858974120471687e-05,230,2019-09-26 13:30:00,2019-09-27 13:30:00,133000,133000,201910,0.979263464432956,False,False,True,2.468430913831701e-07,3.401582244832113e-08,1.0288492518580927e-05,3.03728871765583e-07,1.7716660900538863e-05
2019-10-01,0.0001037783159405299,229,2019-09-27 13:30:00,2019-10-01 13:30:00,133000,133000,201910,0.9762331267191822,False,False,True,1.1187820151326482e-06,5.458628260344289e-07,2.3199713597407746e-05,6.889553709221642e-05,1.001842040973865e-05
2019-10-02,2.1572854764176556e-05,229,2019-10-01 13:30:00,2019-10-02 13:30:00,133000,133000,201910,0.9848991910647559,False,False,True,1.499302268111864e-07,1.3329564028905134e-07,1.0910639076086866e-05,3.702633719675832e-06,6.676356101313623e-06
2019-10-03,4.5572650003920266e-05,229,2019-10-02 13:30:00,2019-10-03 13:30:00,133000,133000,201910,0.9746490768245093,False,False,True,1.0892357462477152e-07,3.019512213727667e-07,1.5299493090295192e-05,1.3002802076072235e-05,1.6859480041555306e-05
2019-10-04,4.203347552622313e-05,230,2019-10-03 13:30:00,2019-10-04 13:30:00,133000,133000,201910,0.9784594579676547,False,False,True,1.8674401664352375e-07,1.6624803357286826e-06,2.351883366899993e-05,6.838296151129785e-07,1.598158788973801e-05
2019-10-07,3.170719765043746e-05,229,2019-10-04 13:30:00,2019-10-07 13:30:00,133000,133000,201910,0.9763879402868573,False,False,True,7.607408237357845e-07,5.292015440623633e-06,1.2350100688729705e-05,1.4186625910292932e-06,1.1885678106319046e-05
2019-10-08,2.958497398779575e-05,229,2019-10-07 13:30:00,2019-10-08 13:30:00,133000,133000,201910,0.9546672600102545,False,False,True,1.6788902456803274e-08,0.0,9.446880970327659e-06,8.024379947828984e-06,1.2096924167182303e-05
2019-10-09,3.225737540564116e-05,229,2019-10-08 13:30:00,2019-10-09 13:30:00,133000,133000,201910,0.9477525320782917,False,False,True,2.8102931023731355e-07,8.263711557609685e-09,1.5895052235992905e-05,5.330852783877359e-07,1.5539944869465592e-05
2019-10-14,0.00028416983623332366,229,2019-10-09 13:30:00,2019-10-14 13:30:00,133000,133000,201910,0.8887368865402354,False,False,True,1.9735970147147603e-06,3.3724393908116606e-05,2.690890818544739e-05,0.00020918831827186052,1.2374618853184374e-05
2019-10-15,2.030569099717462e-05,229,2019-10-14 13:30:00,2019-10-15 13:30:00,133000,133000,201910,0.8139741124186654,False,False,True,1.4119364175480763e-06,6.608032007845084e-07,7.77591385389196e-06,2.3551278917079973e-06,8.10190963324208e-06
2019-10-16,2.6963537871319935e-05,228,2019-10-15 13:30:00,2019-10-16 13:29:59,133000,132959,201910,0.6018317214281071,False,False,True,1.1350440238559487e-07,1.586489682660072e-06,5.38053952391665e-06,5.13407910984736e-07,1.9369596351372886e-05
2019-10-17,1.5208733021386958e-05,230,2019-10-16 13:30:00,2019-10-17 13:30:00,133000,133000,201911,0.9870762067277802,False,True,True,1.4525188873322309e-07,8.063834648308109e-07,6.91660981929712e-06,3.224954222776768e-08,7.3082383062980374e-06
2019-10-18,6.0267255569584075e-05,229,2019-10-17 13:30:00,2019-10-18 13:30:00,133000,133000,201911,0.983832484845122,False,False,True,1.6066436760627648e-07,8.026311705193702e-07,2.4022538793655207e-05,1.351719771367721e-06,3.3929701466435495e-05
2019-10-21,2.2896071807275816e-05,229,2019-10-18 13:30:00,2019-10-21 13:30:00,133000,133000,201911,0.9901979578013776,False,False,True,1.931155885869697e-07,2.8972536554364254e-07,1.1473541740887932e-05,2.3285665009888416e-06,8.611122611268431e-06
2019-10-22,2.1839336456713848e-05,229,2019-10-21 13:30:00,2019-10-22 13:30:00,133000,133000,201911,0.9854807712614306,False,False,True,1.4459591659277782e-07,8.03566678382037e-09,5.051195819210479e-06,2.8735080464499696e-06,1.3762001007676803e-05
2019-10-23,2.2090891831629762e-05,230,2019-10-22 13:30:00,2019-10-23 13:30:00,133000,133000,201911,0.9861816867179497,False,False,True,2.1366874457756226e-07,1.2664480200436032e-07,1.2604012983267166e-05,7.930109088451145e-09,9.138635192692228e-06
2019-10-24,1.9666587742128188e-05,229,2019-10-23 13:30:00,2019-10-24 13:30:00,133000,133000,201911,0.9827702232329326,False,False,True,1.0508514073367921e-06,7.963405328165264e-07,7.316652719999992e-06,1.1416309134688444e-06,9.361112168506033e-06
2019-10-25,2.1666895009224074e-05,230,2019-10-24 13:30:00,2019-10-25 13:30:00,133000,133000,201911,0.9829858669267939,False,False,True,1.957066579356197e-06,1.7628604957904518e-06,8.421636312496613e-06,2.8108643624109387e-07,9.244245185339718e-06
2019-10-28,1.2060194526536653e-05,229,2019-10-25 13:30:00,2019-10-28 13:30:00,133000,133000,201911,0.9849274948210587,False,False,True,1.1001156902526982e-07,7.066443718993659e-08,5.503574113697969e-06,3.817461098885836e-07,5.994198296734894e-06
2019-10-29,1.8386529356857085e-05,229,2019-10-28 13:30:00,2019-10-29 13:30:00,133000,133000,201911,0.982464377577267,False,False,True,7.036898792663054e-08,7.032752440477355e-08,3.811977011079559e-06,4.969827967332992e-07,1.3936873036712825e-05
2019-10-30,1.566052341930087e-05,230,2019-10-29 13:30:00,2019-10-30 13:30:00,133000,133000,201911,0.9835695607006818,False,False,True,1.4033646642793723e-07,0.0,5.990934058333739e-06,6.326122053387983e-07,8.896640689200392e-06
2019-10-31,1.926389972384402e-05,229,2019-10-30 13:30:00,2019-10-31 13:30:00,133000,133000,201911,0.981839455675293,False,False,True,6.999164377222703e-08,7.779745685514679e-09,8.92903922191661e-06,6.968540822519493e-08,1.0187403704244477e-05
2019-11-01,1.7136364615886705e-05,229,2019-10-31 13:30:00,2019-11-01 13:30:00,133000,133000,201911,0.9826207235044118,False,False,True,6.216666412785587e-08,3.1077851927858404e-08,1.2087766560001615e-05,1.3180304118588124e-06,3.637323127970564e-06
2019-11-04,1.855727246765912e-05,230,2019-11-01 13:30:00,2019-11-04 13:30:00,133000,133000,201911,0.9738885492904228,False,False,True,1.391748041286403e-07,1.2378711993716663e-07,3.866330524903087e-06,1.5047229530087684e-06,1.2923257065681457e-05
2019-11-05,3.3321419701810464e-05,230,2019-11-04 13:30:00,2019-11-05 13:30:00,133000,133000,201911,0.9759220750793477,False,False,True,7.50338573083157e-08,7.504555711097022e-09,1.7853922359701874e-05,1.2586567273935251e-06,1.412630220169565e-05
2019-11-06,2.35845322586549e-05,229,2019-11-05 13:30:00,2019-11-06 13:30:00,133000,133000,201911,0.9816324424723971,False,False,True,1.9926019743951399e-07,5.977805658487932e-07,9.385109881971363e-06,1.843417655097062e-07,1.3218039847885523e-05
2019-11-07,2.9201866445969893e-05,229,2019-11-06 13:30:00,2019-11-07 13:30:00,133000,133000,201911,0.9814464058724988,False,False,True,1.8414184174611788e-07,7.370506430105385e-07,9.611149816811231e-06,8.935949119914934e-07,1.7775929232410512e-05
2019-11-08,3.086215333050716e-05,229,2019-11-07 13:30:00,2019-11-08 13:30:00,133000,133000,201911,0.9813331685729952,False,False,True,5.7244885343183e-07,6.691350078183286e-08,1.4253833170137504e-05,5.973699493656173e-07,1.537158785679038e-05
2019-11-11,4.0269002301449826e-05,229,2019-11-08 13:30:00,2019-11-11 13:30:00,133000,133000,201911,0.9796972344763407,False,False,True,4.4798074388059475e-08,6.717969623529667e-08,1.069467519543584e-05,3.947993592869382e-06,2.5514355742521253e-05
2019-11-12,2.088364763496526e-05,231,2019-11-11 13:30:00,2019-11-12 13:30:00,133000,133000,201911,0.9707811930506621,False,False,True,4.5851107622280605e-08,1.2227674562157258e-07,9.550221450571258e-06,7.581201778399632e-07,1.040717815331018e-05
2019-11-13,3.63281305768865e-05,229,2019-11-12 13:30:00,2019-11-13 13:30:00,133000,133000,201911,0.9734501899857811,False,False,True,7.531935061088918e-09,3.013035521552958e-08,7.832035965674333e-06,6.845719971444582e-06,2.1612712349490975e-05
2019-11-14,3.935452468550273e-05,229,2019-11-13 13:30:00,2019-11-14 13:30:00,133000,133000,201911,0.961226369259552,False,False,True,5.176192748425218e-07,3.043069529226629e-08,1.7034489522753696e-05,6.13382837870338e-07,2.1158602354743907e-05
2019-11-15,4.3481584271941165e-05,230,2019-11-14 13:30:00,2019-11-15 13:30:00,133000,133000,201911,0.9532130148243892,False,False,True,1.9826085561902976e-07,1.0983774249992075e-06,9.989282504347222e-06,2.1271584245744717e-05,1.092407924123099e-05
2019-11-18,2.43018035228485e-05,229,2019-11-15 13:30:00,2019-11-18 13:30:00,133000,133000,201911,0.9142261764916187,False,False,True,1.579721157178581e-07,2.70844014272805e-07,5.529935729793496e-06,5.486023500060971e-06,1.285702816300337e-05
2019-11-19,3.4283988312061716e-05,229,2019-11-18 13:30:00,2019-11-19 13:30:00,133000,133000,201911,0.841988727858293,False,False,True,4.987755573988252e-07,1.6719728552001509e-06,1.2971466931785542e-05,8.608777516511825e-06,1.0532995451165376e-05
2019-11-20,1.9038876329308398e-05,229,2019-11-19 13:30:00,2019-11-20 13:30:00,133000,133000,201911,0.6004934222897502,False,False,True,3.3178862250100147e-07,3.611858001801457e-07,7.059710293356376e-06,6.654576594973688e-08,1.1219645847321143e-05
2019-11-21,5.213742831260537e-05,229,2019-11-20 13:30:00,2019-11-21 13:30:00,133000,133000,201912,0.9863425870094787,False,True,True,2.22904032500136e-08,6.685584158463254e-08,1.0780976177913804e-05,1.6586229325673092e-05,2.468107656418383e-05
2019-11-22,3.158350028791417e-05,229,2019-11-21 13:30:00,2019-11-22 13:30:00,133000,133000,201912,0.9858491922726619,False,False,True,1.0499101069797486e-07,3.001042314485808e-08,1.0344024654866603e-05,1.0243560894220884e-05,1.0860913304983857e-05
2019-11-25,5.4233280828567514e-05,229,2019-11-22 13:30:00,2019-11-25 13:30:00,133000,133000,201912,0.9853762986576536,False,False,True,9.733726665497546e-08,7.494814469046367e-07,4.800019185558505e-06,3.3415478270165264e-05,1.5170964659284141e-05
2019-11-26,1.7850419121721053e-05,230,2019-11-25 13:30:00,2019-11-26 13:30:00,133000,133000,201912,0.9861298648025023,False,False,True,7.474610583428014e-08,1.1958549902144159e-07,4.085566010343515e-06,1.2515181870596832e-06,1.2319003319462135e-05
2019-11-27,1.3946505328168079e-05,230,2019-11-26 13:30:00,2019-11-27 13:30:00,133000,133000,201912,0.9859878882236442,False,False,True,8.007102749890894e-07,7.409256643406765e-09,4.061340885902575e-06,3.6267888040115875e-07,8.714366030231852e-06
2019-11-28,2.543389221656918e-05,230,2019-11-27 13:30:00,2019-11-28 13:30:00,133000,133000,201912,0.9829112333510178,False,False,True,1.0319467220664005e-07,6.632885589262263e-08,5.185208638707567e-06,5.7646163047336064e-06,1.4314543745028743e-05
2019-11-29,3.1568136571127806e-05,229,2019-11-28 13:30:00,2019-11-29 13:30:00,133000,133000,201912,0.980648546397233,False,False,True,1.4084988782793805e-07,7.4143614146001e-09,4.649196225943803e-06,6.006667723761435e-07,2.6170009323565325e-05
2019-12-02,4.848816124100831e-05,229,2019-11-29 13:30:00,2019-12-02 13:30:00,133000,133000,201912,0.9818445896877269,False,False,True,1.5968355180306614e-07,0.0,1.5640073180131693e-05,1.5994478871198547e-05,1.669392563787501e-05
2019-12-03,3.7422462593059956e-05,229,2019-12-02 13:30:00,2019-12-03 13:30:00,133000,133000,201912,0.9816973916836064,False,False,True,2.8711380536297534e-07,7.552240794256068e-07,1.657798044523669e-05,1.2216992105240873e-07,1.9679974341982275e-05
2019-12-04,3.945157484038645e-05,229,2019-12-03 13:30:00,2019-12-04 13:30:00,133000,133000,201912,0.9804283769359097,False,False,True,5.428489095129233e-07,2.1729567057933486e-06,1.9604843016921984e-05,6.140238650248797e-07,1.6516902343133314e-05
2019-12-05,2.9445451997683917e-05,229,2019-12-04 13:30:00,2019-12-05 13:30:00,133000,133000,201912,0.9771785565155944,False,False,True,2.872859590824348e-07,6.803518136274045e-08,1.2966087013498302e-05,3.001562268175651e-08,1.6094028221058684e-05
2019-12-06,2.88666257739345e-05,229,2019-12-05 13:30:00,2019-12-06 13:30:00,133000,133000,201912,0.9765263167145631,False,False,True,3.939923385871485e-07,7.427787477241559e-07,7.592884695575208e-06,6.202328354675897e-06,1.3934641637372085e-05
2019-12-09,2.2233300169675047e-05,229,2019-12-06 13:30:00,2019-12-09 13:30:00,133000,133000,201912,0.9729484153242931,False,False,True,3.709224556294818e-08,1.4518397173398576e-06,6.174740110325794e-06,4.59354626606399e-06,9.97608183038246e-06
2019-12-10,1.5333413446336612e-05,229,2019-12-09 13:30:00,2019-12-10 13:30:00,133000,133000,201912,0.9726685008434949,False,False,True,4.332350378514622e-07,6.605637681712683e-08,5.686857069066743e-06,1.2459365687931234e-06,7.901328393808158e-06
2019-12-11,2.9847983378214044e-05,229,2019-12-10 13:30:00,2019-12-11 13:30:00,133000,133000,201912,0.9684172861503411,False,False,True,0.0,1.4520896575267532e-06,1.594364444181508e-05,1.2541069769561031e-06,1.1198142301916107e-05
2019-12-12,3.551817331372826e-05,230,2019-12-11 13:30:00,2019-12-12 13:30:00,133000,133000,201912,0.9517439679959995,False,False,True,7.816415579436443e-07,1.4286304029657363e-06,1.1673930435991318e-05,1.1565319658150361e-07,2.151831772024606e-05
2019-12-13,9.846983995592752e-05,229,2019-12-12 13:30:00,2019-12-13 13:30:00,133000,133000,201912,0.9362190905433534,False,False,True,4.913352125566762e-07,1.1384576356693203e-07,4.360792164041602e-05,2.1887156206397873e-05,3.236958113298999e-05
