Date,SPY,QQQ,IWM,EFA,EEM,TLT,GLD,XLF,XLK,XLE
2005-01-03,81.17457580566406,33.616004943847656,48.074981689453125,28.50084686279297,14.487366676330566,44.059810638427734,43.02000045776367,16.08599090576172,8.010025024414062,9.504980087280273
2005-01-04,80.18268585205078,33.00326156616211,47.044410705566406,27.95448875427246,14.041330337524414,43.598079681396484,42.7400016784668,15.932656288146973,7.860768795013428,9.456068992614746
2005-01-05,79.6293716430664,32.799015045166016,46.1041259765625,27.936569213867188,13.869437217712402,43.83139419555664,42.66999816894531,15.906201362609863,7.833981990814209,9.415316581726074
2005-01-06,80.03424835205078,32.63731002807617,46.34859085083008,27.936569213867188,13.86001205444336,43.8611946105957,42.150001525878906,15.985530853271484,7.811017036437988,9.578346252441406
2005-01-07,79.91952514648438,32.80752182006836,45.83333206176758,27.811176300048828,13.886845588684082,43.96052169799805,41.84000015258789,15.900917053222656,7.826324462890625,9.502260208129883
2005-01-10,80.29740905761719,32.79049301147461,46.29972457885742,27.936569213867188,13.904251098632812,44.03003692626953,41.95000076293945,15.916784286499023,7.826324462890625,9.57291316986084
2005-01-11,79.74408721923828,32.56071090698242,45.73554229736328,27.882829666137695,13.878141403198242,44.288185119628906,42.209999084472656,15.84803295135498,7.749785900115967,9.586499214172363
2005-01-12,80.00727081298828,32.83305740356445,45.92359161376953,28.10675811767578,14.048583030700684,44.34775924682617,42.599998474121094,15.826881408691406,7.791881084442139,9.754971504211426
2005-01-13,79.36626434326172,32.39901351928711,45.784427642822266,27.86491584777832,13.990558624267578,44.77480697631836,42.599998474121094,15.673529624938965,7.715340614318848,9.820184707641602
2005-01-14,79.78458404541016,32.70539855957031,46.22072982788086,27.999265670776367,14.2407808303833,44.76979446411133,42.31999969482422,15.726420402526855,7.738304138183594,9.907139778137207
2005-01-18,80.6145248413086,32.95219802856445,46.76984786987305,28.020767211914062,14.215397834777832,44.91878890991211,42.31999969482422,15.974950790405273,7.8225016593933105,10.004956245422363
2005-01-19,79.77110290527344,32.407535552978516,46.10039138793945,27.730562210083008,14.019573211669922,45.047874450683594,42.2599983215332,15.816309928894043,7.6579389572143555,9.96963882446289
2005-01-20,79.28526306152344,31.786266326904297,45.82582092285156,27.546051025390625,13.845499992370605,45.13719940185547,42.25,15.699979782104492,7.604352951049805,9.86909294128418
2005-01-21,78.79944610595703,31.53097152709961,45.720497131347656,27.65532112121582,14.034076690673828,45.18689727783203,42.7400016784668,15.620661735534668,7.550778865814209,9.890833854675293
2005-01-24,78.64424896240234,31.088415145874023,45.37071228027344,27.703691482543945,14.012320518493652,45.38053512573242,42.77000045776367,15.625940322875977,7.4895477294921875,9.977787971496582
2005-01-25,78.8669204711914,31.241605758666992,45.487300872802734,27.712648391723633,14.139243125915527,44.95352554321289,42.2400016784668,15.636519432067871,7.501029968261719,10.01854419708252
2005-01-26,79.10308074951172,31.61605453491211,46.09284973144531,28.04762840270996,14.345946311950684,45.03793716430664,42.689998626708984,15.710556983947754,7.577567100524902,10.116365432739258
2005-01-27,79.23806762695312,31.573514938354492,46.2244873046875,28.08884048461914,14.359721183776855,44.95352554321289,42.619998931884766,15.631230354309082,7.569914817810059,10.206035614013672
2005-01-28,79.23806762695312,31.420339584350586,46.186866760253906,28.026142120361328,14.37277889251709,45.405311584472656,42.689998626708984,15.610079765319824,7.569914817810059,10.083758354187012
2005-01-31,79.73058319091797,31.828815460205078,46.728477478027344,28.160491943359375,14.562076568603516,45.53443145751953,42.220001220703125,15.795151710510254,7.623490333557129,10.203319549560547
2005-02-01,80.23666381835938,31.930952072143555,46.99174880981445,28.336050033569336,14.6868257522583,45.4621467590332,42.099998474121094,15.964376449584961,7.669419765472412,10.377224922180176
2005-02-02,80.47959899902344,31.98201560974121,47.34908676147461,28.37546157836914,14.733244895935059,45.56681442260742,42.15999984741211,15.964376449584961,7.673248767852783,10.521236419677734
2005-02-03,80.27044677734375,31.61605453491211,47.08955383300781,28.22140121459961,14.71801471710205,45.54197692871094,41.68000030517578,15.890344619750977,7.623490333557129,10.572864532470703
2005-02-04,81.1274185180664,32.126686096191406,47.68379211425781,28.366498947143555,14.947922706604004,46.17487335205078,41.470001220703125,16.08070945739746,7.7536139488220215,10.610905647277832
2005-02-07,81.01943969726562,32.05859375,47.67253112792969,28.187368392944336,14.995068550109863,46.51873016357422,41.27000045776367,16.09657096862793,7.730649948120117,10.540260314941406
2005-02-08,81.11385345458984,32.11819076538086,47.78912353515625,28.187368392944336,15.024077415466309,46.782901763916016,41.2599983215332,16.033117294311523,7.768921852111816,10.616345405578613
2005-02-09,80.5065689086914,31.58203887939453,46.76984786987305,28.115705490112305,14.975484848022461,46.90747833251953,41.310001373291016,15.990808486938477,7.634977340698242,10.597318649291992
2005-02-10,80.79670715332031,31.61605453491211,46.85260009765625,28.40770149230957,15.048012733459473,46.27450942993164,41.75,16.03840446472168,7.650279521942139,10.88806438446045
2005-02-11,81.49173736572266,32.08413314819336,47.616111755371094,28.604768753051758,15.194515228271484,46.24461364746094,42.08000183105469,16.165315628051758,7.722994804382324,10.983172416687012
2005-02-14,81.43102264404297,32.228824615478516,47.57474899291992,28.82688331604004,15.30330753326416,46.38917922973633,42.54999923706055,16.138879776000977,7.738304138183594,10.996760368347168
2005-02-15,81.73465728759766,32.44158172607422,47.616111755371094,29.02035903930664,15.339574813842773,46.154930114746094,42.58000183105469,16.175886154174805,7.776576519012451,11.021210670471191
2005-02-16,81.78862762451172,32.32242965698242,47.75905227661133,28.764188766479492,15.292426109313965,45.98048782348633,42.52000045776367,16.06484603881836,7.749785900115967,11.330982208251953
2005-02-17,81.1274185180664,31.888412475585938,47.337799072265625,28.823299407958984,15.267045021057129,45.69142532348633,42.72999954223633,15.92207145690918,7.623490333557129,11.178815841674805
2005-02-18,81.23531341552734,31.786266326904297,47.221195220947266,28.96662139892578,15.454891204833984,45.2827262878418,42.75,15.752849578857422,7.608184814453125,11.426085472106934
2005-02-22,80.0274887084961,31.394790649414062,46.29972457885742,28.898534774780273,15.398316383361816,45.08338928222656,43.56999969482422,15.520191192626953,7.566090106964111,11.34456729888916
2005-02-23,80.6010513305664,31.437347412109375,46.57429122924805,28.912870407104492,15.469396591186523,45.23291778564453,43.41999816894531,15.662959098815918,7.543124675750732,11.488584518432617
2005-02-24,81.13411712646484,31.837326049804688,47.010562896728516,28.95766258239746,15.709465980529785,45.13322067260742,43.33000183105469,15.684114456176758,7.608184814453125,11.714115142822266
2005-02-25,81.93712615966797,32.016056060791016,47.79289627075195,29.2944393157959,15.998849868774414,45.352535247802734,43.5,15.842741012573242,7.6579389572143555,12.00214672088623
2005-02-28,81.39725494384766,31.67563247680664,47.49576950073242,29.226364135742188,15.972012519836426,44.86408615112305,43.529998779296875,15.689393997192383,7.634977340698242,11.915190696716309
2005-03-01,81.8021469116211,32.024566650390625,47.86058807373047,29.387590408325195,16.016983032226562,44.8501091003418,43.220001220703125,15.842741012573242,7.726821422576904,11.684225082397461
2005-03-02,81.76165008544922,32.00756072998047,47.77409362792969,29.167245864868164,15.752975463867188,44.79010772705078,43.25,15.795151710510254,7.707685470581055,11.855408668518066
2005-03-03,81.7953872680664,31.743722915649414,47.815460205078125,29.18157386779785,15.796493530273438,44.76511001586914,42.970001220703125,15.768715858459473,7.650279521942139,12.051054000854492
2005-03-04,82.81426239013672,31.930952072143555,48.402198791503906,29.692119598388672,15.985068321228027,45.25008010864258,43.380001068115234,15.969655990600586,7.7000346183776855,12.205940246582031
2005-03-07,82.85478210449219,32.390506744384766,48.28184509277344,29.566728591918945,16.090227127075195,45.43008041381836,43.470001220703125,15.969655990600586,7.757441520690918,12.12170696258545
2005-03-08,82.54437255859375,32.06711196899414,47.82296371459961,29.647340774536133,15.967657089233398,45.0001106262207,44.029998779296875,15.943224906921387,7.692379474639893,12.108118057250977
2005-03-09,81.6267318725586,31.973495483398438,47.28136444091797,29.51298713684082,15.876276016235352,44.26518249511719,44.02000045776367,15.747565269470215,7.677068710327148,11.773898124694824
2005-03-10,81.80889129638672,31.930952072143555,47.07826614379883,29.609718322753906,15.723970413208008,44.535179138183594,44.20000076293945,15.837459564208984,7.711518287658691,11.534778594970703
2005-03-11,81.23531341552734,31.633081436157227,47.044410705566406,29.602556228637695,15.63548469543457,44.2101936340332,44.43000030517578,15.699979782104492,7.6120100021362305,11.629880905151367
2005-03-14,81.74140930175781,31.777759552001953,47.39796447753906,29.507614135742188,15.515814781188965,44.47517013549805,44.029998779296875,15.784587860107422,7.6426286697387695,11.714115142822266
2005-03-15,81.0666275024414,31.52246856689453,47.07826614379883,29.32489585876465,15.12924575805664,44.195159912109375,44.060001373291016,15.678820610046387,7.566090106964111,11.55107593536377
2005-03-16,80.37837982177734,31.165008544921875,46.81499481201172,29.35892677307129,15.000869750976562,44.46515655517578,44.310001373291016,15.520191192626953,7.4895477294921875,11.589119911193848
2005-03-17,80.54033660888672,31.241605758666992,46.81499481201172,29.32489585876465,15.274298667907715,44.61015701293945,43.81999969482422,15.477884292602539,7.485718250274658,11.79019832611084
2005-03-18,80.30118560791016,31.071392059326172,46.56300354003906,29.265771865844727,15.205392837524414,44.330162048339844,43.88999938964844,15.400794982910156,7.4436211585998535,11.935782432556152
2005-03-21,80.00311279296875,31.1309814453125,46.61941146850586,29.066936492919922,14.985640525817871,44.205177307128906,43.09000015258789,15.262584686279297,7.4436211585998535,11.83218002319336
2005-03-22,79.1902084350586,30.748004913330078,46.29972457885742,28.733734130859375,14.708581924438477,43.8302116394043,42.650001525878906,14.980827331542969,7.378560543060303,11.690418243408203
2005-03-23,79.25798797607422,30.858646392822266,45.96120834350586,28.542057037353516,14.522186279296875,44.04020690917969,42.41999816894531,15.012717247009277,7.409178733825684,11.46685791015625
2005-03-24,79.35282135009766,30.867151260375977,46.13047790527344,28.536691665649414,14.5062255859375,44.13019561767578,42.38999938964844,14.938294410705566,7.413002967834473,11.458681106567383
2005-03-28,79.4679946899414,30.926725387573242,46.14937210083008,28.536691665649414,14.606315612792969,43.8602294921875,42.540000915527344,15.044618606567383,7.420658111572266,11.472307205200195
2005-03-29,78.9395980834961,30.679935455322266,45.48818588256836,28.24110221862793,14.22845458984375,44.12018585205078,42.560001373291016,14.991451263427734,7.36325216293335,11.286924362182617
