converged,reason,fun,start_seed,start_theta_eav,start_theta0,theta0,theta_vix,theta_eav,loglik,x_final,nit,mean_sigma2
True,,,57,0.0001864079546879464,7.023367761511215e-05,8.776613941211368e-05,2.9424125656969924e-07,0.0002573214270352067,88985.43558216013,"[8.776613941211368e-05, 2.9424125656969924e-07, 0.0002573214270352067, 0.03994491099883522, 0.04429387848898014, 0.02499814266283676, 0.04717113716783923, 0.06689354990350273, 0.03592560350463535, 0.04771981454885305, 0.027527925641225186, 0.05378157372283098, 0.0791638926578077, 0.09041343846424128, 0.060398848976054284, 0.06471444730928795, 0.018055585764547077, 0.030434500814069957, 0.06186868075477583, 0.06040353258129321, 0.04044643080421094, 0.08139110423609901, 0.0799419166697415, 0.868608547056037, 0.861020112426823, 0.8800379860868082, 0.8256764176513353, 0.8550411719215661, 0.9013891426163966, 0.8883936322241026, 0.805347669334375, 0.8515489764566385, 0.8180171212507837]",12.0,0.00021117724346831251
True,,,58,4.529982639888567e-06,6.8236003171799026e-06,9.395984968721723e-05,2.815270995953519e-07,3.937172014814939e-05,88839.27073798921,"[9.395984968721723e-05, 2.815270995953519e-07, 3.937172014814939e-05, 0.040499727514794887, 0.09107004443594816, 0.03511675030220946, 0.0481886703783939, 0.034950789259131844, 0.06574168174272642, 0.09735404052254865, 0.066354486494534, 0.0453893368796472, 0.09937954083195057, 0.05744063702852809, 0.044661304699972475, 0.06838783281812678, 0.09873524268929391, 0.09414955098389742, 0.0596720688073504, 0.037913659070424544, 0.06575875077148108, 0.024649607770745714, 0.07815057625216365, 0.8125659022749124, 0.8209040343021673, 0.9020100158314424, 0.8199721118758208, 0.8567594045150434, 0.805975223137976, 0.8482228647666468, 0.8452195156344893, 0.8180094654568821, 0.8340611229440692]",10.0,0.00021117724346831251
True,,,59,2.06836773785462e-06,3.857553441493934e-05,9.76608084365599e-05,3.061532688922057e-07,5.022464778605494e-05,88917.94547943708,"[9.76608084365599e-05, 3.061532688922057e-07, 5.022464778605494e-05, 0.05532260095659255, 0.04020358009485336, 0.03814889573162174, 0.02593273674616771, 0.09669804058236016, 0.033671018045112466, 0.08611501245076317, 0.05918620238551953, 0.07682989077459702, 0.034123826144924436, 0.06549975079285238, 0.08332856581683377, 0.033630423362111375, 0.04470129223890299, 0.0284567469557472, 0.05287160413136544, 0.04367162506908513, 0.040584886358419996, 0.0277089993178322, 0.09606039099511982, 0.8953020193157336, 0.8800829400927364, 0.8303528977778173, 0.8096544283516153, 0.8784286500750499, 0.9144854555549393, 0.8426089638423285, 0.895179956721495, 0.8655747565892894, 0.8046987909593944]",9.0,0.00021117724346831251
False,penalty-trap,251566488000.02344,60,1.4050443529891941e-06,7.502953992022563e-06,,,,,,,
True,,,61,6.477316299193317e-05,1.0242947809569076e-05,9.014771412741375e-05,2.7891615333738024e-07,0.00023903177121946238,88988.20144164532,"[9.014771412741375e-05, 2.7891615333738024e-07, 0.00023903177121946238, 0.05586278248618532, 0.03660861105319577, 0.07478379143197784, 0.08359004990912063, 0.07224388302650621, 0.01650741856108301, 0.057562720031773346, 0.05198676555191356, 0.0452439219764981, 0.04821157755460063, 0.05161220400911705, 0.020387391909019854, 0.03420270232200121, 0.0638918242824198, 0.0638481420606992, 0.08978109350695289, 0.08863428487905417, 0.07312008437168192, 0.07328200886704199, 0.07198509643222539, 0.8358693907889212, 0.8115687965993892, 0.8256531314049672, 0.8549552828179489, 0.8133703212015342, 0.7948183537075206, 0.806589699964638, 0.8289914664556894, 0.8356533497360358, 0.8223743565735037]",17.0,0.00021117724346831251
True,,,62,0.00012796135280570512,4.4109979240506425e-05,0.00010330692349948083,2.925882885920558e-07,0.00028103343272611544,88837.69556898333,"[0.00010330692349948083, 2.925882885920558e-07, 0.00028103343272611544, 0.03857202978969846, 0.07131885026964704, 0.0901235761335568, 0.06168554869998252, 0.09079130801923362, 0.08697640932372779, 0.03436200223913232, 0.07550767400740079, 0.017029701701521113, 0.03270352703001552, 0.04018819221613951, 0.024901644413384744, 0.05567291597589764, 0.07130179089300102, 0.05515692889417869, 0.08738757498092994, 0.07172016998761055, 0.0821515264721929, 0.04135033387703146, 0.0647432800987227, 0.8011362965355923, 0.8116061370613862, 0.8663449403912264, 0.8735612649291571, 0.8511026686278003, 0.8211648449117007, 0.8839960716374166, 0.8280602823077958, 0.8949754044708869, 0.8967452722530791]",25.0,0.00021117724346831251
True,,,63,3.3951059286042443e-06,3.2481600817804704e-05,0.00010001095302523596,2.809505875928408e-07,3.0468859542342992e-05,88981.84450164951,"[0.00010001095302523596, 2.809505875928408e-07, 3.0468859542342992e-05, 0.06324302185996557, 0.039006827634258175, 0.03677714383119968, 0.04995822093511336, 0.04595665271656049, 0.05596588553553981, 0.0917660879827431, 0.059193567859653656, 0.05865839724410518, 0.037506894550783446, 0.05286967430000657, 0.049734580890308654, 0.048683651729814266, 0.05840666262561058, 0.02927365401694723, 0.08186164104613734, 0.04682886141132615, 0.05021090919841994, 0.0891843176733163, 0.03439548884144279, 0.8628412915737887, 0.8336365924081875, 0.8042739419391371, 0.8749341458845162, 0.8513174326632897, 0.8593003825938732, 0.8306501858085833, 0.9023647187619369, 0.8544793232061508, 0.8763474157904538]",5.0,0.00021117724346831251
True,,,64,1.5043602486919662e-06,0.0003519334348616875,0.00010930895910597216,3.0594876036449475e-07,7.994768088970943e-05,88946.19429371362,"[0.00010930895910597216, 3.0594876036449475e-07, 7.994768088970943e-05, 0.053524321632264324, 0.08810951876113532, 0.035135463040968005, 0.09708299024113608, 0.07763603463839039, 0.04031997986231491, 0.03114767983181372, 0.05896045923694591, 0.07215276470191452, 0.07416985919317771, 0.03220286153426035, 0.09537206760302668, 0.07241758899221111, 0.06817209566424333, 0.09012278464073295, 0.08249902697837838, 0.07291782749399596, 0.07014977290788413, 0.09026528339670871, 0.08478004409580059, 0.8070085095458567, 0.828337329961871, 0.807119174529415, 0.8483033718259941, 0.8098838234088239, 0.903525387566796, 0.8318550476703469, 0.870097464810957, 0.8087403315241404, 0.858276975570412]",16.0,0.00021117724346831251
True,,,65,1.0273821559071131e-05,1.3424811540590984e-06,1.3424811540590984e-06,5.1927608594888e-09,1.0273821559071131e-05,77814.05510864593,"[1.3424811540590984e-06, 5.1927608594888e-09, 1.0273821559071131e-05, 0.038294281865114244, 0.09533785546011993, 0.06756012375297347, 0.04230806751445063, 0.02344939843978552, 0.03153913125015565, 0.020852157502855045, 0.04521172965094277, 0.022057694583443067, 0.09554961467619469, 0.05969380460520124, 0.04998402304263263, 0.08852653079417927, 0.07034265484141641, 0.05868847348718588, 0.09265919059989215, 0.04908565912262068, 0.06435767608310522, 0.09990917189406638, 0.033150182576211905, 0.8643432860628567, 0.8539826452387386, 0.8526250656155773, 0.8923535227461558, 0.8033772963377176, 0.8217331503905267, 0.9033892752075361, 0.8181188952598709, 0.9151981145713195, 0.8206709261523972]",0.0,0.00021117724346831251
True,,,66,1.5734348796721628e-06,0.0003112648129978985,0.00011817790237019336,2.7094280722967937e-07,4.1121801373317445e-05,88905.1965614061,"[0.00011817790237019336, 2.7094280722967937e-07, 4.1121801373317445e-05, 0.07184052672158098, 0.060765783564135034, 0.08341112619610772, 0.03138914033160425, 0.0579847971794871, 0.05977465432990254, 0.0944498487100457, 0.0814933926333238, 0.06141055743371579, 0.033203976319635724, 0.08037544121200275, 0.041461698256376536, 0.04542566666686792, 0.0345719184661404, 0.043378141859556574, 0.060506317264489434, 0.043144160907997824, 0.04005463791563687, 0.06969434521537887, 0.06441678375000183, 0.8123762910282711, 0.8806171882407919, 0.8463836982672929, 0.8808582820096768, 0.8906931167658306, 0.8285960937879194, 0.8545694746944144, 0.8509871885261758, 0.8590986158753219, 0.8991129054611163]",30.0,0.00021117724346831251
False,penalty-trap,10000000000000.0,67,2.4391033030946004e-05,1.3130107750595525e-05,,,,,,,
True,,,68,6.57379882363098e-05,2.0290430497496525e-05,8.999901698775054e-05,3.0194295696164767e-07,0.0001008525846906587,88974.85669568094,"[8.999901698775054e-05, 3.0194295696164767e-07, 0.0001008525846906587, 0.07373417082004535, 0.0974378416519659, 0.07901311551719732, 0.0343894024614327, 0.06578642656524133, 0.07261804827971345, 0.038156153630861174, 0.0370421368403936, 0.0834768650160583, 0.09223082916059766, 0.06722497594308963, 0.04448839134901942, 0.02427020184480967, 0.057484057956992664, 0.06942070325515166, 0.07523228459247328, 0.09329247427725086, 0.04435215758906322, 0.02772142086311224, 0.051703124080993056, 0.8271585555277056, 0.8659268427039823, 0.8113634894453382, 0.8264750465651373, 0.8121899879960469, 0.8181873726956927, 0.819146674747399, 0.8779171841574425, 0.8685386040052357, 0.8386733363910795]",14.0,0.00021117724346831251
True,,,69,0.00021602577505474256,3.6847466446205684e-05,9.085398833097462e-05,3.6658054872779275e-07,0.0001932415681028891,88892.24579995677,"[9.085398833097462e-05, 3.6658054872779275e-07, 0.0001932415681028891, 0.07671342517790634, 0.060394563388925744, 0.08746383321314762, 0.06581061867552182, 0.057277119209246774, 0.023136068576592346, 0.07342847650200877, 0.08504569599430224, 0.07487806482494888, 0.08957576811587316, 0.07572875019805167, 0.0233732996670207, 0.09628292906486656, 0.08792807258545662, 0.07672073448200968, 0.08086831989179788, 0.026851386999922087, 0.0239130728641708, 0.06215129698810388, 0.08525043345448188, 0.8395228175447079, 0.9078878398699918, 0.8360548063522316, 0.8571142383391784, 0.835240354464545, 0.8665572876548272, 0.8672464478250478, 0.8640456798322809, 0.848146904526481, 0.821899632970293]",9.0,0.00021117724346831251
True,,,70,7.405925300661456e-06,1.0655943934962279e-05,8.308542955403382e-05,2.7537719267206035e-07,3.635681292834856e-05,88913.2147090373,"[8.308542955403382e-05, 2.7537719267206035e-07, 3.635681292834856e-05, 0.09998363762006146, 0.08211698222438867, 0.05970008180815912, 0.03978610948220803, 0.023527667789222256, 0.08560631407896463, 0.0418213199809093, 0.024524383387429446, 0.05066501897783012, 0.036824277445143154, 0.027192819527595342, 0.041968935065958786, 0.04812896492780131, 0.08027532230965351, 0.036661296605347726, 0.024923914442723346, 0.02996942527146447, 0.034643015009127795, 0.048933596671498825, 0.05926622598915849, 0.8288838830235169, 0.8273075912207452, 0.8977055776368684, 0.8221978024577973, 0.8775214948446226, 0.8715517874252493, 0.8826353167732951, 0.8386458034565691, 0.808684966340569, 0.8559833882978508]",7.0,0.00021117724346831251
True,,,71,0.00011320872409775919,4.830097684783433e-06,0.0001072079172269162,2.5740683959164033e-07,8.67888973480407e-05,88983.11735893066,"[0.0001072079172269162, 2.5740683959164033e-07, 8.67888973480407e-05, 0.07401888244668367, 0.038160135860712645, 0.027356597579550074, 0.06610295097218018, 0.03968719928994247, 0.06716778039636281, 0.02773169891714527, 0.08775480544823377, 0.054510667098991696, 0.04859127155304574, 0.07618236936696528, 0.09140336882574801, 0.0403296035012238, 0.06782273848724256, 0.09694173095276824, 0.043704373685047655, 0.03730039035752746, 0.05087386119317538, 0.040700244670639346, 0.07820558063423949, 0.849044873198525, 0.8712065510356195, 0.8636870707186475, 0.840586201490879, 0.8929346503503013, 0.8660484040615966, 0.8619810201253172, 0.8535735838156522, 0.8766352173232279, 0.862407885729761]",16.0,0.00021117724346831251
False,penalty-trap,10000000000000.0,72,4.213780405952901e-06,0.00018251401328837167,,,,,,,
False,penalty-trap,10000000000000.0,73,5.307089180631442e-06,2.1360445092233017e-05,,,,,,,
True,,,74,6.692594053766445e-05,0.00025935828099507867,0.00025197252457502246,9.435279709857353e-08,0.000181930304857144,88602.7942005384,"[0.00025197252457502246, 9.435279709857353e-08, 0.000181930304857144, 0.07150423594074516, 0.07721658788179393, 0.07408151985517461, 0.03358870668219522, 0.08578564999373321, 0.09482461866516395, 0.0938025066811414, 0.0733006412417736, 0.10031677477250825, 0.0636528002005836, 0.09543967568384076, 0.09465748051535218, 0.034826037158522956, 0.04514478466823506, 0.09681570699662181, 0.027304331997079226, 0.04905208267161375, 0.05329189992304335, 0.057056398198746715, 0.047089567961216994, 0.8381220172096109, 0.8680983280926993, 0.8651475702602259, 0.8315444665825422, 0.8379116416271741, 0.8582579460364455, 0.8419768616518373, 0.8209901265709774, 0.8432601713286617, 0.844822273336317]",6.0,0.00021117724346831251
False,penalty-trap,10000000000000.0,75,6.205718146120514e-05,3.764158052231611e-06,,,,,,,
True,,,76,6.946666239296982e-05,0.0001500598668526578,0.00014499323047737902,2.0825153863503624e-07,0.00020971123696554092,89047.79864659085,"[0.00014499323047737902, 2.0825153863503624e-07, 0.00020971123696554092, 0.07077295744104872, 0.042243277348738145, 0.04320527130722211, 0.07962649815115337, 0.09405671583939178, 0.0517297149521722, 0.04636666468731808, 0.033963982682388295, 0.04058877656365537, 0.04444704276812447, 0.0385135078230636, 0.06033828177159266, 0.03636101294589582, 0.0386225349832748, 0.03693058106405241, 0.09936298742839875, 0.09030349537706372, 0.09338332228014021, 0.10511678978991783, 0.04965713581006281, 0.8616279386589125, 0.8475292855996814, 0.8037078254983391, 0.8608602070230592, 0.837550885664696, 0.8755635848023358, 0.8453296755252662, 0.8237950008809429, 0.8877480191993647, 0.8377513283694522]",5.0,0.00021117724346831251
True,,,77,4.552468274998163e-06,0.00013219277706195317,0.00010453820629855473,2.54814056206668e-07,-6.635518122502003e-06,88889.12133494929,"[0.00010453820629855473, 2.54814056206668e-07, -6.635518122502003e-06, 0.045554179535082645, 0.04428979435014786, 0.0492271550551644, 0.0843268469461312, 0.02601035789383915, 0.0486961855121203, 0.08352650757601689, 0.08090746496262062, 0.06717311146767564, 0.029214528827312125, 0.04759088505782346, 0.08990219291094591, 0.09444262481540572, 0.07545149753932602, 0.0316309324303723, 0.08919517933710706, 0.03303902824535301, 0.047276013182488356, 0.047631943331868834, 0.04986151493825702, 0.8134260475045688, 0.8217922261122927, 0.8552751742653939, 0.8087776033246283, 0.8467252471165658, 0.7998140065209249, 0.8568675509543203, 0.8117756683912766, 0.8035897833661921, 0.897179703537684]",7.0,0.00021117724346831251
True,,,78,2.5025395338309193e-05,1.3505134382385342e-05,9.433180068863889e-05,2.997457375111338e-07,5.7206257469234817e-05,88861.72825975859,"[9.433180068863889e-05, 2.997457375111338e-07, 5.7206257469234817e-05, 0.09013598015180274, 0.05323750521303916, 0.06889721900565528, 0.051068063257352705, 0.049411558715122546, 0.06979251980431248, 0.0715630729200353, 0.08444623177871949, 0.04338760309596727, 0.07604342098545654, 0.08004953087252473, 0.08881135348273435, 0.04223945721439134, 0.09204627687094614, 0.03272455155775384, 0.058021545017371993, 0.08687535678313195, 0.06012837338882909, 0.04680208620121221, 0.06006004883404093, 0.8588407914171801, 0.876334658742851, 0.8582198794359699, 0.8590328448038678, 0.8498935945954624, 0.839607122859411, 0.839207135448476, 0.8416136280136921, 0.857907904739348, 0.8500506010876757]",7.0,0.00021117724346831251
False,penalty-trap,10000000000000.0,79,0.00031000513383016225,0.00030337462984444616,,,,,,,
False,penalty-trap,10000000000000.0,80,1.2556635361993149e-06,9.722277475356474e-05,,,,,,,
False,penalty-trap,10000000000000.0,81,0.0002894418779652185,1.4847685203374897e-05,,,,,,,
True,,,82,3.8683794022516e-06,0.0004927164566141472,0.00048096577090766656,6.027665711383043e-08,0.00010449524184149966,87845.25743576848,"[0.00048096577090766656, 6.027665711383043e-08, 0.00010449524184149966, 0.10798832844832564, 0.06335420836713539, 0.10478080711998747, 0.048936785793658566, 0.05529111841523601, 0.10580380592640738, 0.042754736586443805, 0.07191024285203025, 0.05952431771850633, 0.09881383624563853, 0.03761185637051059, 0.03960944516486029, 0.07017727136402799, 0.0907777326145616, 0.04221516470723177, 0.07860682314252894, 0.0633123103649758, 0.0888977937905255, 0.06719687293847887, 0.051939960306843364, 0.8642419640809947, 0.8981836245875497, 0.8426708642271453, 0.8889312576254796, 0.8835693562546241, 0.8530231189950049, 0.8764723438144089, 0.8219804994401276, 0.8983322902154078, 0.8093594428699494]",4.0,0.00021117724346831251
False,penalty-trap,253272367629.49692,83,4.987739433794366e-05,7.144844120814117e-06,,,,,,,
True,,,84,0.00010527091859087323,9.460436763375337e-05,9.103760157072169e-05,2.8756264074583597e-07,0.0003534386425832089,89002.88451883405,"[9.103760157072169e-05, 2.8756264074583597e-07, 0.0003534386425832089, 0.10113500090978216, 0.03722689782732166, 0.07679981886507697, 0.08280389427879775, 0.054273744679252785, 0.05427602156917739, 0.0849638445837558, 0.034648278079020614, 0.04938900308377703, 0.0646383337759678, 0.04346418681843671, 0.047117432433866235, 0.0774652107529451, 0.05797305703673196, 0.07487390783361425, 0.041779363861204954, 0.05266156095398714, 0.07579442001380789, 0.08464069181471182, 0.046616004599158246, 0.8349820027138751, 0.8729866466547186, 0.82366020585821, 0.8310140805876101, 0.8479085169607519, 0.8462701395873473, 0.8136167912206193, 0.8609058927787726, 0.8559061627929259, 0.909947055154238]",23.0,0.00021117724346831251
False,penalty-trap,246305919089.50827,85,1.7756935987663593e-05,1.3171232734986884e-06,,,,,,,
False,penalty-trap,10000000000000.0,86,4.5861119129164616e-05,4.5826251670455585e-05,,,,,,,
True,,,87,2.919314056800821e-06,3.470998975402235e-05,0.00011138812632223846,3.0941791249889804e-07,0.00020650131473877578,89042.75009894793,"[0.00011138812632223846, 3.0941791249889804e-07, 0.00020650131473877578, 0.0796544305906377, 0.05796317454185586, 0.03972544953876659, 0.08051512769420963, 0.08127450384895275, 0.09869717335891202, 0.06597542937725583, 0.09213222331180422, 0.043292632707081245, 0.029495700731958212, 0.03184127627156259, 0.0863500943432122, 0.07909444177420477, 0.08164745155067611, 0.061995054062860884, 0.046731859592828065, 0.06971219284472818, 0.02775455826571286, 0.0581920384395148, 0.08113231060574945, 0.8459653337133305, 0.8491565129482418, 0.863961267586926, 0.8670008230848999, 0.8474662793088097, 0.8199021551191364, 0.8101256127346949, 0.8311186784704131, 0.8811046110404573, 0.8387786448745276]",20.0,0.00021117724346831251
True,,,88,7.215500931150747e-05,3.6028808893673238e-06,9.38381061381944e-05,2.822403121550403e-07,4.529276172284957e-05,89043.0094873178,"[9.38381061381944e-05, 2.822403121550403e-07, 4.529276172284957e-05, 0.07418699829933544, 0.07606220134515765, 0.033217200645316115, 0.037811847084934194, 0.04904033592536905, 0.039870604414666576, 0.028909162796267675, 0.052615113476595726, 0.07096725613788404, 0.07199732395546687, 0.03824230689245106, 0.09156716595314497, 0.045270681461416246, 0.09642031519080997, 0.06775653196468823, 0.10017829182397563, 0.0490412141749286, 0.04912172285657995, 0.08641046395098866, 0.023949983608568964, 0.862647488999651, 0.822668236819787, 0.9005001468469327, 0.8362384988864766, 0.8107352814797952, 0.8703587708259226, 0.8167106894284194, 0.8595510755596817, 0.8409672397946152, 0.8415500126014218]",11.0,0.00021117724346831251
True,,,89,9.403051701636171e-05,3.581007535752146e-05,9.559663204930722e-05,3.3108550483544393e-07,0.00010591452844675732,88977.17139110753,"[9.559663204930722e-05, 3.3108550483544393e-07, 0.00010591452844675732, 0.02299705471512956, 0.06446264907198927, 0.09326465157417656, 0.08346092561589596, 0.07012469963001101, 0.04498164926644255, 0.03552506117466448, 0.060851946491251384, 0.09548493182990317, 0.09257810622079539, 0.04141901549290618, 0.0933030492884626, 0.03340774959747038, 0.08109758265575792, 0.045037410074718856, 0.04256147761277032, 0.045790125648071146, 0.08060427038999311, 0.04607040659914707, 0.05000860830193929, 0.8466219366559918, 0.836121570023443, 0.8668497171309301, 0.8125382019014727, 0.8596558994438452, 0.8579427408543716, 0.874019356437453, 0.8039628331092387, 0.8488247717711009, 0.813926763853047]",9.0,0.00021117724346831251
