metric,latest,change_1d,change_5d,change_20d,change_since_2026_05_20,full_sample_percentile,one_year_percentile
OVX,56.29999923706055,-0.06602520940334289,-0.05837099222322395,-0.2063716196857731,-0.2263295061945717,0.9134881738759855,0.6746031746031746
VIX,19.440000534057617,-0.12511246018023325,0.26233772828579505,0.08785672194134997,0.11467889557080624,0.6044108246324312,0.75
OVX_VIX_RATIO,2.896090416171883,0.06753696685297728,-0.2540593640851794,-0.27046607856782245,-0.3059252338232832,0.9015555082037077,0.6507936507936508
WTI,86.86000061035156,-0.035210465532898305,-0.06642304647854325,-0.14017022869983164,-0.11601873883610969,0.7110590240784147,0.7420634920634921
Brent,89.44999694824219,-0.03920517277874602,-0.058718319506811834,-0.15317618788115828,-0.14825747659983546,0.6888983592584701,0.7380952380952381
USO,128.8300018310547,-0.0407297177692173,-0.05784703337974351,-0.09300191551309933,-0.10702157055632333,0.5746857021095249,0.8452380952380952
XLE,57.119998931884766,-0.01939915996764352,-0.0277446990317487,-0.008849594426133645,-0.044816059186751134,0.9904112507990624,0.8214285714285714
SPY,737.760009765625,0.016996839411566045,-0.02553199276726692,-0.006129498198775951,-0.004708249894603722,0.996164500319625,0.9285714285714286
