date,BZ=F,CL=F,DX-Y.NYB,SPY,USO,XLE,^OVX,^TNX,^VIX
2007-01-02,,61.04999923706055,83.19999694824219,,,,,,
2007-01-03,,58.31999969482422,83.91999816894531,141.3699951171875,395.20001220703125,28.290000915527344,,4.664000034332275,12.039999961853027
2007-01-04,,55.59000015258789,84.31999969482422,141.6699981689453,379.1199951171875,27.774999618530273,,4.618000030517578,11.510000228881836
2007-01-05,,56.310001373291016,84.62999725341797,140.5399932861328,382.6400146484375,27.959999084472656,,4.645999908447266,12.140000343322754
2007-01-08,,56.09000015258789,84.5999984741211,141.19000244140625,379.9200134277344,27.959999084472656,,4.659999847412109,12.0
2007-01-09,,55.63999938964844,84.73999786376953,141.07000732421875,378.3999938964844,27.719999313354492,,4.656000137329102,11.90999984741211
2007-01-10,,54.02000045776367,85.08000183105469,141.5399932861328,362.8800048828125,27.184999465942383,,4.682000160217285,11.470000267028809
2007-01-11,,51.880001068115234,85.30999755859375,142.16000366210938,354.7200012207031,27.030000686645508,,4.736999988555908,10.869999885559082
2007-01-12,,52.9900016784668,85.02999877929688,143.24000549316406,357.0400085449219,27.719999313354492,,4.770999908447266,10.149999618530273
2007-01-16,,51.209999084472656,85.05000305175781,142.9600067138672,346.7200012207031,27.434999465942383,,4.750999927520752,10.739999771118164
2007-01-17,,52.2400016784668,84.9800033569336,143.02000427246094,353.760009765625,27.739999771118164,,4.7870001792907715,10.59000015258789
2007-01-18,,50.47999954223633,84.91000366210938,142.5399932861328,345.8399963378906,27.53499984741211,,4.750999927520752,10.850000381469727
2007-01-19,,51.9900016784668,84.86000061035156,142.82000732421875,355.44000244140625,28.290000915527344,,4.7729997634887695,10.399999618530273
2007-01-22,,51.130001068115234,85.0199966430664,142.3800048828125,350.7200012207031,28.094999313354492,,4.758999824523926,10.770000457763672
2007-01-23,,55.040000915527344,84.66999816894531,142.8000030517578,365.20001220703125,28.825000762939453,,4.803999900817871,10.34000015258789
2007-01-24,,55.369998931884766,84.94000244140625,143.9499969482422,368.79998779296875,28.950000762939453,,4.809999942779541,9.890000343322754
2007-01-25,,54.22999954223633,85.11000061035156,142.25999450683594,362.1600036621094,28.354999542236328,,4.867000102996826,11.220000267028809
2007-01-26,,55.41999816894531,85.27999877929688,142.1300048828125,370.239990234375,28.424999237060547,,4.879000186920166,11.130000114440918
2007-01-29,,54.0099983215332,85.0999984741211,142.0500030517578,359.760009765625,28.28499984741211,,4.892000198364258,11.449999809265137
2007-01-30,,56.970001220703125,85.02999877929688,142.7899932861328,378.8800048828125,28.860000610351562,,4.875,10.960000038146973
2007-01-31,,58.13999938964844,84.61000061035156,143.75,385.9200134277344,29.045000076293945,,4.826000213623047,10.420000076293945
2007-02-01,,57.29999923706055,84.62999725341797,144.61000061035156,382.7200012207031,29.149999618530273,,4.836999893188477,10.3100004196167
2007-02-02,,59.02000045776367,84.95999908447266,144.80999755859375,394.7200012207031,29.315000534057617,,4.827000141143799,10.079999923706055
2007-02-05,,58.7400016784668,85.08000183105469,144.85000610351562,392.79998779296875,29.28499984741211,,4.808000087738037,10.550000190734863
2007-02-06,,58.880001068115234,84.77999877929688,144.88999938964844,393.67999267578125,29.19499969482422,,4.764999866485596,10.649999618530273
2007-02-07,,57.709999084472656,84.75,145.2100067138672,386.0,29.020000457763672,,4.744999885559082,10.319999694824219
2007-02-08,,59.709999084472656,84.69999694824219,145.02000427246094,398.0,29.315000534057617,,4.730000019073486,10.4399995803833
