date,total_spillover
2016-06-28,80.72233535439265
2016-07-05,80.89932339542268
2016-07-12,84.32251887921306
2016-07-19,80.14015777586944
2016-07-26,80.23256239596141
2016-08-02,80.21541732780896
2016-08-09,80.08709334493935
2016-08-16,79.9491908745504
2016-08-23,79.78907699441471
2016-08-30,80.00449910488787
2016-09-06,79.66565116747108
2016-09-13,79.66024171551716
2016-09-22,79.61751973858921
2016-09-29,85.54243984125914
2016-10-06,85.4799941611026
2016-10-14,85.4694667303127
2016-10-21,85.37992579502306
2016-10-28,85.34347376916797
2016-11-04,85.35660523009945
2016-11-11,84.63956063879326
2016-11-18,84.79780492900093
2016-11-25,84.79241269563764
2016-12-02,84.7131889593776
2016-12-09,84.75184419412251
2016-12-16,84.70314722969474
2016-12-23,84.68403426895433
2016-12-30,84.72473836596662
2017-01-09,85.41795191514154
2017-01-16,85.3408271933976
2017-01-23,85.29084053503205
2017-02-07,85.24608383439929
2017-02-14,85.26715861976997
2017-02-21,85.27438300670612
2017-03-02,85.88614521467225
2017-03-09,85.86620336283615
2017-03-16,85.83795054413652
2017-03-23,85.85008794199754
2017-03-30,85.88357631302323
2017-04-10,85.89126226811005
2017-04-17,85.77141441284941
2017-04-24,84.57784766592825
2017-05-02,81.46786200727881
2017-05-09,81.30048489688892
2017-05-16,81.10516831477244
2017-05-23,81.12404409576239
2017-06-01,81.05835914086184
2017-06-08,81.07353718389902
2017-06-15,81.3439482925587
2017-06-22,81.39271315723543
2017-06-29,81.26553179981877
2017-07-06,81.24917171895571
2017-07-13,81.24926525020535
2017-07-20,33.73458545841254
2017-07-27,34.37153326161473
2017-08-03,33.897886369768365
2017-08-10,34.041721781376985
2017-08-17,34.69631959681714
2017-08-24,34.20429179017332
2017-08-31,32.36708040535753
2017-09-07,31.847240511496523
2017-09-14,32.0788723045172
2017-09-21,33.43558077401829
2017-09-28,32.95597137102809
2017-10-06,32.1750844240957
2017-10-17,32.624163985678024
2017-10-24,33.190658489006026
2017-10-31,32.93753873841361
2017-11-07,33.43617804857868
2017-11-14,33.71659595695401
2017-11-21,32.96515965035515
2017-11-28,32.15611862896495
2017-12-05,32.584515000232514
2017-12-12,32.26353538967238
2017-12-19,32.65483794854371
2017-12-26,31.528680073056414
2018-01-03,31.786828666871752
2018-01-10,32.18624044823147
2018-01-17,32.688371953819065
2018-01-24,32.588963204694025
2018-01-31,30.722585071447767
2018-02-07,34.939320307039104
2018-02-22,33.772821354950544
2018-03-02,33.72737940031073
2018-03-09,33.98830030039496
2018-03-16,34.43965139005179
2018-03-23,34.6585412346337
2018-03-30,33.91592647983592
2018-04-11,33.1318593457357
2018-04-18,32.811425513318596
2018-04-25,32.8830195246469
2018-05-03,32.904390300108346
2018-05-10,33.77075466367525
2018-05-17,34.26116905228628
2018-05-24,33.99077546482335
2018-05-31,33.63819184378483
2018-06-07,33.40222248300705
2018-06-14,32.51646175132227
2018-06-22,33.75290468061063
2018-06-29,33.30056641269256
2018-07-06,33.251804455820476
2018-07-13,33.225758956796156
2018-07-20,33.32217129640797
2018-07-27,33.25737713594245
2018-08-03,34.51700214938376
2018-08-10,33.53920086439889
2018-08-17,34.35033944620337
2018-08-24,34.5163263288715
2018-08-31,34.58577947868927
2018-09-07,34.259675028211895
2018-09-14,34.581253005999294
2018-09-21,33.103483532490664
2018-10-01,33.04381619139908
2018-10-08,34.18432463224185
2018-10-16,36.35130686929853
2018-10-23,42.369138248544566
2018-10-30,36.51997866101393
2018-11-06,35.55522490288976
2018-11-13,35.665391737451834
2018-11-20,35.555831923229626
