Date,SPY,TLT,GLD,HYG,SHY
2010-01-04,84.79634857177734,55.70954895019531,109.80000305175781,34.39795684814453,65.62311553955078
2010-01-05,85.02083587646484,56.069332122802734,109.69999694824219,34.5611686706543,65.7021713256836
2010-01-06,85.0806884765625,55.31869888305664,111.51000213623047,34.65053176879883,65.70999145507812
2010-01-07,85.43985748291016,55.411808013916016,110.81999969482422,34.79038619995117,65.69418334960938
2010-01-08,85.72418212890625,55.38699722290039,111.37000274658203,34.84477996826172,65.75740051269531
2010-01-11,85.8438949584961,55.0830192565918,112.8499984741211,34.813697814941406,65.7890396118164
2010-01-12,85.0433120727539,56.02589416503906,110.48999786376953,34.634986877441406,65.84430694580078
2010-01-13,85.76158905029297,55.37456130981445,111.54000091552734,34.71268844604492,65.7890396118164
2010-01-14,85.9935531616211,56.14994430541992,112.02999877929688,34.75154113769531,65.85220336914062
2010-01-15,85.02832794189453,56.49730682373047,110.86000061035156,34.61166763305664,65.90747833251953
2010-01-19,86.09081268310547,56.336036682128906,111.5199966430664,34.62721252441406,65.92327117919922
2010-01-20,85.21539306640625,56.90669631958008,108.94000244140625,34.57667922973633,65.92327117919922
2010-01-21,83.57678985595703,57.167259216308594,107.37000274658203,34.036624908447266,65.9786376953125
2010-01-22,81.71369934082031,57.06800842285156,107.16999816894531,33.71413040161133,66.03392791748047
2010-01-25,82.13267517089844,56.80748748779297,107.4800033569336,33.76466369628906,65.9786376953125
2010-01-26,81.78850555419922,56.826107025146484,107.55999755859375,33.80736541748047,65.98650360107422
2010-01-27,82.17756652832031,56.7950325012207,106.52999877929688,33.81904983520508,65.96279907226562
2010-01-28,81.23480224609375,56.764034271240234,106.4800033569336,33.675262451171875,65.994384765625
2010-01-29,80.35192108154297,57.260284423828125,105.95999908447266,33.50430679321289,66.0576400756836
2010-02-01,81.60145568847656,56.740478515625,108.3499984741211,33.666053771972656,66.0291748046875
2010-02-02,82.589111328125,56.90235900878906,109.12999725341797,33.7678337097168,66.03707122802734
2010-02-03,82.17756652832031,56.24252700805664,108.69999694824219,33.940093994140625,65.98960876464844
2010-02-04,79.64110565185547,57.1326789855957,104.37000274658203,33.45848846435547,66.08454132080078
2010-02-05,79.8056869506836,57.257179260253906,104.68000030517578,33.262725830078125,66.18730926513672
2010-02-08,79.2295913696289,57.331905364990234,104.04000091552734,33.117855072021484,66.13985443115234
2010-02-09,80.2247314453125,56.75920104980469,105.41000366210938,33.184417724609375,66.0765380859375
2010-02-10,80.06758117675781,56.21761703491211,105.12000274658203,32.73802185058594,66.0053939819336
2010-02-11,80.90557861328125,55.9126091003418,107.12999725341797,32.87113571166992,66.0291748046875
2010-02-12,80.8382568359375,56.142906188964844,107.04000091552734,32.85158157348633,66.08454132080078
2010-02-16,82.1102523803711,56.24871063232422,109.62000274658203,33.17658615112305,66.09241485595703
2010-02-17,82.49932098388672,55.60755157470703,109.25,33.43107604980469,66.03707122802734
2010-02-18,82.98568725585938,55.383445739746094,109.9800033569336,33.74824523925781,65.99745178222656
2010-02-19,83.15777587890625,55.6822395324707,109.47000122070312,33.97535705566406,65.9737777709961
2010-02-22,83.17272186279297,55.45193862915039,109.06999969482422,34.0184326171875,65.99745178222656
2010-02-23,82.16262817382812,56.31715774536133,107.88999938964844,33.77174758911133,66.05282592773438
2010-02-24,82.9183349609375,56.45414352416992,107.36000061035156,33.900962829589844,66.08454132080078
2010-02-25,82.80610656738281,56.77164077758789,108.30999755859375,33.904869079589844,66.13985443115234
2010-02-26,82.85845947265625,57.064239501953125,109.43000030517578,34.13196563720703,66.16353607177734
2010-03-01,83.71893310546875,57.03923034667969,109.43000030517578,34.15802001953125,66.15172576904297
2010-03-02,83.95088958740234,56.964290618896484,111.0199966430664,34.37892532348633,66.15172576904297
2010-03-03,84.02569580078125,56.82065200805664,111.62999725341797,34.41442108154297,66.1438217163086
2010-03-04,84.28010559082031,57.120418548583984,110.83000183105469,34.442020416259766,66.12004089355469
2010-03-05,85.4847412109375,56.37099838256836,110.80999755859375,34.64715576171875,66.0645980834961
2010-03-08,85.49967956542969,56.07754135131836,109.87999725341797,34.65504837036133,66.0329818725586
2010-03-09,85.64186096191406,56.09004592895508,109.72000122070312,34.80495834350586,66.08041381835938
2010-03-10,86.02349090576172,55.946380615234375,108.47000122070312,34.816795349121094,66.0645980834961
2010-03-11,86.38261413574219,56.15250015258789,108.5999984741211,34.78520584106445,65.98548126220703
2010-03-12,86.39008331298828,56.502193450927734,107.94999694824219,34.793113708496094,65.99337005615234
2010-03-15,86.41252899169922,56.427215576171875,108.36000061035156,34.75367736816406,66.01716613769531
2010-03-16,87.10090637207031,56.87681579589844,110.4000015258789,34.87200164794922,66.0329818725586
2010-03-17,87.61717224121094,57.120418548583984,109.58999633789062,34.87200164794922,66.04881286621094
2010-03-18,87.57228088378906,56.93302917480469,110.33999633789062,34.923309326171875,66.00920104980469
2010-03-19,87.12902069091797,56.989253997802734,108.27999877929688,34.749725341796875,65.961669921875
2010-03-22,87.59484100341797,57.05171585083008,107.75,34.91541290283203,65.98548126220703
2010-03-23,88.21090698242188,56.783180236816406,108.31999969482422,34.91147994995117,65.961669921875
2010-03-24,87.78267669677734,55.74660110473633,106.30000305175781,34.891761779785156,65.85881805419922
2010-03-25,87.63988494873047,55.39064025878906,106.77999877929688,34.9745979309082,65.88255310058594
2010-03-26,87.58733367919922,55.546722412109375,108.58999633789062,34.96278762817383,65.92213439941406
2010-03-29,88.14326477050781,55.33444595336914,108.75,35.006160736083984,65.95381927490234
2010-03-30,88.20338439941406,55.50923156738281,107.97000122070312,34.970638275146484,65.93799591064453
2010-03-31,87.90290069580078,55.89017105102539,108.94999694824219,34.860198974609375,65.98548126220703
2010-04-01,88.50391387939453,55.753543853759766,110.26000213623047,34.77592086791992,65.9616928100586
2010-04-05,89.22521209716797,54.825897216796875,110.88999938964844,34.760040283203125,65.7795181274414
2010-04-06,89.4355239868164,54.91362380981445,111.02999877929688,34.986576080322266,65.82704162597656
2010-04-07,88.92463684082031,55.61568832397461,112.48999786376953,35.03824234008789,65.93002319335938
2010-04-08,89.23268127441406,55.64072036743164,112.6500015258789,35.09785842895508,65.91417694091797
2010-04-09,89.81871032714844,55.772308349609375,113.63999938964844,35.149513244628906,65.93002319335938
2010-04-12,89.96143341064453,56.06692123413086,113.01000213623047,35.1574592590332,65.9616928100586
2010-04-13,90.02908325195312,56.24871063232422,112.69000244140625,35.25285720825195,65.94583892822266
2010-04-14,91.05083465576172,55.8538703918457,113.02999877929688,35.34823226928711,65.94583892822266
2010-04-15,91.12596893310547,55.9165153503418,113.6500015258789,35.44365310668945,65.99337005615234
2010-04-16,89.6759033203125,56.32396697998047,111.23999786376953,35.1574592590332,66.09639739990234
2010-04-19,90.01402282714844,56.186031341552734,111.1500015258789,35.08989334106445,66.03304290771484
2010-04-20,90.81793212890625,56.386619567871094,111.45999908447266,35.46747589111328,66.04096221923828
2010-04-21,90.65264892578125,56.85044479370117,112.30999755859375,35.47145462036133,66.04887390136719
2010-04-22,90.9231185913086,56.68120574951172,111.83999633789062,35.368106842041016,66.00132751464844
2010-04-23,91.51663970947266,56.48066329956055,113.19000244140625,35.59865951538086,65.9775161743164
2010-04-26,91.17105102539062,56.5433464050293,112.75,35.59865951538086,65.9775161743164
2010-04-27,89.01480865478516,57.33938217163086,114.62999725341797,35.149513244628906,66.10431671142578
2010-04-28,89.69098663330078,56.85044479370117,114.30999755859375,35.17337417602539,66.0885009765625
2010-04-29,90.80291748046875,57.08860778808594,114.27999877929688,35.415802001953125,66.10431671142578
2010-04-30,89.2627182006836,57.74675750732422,115.36000061035156,35.531063079833984,66.18354034423828
2010-05-03,90.41973876953125,57.67131805419922,115.7300033569336,35.52705764770508,66.11849212646484
2010-05-04,88.29354858398438,58.70909881591797,114.87000274658203,35.16277313232422,66.15819549560547
2010-05-05,87.76763153076172,59.055049896240234,115.08999633789062,34.68241882324219,66.24544525146484
2010-05-06,84.8525619506836,60.87909698486328,118.48999786376953,33.821739196777344,66.38814544677734
2010-05-07,83.59034729003906,60.118019104003906,118.2699966430664,33.81776809692383,66.36427307128906
2010-05-10,87.27175903320312,58.87263488769531,117.56999969482422,34.45024108886719,66.27711486816406
2010-05-11,87.02384948730469,58.7216911315918,120.66000366210938,34.410221099853516,66.3167724609375
2010-05-12,88.24095916748047,58.275115966796875,121.4000015258789,34.830543518066406,66.3009262084961
2010-05-13,87.14402770996094,58.65880584716797,120.55999755859375,34.61436080932617,66.34054565429688
2010-05-14,85.56632232666016,59.67772674560547,120.37000274658203,34.414222717285156,66.4277572631836
2010-05-17,85.61137390136719,59.457584381103516,119.36000061035156,34.37019729614258,66.40396118164062
2010-05-18,84.44685363769531,60.36958312988281,119.48999786376953,34.298133850097656,66.47541046142578
2010-05-19,83.96604919433594,60.57087326049805,116.62999725341797,34.097984313964844,66.44367218017578
2010-05-20,80.79550170898438,61.84770965576172,115.83999633789062,33.08121109008789,66.52293395996094
2010-05-21,81.97505187988281,61.91061019897461,115.22000122070312,33.74569320678711,66.47541046142578
2010-05-24,80.9232177734375,61.69677734375,116.83999633789062,33.797752380371094,66.46746826171875
2010-05-25,81.00585174560547,61.99870300292969,117.36000061035156,33.75773620605469,66.45947265625
2010-05-26,80.51750946044922,61.82258224487305,118.47000122070312,33.3533935546875,66.40396118164062
2010-05-27,83.21471405029297,60.41994857788086,118.69000244140625,33.813758850097656,66.35641479492188
2010-05-28,82.17040252685547,60.696712493896484,118.87999725341797,33.86979293823242,66.48324584960938
2010-06-01,80.78800201416016,61.123294830322266,119.91000366210938,33.70965576171875,66.48406982421875
2010-06-02,82.89163208007812,60.542667388916016,119.77999877929688,33.88311004638672,66.43643188476562
2010-06-03,83.17716217041016,60.10090255737305,117.95999908447266,33.895206451416016,66.42059326171875
2010-06-04,80.25459289550781,61.716583251953125,119.19000244140625,33.70565414428711,66.5713119506836
2010-06-07,79.2553482055664,62.18990707397461,121.48999786376953,33.47168731689453,66.54755401611328
2010-06-08,80.10430908203125,61.88066101074219,121.0,33.52410125732422,66.53960418701172
2010-06-09,79.67605590820312,61.811279296875,120.55999755859375,33.596702575683594,66.54755401611328
2010-06-10,82.00511932373047,60.706748962402344,118.97000122070312,33.939579010009766,66.46025848388672
2010-06-11,82.40333557128906,61.47672653198242,120.01000213623047,33.98796463012695,66.53170776367188
2010-06-14,82.27558135986328,61.16115951538086,119.5999984741211,34.032379150390625,66.54755401611328
2010-06-15,84.14633178710938,60.90874481201172,120.98999786376953,34.36311721801758,66.51581573486328
2010-06-16,84.11627960205078,61.2558479309082,120.33000183105469,34.391361236572266,66.53170776367188
2010-06-17,84.25154876708984,61.75447082519531,121.9000015258789,34.64947509765625,66.5713119506836
