Date,credit_stress
2014-01-03,0.0018083750718778102
2014-01-06,3.159143054110025e-05
2014-01-07,-0.000783432141825191
2014-01-08,-0.0036267914984584593
2014-01-09,0.0007722792544559987
2014-01-10,0.0024130421282280157
2014-01-13,0.0029805790957663225
2014-01-14,-0.0044460663234831
2014-01-15,-0.0017689638569771127
2014-01-16,0.002773405098979387
2014-01-17,0.0009143927521961803
2014-01-21,-0.0026662610033482137
2014-01-22,-0.0009369993171460811
2014-01-23,0.005105479212006547
2014-01-24,0.005928345833218995
2014-01-27,-0.0015855606797992028
2014-01-28,0.0004558960239007259
2014-01-29,0.004985200674732737
2014-01-30,-0.0012008865804939983
2014-01-31,0.003338983391948047
2014-02-03,0.009445355059367722
2014-02-04,-0.005985625475577572
2014-02-05,-0.0031850796310295415
2014-02-06,-0.004512723539357721
2014-02-07,-0.0019454709772503964
2014-02-10,-0.0002113735115054638
2014-02-11,-0.003778264777761109
2014-02-12,-0.0014197167318670267
2014-02-13,0.001267411979783084
2014-02-14,0.0002969161835277845
2014-02-18,0.0006806086283723811
2014-02-19,0.0014362732874317885
2014-02-20,-0.004380558703211412
2014-02-21,0.00018186828048394332
2014-02-24,-0.001714666684138555
2014-02-25,0.0027029627711574467
2014-02-26,0.001559766657939221
2014-02-27,-0.00019552412618062398
2014-02-28,-0.0016500421879435123
2014-03-03,0.0035357652520113803
2014-03-04,-0.008973880787187083
2014-03-05,0.0012807399836280986
2014-03-06,-0.001521938307610493
2014-03-07,0.00020057762116987288
2014-03-10,-0.0016608220910171445
2014-03-11,0.0014097871519874738
2014-03-12,0.0018407732876211114
2014-03-13,0.006187688665774238
2014-03-14,-0.0003699627863107402
2014-03-17,-0.0026746325709798846
2014-03-18,0.0001158714498110669
2014-03-19,-0.002110105373573923
2014-03-20,-0.0020310307542892314
2014-03-21,0.004089078680005076
2014-03-24,0.001572733259946446
2014-03-25,-0.0016783526849131203
2014-03-26,0.003648293022801896
2014-03-27,0.0017427498796588337
2014-03-28,-0.0024698965854333954
2014-03-31,-0.001570529539090093
2014-04-01,-0.0043501703583852525
2014-04-02,-0.0003125259007785708
2014-04-03,0.0014680230736343614
2014-04-04,0.0016138881353275902
2014-04-07,0.004517703576874199
2014-04-08,0.00030817799107119015
2014-04-09,-0.0007379798962994233
2014-04-10,0.004219533265432451
2014-04-11,0.00492776530376926
2014-04-14,-0.0025206118123661803
2014-04-15,0.0010587239131953918
2014-04-16,-0.00010655905585488235
2014-04-17,-0.004588947455392511
2014-04-21,0.001361893684524551
