model,term,coef,std_err,t,p,ci_low,ci_high,harvey_pass
return_beta_shift,C(year)[T.2024],0.0007519068852008916,0.000937567421696777,0.8019763355686107,0.4225666472006664,-0.0010856914944028686,0.002589505264804652,False
return_beta_shift,C(year)[T.2025],-0.0003545721436964416,0.0010773661756114268,-0.3291101500334506,0.7420724325995092,-0.0024661710460564933,0.0017570267586636103,False
return_beta_shift,C(year)[T.2026],-0.0016907298501755276,0.0017280756062056778,-0.9783888182345505,0.327882056423482,-0.005077695800900877,0.001696236100549822,False
return_beta_shift,spy,0.7999336714341498,0.05226622978956999,15.30498133603241,7.082230675551918e-53,0.6974937434388981,0.9023735994294015,True
return_beta_shift,xlf,0.24988831893829985,0.07805282259655838,3.201528280789147,0.0013670065560562068,0.09690759775735133,0.4028690401192484,True
return_beta_shift,kie,0.11131820955371854,0.06144339856978633,1.8117196012080172,0.07002953336345735,-0.009108638730802532,0.23174505783823962,False
return_beta_shift,credit_z,-0.000366327158852865,0.0005910410180668299,-0.6197998914712276,0.5353895401462199,-0.001524746267649739,0.0007920919499440091,False
return_beta_shift,post,-1.5080814611621991e-05,0.0005209815841453695,-0.02894692455657702,0.9769069209011779,-0.0010361859561451698,0.0010060243269219256,False
return_beta_shift,spy:post,0.22237975899916185,0.07220871543733383,3.079680308011484,0.002072228952623996,0.08085327737208611,0.36390624062623755,True
return_beta_shift,xlf:post,0.49813535437188117,0.11259738277080182,4.424040258430013,9.687195627385648e-06,0.2774485393876388,0.7188221693561235,True
return_beta_shift,kie:post,-0.2556341988171827,0.08887061561753788,-2.8764760662548556,0.004021426908749356,-0.4298174047114598,-0.08145099292290559,False
return_beta_shift,credit_z:post,0.0006547254016365696,0.0007842006121423298,0.8348952952841348,0.403776663946937,-0.0008822795548166606,0.0021917303580898,False
rv_shift,Intercept,-0.09149320241909156,0.018312679105045096,-4.99616696684678,5.848103223712133e-07,-0.12738539392541914,-0.05560101091276399,True
rv_shift,C(manager)[T.ARES],-0.007525048609659936,0.0075450037856631055,-0.9973551801205073,0.31859213842855383,-0.022312984292777987,0.007262887073458116,False
rv_shift,C(manager)[T.BAM_BN_PROXY],-0.052112227441910346,0.007072762868619507,-7.368015641118453,1.7318647309958087e-13,-0.06597458793559678,-0.038249866948223916,True
rv_shift,C(manager)[T.BX],-0.011745200974035698,0.007024232487192088,-1.6720974135539755,0.09450511457812347,-0.0255124436679684,0.002022041719897,False
rv_shift,C(manager)[T.CG],0.0032133623432276937,0.007571755728558525,0.42438800965379775,0.6712828637469572,-0.011627006184481852,0.01805373087093724,False
rv_shift,C(manager)[T.KKR],-0.005822952336887993,0.006531606952911396,-0.8915037874856313,0.37265896056782233,-0.018624666725765734,0.006978762051989748,False
rv_shift,C(year)[T.2015],-0.03921105971163867,0.014453048125798233,-2.712995858752326,0.006667793984993277,-0.06753851350502733,-0.010883605918250008,False
rv_shift,C(year)[T.2016],0.01779207273992233,0.013233476841193779,1.3444745438733336,0.17879498277324435,-0.008145065259062355,0.043729210738907016,False
rv_shift,C(year)[T.2017],0.027867877749090456,0.012067152267101103,2.3093996936681704,0.020921412016130514,0.004216693909611432,0.051519061588569476,False
rv_shift,C(year)[T.2018],-0.031620052395623606,0.01725793189130828,-1.8322040320224353,0.06692102838885486,-0.06544497735023305,0.0022048725589858473,False
rv_shift,C(year)[T.2019],-0.0026012282958713584,0.012526850659524587,-0.20765221575412945,0.8355005306100424,-0.02715340442825137,0.021950947836508652,False
rv_shift,C(year)[T.2020],-0.012403504444661102,0.026667687230004934,-0.46511361625335845,0.6418500955732354,-0.06467121096644948,0.039864202077127285,False
rv_shift,C(year)[T.2021],-0.019808099696860447,0.015025296814267732,-1.3183166989454116,0.18739765316242563,-0.04925714030984961,0.009640940916128719,False
rv_shift,C(year)[T.2022],0.0003664714842063683,0.02562791417145673,0.01429969999722133,0.9885908789749741,-0.04986331729073248,0.050596260259145216,False
rv_shift,C(year)[T.2023],0.025819954976190253,0.014574848306549001,1.7715419353344777,0.07647062561707507,-0.002746222784780386,0.05438613273716089,False
rv_shift,C(year)[T.2024],0.03720537781498137,0.014581316676154164,2.551578752543376,0.010723608597064121,0.008626522282545918,0.06578423334741683,False
rv_shift,C(year)[T.2025],0.07502720126825413,0.022524145455949458,3.3309677126257715,0.000865446399051005,0.03088068739205168,0.11917371514445657,True
rv_shift,C(year)[T.2026],0.09806323571302318,0.025457089074885853,3.852099327796491,0.00011710949845902662,0.04816825797501883,0.14795821345102753,True
rv_shift,abs_spy,14.398319333356618,2.868652672959657,5.019192274156191,5.188919407321046e-07,8.775863410201133,20.020775256512103,True
rv_shift,abs_xlf,9.47705235065161,3.086837944679336,3.070148974612302,0.002139520223860362,3.4269611529684667,15.527143548334752,True
rv_shift,abs_kie,1.276537741001487,2.4170447470160203,0.5281398875951493,0.5974022478346851,-3.4607829121716387,6.013858394174613,False
rv_shift,abs_credit_z,0.0310533452421937,0.018656197555838257,1.6645055965584952,0.09601143358357293,-0.005512130055713466,0.06761882054010086,False
rv_shift,post,-0.014098983697471616,0.007281675795619653,-1.9362278812183544,0.052839797120423616,-0.02837080600398318,0.0001728386090399485,False
downside_insurer_beta_shift,Intercept,0.0013893021784268265,0.000941272513462342,1.47598294708136,0.13994847019658335,-0.000455558047596857,0.00323416240445051,False
downside_insurer_beta_shift,C(manager)[T.ARES],0.0019254265262100437,0.00055350104040028,3.478632171707603,0.0005039798354400233,0.0008405844216200454,0.003010268630800042,True
downside_insurer_beta_shift,C(manager)[T.BAM_BN_PROXY],0.0008002628975427319,0.0005399329514736634,1.4821523586559,0.13829975975048503,-0.0002579862414120611,0.001858512036497525,False
downside_insurer_beta_shift,C(manager)[T.BX],-0.0004026204381605461,0.0004666264532213722,-0.8628324334830177,0.3882296039701272,-0.0013171914807081,0.0005119506043870076,False
downside_insurer_beta_shift,C(manager)[T.CG],-0.0011112247186802105,0.0005024250453090563,-2.211722383378925,0.026985852928564934,-0.0020959597124168656,-0.0001264897249435553,False
downside_insurer_beta_shift,C(manager)[T.KKR],-0.000814592768156124,0.0004330044780376703,-1.8812571450710414,0.05993694757819521,-0.0016632659502545228,3.408041394227458e-05,False
downside_insurer_beta_shift,C(year)[T.2015],0.0005571118562606278,0.0011342070888860868,0.4911905962497303,0.6232916493757032,-0.0016658931889661222,0.002780116901487378,False
downside_insurer_beta_shift,C(year)[T.2016],-0.0012439955760415913,0.0012231558507982503,-1.0170376695902985,0.30913550975723636,-0.0036413369910856096,0.0011533458390024273,False
downside_insurer_beta_shift,C(year)[T.2017],-0.000298217768592509,0.0010162904600714885,-0.29343753612676005,0.7691877378431806,-0.0022901104681642684,0.0016936749309792503,False
downside_insurer_beta_shift,C(year)[T.2018],0.0007706530538680303,0.0012121192418877128,0.6357898028809787,0.5249134346773233,-0.001605057005199881,0.0031463631129359415,False
downside_insurer_beta_shift,C(year)[T.2019],-0.0006217698747996407,0.0011689966014188922,-0.5318833896052012,0.5948067623115758,-0.002912961111630394,0.001669421362031113,False
downside_insurer_beta_shift,C(year)[T.2020],-0.00014982569522723868,0.0014039137274571732,-0.10672001583644972,0.9150111029498235,-0.0029014460384446795,0.002601794647990202,False
downside_insurer_beta_shift,C(year)[T.2021],1.441279897510875e-05,0.001282151198730954,0.011241107124787023,0.9910310830683109,-0.0024985573732724184,0.002527382971222636,False
downside_insurer_beta_shift,C(year)[T.2022],-0.004898720276542455,0.001382634845317526,-3.5430325607173963,0.0003955538604949493,-0.007608634777134915,-0.0021888057759499955,True
downside_insurer_beta_shift,C(year)[T.2023],-0.0035532610567469676,0.0014690460917052854,-2.418753963411932,0.015573769974800252,-0.006432538488118653,-0.0006739836253752828,False
downside_insurer_beta_shift,C(year)[T.2024],-0.004953239796516878,0.0014282412241949198,-3.468069477765531,0.0005242117389125619,-0.007752541157174319,-0.0021539384358594386,True
downside_insurer_beta_shift,C(year)[T.2025],-0.005701600673320034,0.0017376594850650117,-3.2811956095683024,0.0010336802936718533,-0.009107350681441872,-0.0022958506651981946,True
downside_insurer_beta_shift,C(year)[T.2026],-0.008868319584008336,0.0028403063452616963,-3.122310943255397,0.0017943731107457946,-0.014435217725781848,-0.003301421442234823,True
downside_insurer_beta_shift,spy,0.917035270301027,0.06819771204971722,13.446716066258846,3.218514696472025e-41,0.783370210855548,1.050700329746506,True
downside_insurer_beta_shift,xlf,0.5106645718450848,0.07964548306171218,6.411720441815936,1.4388651012246103e-10,0.3545622935128341,0.6667668501773356,True
downside_insurer_beta_shift,kie,-0.20795233940375857,0.07660317604329892,-2.7146699411812416,0.006634185271057957,-0.3580918055500059,-0.05781287325751122,False
downside_insurer_beta_shift,credit_z,-0.0006553532723968338,0.0003850767685256074,-1.7018769397750704,0.08877843947081766,-0.0014100898699900915,9.93833251964237e-05,False
downside_insurer_beta_shift,post,0.0022998912400874916,0.0008587346053297473,2.678232862415451,0.007401174377352381,0.0006168023413629694,0.003982980138812014,False
downside_insurer_beta_shift,kie:post,0.3323818335032999,0.06809766867641849,4.880957600511811,1.0557194043105998e-06,0.1989128554663783,0.46585081154022157,True
