shift_months,EFA_matched_gap_pp,EWJ_matched_gap_pp,EWG_matched_gap_pp,EWU_matched_gap_pp,EWA_matched_gap_pp,EWC_matched_gap_pp,VGK_matched_gap_pp,EEM_matched_gap_pp,FXI_matched_gap_pp,EWZ_matched_gap_pp,INDA_matched_gap_pp,EWT_matched_gap_pp,MCHI_matched_gap_pp,joint_average_matched_gap_pp
0,1.2913213807444923,0.33385066583944134,-1.440368499615774,0.9860408894128203,-3.868200772437569,-5.388798341264112,0.8446510529733664,-3.9664782868336412,-1.5853321689518363,-8.14139344473286,5.027132244091115,1.3285058416443674,3.3286371375189083,-0.865417869354714
1,-1.2885112471020865,1.9590843490412513,-2.555056474479378,-2.306081544885341,-0.35599755509284625,-4.699234295631349,-1.5477370754713227,0.1294181416335971,-1.4483822373490773,-3.970791460348133,0.3347290587333629,3.120062423926362,2.114836494568184,-0.8087431863428292
2,-7.56204491810093,-4.6711727626052575,-8.150450237581186,-8.369319415362831,-5.187041228143774,-6.19488016537958,-8.00984968801216,-4.345030595661326,1.310022380205489,-2.2386462240857274,-5.765896900528111,4.083374425247488,4.9298705783136665,-3.8593126732072487
3,-6.966950349676604,-2.622120818326368,-8.785238645829763,-7.804867442584095,-5.664253656161289,-6.204803560001604,-8.033928788958654,-3.161869670404649,2.4992481524140353,0.9403609467599661,-7.594741319759635,4.080745429724764,7.556388289467653,-3.21246395641048
4,-2.746359713982127,0.42488305361452205,-4.405764989845307,-2.956777021768753,-2.739403413826469,-3.6524666283117346,-3.5268172195125347,-1.4557828306651421,7.500209586991313,1.445422806275698,-6.111085196331157,6.09679885747606,10.743919323901874,-0.10640179892182726
5,0.7583823519589639,0.5033677950473159,-1.0560042840492057,1.6098677826246077,1.4430333456062483,-2.0170200020786955,0.47269931797220277,-0.374034587737182,8.32778285602781,-3.0117198886776997,3.398954074250049,1.9642381153275212,9.678509064192664,1.6690812261895844
6,2.1744702801868243,4.947115353467712,4.650296469862258,2.97007613013599,2.626591996318628,-4.32165672219571,2.37316217081206,0.6878178595848494,3.891628075799891,-5.558182157039038,5.245946137576674,6.4692731325945,4.338411727985414,2.3457654196223117
7,0.006677255853060338,0.958607332227901,-1.1039533017321967,0.7217176062757513,0.10382913554285444,-0.4573736962108721,-0.2233435523044225,0.5351426002899506,8.214279340814134,2.1363783772583522,1.3537003126268154,2.141014636924188,10.36147665121151,1.903704053752079
8,-1.1554945399833594,0.6941885864744757,-1.610100638894052,-1.3706773103902448,-0.9363494405539186,-3.6138220133096977,-1.111267346952216,-2.005464118428235,1.8049056977066713,-6.0996337128009,-3.743511620550888,2.610727415034053,5.989389889291264,-0.811316088719773
9,-2.1653772747009414,-0.4060706814269066,-3.5704508863192985,-1.9468270040175373,1.3906361209713447,-3.3724510237651772,-2.407654742500498,-2.183439971472678,5.462312593419149,-4.040042974453639,-0.9954033046014721,2.307904537947225,10.511539626806721,-0.10887115262413137
10,-7.495728166810334,-5.10062223859512,-8.486532723458119,-7.813458918614602,-4.119765088137228,-5.000354118994732,-7.909401168343299,-6.26379585283976,4.5494766392467305,-1.2450704971880944,-7.0128925683283105,2.8485942467670555,11.315256387995177,-3.2103303128692793
11,-6.189361575832386,-2.691159614217553,-7.325320471454811,-6.511678622085326,-2.4525298086047975,-2.8326993473065665,-7.032126537218863,-5.464672019389449,4.629973204698812,2.8807016513757056,-5.185460305255529,3.0621516273467653,9.061071534420527,-2.003931560271037
12,-1.5301303230456642,1.1960269827668846,-3.0663996694967333,-0.9489146835069739,0.4542686192951506,-1.8528544010075865,-2.0418326932959974,-0.3916174139338091,9.20884406152318,1.7938319953317516,-2.128796293456159,2.7938583775366954,9.701737603818827,1.014463243271505
13,2.874840938372969,3.582129671017009,0.8446094247661629,4.291833760981989,3.8522620621931347,-3.498542770230273,2.510336888439202,-1.4169931827978433,4.066447275367047,-2.5589711426409645,3.136160983674152,1.7472721512461487,5.259709104746014,1.8993150127026728
14,2.8738194794900584,2.9889417508447758,6.3636112132880225,4.197022968499054,2.532772823219498,-6.5049338014213305,3.596434930846515,-2.6813827790609923,2.0043014591458186,-3.723821569513841,7.861966341933824,0.9343718001109669,3.6730220050706808,1.855086663265619
15,2.0540759128215402,2.625712194734864,0.7717305484565395,3.6783353732729895,2.887341719183001,-1.3759109838360706,2.5104114649410536,2.3567189285859436,2.203746575478438,-0.9926135405538439,4.265554583222531,4.2997876500097565,3.539560124079155,2.2172654269535306
16,1.3005097241850172,1.0670337429747545,-0.08571266668440103,2.1127261871502045,1.3220223385249419,-4.949843517701669,1.6345328422075922,-2.087573485012939,5.125126557503612,-4.759197446996621,4.909458160798508,2.6761435935576117,6.765226168001782,1.1561886306544917
17,-7.386084203014287,-5.3800344218914,-8.950823230174908,-9.200949517262691,-7.264937652197512,-6.9982305488583085,-8.0912303887259,-4.69385626685831,5.869477349587616,1.7953042830515908,-7.4940545303361805,2.5511840093045413,8.070925105634952,-3.628716154749291
18,-5.9528129193374575,-3.953978587101714,-7.9788613483066655,-6.5894531687423985,-4.6659537061849,-4.982948196164005,-6.469919182402695,-4.256482602086409,4.465726242062229,-0.11028032093575169,-6.420910833286553,3.7639693245521966,5.638047050906147,-2.8856814036175367
19,-3.5393672932917286,-0.8520883144611524,-5.708105452386258,-6.906165176322632,-3.258125778484111,-3.6789588818654573,-4.204174409225347,-2.190423011516107,5.205460125479256,-3.778493041605935,-4.693354830504437,2.818372830469018,5.324157101633542,-1.958558933237027
20,-0.4502861479230513,1.6022398600897603,-1.9309592224756367,-0.015436995605222492,1.0121197102732737,-2.75103898563418,-0.7810111806525022,-0.7907063411681681,6.382653675817062,-1.9746471277621636,0.37897510235339604,2.2687865493931536,7.6286263344302885,0.8137934793181547
21,0.5566998444391014,3.5289290233311954,0.008673844286433141,1.5894498138025015,0.7982614959626155,-2.346997770327086,0.10880605985530423,1.1802889112570103,2.403513695587556,-4.109090852056307,1.120673974978803,4.967650481623842,3.0272956190805167,0.9872426262939604
22,1.5218765787159971,3.54815514508684,0.41140448516743255,2.1498065524390597,1.7916005110494848,-0.11773268223693734,1.2577052605189487,2.263411742282617,4.397477031539754,-1.3093037220800463,2.986820430920978,5.231466823039144,4.798003720748046,2.2254378367070244
23,3.7507103928347996,4.2109487752372665,7.114089803219025,5.86675123690199,4.514735303834594,-0.5759089901764325,4.08051476185729,3.503220893479164,5.673902099217242,-1.5040906676919263,6.438307990491432,5.5309769058244695,5.148343143419421,4.13480781911141
24,1.1291798761597693,3.8827320395363185,2.358732462313562,2.74697148032913,1.5081438569262917,-1.8339728122092502,1.5282593748542905,-0.010258468512658325,3.4418296433098905,-4.311384329691914,3.6515493033124846,2.3510648478818896,3.22164697768047,1.51265340399156
25,-4.868851130006291,-1.0306304719978843,-3.575548346491142,-4.525954642370356,-5.788070399463874,-5.203158295333532,-5.076443813581544,0.09014517106009645,4.516083618849953,-3.170094078777297,-4.039065226985206,3.121206408908206,4.201558637707747,-1.949909428344702
26,-6.441985651941118,-4.261823815909905,-6.731913604674,-7.572714724023111,-7.6161761867528766,-7.424999520393105,-6.872836158866336,-4.110812160895227,1.8974891076535494,2.893965817512034,-5.771354220259994,1.475787751452451,1.9196126417303838,-3.739827748105174
27,-6.2534671177336465,-2.319253673978927,-5.066848457693929,-6.718117985949867,-7.217995815549683,-7.288699305304647,-6.707504117707808,-1.1092464317861594,4.601883493289605,1.7345372526975655,-5.355303143061263,1.4815986987147478,4.091067571905482,-2.7790268486275798
28,-6.432229324464423,-2.4964982855489315,-3.7745342245057323,-6.596263205958108,-6.972916879295976,-6.946181905098903,-6.946489847236281,-1.3691305986208602,0.8956885547174664,2.6693472284067377,-5.146080143837484,1.1714708571830101,1.0298399957564208,-3.147229059884851
29,-6.239090388817847,-2.409021906117137,-3.6971238213686086,-6.076973831606647,-6.940431467428643,-6.816721443188456,-6.68092473422881,-1.195310750197276,6.71382764806604,-0.32940365699364316,-5.193910141216806,1.421593939825494,4.722543301837789,-2.5169959424180424
30,-6.148379086682498,-2.7771583114995058,-5.315638824466351,-6.071232698427453,-6.898812841100465,-6.714010927144387,-6.629054691818547,-2.381095734925065,7.6013716424898625,3.047763273040638,-6.078894379409238,1.4664345250612776,6.485426294814989,-2.339483212312827
31,-6.255284860993859,-2.4214217027831775,-3.987905435990169,-6.188625080678789,-7.055691865765967,-6.955208946629465,-6.660228629811682,-1.4340382600702362,-0.4358031580167343,3.0469230201525255,-5.392793842382337,1.4011882303324619,-0.13058288964995501,-3.266882570945183
32,-6.097326169152684,-2.0617610475021864,-1.7496527613579893,-6.201114307381294,-6.870021518227998,-6.703683514369474,-6.551112301086515,-1.2424196506634844,-3.541118735788573,4.737974058778072,-5.221512462407474,-1.8116607411525765,-3.7302181798427037,-3.6187405638580676
33,-6.060173202922547,-2.2544821881895882,-4.789093257450938,-5.9823051351190255,-6.991765017140961,-6.686904143739591,-6.404689724913548,-2.9792142518158204,-7.556880751107354,5.988802100480206,-7.425109286428433,-2.6884535270239707,-6.944919611192857,-4.675014461274187
34,-5.344088348840548,-2.071069066466147,-3.773025415658482,-5.104905765592016,-6.262399091657178,-6.293016767035741,-5.606095842644498,-2.976609791197371,-3.914549340387219,3.416784978405407,-7.471500227292028,-2.533630422277555,-3.5141376179519512,-3.9575571321996397
35,-4.93067436546858,-2.7832093903306876,-4.561190427961403,-5.27152494992118,-5.637169489249549,-5.333588050157445,-5.229804194215326,-2.835714412748014,-4.062678792542062,6.233220278519003,-4.333460437137237,-2.5293158671549354,-3.552229546098573,-3.448256895728153
36,-4.4021941181673245,-0.8935973099448158,-1.523914011605565,-4.121515903787499,-4.943303779852237,-5.04201262257149,-4.790409451109989,-0.2750609163792994,-1.5483773023249547,3.2234592211508373,-3.4752625704083107,1.3406050306758233,-1.4246439690409174,-2.144325207951211
