shift_months,EFA_matched_gap_pp,EWJ_matched_gap_pp,EWG_matched_gap_pp,EWU_matched_gap_pp,EWA_matched_gap_pp,EWC_matched_gap_pp,VGK_matched_gap_pp,EEM_matched_gap_pp,FXI_matched_gap_pp,EWZ_matched_gap_pp,INDA_matched_gap_pp,EWT_matched_gap_pp,MCHI_matched_gap_pp,joint_average_matched_gap_pp
37,-5.038479508418958,-4.012893820615837,-2.3688669112550076,-4.703707142350599,-5.763006996130793,-5.8551721343889085,-5.4393654874169695,-2.8948769454829826,-0.3406685460783043,2.752274525546494,-5.3857366643536135,-1.9257186624644818,-0.8814788013340458,-3.219822853441847
38,-2.0649216180509744,-0.7058945231659397,-0.8358950626001671,-1.0057637208238823,-2.3596421006063184,-2.6260391445016906,-2.344384036531366,-2.594360951615704,-4.740685030429914,5.087640437892316,-5.271435046870499,-1.3728786243571434,-4.366397740681471,-1.9385120894109809
39,-2.4105054113479407,-0.11301856462485604,-2.0643463661248473,-1.7921290099775722,-2.9454519054547212,-2.6633329830154984,-2.620499134447596,0.4887561518627681,-2.0109729625336414,3.0054607183189197,-1.526533569098909,0.7198240661540511,-2.103111725389639,-1.2335277458214986
40,-1.8771474518038067,-2.777711416722173,-1.799063113626842,-0.35570750728917133,0.17952337765849702,-0.3181078712167884,-0.852061445663832,-2.8313266374636936,-4.683900462015222,2.4816770643732333,2.858866143413652,-2.9750583475664727,-4.293348692543475,-1.32641279695893
41,-4.008516437442211,-0.2039219652397284,-3.5861943560698495,-3.83345511725649,-4.855212596659852,-4.180562214523109,-4.258067061651283,-2.0827542956463385,-7.263774222221608,6.146599096921024,-5.026539031191857,-0.4779626427027561,-6.9145802355513375,-3.118841621479646
42,-4.845068705140498,-3.4414384873598602,-4.966527845548918,-3.7136186226832346,-4.587596177393294,-4.8086921192703524,-4.698928506264865,-4.180645349719114,-6.704535843431037,6.942887843647949,-5.601317546652663,-3.6716902389425266,-6.303608971530938,-3.8908292746376434
43,-4.946204034354762,-2.8959557948200487,-6.199315105638203,-4.919414402194489,-5.221218564858365,-5.509843064410913,-5.407105473762009,-2.254987798773822,-5.139892960379089,8.530627697051807,-4.571116020111421,0.0060015493884013615,-5.422378694038288,-3.380830974377015
44,-0.37022395008328157,-3.7570093591362985,-0.32804752078826604,0.4455735815427464,-0.2480620174303616,-0.3697855916245718,-0.434815198326155,-2.4259635576175165,-0.9816826968555126,5.676464684237958,0.5886281900415735,-1.7150701398779056,-1.20516954845733,-0.39424331725960926
45,-4.339049039419674,-1.9632801167228209,-5.234045595279269,-3.5840840591246814,-1.997842236695424,-1.7820177778387514,-4.5685973421351616,-4.915741140432561,-2.6819490722978956,6.414006553654827,-1.581260752523539,-0.0585544517150427,-3.0530329950634982,-2.2573421558148845
46,-0.7140606710779873,-2.9083580697200295,-1.0103615105789943,0.5797594191651378,-0.16474442252014665,-0.6724642537988768,-1.0439637645909605,-3.168447116084816,-4.567844223291129,8.632204554695145,0.479338653807615,-1.0027157555405952,-4.633045628122467,-0.7842079067429312
47,-2.9818881201670755,-4.18756979673236,-4.253048160834306,-2.251826361314002,-0.4356470879201546,-1.0493507779183564,-3.5890850802898444,-4.268967792188516,-5.958374868535998,4.816853332193071,-2.215363813671589,-3.169908567439572,-6.619071742244975,-2.781788372081822
48,-2.0793851805686048,-5.359045613969338,-3.8506767028417266,3.98962041426536,6.021313100811643,2.3496233685219026,-2.612150494203913,-6.337150118382439,-11.901595266711562,5.091779534005059,5.8541474040437524,-4.578090581541527,-11.17586333103887,-1.8913441128930975
49,-0.8992257993474251,-4.9320875173698875,-3.6417554623254578,3.277815973078968,4.718133294514337,-0.6134952769017987,-1.3997201529975078,-5.831641912060603,-9.210017845023577,1.3135823705903604,3.542941273732414,-4.592465239661115,-9.021303325592744,-2.099172278412618
50,0.4054481828627443,-4.822190920821267,-2.2012596329779033,-0.04070184380279285,1.9929334208869887,-0.39896942158417215,0.3125530167989776,-5.055299246965539,-8.395092482629973,3.439013782288103,1.107041832498279,-3.514211088779584,-8.420878578975554,-1.9685856139385918
51,-1.0600309660412366,-5.630909745620071,-2.2577571716377642,-0.5734247371459333,0.4966923377384691,0.26690607217082496,-1.187952019191807,-4.105741230145544,-4.676973700197696,6.689381687185825,-1.9042694403835547,-3.5442587138353465,-5.40211981258063,-1.7608044184372662
52,-1.0337166914701434,-6.554301784766558,-3.4201277605940716,2.8558679854301827,2.091948676628319,1.4067368883052156,-1.0432849009423428,-5.420882609360522,-4.3835049482932265,8.05976923176004,1.7209019089573396,-5.4178443500963125,-4.748413085016234,-1.2220654953429473
53,-0.7566492450812978,-5.734958230910148,-3.830338110810483,6.77671638113837,5.917735642746502,-1.5357989354080392,-0.7950496242158267,-6.432706933952915,-5.4068429110114895,2.5346568228297506,9.53054409220403,-5.336383883584572,-6.050190718652681,-0.8553281272852922
54,-1.5907320305675765,-5.7842226034569455,-4.940266359216561,7.510354172051215,6.499192115171337,0.7925509014901189,-1.9600715140785985,-6.244730600602644,-4.325913021222727,4.3590277454328525,9.526458792315474,-5.244363285300235,-5.1498426904671994,-0.5040429521885762
55,-4.019821255815059,-6.645734553683658,-4.317843458299531,-3.8347523572069164,-5.214275405723456,-4.660807252361055,-4.444768768703367,-5.431578703037032,-4.8253087744218215,2.877873073807913,-4.960629411415507,-6.255432342972512,-5.6004004653195105,-4.410267667319347
56,-3.090391526766334,-7.236792203204567,-5.736377625018008,1.4277659034256929,1.6020029750976272,-0.899392504328056,-3.7726109467981495,-6.571823536389543,-6.9347735987317805,0.4463741590140735,2.5059129431092897,-8.51023208370475,-6.751459271499227,-3.347830562753364
57,-2.7893368828261877,-6.958640360735435,-5.467949874392142,-1.8795972845252917,-3.0177684900860147,-2.436500362341476,-3.351347956633055,-7.076982455383341,-7.674844708666062,6.364311002371048,-5.105981976256368,-8.120170628267342,-7.282929090924051,-4.215210697589671
58,-1.8153391825438514,-5.877911443027939,-3.777409193210257,-2.038436749991923,-1.5693331398062726,-0.6306233435920072,-2.2148137769222975,-6.348920935815894,-7.739432162524851,4.148712874309657,-2.811867183071892,-8.233593945616901,-6.5290416584158795,-3.4952315261715623
59,-3.2292733433597065,-6.990357809277281,-4.931003294467162,-1.2867951764222951,-0.7443950667472721,-0.8474562849023037,-3.8063224412220875,-6.8510142968666425,-6.797195856677907,2.833723608481309,-0.22208529702884006,-8.468485222750854,-6.679900783845582,-3.6938893280835865
60,-1.3767638570531537,-6.274509738815004,-3.646844645471803,-0.10776577290548817,-1.2129211729148714,-1.2348379221379657,-1.9954559209823808,-4.817813349056966,-4.995237287007603,5.710144779722337,-1.6516592595033575,-7.891138188641833,-4.553335313914486,-2.6190875114371215
61,-3.821410743700071,-7.8342909232759546,-5.350863486870871,4.878230051966382,3.8585970774090095,-1.2810212106896146,-4.305815396748692,-7.565706608363898,-6.082639163953418,0.3489055517832962,2.64197518304784,-8.341526784006936,-5.850670993242934,-2.9774028805112205
62,-2.3893929449100737,-6.453040135954858,-4.178902339553881,1.6843609711235108,2.189599132102027,-1.861895902271793,-2.8878452349464068,-6.846004978779896,-5.869703529287773,-0.17004826613009616,2.421161455203602,-7.6432201176942165,-5.303561178954197,-2.8698840823118497
63,-2.4188631924660475,-4.9894069756882935,-1.3954036119447344,-2.3709355931190834,-2.856470605807959,-2.8474540588569353,-2.91649915372425,-5.889420163629556,-5.754471924101445,2.935231025734164,-3.2543462837395176,-5.824759753805708,-5.63726484189262,-3.3246203948493833
64,-1.6367602580806828,-4.933989952674556,-2.192681327770074,-4.1102587848933165,-1.8030223650655763,-1.3005425973572127,-2.058089092849269,-2.8988560858040024,-4.206554807539586,4.146062951037255,-2.1810716013201947,-6.482429488958685,-2.134724001567112,-2.4456090317571544
65,-0.34980393053827274,-3.788727683588733,-1.5938755100437518,0.6537309983274064,0.13455960301511638,0.2333578536433456,-0.962126863761692,-3.9059597181878014,-3.396181593578995,4.064866146952251,-0.8091803218726379,-4.76470215832181,-2.2184379466589688,-1.284806240354965
66,-4.211247233583348,-3.868943478654663,-3.748185571921925,-4.054328137119779,-4.943988179156122,-5.209785792177646,-4.727684932844123,-4.5541533868903805,-3.6284647617526367,2.0124366236334845,-5.661224546062115,-5.193666793836227,-2.9403614172289982,-3.9022767390457296
67,-0.5624382919112159,-2.904328498937503,-0.24582860308483,-1.1284039084892394,-0.2984175877992268,-2.30873521229662,-0.30859043532002195,-4.757771392240329,-4.488308816050212,-0.9564224539451271,0.3153776914151307,-5.044195788177708,-4.604243815181541,-2.099408239386034
68,-5.562999140164049,-3.1564908235638622,-4.83740643761964,-5.611250949136903,-6.328002675274713,-6.191055037467564,-6.127094822334012,-3.7692238730847927,-3.186633470094624,4.132372051208833,-6.889036471037812,-4.769801703179666,-2.4782741876651193,-4.213453656877994
69,-4.7380526364515845,-1.3573979672113379,-2.826466509861847,-4.879242991066935,-5.0383410688156545,-5.127092361378627,-5.428461322913158,-1.112247133439448,-0.32807749621920346,2.534078675947038,-5.601980567964782,-2.5523088645606373,-0.440819336264342,-2.838185352323116
70,-2.8451976060616446,-2.2032551435643644,-1.5851641705434072,-2.438385852256486,-2.8484739771496237,-2.6356715609721526,-3.2448284641965253,-1.3462936126966252,-0.33371169376918974,5.323129315744057,-3.2216831900363063,-2.6130686575472017,0.8021841554822773,-1.4761861890436299
71,-1.4380283791857518,-0.1424212846681483,1.864169215128475,-0.7134194184100218,-1.19670551741764,-1.756071630944478,-2.0634240970043516,-3.463868166849382,-3.471667766462394,3.205376077291089,-1.9166699779456176,-1.1995600957607766,-3.465508575947751,-1.2121384321674424
72,-1.0019023141113692,-1.5057571478389264,0.06593623046660113,-0.1889578127293179,-0.9205238599579113,-0.5061857233951916,-1.4356750504173288,-0.6905034734534965,-2.0029150804619866,3.9253133143095975,-1.8370354311756265,-3.1082270225291975,-1.3025576019266238,-0.8083839210169829
73,0.8587336236833498,-1.029060862451825,0.647076877966013,3.493832124702856,2.5621332297182997,0.8566570105463023,0.1272089867913273,-2.9022113521703363,-3.4220669374301127,4.51619394010484,2.535649221988323,-2.0663568077372574,-2.435750061108388,0.2878491534310299
74,-2.715694411922609,-0.8289873477167142,-0.27878299955046426,-2.0658970838357105,-2.985401497581963,-2.8457283561091007,-3.1605282700716497,-0.9830517935709882,-0.9367932005466706,3.4837826140884376,-4.2114872131347685,-1.1269186577681944,-0.5893260688247803,-1.4803703297342445
75,-2.450130397618533,-0.5342711251018928,-2.692239267233465,-3.2463198795903536,-2.537553008382909,-2.861381320841716,-3.177458092726526,-3.3536650564688464,-4.571729343020758,5.69092757908225,-3.678612399419401,1.1242033155123177,-4.243844119219309,-2.040928701156088
76,-1.3865112827196713,-0.27476047606688203,1.494370662813882,-0.6819062550770583,-1.6582264789086198,-1.8695184570012624,-1.76002724676938,-0.6848716271659061,-2.266237111618563,9.570779761995452,-1.8669614463421191,0.7441693196243215,-1.9012535688519794,-0.19545801585290662
77,0.6976752065680603,-3.420958410809183,1.8036429193192816,2.216838627486617,1.2442978946971661,2.035309972993604,0.7675053970006562,-1.9456941339462075,0.3663298432886042,5.712120418428568,0.5769236804559652,-1.73959022581619,-0.4749491905410075,0.6030347691635334
78,0.8009856066268806,0.7300808736922848,2.1083940117878175,2.1524599946977196,1.1829894014334208,1.371461573420396,0.6039299513206475,0.36957964668918875,-2.0491647879126385,3.220923858178426,0.7680486917999496,3.1731723859049876,-0.6478688048709547,1.0603840309821635
79,-1.3621798473979818,1.1969764539269567,-1.148805356911986,-0.6999158522253968,-1.974498241231526,-2.100807522771053,-1.6591731764025397,0.6851290052245051,1.3497652061870147,3.155297131377277,-2.3628321403124097,2.929957097775149,0.682038645400207,-0.10069604595090641
80,1.2390486527856348,-0.7013520532914486,0.8840206163978848,2.523217429640534,1.466419275333164,2.270901355367283,1.3019245030133297,-2.730457517116802,-7.20304434925162,5.022063677004462,1.5824999269343998,1.2695583628839713,-7.474058756238266,-0.042250682810574765
81,-1.0776172098952097,-0.5324747496316062,2.066968021681892,-0.5045584852143792,-1.185564811545703,-0.13498057543701591,-1.003166658266852,-0.8486678103716616,-1.6012444464390208,10.087250216185383,-1.1781850622283319,2.1548070569014532,-1.576218389708084,0.35894977661775884
82,-3.372771965176602,-5.10976563847283,-2.876168493659159,-3.3810262216977693,-3.967297601517672,-4.078161752245446,-3.967781124054215,-3.8042213696295346,-1.533239493315297,9.902805483301814,-4.4777565646600515,-3.9868376981550435,-1.6521959023859,-2.4849552570513627
83,-3.5169641086793546,1.0555814561623134,-1.086748022563211,-3.378838361307124,-4.469128231979735,-4.358652212199365,-3.9472967475167486,0.20800492064516618,-2.4435171644333176,9.088493881086634,-4.615194395991362,3.6556949329968114,-2.4470915503613577,-1.250435046472358
84,-0.5500012256342224,-2.0855340971668856,0.37472880109479245,0.2606854778127832,-0.6510207142653379,-0.791410421733596,-0.7663269315573484,-0.5776620050169767,2.7402187925713917,12.611438273219555,-0.07897295809142779,1.7854732889716174,2.292222587229509,1.1202952974949119
85,-1.0118579591227528,-3.993514872835524,-0.510899953474786,-1.4199862799525231,-1.531829723513345,-1.073591958088771,-1.1663640498211336,-4.2177305007896955,-2.0255899959505164,12.691750764427113,-1.3893757153012554,-3.74623912329507,-2.7029128281437886,-0.9306263227586189
86,-0.047778278785459705,-2.50536550141901,-1.1948258671527934,3.4315501880031962,2.690583371688049,3.0767022382761633,-0.7134809896721217,-4.433683778745257,-7.0983023120615,9.30348578786242,2.143952280645045,0.0018479944439819818,-6.199948307614123,-0.11886639804087756
87,1.2700604303111374,-3.6368798218111564,-1.1006651967377379,1.6490108152762528,0.9191373974489214,1.4927454028800358,0.782402572666907,-4.197949188492844,-2.704629938312364,9.76117314591649,-0.7851200337393505,-2.430350975825246,-2.692352530509212,-0.12872445545601277
88,0.2821157582702183,-4.35436698163334,-0.2834427493008995,2.9532844824156412,2.9416979829123613,3.5052302498744803,0.2857880352732378,-4.410654458713637,-5.993950851432039,14.644886651667177,2.335574443527877,-2.0684636073338036,-6.545215833184992,0.2532679324878678
89,0.372795073663057,-3.750635557360038,-0.9494804912719035,1.2855667709901875,0.6848980679474592,0.7974074196871572,0.12922979981716542,-2.6680681543008955,-2.3995685583901083,13.577983873897004,0.5058167323911955,-0.7812844368339955,-1.9713160697278909,0.3717957285006458
90,0.5478222979160563,-4.179939135268906,-0.5943742349503234,3.8599216541105097,3.1178170676949835,3.5540504505969017,0.6022385967268562,-5.213701212818467,-2.713416487270315,5.478257360571737,2.9630299730001086,-4.175030134725355,-3.0710054266868014,0.013513136068998843
91,0.9331139589325188,-2.308630044950466,-1.157169982902606,4.951250482801839,4.480365350809157,4.2373603617643525,0.7209704076801215,-3.4931142709402563,-3.4810034238859644,2.8101450916704906,4.376258661794019,-2.5867050897674715,-3.7401780375625027,0.44174334349563316
92,1.7117461640721032,-1.3494002737790223,0.022938145026196732,4.131411729092349,3.2821180490149593,3.6727317913042734,1.0346645517188224,-2.7707239492960833,-0.8110983800023286,-0.3323754015101654,2.4781402088048243,0.43592600458000064,-1.1850803290612055,0.7939229469203634
93,-2.8437934831781364,-6.507571768329812,-4.904720123350104,7.223550063641571,7.049371659930836,5.441244481657326,-3.5416693400553756,-6.168046617274747,-3.295201326758823,3.1172244837793905,1.543944834109745,-6.467120940546057,-3.7103063478522436,-1.0048534172481869
94,-0.2057394968407733,-3.7808731684144226,-1.5579824271672815,-0.5974100664346671,1.3922367117725098,1.7586177369614764,-0.40677732661570376,-5.958941884823544,-6.212849308537094,5.743379873190024,-0.3733845069026964,-3.5217409347243156,-6.114920759517661,-1.5258758121580114
95,-0.5791336104957412,-4.069916737100732,-2.162059829208429,1.5901185178170518,1.136755417001467,1.0283893506665254,-1.0852821985374628,-4.529289285329807,-3.0479797360759897,8.881698833052088,-0.1156935130764647,-3.386721870956644,-2.5812411739077668,-0.6861812181655311
96,-0.5626468895040704,-3.6406194777930057,-1.6892569818312775,2.251774066612955,4.58666099380447,4.754003680084329,-0.7660343125209135,-5.096717332470135,-3.1348229942956385,8.667655365006521,1.9354047225903948,-5.62570649996016,-3.3590629725443577,-0.12918220252468365
97,-0.5848852500429214,-2.8769169800635375,-2.7088275197023948,4.963162397888999,5.1121409695571,5.676977839045206,-1.3161898047471587,-3.144759034933464,-4.41563220309834,0.8276040001509055,4.321286362708243,-2.813913008193647,-3.691890006869203,-0.05014171063847804
98,-0.6282596010765085,-3.330009469783335,-2.527211055274159,4.990355471795127,4.5248760641639185,3.9500598986281776,-1.6014618051050866,-4.6280903485161335,-2.6721905973698723,-1.573725381005342,2.9617165886436148,-3.8894408074492293,-2.630987959723796,-0.542643769390202
99,-2.0105560018429336,-4.2196787942146985,-3.995905160574198,1.8382684839505004,1.5275313916008892,1.9999445174313402,-2.765781214019314,-5.9396192731581365,-6.96703812995726,0.7342960787386277,1.005395556787625,-5.451461537651725,-6.400528689470564,-2.3573179055676805
100,-0.6054521949273806,-1.7020611115591944,-1.2099843326074722,-0.49887508021119187,-0.2066976669477416,-0.31281992685383564,-0.9092855393558752,-3.0137584587769495,-5.231612103657413,4.110439919561992,-1.398375489939152,-2.187363176714352,-4.7728718641370405,-1.3799013097019697
101,-1.5443723829300482,-5.092047493247631,-1.7782740507220507,1.309722280499348,1.2071761826842997,1.718331508749904,-1.7845804558362377,-3.982640126547443,-2.06761422963353,3.7119084556203163,2.321531894666584,-4.0730886486068485,-2.0941269567850918,-0.9344672324683407
102,0.9299617174818753,-2.346245993576268,-0.336714047655573,1.8873285877330281,2.13643701557813,2.9158781432843783,0.5048312025361157,-2.7032487385525106,-2.275469861075874,7.207925207762356,2.746286888327354,-2.6201587797505255,-1.856681153912143,0.4761638606292571
103,-2.5935984339070517,-1.4292985048319329,-3.643775574617558,-2.6096345136375265,0.7536284911794477,1.1003253878257402,-2.8307540136368825,-1.8805886975287844,-2.448626530766018,8.464700637700451,-0.48764046951743634,-0.7746924164957925,-2.2026820678645143,-0.814048977392143
