Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
2012-01-13,12.567190170288086,8.920999526977539,15.502923965454102,62.83519744873047,,22.026432037353516,0.3143201768398285,51.44438552856445,100.09806823730469,1.519333004951477,20.90999984741211,14.993213653564453,8.920999526977539,15.640390396118164,76.38999938964844,,28.25,0.34325000643730164,58.18000030517578,128.83999633789062,1.519333004951477,20.90999984741211,15.016071319580078,8.9399995803833,15.689438819885254,76.4800033569336,,28.25,0.35074999928474426,58.20000076293945,129.0500030517578,1.899999976158142,22.43000030517578,14.952142715454102,8.675000190734863,15.542041778564453,75.5999984741211,,27.790000915527344,0.34150001406669617,57.68000030517578,127.72000122070312,1.5093330144882202,20.90999984741211,14.989286422729492,8.790499687194824,15.672171592712402,76.18000030517578,,27.93000030517578,0.3499999940395355,58.08000183105469,128.63999938964844,1.8933329582214355,21.40999984741211,226021600.0,95070000.0,92199708.0,42600400.0,,60196100.0,504300000.0,35980400.0,179836200.0,82506000.0,0
2012-01-17,12.713573455810547,9.083000183105469,15.591971397399902,62.81053161621094,,22.03423500061035,0.30951252579689026,51.91300964355469,100.4865493774414,1.773332953453064,22.200000762939453,15.16785717010498,9.083000183105469,15.730230331420898,76.36000061035156,,28.260000228881836,0.33799999952316284,58.709999084472656,129.33999633789062,1.773332953453064,22.200000762939453,15.213929176330566,9.164999961853027,15.815315246582031,77.2699966430664,,28.649999618530273,0.34850001335144043,58.959999084472656,130.32000732421875,1.8226670026779175,22.25,15.105713844299316,8.92549991607666,15.657657623291016,76.12999725341797,,28.170000076293945,0.3375000059604645,58.4900016784668,128.89999389648438,1.7606669664382935,20.690000534057617,15.149999618530273,9.007499694824219,15.815315246582031,77.0999984741211,,28.399999618530273,0.34850001335144043,58.689998626708984,130.0800018310547,1.7746670246124268,20.899999618530273,242897200.0,112890000.0,76295628.0,34518400.0,,72395300.0,627176000.0,41790800.0,132209200.0,69774000.0,0
2012-01-18,12.845589637756348,9.472000122070312,15.699378967285156,63.92920684814453,,22.010847091674805,0.32004326581954956,52.60270690917969,101.59752655029297,1.7873330116271973,20.889999389648438,15.325357437133789,9.472000122070312,15.83858871459961,77.72000122070312,,28.229999542236328,0.34950000047683716,59.4900016784668,130.77000427246094,1.7873330116271973,20.889999389648438,15.338213920593262,9.512499809265137,15.865865707397461,77.7300033569336,,28.399999618530273,0.35225000977516174,59.4900016784668,130.83999633789062,1.7920000553131104,23.440000534057617,15.225000381469727,9.055999755859375,15.56856918334961,76.1500015258789,,27.969999313354492,0.34275001287460327,58.68000030517578,129.0800018310547,1.75,20.780000686645508,15.248571395874023,9.097000122070312,15.68143081665039,76.31999969482422,,28.309999465942383,0.34450000524520874,58.81999969482422,129.30999755859375,1.7793329954147339,23.200000762939453,276791200.0,149470000.0,110357532.0,49330800.0,,64860600.0,632676000.0,48692700.0,163395200.0,18903000.0,0
2012-01-19,12.804879188537598,9.72249984741211,15.864580154418945,64.32405090332031,,21.925077438354492,0.3285137116909027,52.92988204956055,102.13359832763672,1.784000039100647,19.8700008392334,15.276785850524902,9.72249984741211,16.0052547454834,78.19999694824219,,28.1200008392334,0.35874998569488525,59.86000061035156,131.4600067138672,1.784000039100647,19.8700008392334,15.406070709228516,9.79699993133545,16.040790557861328,78.36000061035156,,28.440000534057617,0.359250009059906,59.970001220703125,131.57000732421875,1.8493330478668213,20.8700008392334,15.232500076293945,9.517999649047852,15.802302360534668,77.66000366210938,,28.030000686645508,0.3487499952316284,59.650001525878906,130.8000030517578,1.7740000486373901,19.450000762939453,15.362500190734863,9.543999671936035,16.040790557861328,78.12999725341797,,28.15999984741211,0.35249999165534973,59.7599983215332,131.22000122070312,1.8126670122146606,20.489999771118164,261738400.0,141920000.0,251959788.0,35830500.0,,74053500.0,608312000.0,47774500.0,126328900.0,18694500.0,0
2012-01-20,12.58186149597168,9.546500205993652,14.535523414611816,64.36518096923828,,23.1648006439209,0.32553762197494507,52.850303649902344,102.51426696777344,1.773332953453064,18.280000686645508,15.010713577270508,9.546500205993652,14.664414405822754,78.25,,29.709999084472656,0.3555000126361847,59.77000045776367,131.9499969482422,1.773332953453064,18.280000686645508,15.26785659790039,9.645000457763672,14.789790153503418,78.51000213623047,,29.739999771118164,0.36250001192092896,59.79999923706055,131.9499969482422,1.7999999523162842,19.940000534057617,14.991070747375488,9.45199966430664,14.55705738067627,77.9000015258789,,28.75,0.3542500138282776,59.560001373291016,130.9199981689453,1.7599999904632568,18.15999984741211,15.267499923706055,9.535499572753906,14.778027534484863,78.0999984741211,,28.81999969482422,0.3582499921321869,59.599998474121094,131.24000549316406,1.7933330535888672,19.90999984741211,413974400.0,112206000.0,422628948.0,42221200.0,,165902900.0,546272000.0,41041700.0,138230200.0,9934500.0,0
2012-01-23,12.794702529907227,9.304499626159668,14.523866653442383,64.28290557861328,,23.180387496948242,0.33446595072746277,52.867977142333984,102.25011444091797,1.7846670150756836,18.670000076293945,15.264642715454102,9.304499626159668,14.652652740478516,78.1500015258789,,29.729999542236328,0.36524999141693115,59.790000915527344,131.61000061035156,1.7846670150756836,18.670000076293945,15.301786422729492,9.58650016784668,14.731230735778809,78.83999633789062,,29.950000762939453,0.36550000309944153,60.209999084472656,132.25,1.8140000104904175,19.309999465942383,15.08214282989502,9.261500358581543,14.59359359741211,77.55000305175781,,29.350000381469727,0.3512499928474426,59.439998626708984,130.97999572753906,1.773332953453064,18.549999237060547,15.095356941223145,9.53950023651123,14.664665222167969,78.26000213623047,,29.549999237060547,0.3557499945163727,59.779998779296875,131.50999450683594,1.7873330116271973,19.219999313354492,306062400.0,91706000.0,136379484.0,37481400.0,,76078100.0,562792000.0,40958300.0,129295800.0,8919000.0,0
2012-01-24,12.585156440734863,9.350000381469727,14.410011291503906,64.65303802490234,,22.87630844116211,0.3420203924179077,52.77072525024414,102.13359832763672,1.8279999494552612,18.90999984741211,15.014642715454102,9.350000381469727,14.537788391113281,78.5999984741211,,29.34000015258789,0.3734999895095825,59.68000030517578,131.4600067138672,1.8279999494552612,18.90999984741211,15.182143211364746,9.420499801635742,14.706707000732422,78.75,,29.56999969482422,0.375,59.84000015258789,131.5,1.8453329801559448,20.0,14.983928680419922,9.190999984741211,14.46446418762207,77.2699966430664,,29.18000030517578,0.36250001192092896,59.40999984741211,130.60000610351562,1.762666940689087,18.6299991607666,15.182143211364746,9.25,14.672673225402832,77.68000030517578,,29.469999313354492,0.36274999380111694,59.52000045776367,130.8000030517578,1.775333046913147,19.760000228881836,547638000.0,93476000.0,122109768.0,49856900.0,,51703300.0,730920000.0,38440200.0,103083300.0,12870000.0,0
2012-01-25,13.370953559875488,9.390000343322754,14.126241683959961,65.20418548583984,,23.047834396362305,0.33996015787124634,53.43388366699219,102.98819732666016,1.8646670579910278,18.309999465942383,15.952142715454102,9.390000343322754,14.25150203704834,79.2699966430664,,29.559999465942383,0.3712500035762787,60.43000030517578,132.55999755859375,1.8646670579910278,18.309999465942383,16.230356216430664,9.408499717712402,14.482232093811035,79.56999969482422,,29.649999618530273,0.3722499907016754,60.58000183105469,132.8699951171875,1.8673330545425415,19.549999237060547,15.84749984741211,9.230500221252441,14.173673629760742,78.19000244140625,,29.06999969482422,0.3529999852180481,59.83000183105469,130.75,1.803333044052124,17.149999618530273,16.229999542236328,9.349499702453613,14.452201843261719,78.5999984741211,,29.06999969482422,0.3634999990463257,60.2599983215332,131.25999450683594,1.8179999589920044,19.350000381469727,958314000.0,86128000.0,199308492.0,68272900.0,,59231700.0,1274152000.0,61591800.0,198613200.0,9168000.0,0
2012-01-26,13.310187339782715,9.666000366210938,14.09176254272461,65.1301498413086,,23.00106430053711,0.33675509691238403,53.248191833496094,102.4599380493164,1.929332971572876,18.56999969482422,15.879643440246582,9.666000366210938,14.216716766357422,79.18000030517578,,29.5,0.36774998903274536,60.220001220703125,131.8800048828125,1.929332971572876,18.56999969482422,16.028213500976562,9.742500305175781,14.376376152038574,79.91000366210938,,29.700000762939453,0.38100001215934753,60.79999923706055,133.39999389648438,1.972000002861023,19.170000076293945,15.82642936706543,9.43649959564209,14.127878189086914,78.75,,29.399999618530273,0.3657500147819519,59.93000030517578,131.36000061035156,1.8666670322418213,16.799999237060547,16.01285743713379,9.46500015258789,14.313814163208008,79.86000061035156,,29.610000610351562,0.37674999237060547,60.689998626708984,133.14999389648438,1.8713330030441284,17.959999084472656,323985200.0,117472000.0,128918952.0,52755700.0,,49102800.0,799672000.0,37852700.0,184880500.0,19066500.0,0
2012-01-27,13.38951587677002,9.768500328063965,14.386445999145508,65.57437896728516,,22.790538787841797,0.34133362770080566,53.4073600769043,102.41331481933594,1.9553329944610596,18.530000686645508,15.974286079406738,9.768500328063965,14.51401424407959,79.72000122070312,,29.229999542236328,0.37275001406669617,60.400001525878906,131.82000732421875,1.9553329944610596,18.530000686645508,16.01714324951172,9.824999809265137,14.522522926330566,79.77999877929688,,29.530000686645508,0.3747499883174896,60.5099983215332,132.0500030517578,1.9813330173492432,19.15999984741211,15.848929405212402,9.616499900817871,14.247496604919434,78.7699966430664,,29.170000076293945,0.36250001192092896,60.060001373291016,131.14999389648438,1.899999976158142,18.260000228881836,15.869285583496094,9.654500007629395,14.283783912658691,78.80000305175781,,29.450000762939453,0.36550000309944153,60.09000015258789,131.24000549316406,1.899999976158142,19.15999984741211,299709200.0,93180000.0,144555300.0,52203500.0,,44187700.0,449996000.0,45532300.0,135259100.0,11226000.0,0
2012-01-30,13.56104564666748,9.607500076293945,14.329644203186035,65.0643310546875,,23.086822509765625,0.3388156294822693,53.45158004760742,102.06369018554688,1.9713330268859863,19.399999618530273,16.17892837524414,9.607500076293945,14.456707000732422,79.0999984741211,,29.610000610351562,0.3700000047683716,60.45000076293945,131.3699951171875,1.9713330268859863,19.399999618530273,16.21071434020996,9.75,14.514514923095703,79.43000030517578,,29.6200008392334,0.37174999713897705,60.540000915527344,131.44000244140625,1.9739999771118164,20.329999923706055,15.90678596496582,9.506500244140625,14.349349021911621,78.5199966430664,,28.829999923706055,0.3607499897480011,59.65999984741211,130.05999755859375,1.9019999504089355,19.3799991607666,15.918213844299316,9.684000015258789,14.465716361999512,79.08000183105469,,28.969999313354492,0.36625000834465027,59.88999938964844,130.50999450683594,1.965999960899353,20.329999923706055,379341200.0,108482000.0,93126780.0,46332400.0,,51114800.0,399076000.0,42797800.0,147311800.0,10935000.0,0
2012-01-31,13.664922714233398,9.722000122070312,14.389671325683594,64.99850463867188,,23.024444580078125,0.3381286859512329,53.522300720214844,102.02483367919922,1.937999963760376,19.440000534057617,16.3028564453125,9.722000122070312,14.517267227172852,79.0199966430664,,29.530000686645508,0.36924999952316284,60.529998779296875,131.32000732421875,1.937999963760376,19.440000534057617,16.365713119506836,9.781499862670898,14.614615440368652,79.81999969482422,,29.700000762939453,0.3712500035762787,60.86000061035156,132.17999267578125,2.0,19.84000015258789,16.18107032775879,9.484999656677246,14.393142700195312,78.58000183105469,,29.229999542236328,0.36274999380111694,60.13999938964844,130.67999267578125,1.9246670007705688,18.1299991607666,16.27107048034668,9.699999809265137,14.589590072631836,79.66000366210938,,29.65999984741211,0.3709999918937683,60.75,132.02000427246094,1.9933329820632935,19.06999969482422,391683600.0,255444000.0,85610304.0,52024000.0,,50572400.0,357900000.0,51449600.0,157212000.0,14346000.0,0
2012-02-01,13.656237602233887,8.972999572753906,14.40753173828125,66.39688110351562,,23.305137634277344,0.3417915999889374,53.95558166503906,102.91828918457031,1.972000002861023,18.549999237060547,16.292499542236328,8.972999572753906,14.535284996032715,80.72000122070312,,29.889999389648438,0.37325000762939453,61.02000045776367,132.47000122070312,1.972000002861023,18.549999237060547,16.392499923706055,8.9975004196167,14.652152061462402,80.9000015258789,,30.049999237060547,0.3774999976158142,61.2400016784668,133.13999938964844,1.9800000190734863,18.81999969482422,16.269643783569336,8.600000381469727,14.492993354797363,79.47000122070312,,29.760000228881836,0.3682500123977661,60.65999984741211,132.1300048828125,1.9333330392837524,17.989999771118164,16.37178611755371,8.690500259399414,14.638137817382812,79.76000213623047,,29.790000915527344,0.3734999895095825,60.880001068115234,132.2899932861328,1.937999963760376,18.68000030517578,270046000.0,426732000.0,92735172.0,67292200.0,,67409900.0,428020000.0,46146700.0,166234500.0,7848000.0,0
2012-02-02,13.624213218688965,9.086000442504883,14.51369571685791,66.7752685546875,,23.3519287109375,0.35461172461509705,54.12358093261719,103.08142852783203,2.016666889190674,17.979999542236328,16.25428581237793,9.086000442504883,14.6423921585083,81.18000030517578,,29.950000762939453,0.38725000619888306,61.209999084472656,132.67999267578125,2.016666889190674,17.979999542236328,16.327499389648438,9.097000122070312,14.674924850463867,81.52999877929688,,30.170000076293945,0.38874998688697815,61.40999984741211,133.02000427246094,2.058666944503784,18.5,16.213571548461914,8.84000015258789,14.566567420959473,80.73999786376953,,29.709999084472656,0.3714999854564667,60.970001220703125,132.2100067138672,1.9739999771118164,17.979999542236328,16.282142639160156,8.982500076293945,14.636385917663574,81.04000091552734,,29.899999618530273,0.3752500116825104,61.220001220703125,132.72999572753906,1.9813330173492432,18.3799991607666,186796400.0,174726000.0,96491412.0,46400100.0,,52223300.0,696236000.0,46373600.0,113090400.0,12085500.0,0
2012-02-03,13.760716438293457,9.383999824523926,14.792010307312012,68.23119354248047,,23.57802963256836,0.36216628551483154,54.86634063720703,104.5265121459961,2.076667070388794,17.100000381469727,16.417142868041992,9.383999824523926,14.923172950744629,82.94999694824219,,30.239999771118164,0.3955000042915344,62.04999923706055,134.5399932861328,2.076667070388794,17.100000381469727,16.428571701049805,9.395000457763672,14.941692352294922,83.22000122070312,,30.399999618530273,0.3987500071525574,62.119998931884766,134.6199951171875,2.0886669158935547,17.31999969482422,16.270000457763672,9.094499588012695,14.71596622467041,82.23999786376953,,30.09000015258789,0.3922500014305115,61.68000030517578,133.77000427246094,2.016666889190674,16.100000381469727,16.332143783569336,9.141500473022461,14.781281471252441,82.47000122070312,,30.139999389648438,0.3930000066757202,61.779998779296875,134.0,2.0273330211639404,16.84000015258789,286599600.0,162410000.0,126613260.0,72738000.0,,41838500.0,495232000.0,36453800.0,160598500.0,11467500.0,0
2012-02-06,13.889134407043457,9.156999588012695,15.1085205078125,68.00910949707031,,23.54684066772461,0.35941922664642334,54.822120666503906,104.45657348632812,2.119999885559082,17.760000228881836,16.570356369018555,9.156999588012695,15.242491722106934,82.68000030517578,,30.200000762939453,0.39250001311302185,62.0,134.4499969482422,2.119999885559082,17.760000228881836,16.606428146362305,9.32800006866455,15.286035537719727,82.93000030517578,,30.219999313354492,0.39399999380111694,62.02000045776367,134.50999450683594,2.126667022705078,18.020000457763672,16.364286422729492,9.145999908447266,14.86511516571045,82.37000274658203,,29.969999313354492,0.3889999985694885,61.65999984741211,133.8300018310547,2.069999933242798,16.110000610351562,16.37071418762207,9.314000129699707,14.89013957977295,82.56999969482422,,30.040000915527344,0.3935000002384186,61.81999969482422,133.97999572753906,2.0733330249786377,17.979999542236328,249412800.0,106200000.0,147036816.0,34516000.0,,28039700.0,278868000.0,28541300.0,107694500.0,9781500.0,0
2012-02-07,14.034624099731445,9.209500312805176,15.050972938537598,67.96796417236328,,23.663793563842773,0.3603348731994629,54.937068939208984,104.72073364257812,2.1066670417785645,17.649999618530273,16.743928909301758,9.209500312805176,15.184433937072754,82.62999725341797,,30.350000381469727,0.3935000002384186,62.130001068115234,134.7899932861328,2.1066670417785645,17.649999618530273,16.77678680419922,9.246999740600586,15.25,82.98999786376953,,30.489999771118164,0.3957499861717224,62.25,135.02000427246094,2.119999885559082,18.100000381469727,16.59214210510254,9.102999687194824,15.109108924865723,82.08000183105469,,30.049999237060547,0.3865000009536743,61.66999816894531,133.63999938964844,2.0546669960021973,17.5,16.616071701049805,9.132499694824219,15.193943977355957,82.61000061035156,,30.149999618530273,0.3930000066757202,61.95000076293945,134.1699981689453,2.119999885559082,17.93000030517578,316223600.0,102078000.0,83600316.0,41623400.0,,39242400.0,410296000.0,37935700.0,135528100.0,15324000.0,0
2012-02-08,14.269621849060059,9.27400016784668,15.127372741699219,68.11602783203125,,23.90550994873047,0.37338390946388245,55.228858947753906,105.03150939941406,2.128667116165161,18.15999984741211,17.0242862701416,9.27400016784668,15.26151180267334,82.80999755859375,,30.65999984741211,0.4077500104904175,62.459999084472656,135.19000244140625,2.128667116165161,18.15999984741211,17.028213500976562,9.32450008392334,15.299049377441406,83.20999908447266,,30.670000076293945,0.4154999852180481,62.459999084472656,135.22000122070312,2.134000062942505,18.459999084472656,16.774999618530273,9.145500183105469,15.133633613586426,81.93000030517578,,30.219999313354492,0.39149999618530273,61.90999984741211,134.30999755859375,2.0859999656677246,17.530000686645508,16.803571701049805,9.2475004196167,15.231230735778809,82.80000305175781,,30.260000228881836,0.3935000002384186,62.13999938964844,134.86000061035156,2.1066670417785645,17.790000915527344,407890000.0,109532000.0,73382544.0,46697400.0,,49659100.0,847612000.0,41171100.0,139361400.0,9355500.0,0
2012-02-09,14.763257026672363,9.24899959564209,15.16731071472168,67.77879333496094,,23.99127197265625,0.3731548488140106,55.62677764892578,105.16358947753906,2.171999931335449,18.6299991607666,17.61321449279785,9.24899959564209,15.301801681518555,82.4000015258789,,30.770000457763672,0.4074999988079071,62.90999984741211,135.36000061035156,2.171999931335449,18.6299991607666,17.741071701049805,9.284500122070312,15.377878189086914,83.02999877929688,,30.799999237060547,0.41499999165534973,62.97999954223633,135.58999633789062,2.1933329105377197,18.719999313354492,17.162857055664062,9.088000297546387,15.240240097045898,81.83999633789062,,30.479999542236328,0.40674999356269836,62.31999969482422,134.55999755859375,2.0953330993652344,18.06999969482422,17.170000076293945,9.225000381469727,15.315815925598145,83.0199966430664,,30.68000030517578,0.4127500057220459,62.70000076293945,135.41000366210938,2.1333329677581787,18.1200008392334,884214800.0,143784000.0,90497412.0,48712500.0,,50481600.0,561944000.0,46856400.0,148602900.0,19156500.0,0
