Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOGL,IWM,META,MSFT,NVDA,QQQ,SPY,TSLA,^VIX,AAPL,AMZN,GOOGL,IWM,META,MSFT,NVDA,QQQ,SPY,TSLA,^VIX,AAPL,AMZN,GOOGL,IWM,META,MSFT,NVDA,QQQ,SPY,TSLA,^VIX,AAPL,AMZN,GOOGL,IWM,META,MSFT,NVDA,QQQ,SPY,TSLA,^VIX,AAPL,AMZN,GOOGL,IWM,META,MSFT,NVDA,QQQ,SPY,TSLA,^VIX,AAPL,AMZN,GOOGL,IWM,META,MSFT,NVDA,QQQ,SPY,TSLA,^VIX
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-03,12.310347557067871,8.951499938964844,16.50554084777832,61.667198181152344,,20.872486114501953,0.3214168846607208,50.312564849853516,99.05704498291016,1.871999979019165,22.969999313354492,14.686785697937012,8.951499938964844,16.651901245117188,74.97000122070312,,26.770000457763672,0.35100001096725464,56.900001525878906,127.5,1.871999979019165,22.969999313354492,14.73214340209961,8.973999977111816,16.720470428466797,75.87000274658203,,26.959999084472656,0.36000001430511475,57.189998626708984,128.3800048828125,1.9666670560836792,23.100000381469727,14.60714340209961,8.77750015258789,16.325576782226562,74.7699966430664,,26.389999389648438,0.3502500057220459,56.75,127.43000030517578,1.8433330059051514,22.540000915527344,14.621429443359375,8.794500350952148,16.339839935302734,75.68000030517578,,26.549999237060547,0.35749998688697815,56.90999984741211,127.76000213623047,1.929332971572876,22.950000762939453,302220800.0,102216000.0,146912940.0,60504700.0,,64731500.0,468044000.0,39514100.0,193697900.0,13921500.0,0
2012-01-04,12.376500129699707,8.875499725341797,16.576736450195312,61.3299446105957,,21.36369514465332,0.3250797986984253,50.52476501464844,99.21240234375,1.8473329544067383,22.219999313354492,14.765713691711426,8.875499725341797,16.723724365234375,74.55999755859375,,27.399999618530273,0.35499998927116394,57.13999938964844,127.69999694824219,1.8473329544067383,22.219999313354492,14.8100004196167,9.024999618530273,16.77302360534668,74.86000061035156,,27.469999313354492,0.3564999997615814,57.220001220703125,127.80999755859375,1.9113329648971558,23.729999542236328,14.617142677307129,8.803500175476074,16.532032012939453,74.06999969482422,,26.780000686645508,0.3479999899864197,56.560001373291016,126.70999908447266,1.8333330154418945,22.219999313354492,14.64285659790039,8.96049976348877,16.642391204833984,74.58000183105469,,26.81999969482422,0.3512499928474426,56.810001373291016,127.19999694824219,1.880666971206665,23.440000534057617,260022000.0,84104000.0,114445440.0,34648500.0,,80516100.0,347372000.0,29403400.0,127186500.0,9451500.0,0
2012-01-05,12.513903617858887,8.880499839782715,16.346790313720703,61.67539596557617,,21.582008361816406,0.33675509691238403,50.94034957885742,99.47657775878906,1.8079999685287476,21.479999542236328,14.929642677307129,8.880499839782715,16.491741180419922,74.9800033569336,,27.68000030517578,0.36774998903274536,57.61000061035156,128.0399932861328,1.8079999685287476,21.479999542236328,14.948213577270508,8.912500381469727,16.61586570739746,75.33999633789062,,27.729999542236328,0.3695000112056732,57.65999984741211,128.22999572753906,1.8619999885559082,23.09000015258789,14.738213539123535,8.702500343322754,16.42217254638672,73.37000274658203,,27.290000915527344,0.351749986410141,56.79999923706055,126.43000030517578,1.7899999618530273,21.34000015258789,14.819643020629883,8.79699993133545,16.569820404052734,74.02999877929688,,27.3799991607666,0.35324999690055847,57.02000045776367,127.01000213623047,1.8506669998168945,22.75,271269600.0,76182000.0,131184684.0,57274600.0,,56081400.0,563548000.0,41260600.0,173895000.0,15082500.0,0
2012-01-06,12.644721984863281,9.130499839782715,16.123796463012695,61.51913070678711,,21.917274475097656,0.33286330103874207,51.11721420288086,99.22016143798828,1.7940000295639038,20.6299991607666,15.085714340209961,9.130499839782715,16.266767501831055,74.79000091552734,,28.110000610351562,0.3634999990463257,57.810001373291016,127.70999908447266,1.7940000295639038,20.6299991607666,15.098214149475098,9.232500076293945,16.516517639160156,75.37999725341797,,28.190000534057617,0.36774998903274536,57.939998626708984,128.22000122070312,1.852666974067688,21.719999313354492,14.972143173217773,8.875,16.261011123657227,74.2699966430664,,27.530000686645508,0.359250009059906,57.400001525878906,127.29000091552734,1.7606669664382935,20.579999923706055,14.991786003112793,8.903499603271484,16.4952449798584,75.0199966430664,,27.530000686645508,0.3675000071525574,57.619998931884766,128.1999969482422,1.8133330345153809,21.239999771118164,318292800.0,140168000.0,107608284.0,45499800.0,,99455500.0,533252000.0,46325200.0,148050000.0,14794500.0,0
2012-01-09,12.624665260314941,8.928000450134277,15.440166473388672,61.83169174194336,,21.628787994384766,0.33286330103874207,50.9492073059082,99.46101379394531,1.8166669607162476,21.06999969482422,15.061785697937012,8.928000450134277,15.57707691192627,75.16999816894531,,27.739999771118164,0.3634999990463257,57.619998931884766,128.02000427246094,1.8166669607162476,21.06999969482422,15.276785850524902,9.218500137329102,16.191190719604492,75.30000305175781,,28.100000381469727,0.37049999833106995,57.97999954223633,128.17999267578125,1.8326669931411743,21.780000686645508,15.048213958740234,8.850000381469727,15.546296119689941,74.41000366210938,,27.719999313354492,0.3610000014305115,57.43000030517578,127.41000366210938,1.7413330078125,21.0,15.196429252624512,9.137999534606934,16.178678512573242,75.13999938964844,,28.049999237060547,0.36375001072883606,57.959999084472656,128.0,1.7999999523162842,21.670000076293945,394024400.0,101138000.0,232671096.0,52042400.0,,59706800.0,508244000.0,39195500.0,99530200.0,13455000.0,0
2012-01-10,12.669869422912598,8.967000007629395,15.457033157348633,62.73651885986328,,21.706762313842773,0.3314897119998932,51.32057571411133,100.32339477539062,1.841333031654358,20.690000534057617,15.115714073181152,8.967000007629395,15.594094276428223,76.2699966430664,,27.84000015258789,0.3619999885559082,58.040000915527344,129.1300048828125,1.841333031654358,20.690000534057617,15.214285850524902,9.119999885559082,15.860860824584961,76.43000030517578,,28.149999618530273,0.36924999952316284,58.400001525878906,129.64999389648438,1.8506669998168945,20.690000534057617,15.053570747375488,8.854999542236328,15.438187599182129,75.95999908447266,,27.75,0.359499990940094,57.63999938964844,128.9499969482422,1.8166669607162476,20.049999237060547,15.211071014404297,9.055000305175781,15.759510040283203,76.16000366210938,,27.93000030517578,0.36899998784065247,58.22999954223633,129.38999938964844,1.829332947731018,20.139999389648438,258196400.0,79716000.0,175648176.0,42977600.0,,60014400.0,546328000.0,35949900.0,115282000.0,10077000.0,0
2012-01-11,12.649215698242188,8.944999694824219,15.526983261108398,62.983280181884766,,21.613201141357422,0.32485097646713257,51.426700592041016,100.37776184082031,1.8819999694824219,21.049999237060547,15.091071128845215,8.944999694824219,15.664665222167969,76.56999969482422,,27.719999313354492,0.35475000739097595,58.15999984741211,129.1999969482422,1.8819999694824219,21.049999237060547,15.101785659790039,9.03849983215332,15.750500679016113,76.66999816894531,,27.979999542236328,0.3619999885559082,58.290000915527344,129.3699951171875,1.8919999599456787,21.219999313354492,14.975357055664062,8.909500122070312,15.543543815612793,75.87000274658203,,27.3700008392334,0.35324999690055847,57.810001373291016,128.52000427246094,1.8200000524520874,20.979999542236328,15.09571361541748,8.982000350952148,15.603102684020996,75.94999694824219,,27.43000030517578,0.35874998569488525,58.029998779296875,128.72999572753906,1.841333031654358,21.18000030517578,215084800.0,62054000.0,95904000.0,33445800.0,,65582400.0,484272000.0,37144100.0,111540700.0,10084500.0,0
2012-01-12,12.614486694335938,8.796500205993652,15.618265151977539,63.17247009277344,,21.831520080566406,0.3227905035018921,51.63005447387695,100.61859893798828,1.8833329677581787,20.469999313354492,15.049642562866211,8.796500205993652,15.756756782531738,76.80000305175781,,28.0,0.35249999165534973,58.38999938964844,129.50999450683594,1.8833329677581787,20.469999313354492,15.103570938110352,8.974499702453613,15.838088035583496,76.91999816894531,,28.020000457763672,0.3557499945163727,58.470001220703125,129.6999969482422,1.9079999923706055,22.030000686645508,14.95535659790039,8.787500381469727,15.678177833557129,75.94000244140625,,27.649999618530273,0.34474998712539673,57.86000061035156,128.5399932861328,1.8539999723434448,20.459999084472656,15.081428527832031,8.970999717712402,15.796296119689941,76.79000091552734,,27.8700008392334,0.3555000126361847,58.290000915527344,129.57000732421875,1.8986669778823853,21.010000228881836,212587200.0,107716000.0,74932992.0,36131400.0,,49370800.0,652364000.0,26188300.0,118983700.0,10939500.0,0
