event_date,event_id,country,material_group,shock_type,ticker,channel,metric,ratio,pre_mean,post_mean,anchor_date,pre_start,pre_end,post_start,post_end,n_pre,n_post,boot_p_value,boot_n_anchors,boot_null_mean,boot_null_p95,boot_null_p99
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,TAN,clean_energy,rv5,1.6427042868012576,0.0005097789715606148,0.0008374161019037583,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-27,25,5,0.194,779,1.121788129478586,3.24599463270095,5.633152916920795
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,TAN,clean_energy,rv22,1.8931307966077735,0.0005097789715606148,0.0009650782705244383,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-11-21,25,22,0.133,762,1.1481874400601577,2.5234046005553514,2.9921363248239463
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,TAN,clean_energy,jump5_abs,2.8678981720626804,0.01743799152112178,0.02310777590331974,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-27,25,5,0.158,779,2.048859082242054,4.0099319793847465,5.821586185284707
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,URA,uranium_nuclear,t1_r2,0.0025312383825673826,0.0005394658164638789,1.3655165807164212e-06,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-23,25,1,0.958,783,1.2514990082132043,4.495769127765988,13.120959101975725
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,URA,uranium_nuclear,rv5,0.603497681312905,0.0005394658164638789,0.0003255663693835241,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-27,25,5,0.678,779,1.2213614395267531,3.81947313692336,7.249447129752782
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,URA,uranium_nuclear,rv22,0.7361978933619507,0.0005394658164638789,0.00039715359762149236,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-11-21,25,22,0.74,762,1.1381200712722206,2.51746765871284,2.9699812433561585
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,URA,uranium_nuclear,jump5_abs,1.2272307731423655,0.019643232202433338,0.01534678257812242,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-27,25,5,0.837,779,2.1048231752181525,3.6521645164058025,5.576658344558342
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,XLI,industrials,t1_r2,0.3274798665550492,6.663701528828115e-05,2.182228087423308e-05,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-23,25,1,0.572,783,1.245121490962725,4.993192698283051,8.297344286361268
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,XLI,industrials,rv5,1.0246683403970311,6.663701528828115e-05,6.828083986445464e-05,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-27,25,5,0.41,779,1.2086003070039688,2.843348211798771,8.521272708279833
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,XLI,industrials,rv22,1.1800084555997556,6.663701528828115e-05,7.863224149610194e-05,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-11-21,25,22,0.432,762,1.334259530765275,3.0647488638983518,8.222431323210403
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,XLI,industrials,jump5_abs,1.8563946548028696,0.00695642382573528,0.007634493537610305,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-27,25,5,0.528,779,2.0860476890215214,3.7294993135798395,6.481384981738087
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,COPX,industrial_metals,t1_r2,0.07854205349674537,0.00048397985209206455,3.8012771434361847e-05,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-16,25,1,0.779,783,1.472179694104612,5.5584101584630465,15.708590721959743
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,COPX,industrial_metals,rv5,0.5220236406143319,0.00048397985209206455,0.0002526489243730854,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-22,25,5,0.711,779,1.214275606168194,3.505945410667614,6.819795399727276
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,COPX,industrial_metals,rv22,1.181702700386026,0.00048397985209206455,0.0005719202981496221,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-09-17,25,22,0.369,762,1.2668368768437988,3.276385242032475,3.877402787155792
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,COPX,industrial_metals,jump5_abs,1.2163594267518447,0.017187922785055678,0.014744938659091645,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-22,25,5,0.807,779,2.1403729719603164,4.377379814085741,6.044529179406868
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,ICLN,clean_energy,t1_r2,0.007917535248494,0.0002512264602532873,1.989094354409779e-06,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-16,25,1,0.919,783,1.0903107281051696,4.467034965668208,8.816091334094358
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,ICLN,clean_energy,rv5,0.46408245509172674,0.0002512264602532873,0.00011658979245834968,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-22,25,5,0.736,779,1.2246139164002043,3.259644715606362,6.552288012871702
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,ICLN,clean_energy,rv22,0.7965917334411733,0.0002512264602532873,0.00020012492145945617,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-09-17,25,22,0.712,762,1.1886010372023528,2.838714204206832,3.503684261222197
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,ICLN,clean_energy,jump5_abs,1.2603582444781793,0.012327504949069893,0.00927466761724013,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-22,25,5,0.795,779,2.14389772344776,4.372304724709296,4.992656865196176
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,ITA,defense,t1_r2,0.06915528212256891,0.00019694375850893677,1.3619701181964604e-05,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-16,25,1,0.75,783,1.1022680633213886,4.372213436802445,8.811359764059304
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,ITA,defense,rv5,0.11192181544003177,0.00019694375850893677,2.2042302991903407e-05,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-22,25,5,0.981,779,1.3983427499948686,3.6610629199927573,14.067454533813274
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,ITA,defense,rv22,0.6104473705112415,0.00019694375850893677,0.00012022379952038141,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-09-17,25,22,0.832,762,1.3979089548226533,3.554235200317045,7.4415463381479094
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,ITA,defense,jump5_abs,0.7267049551162158,0.010996031433357156,0.004031720582323117,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-22,25,5,0.985,779,2.106940242519124,3.88966780514241,5.625458212308174
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,LIT,battery_clean,t1_r2,0.000855814382349092,0.000353332978683637,3.023874449157017e-07,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-16,25,1,0.967,783,1.2622227780754998,5.062225444954003,9.490376383600067
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,LIT,battery_clean,rv5,1.0724428778098474,0.000353332978683637,0.00037892943648460515,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-22,25,5,0.404,779,1.2832827773468234,3.058881427393534,5.889502167735864
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,LIT,battery_clean,rv22,1.577899304767223,0.000353332978683637,0.0005575238614162428,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-09-17,25,22,0.244,762,1.2795984549956996,2.685352887171857,6.244144048357011
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,LIT,battery_clean,jump5_abs,2.1596962364805354,0.016204534502247642,0.014992341958971261,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-22,25,5,0.429,779,2.095543448996703,3.8885068314228652,6.129740122582126
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,PICK,industrial_metals,t1_r2,0.24087097173812552,0.00025564965208095617,6.157858012125362e-05,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-16,25,1,0.562,783,1.3548733516569573,4.488258134946838,19.04435157804166
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,PICK,industrial_metals,rv5,0.6840414817500521,0.00025564965208095617,0.00017487496681834255,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-22,25,5,0.612,779,1.2401963270137375,3.5298325052275814,8.944523600653993
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,PICK,industrial_metals,rv22,1.0253870321630687,0.00025564965208095617,0.00026213983802081273,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-09-17,25,22,0.519,762,1.3263241948023747,3.530891364052879,4.292199786082712
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,PICK,industrial_metals,jump5_abs,1.4690386068530301,0.012936495314058778,0.012379548599572025,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-22,25,5,0.701,779,2.1867325416627392,4.17565138763857,6.415443986878539
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,QQQ,benchmark,t1_r2,0.00593476854619378,0.00027820855034521455,1.6511033538709482e-06,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-16,25,1,0.914,783,1.225753197975655,4.8117598139350175,11.985690616356633
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,QQQ,benchmark,rv5,0.3259817483381878,0.00027820855034521455,9.069090964416579e-05,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-22,25,5,0.845,779,1.228112394747673,3.3849948656172426,8.68085449643962
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,QQQ,benchmark,rv22,0.569690354290712,0.00027820855034521455,0.00015849272761287068,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-09-17,25,22,0.796,762,1.3573548866977887,4.522627737490241,5.593300291120583
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,QQQ,benchmark,jump5_abs,1.2212100995793265,0.013087005473894247,0.007414282130067819,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-22,25,5,0.833,779,2.125079061050371,4.067899860949779,5.80355252712574
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,REMX,direct_minerals,t1_r2,0.030339527735144582,0.0004267174093042733,1.2946404674656043e-05,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-16,25,1,0.893,783,1.2355692654772725,4.402968836415673,8.240214132788143
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,REMX,direct_minerals,rv5,1.6382532572526591,0.0004267174093042733,0.0006990711857191419,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-22,25,5,0.237,779,1.330370808824952,3.69052296420011,8.985920899017975
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,REMX,direct_minerals,rv22,1.4488663526569328,0.0004267174093042733,0.000618256496433898,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-09-17,25,22,0.314,762,1.3587821972914702,3.340734757048388,5.6786233623149664
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,REMX,direct_minerals,jump5_abs,2.8222382547638896,0.017596889425188313,0.020886926208310445,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-22,25,5,0.144,779,2.114934734594341,3.943799191444735,8.510133273430297
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,SMH,semiconductor,t1_r2,0.0015435442988999406,0.001232251315496713,1.9020344928469033e-06,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-16,25,1,0.958,783,1.2085065426943236,4.570311599786998,10.526140730478367
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,SMH,semiconductor,rv5,0.2817090587640836,0.001232251315496713,0.0003471363582493828,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-22,25,5,0.864,779,1.2278074608254206,3.7653882289599534,8.794270340001571
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,SMH,semiconductor,rv22,0.5644624885050886,0.001232251315496713,0.0006955596440089436,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-09-17,25,22,0.818,762,1.2651795898300164,3.653526519660563,4.3921246672291785
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,SMH,semiconductor,jump5_abs,1.2273441439288117,0.02713665018165817,0.015344242333074229,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-22,25,5,0.841,779,2.1070823732834887,3.8751384887150304,7.07174697700361
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,SOXX,semiconductor,t1_r2,0.003727174132104399,0.0012023897729885487,4.481516058589799e-06,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-16,25,1,0.945,783,1.3975094770537908,5.710468971072716,18.95288009275815
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,SOXX,semiconductor,rv5,0.31142152138195217,0.0012023897729885487,0.00037445005239819393,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-22,25,5,0.857,779,1.3334615115609552,4.573518574456929,11.404817467962436
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,SOXX,semiconductor,rv22,0.5923520483449817,0.0012023897729885487,0.0007122380449388244,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-09-17,25,22,0.79,762,1.2948069614552995,3.9273567326619907,5.578132333857665
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,SOXX,semiconductor,jump5_abs,1.308933495058913,0.026556316989899586,0.01622448575385544,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-22,25,5,0.798,779,2.1546508937768083,4.349121839211368,7.63899233573726
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,SPY,benchmark,t1_r2,0.03866910307540937,0.0001296975238279507,5.015286917528388e-06,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-16,25,1,0.806,783,1.4564562944300952,5.699283140402523,17.931472652056982
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,SPY,benchmark,rv5,0.2653484661388315,0.0001296975238279507,3.441503900975127e-05,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-22,25,5,0.866,779,1.3193212316608998,4.153509675238987,6.9401151819118345
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,SPY,benchmark,rv22,0.5232439793934736,0.0001296975238279507,6.786344848521679e-05,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-09-17,25,22,0.804,762,1.5215277479746818,4.913543195184013,10.438180008757854
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,SPY,benchmark,jump5_abs,1.0541365728629348,0.00902708890865506,0.004938628332361769,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-22,25,5,0.892,779,2.1773839565969757,4.635045049503593,6.5394117643916445
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,TAN,clean_energy,t1_r2,0.16817298322970103,0.0005974088822364856,0.00010046803393363093,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-16,25,1,0.679,783,1.1971207454178066,4.729769673905123,10.70139200616789
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,TAN,clean_energy,rv5,0.5941529345385803,0.0005974088822364856,0.00035495224050022104,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-22,25,5,0.663,779,1.262271660641227,3.797456125433402,6.9437956166801715
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,TAN,clean_energy,rv22,0.9089480405556049,0.0005974088822364856,0.0005430136329193677,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-09-17,25,22,0.528,762,1.1250717465863576,2.5442581699978906,2.9942910876688305
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,TAN,clean_energy,jump5_abs,1.3042191774973748,0.019828197274439477,0.01763456129661882,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-22,25,5,0.818,779,2.102405540463774,4.061032749336396,5.75641124628567
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,URA,uranium_nuclear,t1_r2,0.06654911194103219,0.0008398263074586087,5.5889694946086666e-05,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-16,25,1,0.802,783,1.1018620470557088,4.1203072027379735,8.374380427699615
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,URA,uranium_nuclear,rv5,0.187251477715658,0.0008398263074586087,0.00015725871709610902,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-22,25,5,0.938,779,1.2271332731730225,3.8821200193717145,7.227753075619772
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,URA,uranium_nuclear,rv22,0.9267309758981943,0.0008398263074586087,0.0007782930534960934,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-09-17,25,22,0.544,762,1.2049199269752573,2.6515834759381636,2.961139028668902
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,URA,uranium_nuclear,jump5_abs,1.168548619746735,0.021555163863537053,0.009745445546944034,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-22,25,5,0.855,779,2.120981100388902,4.079541979344761,5.8361966975419675
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,XLI,industrials,t1_r2,0.013871617101742806,0.00014467075246061742,2.0068172839547007e-06,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-16,25,1,0.892,783,1.124025341704465,4.167273657335051,8.297344286361268
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,XLI,industrials,rv5,0.11607771560048998,0.00014467075246061742,1.6793050459832435e-05,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-22,25,5,0.976,779,1.2407730716402194,3.318509247378866,8.561973757024285
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,XLI,industrials,rv22,0.48546987051675744,0.00014467075246061742,7.023329146461781e-05,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-09-17,25,22,0.905,762,1.3408321415119122,2.9748206877342254,8.980274670979693
2024-08-15,china_antimony_superhard_20240815,China,antimony_superhard,license_requirement,XLI,industrials,jump5_abs,0.6097793384376854,0.009915142118412388,0.0034963677735504717,2024-08-15,2024-07-03,2024-08-07,2024-08-16,2024-08-22,25,5,0.99,779,2.126483424542057,3.745102173386742,7.07371685973076
2024-12-03,china_us_dual_use_minerals_20241203,China,gallium_germanium_antimony_graphite,us_specific_tightening,COPX,industrial_metals,t1_r2,0.060926712106679486,0.0005204612843594564,3.1709994834841246e-05,2024-12-03,2024-10-21,2024-11-22,2024-12-04,2024-12-04,25,1,0.824,783,1.2667203922834673,5.432820929764294,12.026890613757876
2024-12-03,china_us_dual_use_minerals_20241203,China,gallium_germanium_antimony_graphite,us_specific_tightening,COPX,industrial_metals,rv5,0.7095932826503611,0.0005204612843594564,0.00036931583126104974,2024-12-03,2024-10-21,2024-11-22,2024-12-04,2024-12-10,25,5,0.596,779,1.197005553404233,3.524796788528662,6.817788315287523
2024-12-03,china_us_dual_use_minerals_20241203,China,gallium_germanium_antimony_graphite,us_specific_tightening,COPX,industrial_metals,rv22,0.5578206699408333,0.0005204612843594564,0.00029032406231965856,2024-12-03,2024-10-21,2024-11-22,2024-12-04,2025-01-06,25,22,0.89,762,1.3194729368462839,3.283431324180354,3.854500099446925
2024-12-03,china_us_dual_use_minerals_20241203,China,gallium_germanium_antimony_graphite,us_specific_tightening,COPX,industrial_metals,jump5_abs,2.1077016674971145,0.01752905671114496,0.01516861555879465,2024-12-03,2024-10-21,2024-11-22,2024-12-04,2024-12-10,25,5,0.431,779,2.1726292339244617,4.590137977665626,6.106657406536532
2024-12-03,china_us_dual_use_minerals_20241203,China,gallium_germanium_antimony_graphite,us_specific_tightening,ICLN,clean_energy,t1_r2,0.726541629873052,0.0003675015669729182,0.0002670051874494046,2024-12-03,2024-10-21,2024-11-22,2024-12-04,2024-12-04,25,1,0.363,783,1.1091052608873098,4.341602329479407,9.327769619674926
2024-12-03,china_us_dual_use_minerals_20241203,China,gallium_germanium_antimony_graphite,us_specific_tightening,ICLN,clean_energy,rv5,0.4575528029713914,0.0003675015669729182,0.00016815137206483726,2024-12-03,2024-10-21,2024-11-22,2024-12-04,2024-12-10,25,5,0.723,779,1.2140392687718766,3.2741689757638377,8.328501343658264
2024-12-03,china_us_dual_use_minerals_20241203,China,gallium_germanium_antimony_graphite,us_specific_tightening,ICLN,clean_energy,rv22,0.3993362199052966,0.0003675015669729182,0.00014675668656423835,2024-12-03,2024-10-21,2024-11-22,2024-12-04,2025-01-06,25,22,0.957,762,1.2119528888884104,3.0065700747042734,3.6796378079355554
2024-12-03,china_us_dual_use_minerals_20241203,China,gallium_germanium_antimony_graphite,us_specific_tightening,ICLN,clean_energy,jump5_abs,1.665798597428362,0.011790446177753634,0.010795675613542142,2024-12-03,2024-10-21,2024-11-22,2024-12-04,2024-12-10,25,5,0.604,779,2.1351465831320406,3.839236861254715,5.13313267567047
2024-12-03,china_us_dual_use_minerals_20241203,China,gallium_germanium_antimony_graphite,us_specific_tightening,ITA,defense,t1_r2,0.6100686311428768,0.00023049142845982314,0.00014061559025065062,2024-12-03,2024-10-21,2024-11-22,2024-12-04,2024-12-04,25,1,0.422,783,1.4768468869371199,5.42168551283971,20.228407317637807
2024-12-03,china_us_dual_use_minerals_20241203,China,gallium_germanium_antimony_graphite,us_specific_tightening,ITA,defense,rv5,0.6707950103723854,0.00023049142845982314,0.000154612500144453,2024-12-03,2024-10-21,2024-11-22,2024-12-04,2024-12-10,25,5,0.585,779,1.3159105077721198,3.685694127284493,12.173475757527383
2024-12-03,china_us_dual_use_minerals_20241203,China,gallium_germanium_antimony_graphite,us_specific_tightening,ITA,defense,rv22,0.5825768417713723,0.00023049142845982314,0.00013427896844749596,2024-12-03,2024-10-21,2024-11-22,2024-12-04,2025-01-06,25,22,0.822,762,1.3496965813936639,3.738294066341821,7.005958041125338
2024-12-03,china_us_dual_use_minerals_20241203,China,gallium_germanium_antimony_graphite,us_specific_tightening,ITA,defense,jump5_abs,1.731259097216406,0.010770409779576466,0.01081649432683636,2024-12-03,2024-10-21,2024-11-22,2024-12-04,2024-12-10,25,5,0.578,779,2.1425593218188212,3.9640084937586892,7.805569496538471
2024-12-03,china_us_dual_use_minerals_20241203,China,gallium_germanium_antimony_graphite,us_specific_tightening,LIT,battery_clean,t1_r2,1.186931327436773,0.00045569777934931666,0.0005408819701530741,2024-12-03,2024-10-21,2024-11-22,2024-12-04,2024-12-04,25,1,0.286,783,1.3054066477584456,5.062225444954003,8.023280992849248
2024-12-03,china_us_dual_use_minerals_20241203,China,gallium_germanium_antimony_graphite,us_specific_tightening,LIT,battery_clean,rv5,1.7005217397304482,0.00045569777934931666,0.0007749239805304018,2024-12-03,2024-10-21,2024-11-22,2024-12-04,2024-12-10,25,5,0.19,779,1.245324196755691,3.1431493992899053,6.001971984780092
2024-12-03,china_us_dual_use_minerals_20241203,China,gallium_germanium_antimony_graphite,us_specific_tightening,LIT,battery_clean,rv22,0.6639982085903835,0.00045569777934931666,0.0003025825091465621,2024-12-03,2024-10-21,2024-11-22,2024-12-04,2025-01-06,25,22,0.762,762,1.2984619106083684,2.774144248285825,6.117037230971943
2024-12-03,china_us_dual_use_minerals_20241203,China,gallium_germanium_antimony_graphite,us_specific_tightening,LIT,battery_clean,jump5_abs,2.2765674081460054,0.01759607924940744,0.023925459577213194,2024-12-03,2024-10-21,2024-11-22,2024-12-04,2024-12-10,25,5,0.35,779,2.116142889599153,3.9695037475889445,6.708129742675525
2024-12-03,china_us_dual_use_minerals_20241203,China,gallium_germanium_antimony_graphite,us_specific_tightening,PICK,industrial_metals,t1_r2,0.5364659921989144,0.0002290884543939036,0.00012289816498774124,2024-12-03,2024-10-21,2024-11-22,2024-12-04,2024-12-04,25,1,0.453,783,1.3242653696981748,5.416018419940375,12.286714213142064
2024-12-03,china_us_dual_use_minerals_20241203,China,gallium_germanium_antimony_graphite,us_specific_tightening,PICK,industrial_metals,rv5,0.86977901262536,0.0002290884543939036,0.00019925632966659928,2024-12-03,2024-10-21,2024-11-22,2024-12-04,2024-12-10,25,5,0.513,779,1.3690948590721421,3.7022417193146135,9.687572280290984
2024-12-03,china_us_dual_use_minerals_20241203,China,gallium_germanium_antimony_graphite,us_specific_tightening,PICK,industrial_metals,rv22,0.7914126636244363,0.0002290884543939036,0.00018130350389748443,2024-12-03,2024-10-21,2024-11-22,2024-12-04,2025-01-06,25,22,0.663,762,1.355220929812695,3.692335251449065,4.228145138053832
2024-12-03,china_us_dual_use_minerals_20241203,China,gallium_germanium_antimony_graphite,us_specific_tightening,PICK,industrial_metals,jump5_abs,2.3557943737169147,0.01079074422333093,0.011525964579450055,2024-12-03,2024-10-21,2024-11-22,2024-12-04,2024-12-10,25,5,0.348,779,2.2412928444868423,4.370373796755658,7.271280150201829
2024-12-03,china_us_dual_use_minerals_20241203,China,gallium_germanium_antimony_graphite,us_specific_tightening,QQQ,benchmark,t1_r2,1.2248191285133079,0.00012326140933069087,0.0001509729319557389,2024-12-03,2024-10-21,2024-11-22,2024-12-04,2024-12-04,25,1,0.267,783,1.2688214138708864,4.963212740320596,11.985690616356633
2024-12-03,china_us_dual_use_minerals_20241203,China,gallium_germanium_antimony_graphite,us_specific_tightening,QQQ,benchmark,rv5,0.5043365846700446,0.00012326140933069087,6.2165238203457e-05,2024-12-03,2024-10-21,2024-11-22,2024-12-04,2024-12-10,25,5,0.701,779,1.1809822477261345,3.483083556358531,6.849146334433543
2024-12-03,china_us_dual_use_minerals_20241203,China,gallium_germanium_antimony_graphite,us_specific_tightening,QQQ,benchmark,rv22,1.2907549410951493,0.00012326140933069087,0.00015910027313994097,2024-12-03,2024-10-21,2024-11-22,2024-12-04,2025-01-06,25,22,0.318,762,1.2842021351356443,4.060416830219583,5.622719443481629
2024-12-03,china_us_dual_use_minerals_20241203,China,gallium_germanium_antimony_graphite,us_specific_tightening,QQQ,benchmark,jump5_abs,1.5643931987270654,0.007854230192881723,0.007040594647353032,2024-12-03,2024-10-21,2024-11-22,2024-12-04,2024-12-10,25,5,0.692,779,2.1316988210618564,3.9875383582471637,5.80355252712574
2024-12-03,china_us_dual_use_minerals_20241203,China,gallium_germanium_antimony_graphite,us_specific_tightening,REMX,direct_minerals,t1_r2,2.989793130358507,0.00040163377043082133,0.0012008018877540552,2024-12-03,2024-10-21,2024-11-22,2024-12-04,2024-12-04,25,1,0.099,783,1.260407673095584,4.404969084929177,11.339060847070478
2024-12-03,china_us_dual_use_minerals_20241203,China,gallium_germanium_antimony_graphite,us_specific_tightening,REMX,direct_minerals,rv5,1.6300722494089175,0.00040163377043082133,0.0006546920636047537,2024-12-03,2024-10-21,2024-11-22,2024-12-04,2024-12-10,25,5,0.213,779,1.2217603795408314,3.1090822269463168,7.406574498685768
