event_date,event_id,country,material_group,shock_type,ticker,channel,metric,ratio,pre_mean,post_mean,anchor_date,pre_start,pre_end,post_start,post_end,n_pre,n_post,boot_p_value,boot_n_anchors,boot_null_mean,boot_null_p95,boot_null_p99
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,PICK,industrial_metals,rv22,1.0836703605592366,0.00026545470042622736,0.00028766539092303395,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-08-03,25,22,0.446,762,1.3450882358323124,3.530891364052879,4.537026491136596
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,PICK,industrial_metals,jump5_abs,1.7728980446756542,0.013136001743241064,0.01423173310637543,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-07-11,25,5,0.587,779,2.210386058188364,4.17565138763857,6.6518646586329035
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,QQQ,benchmark,t1_r2,5.368639673403086e-06,0.00013834570997546975,7.427282672194239e-10,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-07-05,25,1,1.0,783,1.196076492517886,4.811207028719241,10.737408392955222
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,QQQ,benchmark,rv5,0.13574948674754225,0.00013834570997546975,1.8780359122894355e-05,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-07-11,25,5,0.937,779,1.2353556866585367,3.632930233115771,10.20605729642308
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,QQQ,benchmark,rv22,0.7005069523797389,0.00013834570997546975,9.691213166972755e-05,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-08-03,25,22,0.662,762,1.3383666934336802,4.516308651090567,6.937707142700033
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,QQQ,benchmark,jump5_abs,0.7925046574054025,0.009646430561290357,0.003250747429083642,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-07-11,25,5,0.941,779,2.112550553920857,3.988520550540998,5.79784609427982
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,REMX,direct_minerals,t1_r2,0.3017229663530433,0.00021873862488788767,6.599846675715909e-05,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-07-05,25,1,0.57,783,1.2913047337699732,4.8564916568980445,11.86266912244081
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,REMX,direct_minerals,rv5,1.3780795115918294,0.00021873862488788767,0.0003014392173517686,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-07-11,25,5,0.282,779,1.1799243271138706,3.1046028738108347,6.222961386993131
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,REMX,direct_minerals,rv22,1.4671933197694422,0.00021873862488788767,0.00032093184921106263,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-08-03,25,22,0.293,762,1.341792024106337,3.1231303109136115,5.6786233623149664
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,REMX,direct_minerals,jump5_abs,2.528968537828851,0.01157403935142302,0.015246825334475491,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-07-11,25,5,0.258,779,2.0774640344060007,3.9108798120583157,6.258121524587405
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,SMH,semiconductor,t1_r2,0.6357615111440295,0.0005714721198131448,0.0003633199784690868,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-07-05,25,1,0.442,783,1.2361726255995622,4.406196048573737,10.455982679410644
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,SMH,semiconductor,rv5,0.24697575893158932,0.0005714721198131448,0.0001411397604990956,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-07-11,25,5,0.916,779,1.2936602504987635,3.7653882289599534,9.842284252965428
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,SMH,semiconductor,rv22,0.478796937341778,0.0005714721198131448,0.0002736191007427473,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-08-03,25,22,0.864,762,1.2776115745152388,3.6026194843274904,4.354157453832214
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,SMH,semiconductor,jump5_abs,1.1597583782438612,0.016435280527554504,0.009412938175151197,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-07-11,25,5,0.868,779,2.2136450773215666,4.292667540951808,7.380943620804974
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,SOXX,semiconductor,t1_r2,0.913107769036569,0.0005469462141817936,0.0004994208374145349,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-07-05,25,1,0.312,783,1.132576227954229,4.852045987674566,8.869130479667128
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,SOXX,semiconductor,rv5,0.3967499218214785,0.0005469462141817936,0.00021700086771718024,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-07-11,25,5,0.822,779,1.3005158194338606,3.873729032308317,11.283607887321095
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,SOXX,semiconductor,rv22,0.5811303213258636,0.0005469462141817936,0.0003178470291954303,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-08-03,25,22,0.789,762,1.2554844344220577,4.155328468320813,5.165708641794185
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,SOXX,semiconductor,jump5_abs,1.3364494672369682,0.016721713840555555,0.011220373648587691,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-07-11,25,5,0.789,779,2.1808328483913413,4.5866886311855986,7.6389641952695015
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,SPY,benchmark,t1_r2,0.042129988997512635,5.258457114075884e-05,2.2153874035990905e-06,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-07-05,25,1,0.789,783,1.3401176237913563,5.537684554694192,15.876215229241637
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,SPY,benchmark,rv5,0.445368072911502,5.258457114075884e-05,2.3419489113837547e-05,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-07-11,25,5,0.738,779,1.368716537373626,4.092856324289283,15.10500082157062
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,SPY,benchmark,rv22,0.6423123717058615,5.258457114075884e-05,3.3775720604556414e-05,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-08-03,25,22,0.675,762,1.4665000494306706,5.736329953623923,9.562548760496322
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,SPY,benchmark,jump5_abs,1.3042459511069242,0.006027538950125155,0.004150774599875532,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-07-11,25,5,0.756,779,2.188314093753554,4.631729333915493,6.4795593455367495
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,TAN,clean_energy,t1_r2,3.508271524127733,0.00015193037493245318,0.0005330130080255755,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-07-05,25,1,0.087,783,1.3272170669169383,5.530489524112912,13.32017966223846
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,TAN,clean_energy,rv5,2.977598119479584,0.00015193037493245318,0.0004523875986907007,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-07-11,25,5,0.079,779,1.1738040214022691,3.389303258467322,7.394534342789499
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,TAN,clean_energy,rv22,3.090191750455919,0.00015193037493245318,0.0004694939912599416,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-08-03,25,22,0.008,762,1.1704480688843755,2.6264185991810116,3.0278297743179157
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,TAN,clean_energy,jump5_abs,3.5679901447852913,0.009932575242233198,0.017614767922776078,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-07-11,25,5,0.082,779,2.1008805026183133,3.9764000388367924,5.797751869673402
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,URA,uranium_nuclear,t1_r2,0.2619572542815086,0.00040009389740922085,0.00010480749882010709,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-07-05,25,1,0.59,783,1.2273085299015172,4.962709564922377,11.723354753848254
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,URA,uranium_nuclear,rv5,1.736639973399273,0.00040009389740922085,0.0006948190553539607,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-07-11,25,5,0.177,779,1.193273417381569,3.8147887600951442,7.195910973567273
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,URA,uranium_nuclear,rv22,1.0519238461758664,0.00040009389740922085,0.0004208683113942001,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-08-03,25,22,0.436,762,1.1972106615881994,2.5895942964168848,3.088021587490689
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,URA,uranium_nuclear,jump5_abs,3.184541446405565,0.014887906072500392,0.02287418915721815,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-07-11,25,5,0.128,779,2.048607757235486,3.576429068023437,5.579873200210556
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,XLI,industrials,t1_r2,0.2845136383275001,0.00010318270467710365,2.9356886720154722e-05,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-07-05,25,1,0.597,783,1.3269002753665373,4.879488637296016,8.949320363225162
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,XLI,industrials,rv5,0.8291709242814186,0.00010318270467710365,8.555609860697068e-05,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-07-11,25,5,0.519,779,1.2131246679816305,3.0221571945855565,7.020092960950859
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,XLI,industrials,rv22,0.3801727246436129,0.00010318270467710365,3.922724997319175e-05,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-08-03,25,22,0.939,762,1.2940887689158806,2.527516649259304,8.980274670979693
2023-07-03,china_gallium_germanium_20230703,China,gallium_germanium,license_requirement,XLI,industrials,jump5_abs,1.7503247556897898,0.008066159850124054,0.008208497521506066,2023-07-03,2023-05-18,2023-06-23,2023-07-05,2023-07-11,25,5,0.581,779,2.1078167149369156,3.7455413640023734,7.284049690084016
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,COPX,industrial_metals,t1_r2,0.05696693463127394,0.0003095422939646779,1.763367562590039e-05,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-23,25,1,0.8,783,1.1630951825603275,4.747040054468215,12.039518261154393
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,COPX,industrial_metals,rv5,0.31820982532055336,0.0003095422939646779,9.849939929182353e-05,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-27,25,5,0.848,779,1.2354836062946852,3.5247995125945,7.124016030115459
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,COPX,industrial_metals,rv22,0.8749996961219094,0.0003095422939646779,0.0002708494131559719,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-11-21,25,22,0.627,762,1.2522556512228,3.2686818345466864,3.9144909513614423
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,COPX,industrial_metals,jump5_abs,0.9945038559305426,0.014147870500890836,0.009154915677927939,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-27,25,5,0.913,779,2.09624433328721,4.368789151524094,6.106640228943594
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,ICLN,clean_energy,t1_r2,0.0736110565633365,0.0002777425650292916,2.044492366441735e-05,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-23,25,1,0.762,783,1.1645166670678417,5.503856446978498,8.913908958836576
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,ICLN,clean_energy,rv5,1.3647469876933314,0.0002777425650292916,0.0003790483289779449,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-27,25,5,0.275,779,1.1831602895420135,3.159738437428021,6.570050146179551
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,ICLN,clean_energy,rv22,1.7654421802319014,0.0002777425650292916,0.0004903384395485132,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-11-21,25,22,0.156,762,1.1554928698166287,2.693629342911169,3.679779312630074
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,ICLN,clean_energy,jump5_abs,2.550300217415019,0.012572515618264349,0.016761452434020035,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-27,25,5,0.286,779,2.1431667514164583,3.7731544938104533,5.3201856874061395
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,ITA,defense,t1_r2,0.003080082786687434,0.00013932207064485346,4.291235115988638e-07,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-23,25,1,0.954,783,1.2828408735310302,5.100006733818406,10.948366834850448
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,ITA,defense,rv5,0.25366190588462445,0.00013932207064485346,3.534070197156582e-05,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-27,25,5,0.91,779,1.316425845776845,3.3206938436152384,10.767005324106954
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,ITA,defense,rv22,0.4947989436807828,0.00013932207064485346,6.893641338649289e-05,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-11-21,25,22,0.908,762,1.4165387533432359,4.359360801880055,7.134783868104891
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,ITA,defense,jump5_abs,1.2177541953080522,0.008565997990320873,0.0046677024890383525,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-27,25,5,0.825,779,2.2224251939091375,5.076949775371689,7.900843096519826
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,LIT,battery_clean,t1_r2,0.4078728398263469,0.0002280346757669079,9.300915078392898e-05,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-23,25,1,0.507,783,1.240476627412337,4.466734305462612,9.487765557592697
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,LIT,battery_clean,rv5,1.5325164093122001,0.0002280346757669079,0.0003494668825049735,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-27,25,5,0.231,779,1.2512496827118145,3.120168070310193,4.996705669661467
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,LIT,battery_clean,rv22,1.444144566760971,0.0002280346757669079,0.0003293150380418797,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-11-21,25,22,0.294,762,1.3247186998800602,2.774144248285825,6.1538878508449475
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,LIT,battery_clean,jump5_abs,2.3951162945956503,0.012004019176696879,0.01655383475612563,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-27,25,5,0.278,779,2.03629826456604,3.750034254961619,5.949247426925915
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,PICK,industrial_metals,t1_r2,0.2216174203758803,0.00021002364324320918,4.65448980335042e-05,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-23,25,1,0.599,783,1.2824664043817673,4.847492222798482,11.967919415982157
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,PICK,industrial_metals,rv5,0.5643286186960057,0.00021002364324320918,0.00011852235248494293,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-27,25,5,0.669,779,1.3748983655332312,4.3083992317353434,9.684645150947317
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,PICK,industrial_metals,rv22,0.9850600683077386,0.00021002364324320918,0.00020688590435939577,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-11-21,25,22,0.495,762,1.3004759878576917,3.6998110449130723,4.30018295903069
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,PICK,industrial_metals,jump5_abs,2.0408818211954816,0.011011320954903108,0.008053641436973291,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-27,25,5,0.473,779,2.247963750535962,4.376046553669078,7.3234545322556395
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,QQQ,benchmark,t1_r2,0.09090781177976001,9.987504825723447e-05,9.07942208846312e-06,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-23,25,1,0.728,783,1.147161900928442,3.890797574896998,12.628798965537696
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,QQQ,benchmark,rv5,2.223639509280724,9.987504825723447e-05,0.0002220861032961055,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-27,25,5,0.146,779,1.3256322184881688,3.7054745282944173,10.20605729642308
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,QQQ,benchmark,rv22,1.5107489700020647,9.987504825723447e-05,0.0001508861262835235,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-11-21,25,22,0.258,762,1.304155414677683,4.339231362624479,5.7068982560935355
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,QQQ,benchmark,jump5_abs,3.0764825165877614,0.008054828168899329,0.012303178021833604,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-27,25,5,0.147,779,2.1256441445113783,4.1282511309461665,5.441924569566975
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,REMX,direct_minerals,t1_r2,1.5262612418088075,0.00033845628746566445,0.0005165727136053437,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-23,25,1,0.21,783,1.0652160362749798,4.179135400426289,7.938576446958366
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,REMX,direct_minerals,rv5,1.4315898314663618,0.00033845628746566445,0.00048453057953170105,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-27,25,5,0.266,779,1.2372308956044233,3.15091059676388,6.843259695673982
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,REMX,direct_minerals,rv22,1.3393577681310576,0.00033845628746566445,0.000453314057789936,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-11-21,25,22,0.361,762,1.3104618769359058,3.0919755396006967,4.924660163147203
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,REMX,direct_minerals,jump5_abs,2.75625051123449,0.01477221923571298,0.016697315027551365,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-27,25,5,0.164,779,2.081666971107613,3.9108798120583157,6.9032183173019
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,SMH,semiconductor,t1_r2,0.07312963401111923,0.0001687239758724188,1.23387226044509e-05,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-23,25,1,0.75,783,1.2843477337453362,4.848285281410074,13.519390807769541
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,SMH,semiconductor,rv5,2.1640308932027685,0.0001687239758724188,0.0003651238962119128,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-27,25,5,0.083,779,1.2301132807443873,3.1684659264036954,11.914364797588352
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,SMH,semiconductor,rv22,1.8087281944655258,0.0001687239758724188,0.000305175812242765,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-11-21,25,22,0.2,762,1.279676660371726,3.7342408643817637,4.3189020702573355
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,SMH,semiconductor,jump5_abs,3.692436555655009,0.010702327510686498,0.01393475903879408,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-27,25,5,0.07,779,2.121573228466121,4.451279642919661,6.818758038460051
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,SOXX,semiconductor,t1_r2,0.2049131908853936,0.0001586583129113355,3.2511181159155e-05,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-23,25,1,0.597,783,1.373712883240613,5.274715989248021,18.95288009275815
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,SOXX,semiconductor,rv5,2.605634689868574,0.0001586583129113355,0.0004134056039577989,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-27,25,5,0.082,779,1.2559311796475794,4.054730431287503,11.082919319649559
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,SOXX,semiconductor,rv22,2.225482977862495,0.0001586583129113355,0.0003530913746805585,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-11-21,25,22,0.124,762,1.2723615186695048,3.9273567326619907,5.602967927448652
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,SOXX,semiconductor,jump5_abs,3.9976904596991996,0.010322001705454649,0.015422319871270629,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-27,25,5,0.073,779,2.2423040281535034,4.593694430562689,6.866332510758343
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,SPY,benchmark,t1_r2,0.05217463593892005,5.768242868144994e-05,3.0095597165273707e-06,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-23,25,1,0.778,783,1.4977388497447068,5.699283140402523,15.876215229241637
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,SPY,benchmark,rv5,1.5054103472347922,5.768242868144994e-05,8.683572499068769e-05,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-27,25,5,0.257,779,1.4850871858338845,4.720256520419857,15.489606507387066
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,SPY,benchmark,rv22,1.5178315054548162,5.768242868144994e-05,8.755220756385523e-05,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-11-21,25,22,0.241,762,1.3721189444418451,4.249294353011578,8.696818079784512
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,SPY,benchmark,jump5_abs,2.4265281179916407,0.005957619425412507,0.00805845167532708,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-27,25,5,0.334,779,2.2443152341066677,4.778247791864325,6.2432261724674385
2023-10-20,china_graphite_20231020,China,graphite,license_requirement,TAN,clean_energy,t1_r2,0.05889527330245214,0.0005097789715606148,3.002357185390539e-05,2023-10-20,2023-09-08,2023-10-12,2023-10-23,2023-10-23,25,1,0.819,783,1.1306675221810656,4.7741921947215715,9.530278169268914
