date,index_call,index_put,index_total,index_pcr
2009-07-24,296555,333401,629956,1.12
2009-07-27,226074,318921,544995,1.41
2009-07-28,330322,417584,747906,1.26
2009-07-29,322848,399885,722733,1.24
2009-07-30,403507,491221,894728,1.22
2009-07-31,221832,265729,487561,1.2
2009-08-03,268768,320591,589359,1.19
2009-08-04,346863,343893,690756,0.99
2009-08-05,275481,470009,745490,1.71
2009-08-06,324229,363324,687553,1.12
2009-08-07,320287,463218,783505,1.45
2009-08-10,228211,250717,478928,1.1
2009-08-11,395988,361820,757808,0.91
2009-08-12,374842,511004,885846,1.36
2009-08-13,403109,405176,808285,1.01
2009-08-14,379131,497412,876543,1.31
2009-08-17,525423,657239,1182662,1.25
2009-08-18,462591,615087,1077678,1.33
2009-08-19,491577,809873,1301450,1.65
2009-08-20,664153,625309,1289462,0.94
2009-08-21,518178,579119,1097297,1.12
2009-08-24,336760,481485,818245,1.43
2009-08-25,408258,427115,835373,1.05
2009-08-26,225214,422077,647291,1.87
2009-08-27,359061,454333,813394,1.27
2009-08-28,327131,336129,663260,1.03
2009-08-31,239208,360741,599949,1.51
2009-09-01,566266,582353,1148619,1.03
2009-09-02,489529,539565,1029094,1.1
2009-09-03,437421,526063,963484,1.2
2009-09-04,348565,407789,756354,1.17
2009-09-08,323682,436122,759804,1.35
2009-09-09,399437,602470,1001907,1.51
2009-09-10,390434,633831,1024265,1.62
2009-09-11,457624,626065,1083689,1.37
2009-09-14,380396,496720,877116,1.31
2009-09-15,474764,545972,1020736,1.15
2009-09-16,859973,912866,1772839,1.06
2009-09-17,711478,775864,1487342,1.09
2009-09-18,301896,541756,843652,1.79
2009-09-21,319132,390943,710075,1.23
2009-09-22,290637,415439,706076,1.43
2009-09-23,283329,454509,737838,1.6
2009-09-24,339587,527901,867488,1.55
2009-09-25,271335,525501,796836,1.94
2009-09-28,112703,263242,375945,2.34
2009-09-29,250506,322284,572790,1.29
2009-09-30,259801,409444,669245,1.58
2009-10-01,508057,568346,1076403,1.12
2009-10-02,384934,628631,1013565,1.63
2009-10-05,314318,339603,653921,1.08
2009-10-06,298458,407540,705998,1.37
2009-10-07,338557,462479,801036,1.37
2009-10-08,476322,467490,943812,0.98
2009-10-09,251820,413184,665004,1.64
2009-10-12,353426,532181,885607,1.51
2009-10-13,430473,604264,1034737,1.4
2009-10-14,721086,844815,1565901,1.17
2009-10-15,690506,716494,1407000,1.04
2009-10-16,397297,690046,1087343,1.74
2009-10-19,307667,566634,874301,1.84
2009-10-20,336504,483600,820104,1.44
2009-10-21,339109,673844,1012953,1.99
2009-10-22,439482,488462,927944,1.11
2009-10-23,361976,452135,814111,1.25
2009-10-26,342026,502326,844352,1.47
2009-10-27,325788,717181,1042969,2.2
2009-10-28,502297,840731,1343028,1.67
2009-10-29,392753,513674,906427,1.31
2009-10-30,511008,860098,1371106,1.68
2009-11-02,515116,631296,1146412,1.23
2009-11-03,296430,555766,852196,1.87
2009-11-04,432161,560938,993099,1.3
2009-11-05,292964,497589,790553,1.7
2009-11-06,407025,729333,1136358,1.79
2009-11-09,541496,728338,1269834,1.35
2009-11-10,345506,505109,850615,1.46
2009-11-11,385457,811207,1196664,2.1
2009-11-12,512590,683035,1195625,1.33
2009-11-13,299431,715848,1015279,2.39
2009-11-16,602391,771908,1374299,1.28
2009-11-17,328868,489213,818081,1.49
2009-11-18,534570,714849,1249419,1.34
2009-11-19,676032,910647,1586679,1.35
2009-11-20,399801,677337,1077138,1.69
2009-11-23,503747,408787,912534,0.81
2009-11-24,346301,401113,747414,1.16
2009-11-25,305943,331936,637879,1.08
2009-11-27,254518,422075,676593,1.66
2009-11-30,314693,511580,826273,1.63
2009-12-01,350217,536461,886678,1.53
2009-12-02,269367,521168,790535,1.93
2009-12-03,1006524,497733,1504257,0.49
2009-12-04,455023,622505,1077528,1.37
2009-12-07,239960,374317,614277,1.56
2009-12-08,485692,662849,1148541,1.36
2009-12-09,413549,633473,1047022,1.53
2009-12-10,317093,470466,787559,1.48
2009-12-11,416253,522564,938817,1.26
2009-12-14,405091,522200,927291,1.29
2009-12-15,612325,547353,1159678,0.89
2009-12-16,713637,986936,1700573,1.38
2009-12-17,839092,807395,1646487,0.96
2009-12-18,436211,626190,1062401,1.44
2009-12-21,248657,329885,578542,1.33
2009-12-22,273627,430349,703976,1.57
2009-12-23,213523,271831,485354,1.27
2009-12-24,96145,151531,247676,1.58
2009-12-28,169479,250344,419823,1.48
2009-12-29,211925,393437,605362,1.86
2009-12-30,380798,335528,716326,0.88
2009-12-31,204199,352058,556257,1.72
2010-01-04,388263,454878,843141,1.17
2010-01-05,462002,582918,1044920,1.26
2010-01-06,387398,505665,893063,1.31
2010-01-07,376828,412111,788939,1.09
2010-01-08,530908,503839,1034747,0.95
2010-01-11,562609,599149,1161758,1.06
2010-01-12,581839,733502,1315341,1.26
2010-01-13,798566,782103,1580669,0.98
2010-01-14,533400,641353,1174753,1.2
2010-01-15,398390,633111,1031501,1.59
2010-01-19,652158,621417,1273575,0.95
2010-01-20,470627,711911,1182538,1.51
2010-01-21,566776,661158,1227934,1.17
2010-01-22,868073,986851,1854924,1.14
2010-01-25,393271,636368,1029639,1.62
2010-01-26,438567,486277,924844,1.11
2010-01-27,545531,555890,1101421,1.02
2010-01-28,450193,477745,927938,1.06
2010-01-29,370821,547949,918770,1.48
2010-02-01,569126,468917,1038043,0.82
2010-02-02,480673,670507,1151180,1.39
2010-02-03,353555,424993,778548,1.2
2010-02-04,594599,668339,1262938,1.12
2010-02-05,612234,898281,1510515,1.47
2010-02-08,399046,493434,892480,1.24
2010-02-09,493563,487969,981532,0.99
2010-02-10,363548,453567,817115,1.25
2010-02-11,706216,417363,1123579,0.59
2010-02-12,473430,521610,995040,1.1
2010-02-16,649667,800962,1450629,1.23
2010-02-17,814868,975931,1790799,1.2
2010-02-18,901911,824101,1726012,0.91
2010-02-19,537221,508458,1045679,0.95
2010-02-22,491613,570790,1062403,1.16
2010-02-23,466913,622546,1089459,1.33
2010-02-24,361181,387387,748568,1.07
2010-02-25,458122,442313,900435,0.97
2010-02-26,426764,472144,898908,1.11
2010-03-01,523108,627148,1150256,1.2
2010-03-02,555079,510959,1066038,0.92
2010-03-03,537420,653779,1191199,1.22
2010-03-04,505052,770660,1275712,1.53
2010-03-05,661871,860774,1522645,1.3
2010-03-08,360474,587722,948196,1.63
2010-03-09,619650,529124,1148774,0.85
2010-03-10,570274,485001,1055275,0.85
2010-03-11,486461,587035,1073496,1.21
2010-03-12,402554,693726,1096280,1.72
2010-03-15,467708,434121,901829,0.93
2010-03-16,695528,743204,1438732,1.07
2010-03-17,1010354,1283510,2293864,1.27
2010-03-18,724393,818433,1542826,1.13
2010-03-19,419038,837831,1256869,2.0
2010-03-22,302197,525037,827234,1.74
2010-03-23,380855,422317,803172,1.11
2010-03-24,274766,494629,769395,1.8
2010-03-25,358758,572334,931092,1.6
2010-03-26,303399,456123,759522,1.5
2010-03-29,207766,403718,611484,1.94
2010-03-30,297069,374485,671554,1.26
2010-03-31,247745,512853,760598,2.07
2010-04-01,314099,581722,895821,1.85
2010-04-05,299682,473774,773456,1.58
2010-04-06,516716,635113,1151829,1.23
2010-04-07,468387,790546,1258933,1.69
2010-04-08,321678,460706,782384,1.43
2010-04-09,459173,638704,1097877,1.39
2010-04-12,506268,627195,1133463,1.24
2010-04-13,753296,745449,1498745,0.99
2010-04-14,759913,738253,1498166,0.97
2010-04-15,1015412,1142428,2157840,1.13
2010-04-16,587520,927090,1514610,1.58
2010-04-19,579230,620600,1199830,1.07
2010-04-20,331538,738461,1069999,2.23
2010-04-21,402045,735419,1137464,1.83
2010-04-22,513582,535038,1048620,1.04
2010-04-23,401005,377346,778351,0.94
2010-04-26,362705,527825,890530,1.46
2010-04-27,526510,714802,1241312,1.36
2010-04-28,421256,594483,1015739,1.41
2010-04-29,373178,501517,874695,1.34
2010-04-30,375495,662680,1038175,1.76
2010-05-03,317022,437195,754217,1.38
2010-05-04,677517,800969,1478486,1.18
2010-05-05,724825,960031,1684856,1.32
2010-05-06,1055877,1272427,2328304,1.21
2010-05-07,947917,1372213,2320130,1.45
2010-05-10,814345,980450,1794795,1.2
2010-05-11,643366,950323,1593689,1.48
2010-05-12,614778,793650,1408428,1.29
2010-05-13,536511,570360,1106871,1.06
2010-05-14,799870,841730,1641600,1.05
2010-05-17,657936,842243,1500179,1.28
2010-05-18,811384,997571,1808955,1.23
2010-05-19,860287,1708070,2568357,1.99
2010-05-20,1097150,1843304,2940454,1.68
2010-05-21,700963,1218954,1919917,1.74
2010-05-24,524903,632562,1157465,1.21
2010-05-25,629166,946955,1576121,1.51
2010-05-26,563332,850679,1414011,1.51
2010-05-27,504521,676391,1180912,1.34
2010-05-28,425364,515942,941306,1.21
2010-06-01,367759,377006,744765,1.03
2010-06-02,505905,481585,987490,0.95
2010-06-03,339337,539263,878600,1.59
2010-06-04,544609,656922,1201531,1.21
2010-06-07,475979,518289,994268,1.09
2010-06-08,667055,898064,1565119,1.35
2010-06-09,489381,740640,1230021,1.51
2010-06-10,541211,721683,1262894,1.33
2010-06-11,475237,540336,1015573,1.14
2010-06-14,409917,841964,1251881,2.05
2010-06-15,493602,611369,1104971,1.24
2010-06-16,654419,829548,1483967,1.27
2010-06-17,489355,461087,950442,0.94
2010-06-18,398543,586063,984606,1.47
2010-06-21,313864,664669,978533,2.12
2010-06-22,369628,476463,846091,1.29
2010-06-23,277383,340037,617420,1.23
2010-06-24,488976,447118,936094,0.91
2010-06-25,279495,421343,700838,1.51
2010-06-28,238722,220508,459230,0.92
2010-06-29,522124,620037,1142161,1.19
2010-06-30,456874,535913,992787,1.17
2010-07-01,565672,809941,1375613,1.43
2010-07-02,292277,350924,643201,1.2
2010-07-06,366432,601037,967469,1.64
2010-07-07,509541,474635,984176,0.93
2010-07-08,376652,422394,799046,1.12
2010-07-09,482654,496318,978972,1.03
2010-07-12,408063,644682,1052745,1.58
2010-07-13,675531,831724,1507255,1.23
2010-07-14,631005,621260,1252265,0.98
2010-07-15,612300,507804,1120104,0.83
2010-07-16,360175,545346,905521,1.51
2010-07-19,380783,382058,762841,1.0
2010-07-20,306355,525065,831420,1.71
2010-07-21,317833,563049,880882,1.77
2010-07-22,416076,516107,932183,1.24
2010-07-23,323113,371092,694205,1.15
2010-07-26,286652,385281,671933,1.34
2010-07-27,314513,464261,778774,1.48
2010-07-28,220359,312050,532409,1.42
2010-07-29,203260,284509,487769,1.4
2010-07-30,319023,304687,623710,0.96
2010-08-02,348664,626851,975515,1.8
2010-08-03,290102,319158,609260,1.1
2010-08-04,274380,427917,702297,1.56
2010-08-05,209006,380935,589941,1.82
2010-08-06,361987,409869,771856,1.13
2010-08-09,337068,383097,720165,1.14
2010-08-10,374822,627403,1002225,1.67
2010-08-11,504922,638702,1143624,1.26
2010-08-12,381362,577061,958423,1.51
2010-08-13,292553,427001,719554,1.46
2010-08-16,436850,471603,908453,1.08
2010-08-17,458845,763966,1222811,1.66
2010-08-18,563016,861756,1424772,1.53
2010-08-19,682140,728403,1410543,1.07
2010-08-20,482290,687157,1169447,1.42
2010-08-23,283241,426981,710222,1.51
2010-08-24,454885,416666,871551,0.92
2010-08-25,328644,529879,858523,1.61
2010-08-26,421918,443272,865190,1.05
2010-08-27,446602,450747,897349,1.01
2010-08-30,291465,435522,726987,1.49
2010-08-31,289199,405306,694505,1.4
2010-09-01,589258,761734,1350992,1.29
2010-09-02,370532,495084,865616,1.34
2010-09-03,400873,720867,1121740,1.8
2010-09-07,291041,471252,762293,1.62
2010-09-08,394956,559983,954939,1.42
2010-09-09,385847,715471,1101318,1.85
2010-09-10,478225,650566,1128791,1.36
2010-09-13,688220,740481,1428701,1.08
2010-09-14,526149,805153,1331302,1.53
2010-09-15,713212,858243,1571455,1.2
2010-09-16,778318,650652,1428970,0.84
2010-09-17,391360,512566,903926,1.31
2010-09-20,325638,510149,835787,1.57
2010-09-21,366380,637655,1004035,1.74
2010-09-22,432720,521901,954621,1.21
2010-09-23,271538,347025,618563,1.28
2010-09-24,327514,398984,726498,1.22
2010-09-27,284938,391832,676770,1.38
2010-09-28,252437,584349,836786,2.31
2010-09-29,282811,398666,681477,1.41
2010-09-30,357735,435402,793137,1.22
2010-10-01,356475,403574,760049,1.13
2010-10-04,367457,352574,720031,0.96
2010-10-05,652131,809646,1461777,1.24
2010-10-06,352864,513826,866690,1.46
2010-10-07,381032,406797,787829,1.07
2010-10-08,418485,538576,957061,1.29
2010-10-11,527721,591607,1119328,1.12
2010-10-12,488371,855520,1343891,1.75
2010-10-13,1051643,939012,1990655,0.89
2010-10-14,720851,877594,1598445,1.22
2010-10-15,476632,574113,1050745,1.2
2010-10-18,371567,386852,758419,1.04
2010-10-19,463598,508231,971829,1.1
2010-10-20,520142,746923,1267065,1.44
2010-10-21,494470,494141,988611,1.0
2010-10-22,448368,479739,928107,1.07
2010-10-25,342927,553792,896719,1.61
2010-10-26,252794,530799,783593,2.1
2010-10-27,330307,460665,790972,1.39
2010-10-28,333252,422039,755291,1.27
2010-10-29,322953,600573,923526,1.86
2010-11-01,305774,424495,730269,1.39
2010-11-02,401549,403400,804949,1.0
2010-11-03,382398,621025,1003423,1.62
2010-11-04,812608,1170750,1983358,1.44
2010-11-05,520457,656419,1176876,1.26
2010-11-08,319866,357397,677263,1.12
2010-11-09,372725,543593,916318,1.46
2010-11-10,388817,453769,842586,1.17
2010-11-11,378299,369223,747522,0.98
2010-11-12,591545,735389,1326934,1.24
2010-11-15,444355,440700,885055,0.99
2010-11-16,745501,944696,1690197,1.27
2010-11-17,618700,888781,1507481,1.44
2010-11-18,723652,718665,1442317,0.99
2010-11-19,853994,531230,1385224,0.62
2010-11-22,402254,429419,831673,1.07
2010-11-23,358198,499447,857645,1.39
2010-11-24,346291,424396,770687,1.23
2010-11-26,273384,197024,470408,0.72
2010-11-29,327614,450385,777999,1.37
2010-11-30,395892,531853,927745,1.34
2010-12-01,430875,547515,978390,1.27
2010-12-02,567745,583303,1151048,1.03
2010-12-03,478579,571574,1050153,1.19
2010-12-06,469997,482737,952734,1.03
2010-12-07,620019,624656,1244675,1.01
2010-12-08,415097,504855,919952,1.22
2010-12-09,510008,605131,1115139,1.19
2010-12-10,544215,675951,1220166,1.24
2010-12-13,596680,557532,1154212,0.93
2010-12-14,639083,455951,1095034,0.71
2010-12-15,723550,532596,1256146,0.74
2010-12-16,733819,508519,1242338,0.69
2010-12-17,585348,619948,1205296,1.06
2010-12-20,313965,398245,712210,1.27
2010-12-21,338831,340290,679121,1.0
2010-12-22,401510,609670,1011180,1.52
2010-12-23,233362,279425,512787,1.2
2010-12-27,112960,146145,259105,1.29
2010-12-28,168827,219068,387895,1.3
2010-12-29,187873,279668,467541,1.49
2010-12-30,218578,335098,553676,1.53
2010-12-31,163810,207153,370963,1.26
2011-01-03,581313,548348,1129661,0.94
2011-01-04,478648,425605,904253,0.89
2011-01-05,542990,534363,1077353,0.98
2011-01-06,609712,462612,1072324,0.76
2011-01-07,364176,479291,843467,1.32
2011-01-10,410106,425443,835549,1.04
2011-01-11,504033,627376,1131409,1.24
2011-01-12,576141,633237,1209378,1.1
2011-01-13,543997,480816,1024813,0.88
2011-01-14,631960,584808,1216768,0.93
2011-01-18,788536,653619,1442155,0.83
2011-01-19,890163,1216511,2106674,1.37
2011-01-20,581460,747079,1328539,1.28
2011-01-21,449553,553417,1002970,1.23
2011-01-24,314988,403099,718087,1.28
2011-01-25,350790,457917,808707,1.31
2011-01-26,498378,564352,1062730,1.13
2011-01-27,415780,744656,1160436,1.79
2011-01-28,622984,819560,1442544,1.32
2011-01-31,340989,625297,966286,1.83
2011-02-01,669576,587787,1257363,0.88
2011-02-02,256351,378531,634882,1.48
2011-02-03,343133,480747,823880,1.4
2011-02-04,447687,476745,924432,1.06
2011-02-07,519969,605422,1125391,1.16
2011-02-08,387230,465338,852568,1.2
2011-02-09,469790,585832,1055622,1.25
2011-02-10,512490,431816,944306,0.84
2011-02-11,524823,586424,1111247,1.12
2011-02-14,404192,636546,1040738,1.57
2011-02-15,609280,503883,1113163,0.83
2011-02-16,696754,981940,1678694,1.41
2011-02-17,735300,701793,1437093,0.95
2011-02-18,513316,605366,1118682,1.18
2011-02-22,525668,756963,1282631,1.44
2011-02-23,751511,744742,1496253,0.99
2011-02-24,528125,679022,1207147,1.29
2011-02-25,452144,611771,1063915,1.35
2011-02-28,299129,536818,835947,1.79
2011-03-01,466856,611057,1077913,1.31
2011-03-02,623256,555126,1178382,0.89
2011-03-03,547400,641811,1189211,1.17
2011-03-04,691529,647479,1339008,0.94
2011-03-07,521221,468202,989423,0.9
2011-03-08,510385,656010,1166395,1.29
2011-03-09,319681,541692,861373,1.69
2011-03-10,835695,727787,1563482,0.87
2011-03-11,518495,755413,1273908,1.46
2011-03-14,865915,885699,1751614,1.02
2011-03-15,1296637,1176191,2472828,0.91
2011-03-16,1144638,1493846,2638484,1.31
2011-03-17,1025768,1079249,2105017,1.05
2011-03-18,521076,651582,1172658,1.25
2011-03-21,532816,594082,1126898,1.11
2011-03-22,646919,494538,1141457,0.76
2011-03-23,460249,450208,910457,0.98
2011-03-24,439824,569886,1009710,1.3
2011-03-25,546014,632439,1178453,1.16
2011-03-28,317126,384807,701933,1.21
2011-03-29,265742,365241,630983,1.37
2011-03-30,508658,476036,984694,0.94
2011-03-31,290823,442230,733053,1.52
2011-04-01,486158,706983,1193141,1.45
2011-04-04,315512,441800,757312,1.4
2011-04-05,412691,445047,857738,1.08
2011-04-06,390966,312792,703758,0.8
2011-04-07,340477,441996,782473,1.3
2011-04-08,550614,509449,1060063,0.93
2011-04-11,361354,442660,804014,1.23
2011-04-12,543191,634027,1177218,1.17
2011-04-13,761495,545653,1307148,0.72
2011-04-14,675111,708314,1383425,1.05
2011-04-15,402071,673841,1075912,1.68
2011-04-18,537818,511874,1049692,0.95
2011-04-19,532707,513704,1046411,0.96
2011-04-20,578609,797605,1376214,1.38
2011-04-21,439237,557479,996716,1.27
2011-04-25,199578,166784,366362,0.84
2011-04-26,479750,423132,902882,0.88
2011-04-27,412828,510921,923749,1.24
2011-04-28,584083,533928,1118011,0.91
2011-04-29,485110,612528,1097638,1.26
2011-05-02,384619,420133,804752,1.09
2011-05-03,436120,481999,918119,1.11
2011-05-04,357776,503390,861166,1.41
2011-05-05,426531,711645,1138176,1.67
2011-05-06,503173,546776,1049949,1.09
2011-05-09,376431,283640,660071,0.75
2011-05-10,469902,461373,931275,0.98
2011-05-11,419859,543198,963057,1.29
2011-05-12,446429,423066,869495,0.95
2011-05-13,496851,423054,919905,0.85
2011-05-16,584266,640796,1225062,1.1
2011-05-17,668319,768175,1436494,1.15
2011-05-18,771099,750433,1521532,0.97
2011-05-19,774385,882326,1656711,1.14
2011-05-20,541765,636592,1178357,1.18
2011-05-23,471037,672123,1143160,1.43
2011-05-24,387581,383349,770930,0.99
2011-05-25,378256,350161,728417,0.93
2011-05-26,410961,520704,931665,1.27
2011-05-27,538325,368714,907039,0.68
2011-05-31,597800,382264,980064,0.64
2011-06-01,513100,712812,1225912,1.39
2011-06-02,440600,489714,930314,1.11
2011-06-03,385113,784830,1169943,2.04
2011-06-06,513474,586675,1100149,1.14
2011-06-07,546892,640259,1187151,1.17
2011-06-08,671123,644962,1316085,0.96
2011-06-09,496373,475089,971462,0.96
2011-06-10,707685,726906,1434591,1.03
2011-06-13,662245,680463,1342708,1.03
2011-06-14,777972,911123,1689095,1.17
2011-06-15,1033733,1410869,2444602,1.36
2011-06-16,1238923,1097363,2336286,0.89
2011-06-17,665323,698400,1363723,1.05
2011-06-20,411561,476373,887934,1.16
2011-06-21,518486,590493,1108979,1.14
2011-06-22,522988,522324,1045312,1.0
2011-06-23,525149,690736,1215885,1.32
2011-06-24,368561,558178,926739,1.51
2011-06-27,636814,478148,1114962,0.75
2011-06-28,546585,555782,1102367,1.02
2011-06-29,616884,608728,1225612,0.99
2011-06-30,735433,756724,1492157,1.03
2011-07-01,791911,896878,1688789,1.13
2011-07-05,451368,689154,1140522,1.53
2011-07-06,392270,509215,901485,1.3
2011-07-07,751350,787589,1538939,1.05
2011-07-08,491587,568481,1060068,1.16
2011-07-11,668133,902317,1570450,1.35
2011-07-12,670100,837285,1507385,1.25
2011-07-13,521032,688661,1209693,1.32
2011-07-14,938923,978924,1917847,1.04
2011-07-15,521912,746719,1268631,1.43
2011-07-18,633819,688203,1322022,1.09
2011-07-19,741615,507589,1249204,0.68
2011-07-20,704293,537543,1241836,0.76
2011-07-21,857034,547895,1404929,0.64
2011-07-22,538630,447148,985778,0.83
2011-07-25,406787,373221,780008,0.92
2011-07-26,451961,403610,855571,0.89
2011-07-27,648012,791336,1439348,1.22
2011-07-28,580086,624902,1204988,1.08
2011-07-29,741832,909065,1650897,1.23
2011-08-01,660853,789482,1450335,1.19
2011-08-02,943756,1060349,2004105,1.12
2011-08-03,824946,991329,1816275,1.2
2011-08-04,1364421,1523443,2887864,1.12
2011-08-05,1578207,1929277,3507484,1.22
2011-08-08,1432850,1899323,3332173,1.33
2011-08-09,1216184,1907442,3123626,1.57
2011-08-10,958943,1345500,2304443,1.4
2011-08-11,1021456,1291438,2312894,1.26
2011-08-12,788967,1027214,1816181,1.3
2011-08-15,639996,1029301,1669297,1.61
2011-08-16,993842,973469,1967311,0.98
2011-08-17,805377,1319085,2124462,1.64
2011-08-18,1236749,1742613,2979362,1.41
2011-08-19,825648,937514,1763162,1.14
2011-08-22,473799,702164,1175963,1.48
2011-08-23,667159,779037,1446196,1.17
2011-08-24,532078,819022,1351100,1.54
2011-08-25,472235,744118,1216353,1.58
2011-08-26,648088,964356,1612444,1.49
2011-08-29,484222,827014,1311236,1.71
2011-08-30,461013,668099,1129112,1.45
2011-08-31,717169,829614,1546783,1.16
2011-09-01,597972,761554,1359526,1.27
2011-09-02,505337,781876,1287213,1.55
2011-09-06,584355,920247,1504602,1.57
2011-09-07,768783,825537,1594320,1.07
2011-09-08,568426,695394,1263820,1.22
2011-09-09,857896,1190811,2048707,1.39
2011-09-12,736346,1025346,1761692,1.39
2011-09-13,738106,895326,1633432,1.21
2011-09-14,815151,1018821,1833972,1.25
2011-09-15,869882,1061041,1930923,1.22
2011-09-16,750959,871190,1622149,1.16
2011-09-19,496525,542030,1038555,1.09
2011-09-20,479295,629569,1108864,1.31
2011-09-21,618521,1125418,1743939,1.82
2011-09-22,793376,1180120,1973496,1.49
2011-09-23,504785,739600,1244385,1.47
2011-09-26,287705,573509,861214,1.99
2011-09-27,439192,673785,1112977,1.53
2011-09-28,285692,593450,879142,2.08
2011-09-29,340059,595504,935563,1.75
2011-09-30,557973,688968,1246941,1.23
2011-10-03,597172,967797,1564969,1.62
2011-10-04,764684,1143771,1908455,1.5
2011-10-05,514306,814455,1328761,1.58
2011-10-06,534183,837923,1372106,1.57
2011-10-07,397158,739955,1137113,1.86
2011-10-10,416428,707159,1123587,1.7
2011-10-11,449958,974052,1424010,2.16
2011-10-12,672535,1208957,1881492,1.8
2011-10-13,481127,566978,1048105,1.18
2011-10-14,608329,749243,1357572,1.23
2011-10-17,537798,750683,1288481,1.4
2011-10-18,619705,757891,1377596,1.22
2011-10-19,690976,1081514,1772490,1.57
2011-10-20,656141,948302,1604443,1.45
2011-10-21,554139,781701,1335840,1.41
2011-10-24,555692,915194,1470886,1.65
2011-10-25,345643,527654,873297,1.53
2011-10-26,310384,458852,769236,1.48
2011-10-27,1033629,1330991,2364620,1.29
2011-10-28,497573,758648,1256221,1.52
2011-10-31,358964,680529,1039493,1.9
2011-11-01,666437,1118933,1785370,1.68
2011-11-02,396570,647779,1044349,1.63
2011-11-03,504873,656713,1161586,1.3
2011-11-04,369603,406625,776228,1.1
2011-11-07,283148,442506,725654,1.56
2011-11-08,476568,685548,1162116,1.44
2011-11-09,692408,992184,1684592,1.43
2011-11-10,409000,637121,1046121,1.56
2011-11-11,591941,597345,1189286,1.01
2011-11-14,537807,695435,1233242,1.29
2011-11-15,592765,668393,1261158,1.13
2011-11-16,565852,1179691,1745543,2.08
2011-11-17,845252,1272696,2117948,1.51
2011-11-18,990085,577309,1567394,0.58
2011-11-21,437444,632766,1070210,1.45
2011-11-22,404949,559607,964556,1.38
2011-11-23,480791,880775,1361566,1.83
2011-11-25,243558,376723,620281,1.55
2011-11-28,311903,467040,778943,1.5
2011-11-29,309391,495600,804991,1.6
2011-11-30,659943,878198,1538141,1.33
2011-12-01,540130,690052,1230182,1.28
2011-12-02,547391,647932,1195323,1.18
2011-12-05,487371,576787,1064158,1.18
2011-12-06,527761,436065,963826,0.83
2011-12-07,508541,512022,1020563,1.01
2011-12-08,520226,554497,1074723,1.07
2011-12-09,494498,796361,1290859,1.61
2011-12-12,462471,624996,1087467,1.35
2011-12-13,642031,942771,1584802,1.47
2011-12-14,647115,815231,1462346,1.26
2011-12-15,514700,857650,1372350,1.67
2011-12-16,551903,667362,1219265,1.21
2011-12-19,400628,415373,816001,1.04
2011-12-20,404490,492909,897399,1.22
2011-12-21,436154,661440,1097594,1.52
2011-12-22,334995,555150,890145,1.66
2011-12-23,215265,290717,505982,1.35
2011-12-27,152708,163657,316365,1.07
2011-12-28,266368,274630,540998,1.03
2011-12-29,137976,303115,441091,2.2
2011-12-30,169362,233641,403003,1.38
2012-01-03,435851,443262,879113,1.02
2012-01-04,307830,440099,747929,1.43
2012-01-05,485576,486614,972190,1.0
2012-01-06,420402,655899,1076301,1.56
2012-01-09,318776,447280,766056,1.4
2012-01-10,616871,607915,1224786,0.99
2012-01-11,337900,454418,792318,1.34
2012-01-12,452473,554447,1006920,1.23
2012-01-13,911999,524121,1436120,0.57
2012-01-17,526029,658703,1184732,1.25
2012-01-18,876238,1009606,1885844,1.15
2012-01-19,821844,882593,1704437,1.07
2012-01-20,485891,753906,1239797,1.55
2012-01-23,386590,667661,1054251,1.73
2012-01-24,349591,335435,685026,0.96
2012-01-25,579391,382954,962345,0.66
2012-01-26,455983,646055,1102038,1.42
2012-01-27,376876,453625,830501,1.2
2012-01-30,311945,366947,678892,1.18
2012-01-31,319274,349210,668484,1.09
2012-02-01,615251,572591,1187842,0.93
2012-02-02,373551,493393,866944,1.32
2012-02-03,981239,858549,1839788,0.87
2012-02-06,341921,400417,742338,1.17
2012-02-07,748834,496202,1245036,0.66
2012-02-08,553099,566487,1119586,1.02
2012-02-09,485256,599189,1084445,1.23
2012-02-10,804099,846269,1650368,1.05
2012-02-13,460127,688524,1148651,1.5
2012-02-14,606111,804145,1410256,1.33
2012-02-15,754872,1103686,1858558,1.46
2012-02-16,729784,987339,1717123,1.35
2012-02-17,470460,588395,1058855,1.25
2012-02-21,599435,672514,1271949,1.12
2012-02-22,582447,674845,1257292,1.16
2012-02-23,563751,696337,1260088,1.24
2012-02-24,418981,720087,1139068,1.72
2012-02-27,401920,427026,828946,1.06
2012-02-28,415679,405461,821140,0.98
2012-02-29,444838,770970,1215808,1.73
2012-03-01,351287,589828,941115,1.68
2012-03-02,475812,608221,1084033,1.28
2012-03-05,401585,471956,873541,1.18
2012-03-06,595699,776083,1371782,1.3
2012-03-07,420780,618792,1039572,1.47
2012-03-08,560070,554404,1114474,0.99
2012-03-09,490098,704786,1194884,1.44
2012-03-12,426309,481439,907748,1.13
2012-03-13,686848,878985,1565833,1.28
2012-03-14,884032,703519,1587551,0.8
2012-03-15,708484,675529,1384013,0.95
2012-03-16,419281,757928,1177209,1.81
2012-03-19,672945,746099,1419044,1.11
2012-03-20,547727,663664,1211391,1.21
2012-03-21,851248,1120115,1971363,1.32
2012-03-22,391446,656467,1047913,1.68
2012-03-23,401780,639223,1041003,1.59
2012-03-26,551118,787797,1338915,1.43
2012-03-27,463870,789840,1253710,1.7
2012-03-28,466208,718619,1184827,1.54
