date,total_call,total_put,total_total,total_pcr
2006-05-18,1961995,2396428,4358423,1.22
2006-05-19,2530621,3216314,5746935,1.27
2006-05-22,1868793,2269767,4138560,1.21
2006-05-23,1470587,1681523,3152110,1.14
2006-05-24,1580040,2244917,3824957,1.42
2006-05-25,1596164,1447408,3043572,0.91
2006-05-26,1238645,928818,2167463,0.75
2006-05-30,1064132,1282007,2346139,1.2
2006-05-31,1309353,1239848,2549201,0.95
2006-06-01,1207078,1359261,2566339,1.13
2006-06-02,1152775,1457093,2609868,1.26
2006-06-05,1325144,1376124,2701268,1.04
2006-06-06,1731711,1711506,3443217,0.99
2006-06-07,1330110,1490598,2820708,1.12
2006-06-08,1994134,2712915,4707049,1.36
2006-06-09,1308915,1338448,2647363,1.02
2006-06-12,1625106,1561305,3186411,0.96
2006-06-13,2077698,2788281,4865979,1.34
2006-06-14,2028389,2277783,4306172,1.12
2006-06-15,2360477,2036785,4397262,0.86
2006-06-16,1419648,1802910,3222558,1.27
2006-06-19,1427980,1573416,3001396,1.1
2006-06-20,1190818,1158784,2349602,0.97
2006-06-21,1296010,1198239,2494249,0.92
2006-06-22,893670,932495,1826165,1.04
2006-06-23,901762,905310,1807072,1.0
2006-06-26,802000,593203,1395203,0.74
2006-06-27,1078970,1104415,2183385,1.02
2006-06-28,903502,785468,1688970,0.87
2006-06-29,1800612,1219938,3020550,0.68
2006-06-30,1093757,1050160,2143917,0.96
2006-07-03,482979,463824,946803,0.96
2006-07-05,845813,1112405,1958218,1.32
2006-07-06,1031765,828869,1860634,0.8
2006-07-07,1085790,966134,2051924,0.89
2006-07-10,1003583,927974,1931557,0.92
2006-07-11,1121867,1239406,2361273,1.1
2006-07-12,1036624,1386167,2422791,1.34
2006-07-13,1566288,1773717,3340005,1.13
2006-07-14,1531918,1887519,3419437,1.23
2006-07-17,1313329,1425727,2739056,1.09
2006-07-18,1654690,1863335,3518025,1.13
2006-07-19,2093409,1839285,3932694,0.88
2006-07-20,1814831,1858719,3673550,1.02
2006-07-21,1855219,2421884,4277103,1.31
2006-07-24,1791832,1225369,3017201,0.68
2006-07-25,1377745,1373876,2751621,1.0
2006-07-26,1348728,1435798,2784526,1.06
2006-07-27,1312976,1380453,2693429,1.05
2006-07-28,1237604,1091959,2329563,0.88
2006-07-31,983758,823480,1807238,0.84
2006-08-01,1007757,972634,1980391,0.97
2006-08-02,1230451,996376,2226827,0.81
2006-08-03,1133666,1008096,2141762,0.89
2006-08-04,1128393,1320633,2449026,1.17
2006-08-07,961981,841105,1803086,0.87
2006-08-08,1274954,1251168,2526122,0.98
2006-08-09,1379407,1365277,2744684,0.99
2006-08-10,1229954,1155546,2385500,0.94
2006-08-11,986371,917653,1904024,0.93
2006-08-14,1395242,1131500,2526742,0.81
2006-08-15,1667821,1465807,3133628,0.88
2006-08-16,2121655,1599488,3721143,0.75
2006-08-17,2103294,1826175,3929469,0.87
2006-08-18,2031710,1805181,3836891,0.89
2006-08-21,1136785,1283293,2420078,1.13
2006-08-22,1019147,1174849,2193996,1.15
2006-08-23,945995,1262472,2208467,1.33
2006-08-24,951783,992354,1944137,1.04
2006-08-25,810307,659817,1470124,0.81
2006-08-28,961557,946453,1908010,0.98
2006-08-29,965302,975093,1940395,1.01
2006-08-30,1015144,975548,1990692,0.96
2006-08-31,890517,804474,1694991,0.9
2006-09-01,958633,954527,1913160,1.0
2006-09-05,1044476,999727,2044203,0.96
2006-09-06,1087454,1382015,2469469,1.27
2006-09-07,1388774,1312058,2700832,0.94
2006-09-08,1020436,1036585,2057021,1.02
2006-09-11,1416584,1453104,2869688,1.03
2006-09-12,1822084,1742832,3564916,0.96
2006-09-13,1899792,1416341,3316133,0.75
2006-09-14,1738958,1629676,3368634,0.94
2006-09-15,2071982,1704296,3776278,0.82
2006-09-18,1386719,1351214,2737933,0.97
2006-09-19,1213225,1705680,2918905,1.41
2006-09-20,1390680,1205553,2596233,0.87
2006-09-21,1317805,1278550,2596355,0.97
2006-09-22,1088775,1001372,2090147,0.92
2006-09-25,1301196,1094245,2395441,0.84
2006-09-26,1312842,1356011,2668853,1.03
2006-09-27,1406193,1185969,2592162,0.84
2006-09-28,1226182,1044613,2270795,0.85
2006-09-29,1042980,826809,1869789,0.79
2006-10-02,870261,899761,1770022,1.03
2006-10-03,1159956,1365248,2525204,1.18
2006-10-04,1600842,1394252,2995094,0.87
2006-10-05,1522907,1226306,2749213,0.81
2006-10-06,1165306,1110056,2275362,0.95
2006-10-09,970535,948588,1919123,0.98
2006-10-10,1476603,1221930,2698533,0.83
2006-10-11,1317121,1217416,2534537,0.92
2006-10-12,1688002,1405079,3093081,0.83
2006-10-13,1725034,1440876,3165910,0.84
2006-10-16,1989612,1565820,3555432,0.79
2006-10-17,1737158,1570624,3307782,0.9
2006-10-18,1718275,1674874,3393149,0.97
2006-10-19,1992418,1517586,3510004,0.76
2006-10-20,2321986,1865259,4187245,0.8
2006-10-23,1840598,1383976,3224574,0.75
2006-10-24,1421505,1646738,3068243,1.16
2006-10-25,1661280,1397795,3059075,0.84
2006-10-26,1709356,1303386,3012742,0.76
2006-10-27,1311247,1352492,2663739,1.03
2006-10-30,1173223,959215,2132438,0.82
2006-10-31,1351155,1307984,2659139,0.97
2006-11-01,1403969,1282026,2685995,0.91
2006-11-02,1348240,1218592,2566832,0.9
2006-11-03,1317371,1197794,2515165,0.91
2006-11-06,1260832,960752,2221584,0.76
2006-11-07,1463685,1158790,2622475,0.79
2006-11-08,1604160,1237325,2841485,0.77
2006-11-09,1541667,1293366,2835033,0.84
2006-11-10,901186,881785,1782971,0.98
2006-11-13,1506870,1191494,2698364,0.79
2006-11-14,1863668,1517691,3381359,0.81
2006-11-15,2229159,1847550,4076709,0.83
2006-11-16,2243821,1747442,3991263,0.78
2006-11-17,2392000,1931067,4323067,0.81
2006-11-20,1669324,1455453,3124777,0.87
2006-11-21,1459211,1525869,2985080,1.05
2006-11-22,1243548,1100661,2344209,0.89
2006-11-24,559956,593646,1153602,1.06
2006-11-27,1584144,2019033,3603177,1.27
2006-11-28,1353598,1259455,2613053,0.93
2006-11-29,1876413,1255979,3132392,0.67
2006-11-30,1506600,1156769,2663369,0.77
2006-12-01,1497498,1365502,2863000,0.91
2006-12-04,1473287,1293251,2766538,0.88
2006-12-05,1494815,1136725,2631540,0.76
2006-12-06,1470302,1250950,2721252,0.85
2006-12-07,1548602,1352910,2901512,0.87
2006-12-08,1357265,1059709,2416974,0.78
2006-12-11,1459999,1058509,2518508,0.73
2006-12-12,1606245,1552781,3159026,0.97
2006-12-13,1598859,1417794,3016653,0.89
2006-12-14,2410057,1545275,3955332,0.64
2006-12-15,2265969,1686549,3952518,0.74
2006-12-18,1652162,1807227,3459389,1.09
2006-12-19,1558535,1492796,3051331,0.96
2006-12-20,1157975,982895,2140870,0.85
2006-12-21,1581942,1250630,2832572,0.79
2006-12-22,848222,937418,1785640,1.11
2006-12-26,761271,638977,1400248,0.84
2006-12-27,910777,702876,1613653,0.77
2006-12-28,931280,893310,1824590,0.96
2006-12-29,1050707,923895,1974602,0.88
2007-01-03,1660954,1444024,3104978,0.87
2007-01-04,1613276,1345174,2958450,0.83
2007-01-05,1579147,1417792,2996939,0.9
2007-01-08,1363540,1170294,2533834,0.86
2007-01-09,1648779,1301831,2950610,0.79
2007-01-10,1792918,1455555,3248473,0.81
2007-01-11,2012060,1449692,3461752,0.72
2007-01-12,1686235,1267849,2954084,0.75
2007-01-16,1782020,1628602,3410622,0.91
2007-01-17,1673854,1471531,3145385,0.88
2007-01-18,2004905,1807672,3812577,0.9
2007-01-19,2202162,1851869,4054031,0.84
2007-01-22,1678419,1623684,3302103,0.97
2007-01-23,1657164,1514661,3171825,0.91
2007-01-24,1537920,1306562,2844482,0.85
2007-01-25,1479982,1775020,3255002,1.2
2007-01-26,1327287,1305700,2632987,0.98
2007-01-29,1249992,1232797,2482789,0.99
2007-01-30,1188187,1111370,2299557,0.94
2007-01-31,1552672,1216853,2769525,0.78
2007-02-01,1450209,1218451,2668660,0.84
2007-02-02,1187444,1153585,2341029,0.97
2007-02-05,1150376,947407,2097783,0.82
2007-02-06,1295039,1112353,2407392,0.86
2007-02-07,1289276,1124059,2413335,0.87
2007-02-08,1436418,1226322,2662740,0.85
2007-02-09,1762293,1637746,3400039,0.93
2007-02-12,1378759,1628155,3006914,1.18
2007-02-13,1552494,1490951,3043445,0.96
2007-02-14,2100587,2018594,4119181,0.96
2007-02-15,2013070,1538575,3551645,0.76
2007-02-16,1816302,1534439,3350741,0.84
2007-02-20,1636438,1576325,3212763,0.96
2007-02-21,1370042,1542147,2912189,1.13
2007-02-22,1523695,1584067,3107762,1.04
2007-02-23,1211834,1667076,2878910,1.38
2007-02-26,1361830,1399071,2760901,1.03
2007-02-27,2522329,4298647,6820976,1.7
2007-02-28,2233512,2414007,4647519,1.08
2007-03-01,2070158,2937424,5007582,1.42
2007-03-02,1856953,2409385,4266338,1.3
2007-03-05,1951766,3254430,5206196,1.67
2007-03-06,1819914,2276200,4096114,1.25
2007-03-07,1591376,1881153,3472529,1.18
2007-03-08,1756579,1789698,3546277,1.02
2007-03-09,1479299,1711176,3190475,1.16
2007-03-12,1666046,1764909,3430955,1.06
2007-03-13,2028996,2934166,4963162,1.45
2007-03-14,2433054,4027099,6460153,1.66
2007-03-15,2089320,2393305,4482625,1.15
2007-03-16,1770246,2170908,3941154,1.23
2007-03-19,1859443,1517379,3376822,0.82
2007-03-20,1649710,1560053,3209763,0.95
2007-03-21,2117018,2377482,4494500,1.12
2007-03-22,1820067,1705150,3525217,0.94
2007-03-23,1308608,1211766,2520374,0.93
2007-03-26,1281040,1265740,2546780,0.99
2007-03-27,1231666,1201356,2433022,0.98
2007-03-28,1431115,1964909,3396024,1.37
2007-03-29,1312672,1533651,2846323,1.17
2007-03-30,1373647,1654248,3027895,1.2
2007-04-02,1291229,1066599,2357828,0.83
2007-04-03,1480516,1669716,3150232,1.13
2007-04-04,1207828,1255212,2463040,1.04
2007-04-05,1687885,1289652,2977537,0.76
2007-04-09,1394666,1092867,2487533,0.78
2007-04-10,1304539,1489790,2794329,1.14
2007-04-11,1561224,1557652,3118876,1.0
2007-04-12,1491336,1538615,3029951,1.03
2007-04-13,1515785,1456641,2972426,0.96
2007-04-16,2414570,1938177,4352747,0.8
2007-04-17,2101412,1899578,4000990,0.9
2007-04-18,2228220,1806247,4034467,0.81
2007-04-19,2310938,2168221,4479159,0.94
2007-04-20,2600543,1943520,4544063,0.75
2007-04-23,1904395,1731520,3635915,0.91
2007-04-24,1665248,2010558,3675806,1.21
2007-04-25,2110701,1723415,3834116,0.82
2007-04-26,2198906,1827758,4026664,0.83
2007-04-27,1582657,1591292,3173949,1.01
2007-04-30,1723929,1645018,3368947,0.95
2007-05-01,1601286,1840952,3442238,1.15
2007-05-02,1777988,1447678,3225666,0.81
2007-05-03,1668569,1483835,3152404,0.89
2007-05-04,1993095,1656267,3649362,0.83
2007-05-07,1778791,1237908,3016699,0.7
2007-05-08,1614792,1610125,3224917,1.0
2007-05-09,2275839,1685248,3961087,0.74
2007-05-10,1734204,1916163,3650367,1.1
2007-05-11,1650683,1563338,3214021,0.95
2007-05-14,2122927,1868575,3991502,0.88
2007-05-15,2129921,1962674,4092595,0.92
2007-05-16,2111979,2171041,4283020,1.03
2007-05-17,2217442,1750696,3968138,0.79
2007-05-18,2307626,2262705,4570331,0.98
2007-05-21,2038220,1959700,3997920,0.96
2007-05-22,1685354,2039226,3724580,1.21
2007-05-23,1740389,1734061,3474450,1.0
2007-05-24,1644480,1884691,3529171,1.15
2007-05-25,1207772,1249874,2457646,1.03
2007-05-29,1191855,1087504,2279359,0.91
2007-05-30,1580986,1462017,3043003,0.92
2007-05-31,1870371,1739579,3609950,0.93
2007-06-01,1592540,1425333,3017873,0.9
2007-06-04,1413817,1271975,2685792,0.9
2007-06-05,2021287,1986997,4008284,0.98
2007-06-06,1801443,2030430,3831873,1.13
2007-06-07,2207154,2743070,4950224,1.24
2007-06-08,1799500,2034080,3833580,1.13
2007-06-11,1649814,1785555,3435369,1.08
2007-06-12,2139634,2359546,4499180,1.1
2007-06-13,1935238,1870786,3806024,0.97
2007-06-14,2434800,1931739,4366539,0.79
2007-06-15,2379867,2476936,4856803,1.04
2007-06-18,1567260,1441990,3009250,0.92
2007-06-19,1446763,1324661,2771424,0.92
2007-06-20,1720030,1817564,3537594,1.06
2007-06-21,1526547,1504922,3031469,0.99
2007-06-22,1484614,1531276,3015890,1.03
2007-06-25,1328720,1515516,2844236,1.14
2007-06-26,1379791,1534546,2914337,1.11
2007-06-27,2111727,1784387,3896114,0.84
2007-06-28,1495587,1325286,2820873,0.89
2007-06-29,1603535,1639303,3242838,1.02
2007-07-02,1235136,1049011,2284147,0.85
2007-07-03,967089,900204,1867293,0.93
2007-07-05,1338261,1207592,2545853,0.9
2007-07-06,1409075,1233100,2642175,0.88
2007-07-09,1449434,1161908,2611342,0.8
2007-07-10,1867818,1875284,3743102,1.0
2007-07-11,1877758,1678505,3556263,0.89
2007-07-12,2493103,1905053,4398156,0.76
2007-07-13,2039878,1920909,3960787,0.94
2007-07-16,1994650,1647645,3642295,0.83
2007-07-17,2048486,1890052,3938538,0.92
2007-07-18,2251562,2493451,4745013,1.11
2007-07-19,2742623,2182759,4925382,0.8
2007-07-20,2821551,3467788,6289339,1.23
2007-07-23,1902295,1551889,3454184,0.82
2007-07-24,2076273,3046589,5122862,1.47
2007-07-25,2263390,2375957,4639347,1.05
2007-07-26,2757379,4213139,6970518,1.53
2007-07-27,2284991,3144533,5429524,1.38
2007-07-30,2379962,2766049,5146011,1.16
2007-07-31,2404189,3049859,5454048,1.27
2007-08-01,2358793,3208448,5567241,1.36
2007-08-02,2075042,2285792,4360834,1.1
2007-08-03,2056040,3015376,5071416,1.47
2007-08-06,2467163,3167555,5634718,1.28
2007-08-07,2418983,2552720,4971703,1.06
2007-08-08,2889057,2908553,5797610,1.01
2007-08-09,2496152,2813961,5310113,1.13
2007-08-10,2913213,3193191,6106404,1.1
2007-08-13,2187116,2211809,4398925,1.01
2007-08-14,2020656,2826767,4847423,1.4
2007-08-15,2380072,3545572,5925644,1.49
2007-08-16,3691488,5553244,9244732,1.5
2007-08-17,3041781,3755019,6796800,1.23
2007-08-20,1847741,1697075,3544816,0.92
2007-08-21,1838770,1672978,3511748,0.91
2007-08-22,1850541,2018438,3868979,1.09
2007-08-23,1493203,1710726,3203929,1.15
2007-08-24,1456582,1553681,3010263,1.07
2007-08-27,1276699,1270368,2547067,1.0
2007-08-28,1573088,2031713,3604801,1.29
2007-08-29,1515177,1448397,2963574,0.96
2007-08-30,1329158,1235745,2564903,0.93
2007-08-31,1213419,1281944,2495363,1.06
2007-09-04,1675592,1718588,3394180,1.03
2007-09-05,1578277,1813560,3391837,1.15
2007-09-06,1349429,1193001,2542430,0.88
2007-09-07,1568479,1857758,3426237,1.18
2007-09-10,1409855,1619725,3029580,1.15
2007-09-11,1476206,1562157,3038363,1.06
2007-09-12,1592030,1367308,2959338,0.86
2007-09-13,1477546,1523092,3000638,1.03
2007-09-14,1325023,1450942,2775965,1.1
2007-09-17,1559014,1617462,3176476,1.04
2007-09-18,2486693,2578153,5064846,1.04
2007-09-19,2973604,2858688,5832292,0.96
2007-09-20,2450570,2471749,4922319,1.01
2007-09-21,2386971,2028640,4415611,0.85
2007-09-24,2025349,1638446,3663795,0.81
2007-09-25,1562090,1768803,3330893,1.13
2007-09-26,1847762,1603907,3451669,0.87
2007-09-27,1518767,1293724,2812491,0.85
2007-09-28,1451701,1596917,3048618,1.1
2007-10-01,1731778,1523038,3254816,0.88
2007-10-02,1715630,1692175,3407805,0.99
2007-10-03,1485816,1224070,2709886,0.82
2007-10-04,1734341,1254195,2988536,0.72
2007-10-05,1899053,1483412,3382465,0.78
2007-10-08,1281945,1045352,2327297,0.82
2007-10-09,1917971,1552112,3470083,0.81
2007-10-10,1814479,1605987,3420466,0.89
2007-10-11,2594140,2345297,4939437,0.9
2007-10-12,2124128,1634154,3758282,0.77
2007-10-15,2209135,1760603,3969738,0.8
2007-10-16,2124954,2033318,4158272,0.96
2007-10-17,2735384,2576102,5311486,0.94
2007-10-18,2673859,2064460,4738319,0.77
2007-10-19,2916257,3380233,6296490,1.16
2007-10-22,2051796,2068175,4119971,1.01
2007-10-23,1996534,1918568,3915102,0.96
2007-10-24,2189848,2164689,4354537,0.99
2007-10-25,1729799,1884352,3614151,1.09
2007-10-26,2190850,1801878,3992728,0.82
2007-10-29,1738738,1603512,3342250,0.92
2007-10-30,1579626,1822132,3401758,1.15
2007-10-31,2379550,1828390,4207940,0.77
2007-11-01,2294265,2226686,4520951,0.97
2007-11-02,2146021,2476221,4622242,1.15
2007-11-05,2081169,2137448,4218617,1.03
2007-11-06,2402083,2361726,4763809,0.98
2007-11-07,2457307,2594877,5052184,1.06
2007-11-08,3264406,3986145,7250551,1.22
2007-11-09,2532784,2740696,5273480,1.08
2007-11-12,3091679,2868875,5960554,0.93
2007-11-13,2750762,3339639,6090401,1.21
2007-11-14,2497974,2282929,4780903,0.91
2007-11-15,2332066,3049790,5381856,1.31
2007-11-16,2389221,3029758,5418979,1.27
2007-11-19,1918338,2164817,4083155,1.13
2007-11-20,2309237,2598818,4908055,1.13
2007-11-21,1997351,2436044,4433395,1.22
2007-11-23,797175,702962,1500137,0.88
2007-11-26,1730042,1697553,3427595,0.98
2007-11-27,2528498,2075248,4603746,0.82
2007-11-28,2341438,2090442,4431880,0.89
2007-11-29,1551099,1376463,2927562,0.89
2007-11-30,1818871,1936788,3755659,1.06
2007-12-03,1264675,1049542,2314217,0.83
2007-12-04,1450033,1562495,3012528,1.08
2007-12-05,1644664,1465795,3110459,0.89
2007-12-06,1848774,1634921,3483695,0.88
2007-12-07,1547624,1546527,3094151,1.0
2007-12-10,1683617,1623076,3306693,0.96
2007-12-11,2242063,2468697,4710760,1.1
2007-12-12,2033254,2010209,4043463,0.99
2007-12-13,1775386,1898867,3674253,1.07
2007-12-14,1601253,1691073,3292326,1.06
2007-12-17,2025168,2255837,4281005,1.11
2007-12-18,2411238,2512238,4923476,1.04
2007-12-19,2052109,2352949,4405058,1.15
2007-12-20,3552303,2413979,5966282,0.68
2007-12-21,4051346,2319928,6371274,0.57
2007-12-24,1011337,908992,1920329,0.9
2007-12-26,1399332,1253953,2653285,0.9
2007-12-27,1338823,1310913,2649736,0.98
2007-12-28,1265627,1166700,2432327,0.92
2007-12-31,1270401,1328315,2598716,1.05
2008-01-02,1761010,2041037,3802047,1.16
2008-01-03,2062441,1882588,3945029,0.91
2008-01-04,2764258,3103749,5868007,1.12
2008-01-07,2136175,2212817,4348992,1.04
2008-01-08,2284272,3359739,5644011,1.47
2008-01-09,2931323,3390567,6321890,1.16
2008-01-10,2590558,2549692,5140250,0.98
2008-01-11,2414741,2240724,4655465,0.93
2008-01-14,2242293,2156056,4398349,0.96
2008-01-15,2608370,3259185,5867555,1.25
2008-01-16,3265154,3879199,7144353,1.19
2008-01-17,3083251,4634596,7717847,1.5
2008-01-18,3008991,4035964,7044955,1.34
2008-01-22,2704708,3191597,5896305,1.18
2008-01-23,3377162,3821662,7198824,1.13
2008-01-24,2785515,2459444,5244959,0.88
2008-01-25,2191238,2319161,4510399,1.06
2008-01-28,1783623,1640707,3424330,0.92
2008-01-29,1989846,1799552,3789398,0.9
2008-01-30,2515132,2051696,4566828,0.82
2008-01-31,2328210,2239673,4567883,0.96
2008-02-01,2643618,2161255,4804873,0.82
2008-02-04,1642970,1617777,3260747,0.98
2008-02-05,1955580,2231222,4186802,1.14
2008-02-06,1842052,1951871,3793923,1.06
2008-02-07,2271611,2543076,4814687,1.12
2008-02-08,1741716,2003196,3744912,1.15
2008-02-11,1943250,1893578,3836828,0.97
2008-02-12,2431888,2758945,5190833,1.13
2008-02-13,2042398,1996382,4038780,0.98
2008-02-14,2202114,2214076,4416190,1.01
2008-02-15,2083950,2411532,4495482,1.16
2008-02-19,1940883,1957760,3898643,1.01
2008-02-20,1820754,1567029,3387783,0.86
2008-02-21,1640425,1578565,3218990,0.96
2008-02-22,1635570,1876631,3512201,1.15
2008-02-25,1657605,1535329,3192934,0.93
2008-02-26,1992955,2122609,4115564,1.07
2008-02-27,1585918,1741909,3327827,1.1
2008-02-28,1487159,1839771,3326930,1.24
2008-02-29,1865335,2361925,4227260,1.27
2008-03-03,1621521,2008533,3630054,1.24
2008-03-04,2060481,2467806,4528287,1.2
2008-03-05,1735262,1986129,3721391,1.14
2008-03-06,1854025,2357843,4211868,1.27
2008-03-07,2200544,2721965,4922509,1.24
2008-03-10,1902690,2829862,4732552,1.49
2008-03-11,2497931,2773999,5271930,1.11
2008-03-12,2013286,2232648,4245934,1.11
2008-03-13,2313471,2831962,5145433,1.22
2008-03-14,2526560,3548627,6075187,1.4
2008-03-17,2705098,4020737,6725835,1.49
2008-03-18,3051328,3050838,6102166,1.0
2008-03-19,2986233,3603215,6589448,1.21
2008-03-20,2811836,3115757,5927593,1.11
2008-03-24,2605069,2124354,4729423,0.82
2008-03-25,1902462,1827834,3730296,0.96
2008-03-26,1915178,1971090,3886268,1.03
2008-03-27,1623603,1826485,3450088,1.12
2008-03-28,1283498,1487897,2771395,1.16
2008-03-31,1404091,1443125,2847216,1.03
2008-04-01,2521623,2262519,4784142,0.9
2008-04-02,1962031,2067487,4029518,1.05
2008-04-03,1561765,1636260,3198025,1.05
2008-04-04,1766135,2124075,3890210,1.2
2008-04-07,1952201,1890378,3842579,0.97
2008-04-08,1375143,1563250,2938393,1.14
2008-04-09,1649715,1920810,3570525,1.16
2008-04-10,1770675,1736479,3507154,0.98
2008-04-11,1919942,2477479,4397421,1.29
2008-04-14,1797462,1822016,3619478,1.01
2008-04-15,1849215,1961981,3811196,1.06
2008-04-16,2710201,2491670,5201871,0.92
2008-04-17,2411084,2254732,4665816,0.94
2008-04-18,3319002,2729048,6048050,0.82
2008-04-21,1918912,1825959,3744871,0.95
2008-04-22,1967082,2094721,4061803,1.06
2008-04-23,1751886,1653607,3405493,0.94
2008-04-24,2254922,2024959,4279881,0.9
2008-04-25,1833425,1647176,3480601,0.9
2008-04-28,1537678,1482043,3019721,0.96
2008-04-29,1576686,1697491,3274177,1.08
2008-04-30,1867904,1710990,3578894,0.92
2008-05-01,2345194,2193032,4538226,0.94
2008-05-02,2255412,2024025,4279437,0.9
2008-05-05,1943315,1757765,3701080,0.9
2008-05-06,2461942,2014182,4476124,0.82
2008-05-07,2297707,2361671,4659378,1.03
2008-05-08,1899002,1681546,3580548,0.89
2008-05-09,1868316,1727192,3595508,0.92
2008-05-12,2127833,1843822,3971655,0.87
2008-05-13,2381602,1872225,4253827,0.79
2008-05-14,2810896,2253578,5064474,0.8
2008-05-15,2695270,2080746,4776016,0.77
2008-05-16,2825947,2414493,5240440,0.85
2008-05-19,2429897,2077129,4507026,0.85
2008-05-20,1992388,2161548,4153936,1.08
2008-05-21,2159736,2553799,4713535,1.18
2008-05-22,1768229,1708172,3476401,0.97
2008-05-23,1887208,1977541,3864749,1.05
2008-05-27,1535347,1443538,2978885,0.94
2008-05-28,1720915,1401826,3122741,0.81
2008-05-29,2124937,1829535,3954472,0.86
2008-05-30,1562752,1320058,2882810,0.84
2008-06-02,1797761,1953351,3751112,1.09
2008-06-03,1942397,2256075,4198472,1.16
2008-06-04,1848081,1994928,3843009,1.08
2008-06-05,2293513,2232171,4525684,0.97
2008-06-06,2712935,3081066,5794001,1.14
2008-06-09,2728489,2570492,5298981,0.94
2008-06-10,2306202,2206224,4512426,0.96
2008-06-11,2488930,2838211,5327141,1.14
2008-06-12,2584946,2477082,5062028,0.96
2008-06-13,2511439,2281325,4792764,0.91
2008-06-16,2353202,2193751,4546953,0.93
2008-06-17,2104570,2098106,4202676,1.0
2008-06-18,2616610,2932780,5549390,1.12
2008-06-19,3139399,3077327,6216726,0.98
2008-06-20,2889121,3838712,6727833,1.33
2008-06-23,2372543,2053475,4426018,0.87
2008-06-24,2154916,2125340,4280256,0.99
2008-06-25,2535628,2171218,4706846,0.86
2008-06-26,2747644,3137383,5885027,1.14
2008-06-27,2404012,2709492,5113504,1.13
2008-06-30,2301144,2512749,4813893,1.09
2008-07-01,2982970,3010565,5993535,1.01
2008-07-02,2702193,2922151,5624344,1.08
2008-07-03,1694969,2040615,3735584,1.2
2008-07-07,2678665,3240919,5919584,1.21
2008-07-08,3117620,3151932,6269552,1.01
2008-07-09,2573893,2595865,5169758,1.01
2008-07-10,2849006,3032668,5881674,1.06
2008-07-11,3476798,3991267,7468065,1.15
2008-07-14,2806697,3249248,6055945,1.16
2008-07-15,3896969,4488690,8385659,1.15
2008-07-16,3821441,3536911,7358352,0.93
2008-07-17,4513346,3902975,8416321,0.86
2008-07-18,3216085,2950120,6166205,0.92
2008-07-21,2471219,2163856,4635075,0.88
2008-07-22,2914623,2640364,5554987,0.91
2008-07-23,3456572,3106948,6563520,0.9
2008-07-24,2601610,2737847,5339457,1.05
2008-07-25,2088482,1738851,3827333,0.83
2008-07-28,1844686,1964466,3809152,1.06
2008-07-29,2541028,2136784,4677812,0.84
2008-07-30,2742855,2392443,5135298,0.87
2008-07-31,2368484,2259725,4628209,0.95
2008-08-01,2659732,2644212,5303944,0.99
2008-08-04,2046883,1987438,4034321,0.97
2008-08-05,2902930,2208728,5111658,0.76
2008-08-06,2445915,2310872,4756787,0.94
2008-08-07,2136662,2236635,4373297,1.05
2008-08-08,2630267,2418926,5049193,0.92
2008-08-11,3140124,2712489,5852613,0.86
2008-08-12,2573054,2732340,5305394,1.06
2008-08-13,2762753,2821222,5583975,1.02
2008-08-14,3006765,2607299,5614064,0.87
2008-08-15,2633801,2637498,5271299,1.0
2008-08-18,2055479,2157975,4213454,1.05
2008-08-19,1989968,2251044,4241012,1.13
2008-08-20,1859859,1783853,3643712,0.96
2008-08-21,1729192,1683101,3412293,0.97
2008-08-22,1528336,1318973,2847309,0.86
2008-08-25,1303238,1459582,2762820,1.12
2008-08-26,1344845,1310943,2655788,0.97
2008-08-27,1499253,1233346,2732599,0.82
2008-08-28,1894078,1560953,3455031,0.82
2008-08-29,1387600,1388641,2776241,1.0
2008-09-02,1996433,1924664,3921097,0.96
2008-09-03,2445275,2097561,4542836,0.86
2008-09-04,2809730,3024427,5834157,1.08
2008-09-05,2711816,2714115,5425931,1.0
2008-09-08,3112892,2787325,5900217,0.9
2008-09-09,2949829,3308363,6258192,1.12
2008-09-10,2554667,2807178,5361845,1.1
2008-09-11,3291459,3304254,6595713,1.0
2008-09-12,3101842,3145668,6247510,1.01
2008-09-15,2751171,4042115,6793286,1.47
2008-09-16,3727770,4876096,8603866,1.31
2008-09-17,4103422,5642200,9745622,1.37
2008-09-18,4594465,5432643,10027108,1.18
2008-09-19,4500909,3697788,8198697,0.82
2008-09-22,2418476,2342075,4760551,0.97
2008-09-23,2408097,2496563,4904660,1.04
2008-09-24,1965168,2066057,4031225,1.05
2008-09-25,2632006,2101968,4733974,0.8
2008-09-26,2141426,2166347,4307773,1.01
2008-09-29,2442442,3309833,5752275,1.36
2008-09-30,2360068,3064543,5424611,1.3
2008-10-01,2298622,2264735,4563357,0.99
2008-10-02,2440243,3332176,5772419,1.37
2008-10-03,2835945,3129571,5965516,1.1
2008-10-06,3784653,5742368,9527021,1.52
2008-10-07,3263448,3618143,6881591,1.11
2008-10-08,3458159,4101491,7559650,1.19
2008-10-09,3036092,4109376,7145468,1.35
2008-10-10,4119106,5045000,9164106,1.22
2008-10-13,3409048,3015706,6424754,0.88
2008-10-14,3386180,2945891,6332071,0.87
2008-10-15,3077107,3457728,6534835,1.12
2008-10-16,3730337,4294899,8025236,1.15
2008-10-17,3147682,3061026,6208708,0.97
