date,equity_call,equity_put,equity_total,equity_pcr
2011-06-30,1038101,563066,1601167,0.54
2011-07-01,1014193,567679,1581872,0.56
2011-07-05,872929,557307,1430236,0.64
2011-07-06,837411,594613,1432024,0.71
2011-07-07,1206482,679973,1886455,0.56
2011-07-08,913951,525813,1439764,0.58
2011-07-11,867179,635991,1503170,0.73
2011-07-12,928232,647039,1575271,0.7
2011-07-13,987876,656094,1643970,0.66
2011-07-14,976137,823354,1799491,0.84
2011-07-15,1304771,838574,2143345,0.64
2011-07-18,1125839,782553,1908392,0.7
2011-07-19,1466020,760604,2226624,0.52
2011-07-20,1175066,730798,1905864,0.62
2011-07-21,1433309,817220,2250529,0.57
2011-07-22,1053606,650400,1704006,0.62
2011-07-25,870604,528908,1399512,0.61
2011-07-26,1075023,636933,1711956,0.59
2011-07-27,1156597,771200,1927797,0.67
2011-07-28,941868,654886,1596754,0.7
2011-07-29,957155,750290,1707445,0.78
2011-08-01,835698,642292,1477990,0.77
2011-08-02,968588,669703,1638291,0.69
2011-08-03,1149196,907911,2057107,0.79
2011-08-04,1469249,1407781,2877030,0.96
2011-08-05,1785419,1666080,3451499,0.93
2011-08-08,1626572,1757508,3384080,1.08
2011-08-09,1642992,1454262,3097254,0.89
2011-08-10,1316596,1072809,2389405,0.81
2011-08-11,1485474,930061,2415535,0.63
2011-08-12,1000680,769969,1770649,0.77
2011-08-15,976356,680288,1656644,0.7
2011-08-16,871701,646514,1518215,0.74
2011-08-17,913260,757149,1670409,0.83
2011-08-18,1167915,1137881,2305796,0.97
2011-08-19,1085078,1132715,2217793,1.04
2011-08-22,1029436,755987,1785423,0.73
2011-08-23,1142588,773185,1915773,0.68
2011-08-24,889331,596897,1486228,0.67
2011-08-25,963088,739005,1702093,0.77
2011-08-26,876466,639332,1515798,0.73
2011-08-29,1001277,534098,1535375,0.53
2011-08-30,850586,605908,1456494,0.71
2011-08-31,923055,596354,1519409,0.65
2011-09-01,738498,508892,1247390,0.69
2011-09-02,725864,606779,1332643,0.84
2011-09-06,849554,647928,1497482,0.76
2011-09-07,830322,512709,1343031,0.62
2011-09-08,798570,577831,1376401,0.72
2011-09-09,919865,794221,1714086,0.86
2011-09-12,849212,610703,1459915,0.72
2011-09-13,797237,578038,1375275,0.73
2011-09-14,1004384,653585,1657969,0.65
2011-09-15,1042979,716668,1759647,0.69
2011-09-16,1241722,837458,2079180,0.67
2011-09-19,917408,572266,1489674,0.62
2011-09-20,956066,604554,1560620,0.63
2011-09-21,1011710,811781,1823491,0.8
2011-09-22,1324954,1146906,2471860,0.87
2011-09-23,988705,643688,1632393,0.65
2011-09-26,919383,543907,1463290,0.59
2011-09-27,974479,605616,1580095,0.62
2011-09-28,625736,521166,1146902,0.83
2011-09-29,768438,620753,1389191,0.81
2011-09-30,843171,677235,1520406,0.8
2011-10-03,983138,831258,1814396,0.85
2011-10-04,1301264,1013454,2314718,0.78
2011-10-05,1023835,709097,1732932,0.69
2011-10-06,934752,641683,1576435,0.69
2011-10-07,820148,566876,1387024,0.69
2011-10-10,829353,519073,1348426,0.63
2011-10-11,747982,582457,1330439,0.78
2011-10-12,1070265,678094,1748359,0.63
2011-10-13,807994,582024,1390018,0.72
2011-10-14,1036262,616890,1653152,0.6
2011-10-17,844008,598331,1442339,0.71
2011-10-18,1059472,662125,1721597,0.62
2011-10-19,1101987,789216,1891203,0.72
2011-10-20,1021232,754652,1775884,0.74
2011-10-21,1454046,727112,2181158,0.5
2011-10-24,1228143,643691,1871834,0.52
2011-10-25,881882,681255,1563137,0.77
2011-10-26,979200,692415,1671615,0.71
2011-10-27,1765401,902824,2668225,0.51
2011-10-28,1098158,613245,1711403,0.56
2011-10-31,714739,550780,1265519,0.77
2011-11-01,1068073,959797,2027870,0.9
2011-11-02,785840,522020,1307860,0.66
2011-11-03,929767,593716,1523483,0.64
2011-11-04,828748,673138,1501886,0.81
2011-11-07,722228,476514,1198742,0.66
2011-11-08,885746,568137,1453883,0.64
2011-11-09,950967,873328,1824295,0.92
2011-11-10,845063,633449,1478512,0.75
2011-11-11,840367,539920,1380287,0.64
2011-11-14,711047,550879,1261926,0.77
2011-11-15,876327,617732,1494059,0.7
2011-11-16,866344,646359,1512703,0.75
2011-11-17,1033639,861677,1895316,0.83
2011-11-18,993831,909293,1903124,0.91
2011-11-21,1026042,690030,1716072,0.67
2011-11-22,823057,547367,1370424,0.67
2011-11-23,867335,620200,1487535,0.72
2011-11-25,333887,255832,589719,0.77
2011-11-28,854932,557146,1412078,0.65
2011-11-29,795324,497444,1292768,0.63
2011-11-30,1190540,657432,1847972,0.55
2011-12-01,841295,546475,1387770,0.65
2011-12-02,925434,544530,1469964,0.59
2011-12-05,820350,569855,1390205,0.69
2011-12-06,696852,527251,1224103,0.76
2011-12-07,795525,585353,1380878,0.74
2011-12-08,794559,619105,1413664,0.78
2011-12-09,737740,521789,1259529,0.71
2011-12-12,941005,569299,1510304,0.6
2011-12-13,813087,643910,1456997,0.79
2011-12-14,876281,695591,1571872,0.79
2011-12-15,681138,650193,1331331,0.95
2011-12-16,953636,870724,1824360,0.91
2011-12-19,957159,583056,1540215,0.61
2011-12-20,1002649,527694,1530343,0.53
2011-12-21,781355,568110,1349465,0.73
2011-12-22,747598,507293,1254891,0.68
2011-12-23,541839,348999,890838,0.64
2011-12-27,484883,346280,831163,0.71
2011-12-28,514753,362739,877492,0.7
2011-12-29,517850,366415,884265,0.71
2011-12-30,540216,296003,836219,0.55
2012-01-03,1101665,605685,1707350,0.55
2012-01-04,891488,674004,1565492,0.76
2012-01-05,997825,621148,1618973,0.62
2012-01-06,1030828,640839,1671667,0.62
2012-01-09,1024201,668941,1693142,0.65
2012-01-10,1286359,735292,2021651,0.57
2012-01-11,1313958,725244,2039202,0.55
2012-01-12,1314706,752333,2067039,0.57
2012-01-13,1187252,721204,1908456,0.61
2012-01-17,1389107,819312,2208419,0.59
2012-01-18,1614985,888794,2503779,0.55
2012-01-19,2169533,1017287,3186820,0.47
2012-01-20,2026137,1052269,3078406,0.52
2012-01-23,1314148,852437,2166585,0.65
2012-01-24,1166736,738652,1905388,0.63
2012-01-25,1513011,857009,2370020,0.57
2012-01-26,1409892,914823,2324715,0.65
2012-01-27,1215903,729346,1945249,0.6
2012-01-30,1011368,684508,1695876,0.68
2012-01-31,1164089,714290,1878379,0.61
2012-02-01,1366876,843124,2210000,0.62
2012-02-02,1226444,767293,1993737,0.63
2012-02-03,1682704,867424,2550128,0.52
2012-02-06,1126195,638375,1764570,0.57
2012-02-07,1406477,798440,2204917,0.57
2012-02-08,1545236,837676,2382912,0.54
2012-02-09,1605949,942751,2548700,0.59
2012-02-10,1287092,986033,2273125,0.77
2012-02-13,1363211,727597,2090808,0.53
2012-02-14,1396474,854443,2250917,0.61
2012-02-15,1561143,1014663,2575806,0.65
2012-02-16,1659764,1053088,2712852,0.63
2012-02-17,1838584,934527,2773111,0.51
2012-02-21,1537133,954523,2491656,0.62
2012-02-22,1151681,732163,1883844,0.64
2012-02-23,1212616,819612,2032228,0.68
2012-02-24,1277828,887567,2165395,0.69
2012-02-27,1153945,744300,1898245,0.65
2012-02-28,1258806,719913,1978719,0.57
2012-02-29,1250275,841895,2092170,0.67
2012-03-01,1162764,756421,1919185,0.65
2012-03-02,1056836,659777,1716613,0.62
2012-03-05,991630,727007,1718637,0.73
2012-03-06,1152670,907120,2059790,0.79
2012-03-07,965535,605946,1571481,0.63
2012-03-08,1075143,668695,1743838,0.62
2012-03-09,1121808,705801,1827609,0.63
2012-03-12,851296,598695,1449991,0.7
2012-03-13,1467374,888293,2355667,0.61
2012-03-14,1606379,898903,2505282,0.56
2012-03-15,1706118,892148,2598266,0.52
2012-03-16,2008313,939363,2947676,0.47
2012-03-19,1667640,850273,2517913,0.51
2012-03-20,1251417,661371,1912788,0.53
2012-03-21,1242444,695494,1937938,0.56
2012-03-22,1136568,783568,1920136,0.69
2012-03-23,954906,589943,1544849,0.62
2012-03-26,1096840,812612,1909452,0.74
2012-03-27,1222938,699229,1922167,0.57
2012-03-28,1116175,806723,1922898,0.72
2012-03-29,1116731,751621,1868352,0.67
2012-03-30,1059679,626203,1685882,0.59
2012-04-02,1123116,596686,1719802,0.53
2012-04-03,1175201,692535,1867736,0.59
2012-04-04,1063443,716652,1780095,0.67
2012-04-05,1040433,626473,1666906,0.6
2012-04-09,928725,650252,1578977,0.7
2012-04-10,1501006,1054591,2555597,0.7
2012-04-11,1078917,712627,1791544,0.66
2012-04-12,1441158,741029,2182187,0.51
2012-04-13,1111331,823016,1934347,0.74
2012-04-16,1039464,731601,1771065,0.7
2012-04-17,1198061,689413,1887474,0.58
2012-04-18,1246864,737083,1983947,0.59
2012-04-19,1468901,971043,2439944,0.66
2012-04-20,1725784,1107349,2833133,0.64
2012-04-23,1232945,737372,1970317,0.6
2012-04-24,1228132,823240,2051372,0.67
2012-04-25,1633854,776505,2410359,0.48
2012-04-26,1315159,820523,2135682,0.62
2012-04-27,1247216,747281,1994497,0.6
2012-04-30,984949,646400,1631349,0.66
2012-05-01,1282507,687692,1970199,0.54
2012-05-02,1078798,809725,1888523,0.75
2012-05-03,1081439,850990,1932429,0.79
2012-05-04,1241729,890300,2132029,0.72
2012-05-07,963179,633732,1596911,0.66
2012-05-08,1259810,935948,2195758,0.74
2012-05-09,1206188,812945,2019133,0.67
2012-05-10,1143312,801234,1944546,0.7
2012-05-11,1166386,828558,1994944,0.71
2012-05-14,971488,831844,1803332,0.86
2012-05-15,1130635,911576,2042211,0.81
2012-05-16,1185196,1052281,2237477,0.89
2012-05-17,1259094,1120784,2379878,0.89
2012-05-18,1315468,1304498,2619966,0.99
2012-05-21,1199435,648560,1847995,0.54
2012-05-22,1169684,752568,1922252,0.64
2012-05-23,1069543,790474,1860017,0.74
2012-05-24,905101,671213,1576314,0.74
2012-05-25,746798,496611,1243409,0.66
2012-05-29,987641,662979,1650620,0.67
2012-05-30,764942,592520,1357462,0.77
2012-05-31,884180,708670,1592850,0.8
2012-06-01,1120292,904614,2024906,0.81
2012-06-04,964650,745680,1710330,0.77
2012-06-05,845525,591835,1437360,0.7
2012-06-06,995265,670477,1665742,0.67
2012-06-07,1053644,674855,1728499,0.64
