date,total_call,total_put,total_total,total_pcr,equity_call,equity_put,equity_total,equity_pcr,index_call,index_put,index_total,index_pcr
2008-06-12,2584946.0,2477082.0,5062028.0,0.96,1674956.0,1299925.0,2974881.0,0.78,909986,1177153,2087139,1.29
2008-06-13,2511439.0,2281325.0,4792764.0,0.91,1578395.0,1195919.0,2774314.0,0.76,935915,1083260,2019175,1.16
2008-06-16,2353202.0,2193751.0,4546953.0,0.93,1397311.0,1130013.0,2527324.0,0.81,412977,402109,815086,0.97
2008-06-17,2104570.0,2098106.0,4202676.0,1.0,1429111.0,1068036.0,2497147.0,0.75,355067,490374,845441,1.38
2008-06-18,2616610.0,2932780.0,5549390.0,1.12,1498367.0,1284524.0,2782891.0,0.86,1117709,1648255,2765964,1.47
2008-06-19,3139399.0,3077327.0,6216726.0,0.98,1831874.0,1392386.0,3224260.0,0.76,1306651,1684941,2991592,1.29
2008-06-20,2889121.0,3838712.0,6727833.0,1.33,1751856.0,1592357.0,3344213.0,0.91,1136811,2246345,3383156,1.98
2008-06-23,2372543.0,2053475.0,4426018.0,0.87,1611425.0,1058653.0,2670078.0,0.66,760664,994822,1755486,1.31
2008-06-24,2154916.0,2125340.0,4280256.0,0.99,1277388.0,895244.0,2172632.0,0.7,877074,1230096,2107170,1.4
2008-06-25,2535628.0,2171218.0,4706846.0,0.86,1515078.0,1076347.0,2591425.0,0.71,1020086,1094871,2114957,1.07
2008-06-26,2747644.0,3137383.0,5885027.0,1.14,1617688.0,1251224.0,2868912.0,0.77,1129286,1886159,3015445,1.67
2008-06-27,2404012.0,2709492.0,5113504.0,1.13,1378768.0,1120772.0,2499540.0,0.81,1024783,1588680,2613463,1.55
2008-06-30,2301144.0,2512749.0,4813893.0,1.09,1256051.0,966644.0,2222695.0,0.77,1032428,1548036,2580464,1.5
2008-07-01,2982970.0,3010565.0,5993535.0,1.01,1573744.0,1240751.0,2814495.0,0.79,593862,700063,1293925,1.18
2008-07-02,2702193.0,2922151.0,5624344.0,1.08,1704335.0,1205338.0,2909673.0,0.71,997404,1716813,2714217,1.72
2008-07-03,1694969.0,2040615.0,3735584.0,1.2,1032849.0,879981.0,1912830.0,0.85,663054,1168124,1831178,1.76
2008-07-07,2678665.0,3240919.0,5919584.0,1.21,1547112.0,1372571.0,2919683.0,0.89,523186,604142,1127328,1.15
2008-07-08,3117620.0,3151932.0,6269552.0,1.01,1920761.0,1411055.0,3331816.0,0.73,1196405,1740877,2937282,1.46
2008-07-09,2573893.0,2595865.0,5169758.0,1.01,1492425.0,1243867.0,2736292.0,0.83,1081003,1351978,2432981,1.25
2008-07-10,2849006.0,3032668.0,5881674.0,1.06,1621360.0,1504919.0,3126279.0,0.93,1226772,1527749,2754521,1.25
2008-07-11,3476798.0,3991267.0,7468065.0,1.15,1850800.0,1681920.0,3532720.0,0.91,1550078,2327194,3877272,1.5
2008-07-14,2806697.0,3249248.0,6055945.0,1.16,1514073.0,1405153.0,2919226.0,0.93,615647,689359,1305006,1.12
2008-07-15,3896969.0,4488690.0,8385659.0,1.15,2033621.0,1810991.0,3844612.0,0.89,923385,1170313,2093698,1.27
2008-07-16,3821441.0,3536911.0,7358352.0,0.93,2073655.0,1609915.0,3683570.0,0.78,1738273,1934678,3672951,1.11
2008-07-17,4513346.0,3902975.0,8416321.0,0.86,2455868.0,1834123.0,4289991.0,0.75,942374,898643,1841017,0.95
2008-07-18,3216085.0,2950120.0,6166205.0,0.92,2080706.0,1482269.0,3562975.0,0.71,1134505,1467851,2602356,1.29
2008-07-21,2471219.0,2163856.0,4635075.0,0.88,1782758.0,1244287.0,3027045.0,0.7,688007,919569,1607576,1.34
2008-07-22,2914623.0,2640364.0,5554987.0,0.91,1884414.0,1446825.0,3331239.0,0.77,1029755,1193539,2223294,1.16
2008-07-23,3456572.0,3106948.0,6563520.0,0.9,2204669.0,1397354.0,3602023.0,0.63,1251449,1709594,2961043,1.37
2008-07-24,2601610.0,2737847.0,5339457.0,1.05,1717039.0,1382573.0,3099612.0,0.81,884117,1355254,2239371,1.53
2008-07-25,2088482.0,1738851.0,3827333.0,0.83,1292818.0,950755.0,2243573.0,0.74,795210,788096,1583306,0.99
2008-07-28,1844686.0,1964466.0,3809152.0,1.06,1188889.0,947144.0,2136033.0,0.8,301884,450997,752881,1.49
2008-07-29,2541028.0,2136784.0,4677812.0,0.84,1720391.0,1144017.0,2864408.0,0.66,279292,396417,675709,1.42
2008-07-30,2742855.0,2392443.0,5135298.0,0.87,1805087.0,1293000.0,3098087.0,0.72,362162,462364,824526,1.28
2008-07-31,2368484.0,2259725.0,4628209.0,0.95,1672787.0,1223942.0,2896729.0,0.73,695241,1035752,1730993,1.49
2008-08-01,2659732.0,2644212.0,5303944.0,0.99,2014055.0,1715825.0,3729880.0,0.85,208717,432506,641223,2.07
2008-08-04,2046883.0,1987438.0,4034321.0,0.97,1309709.0,891342.0,2201051.0,0.68,281533,461615,743148,1.64
2008-08-05,2902930.0,2208728.0,5111658.0,0.76,2011231.0,1180826.0,3192057.0,0.59,890825,1027902,1918727,1.15
2008-08-06,2445915.0,2310872.0,4756787.0,0.94,1395087.0,1021884.0,2416971.0,0.73,1042041,1296204,2338245,1.24
2008-08-07,2136662.0,2236635.0,4373297.0,1.05,1363542.0,1106293.0,2469835.0,0.81,377139,571075,948214,1.51
2008-08-08,2630267.0,2418926.0,5049193.0,0.92,1599560.0,973276.0,2572836.0,0.61,483322,671787,1155109,1.39
2008-08-11,3140124.0,2712489.0,5852613.0,0.86,1705868.0,1170359.0,2876227.0,0.69,687612,722119,1409731,1.05
2008-08-12,2573054.0,2732340.0,5305394.0,1.06,1505822.0,1099650.0,2605472.0,0.73,510449,745928,1256377,1.46
2008-08-13,2762753.0,2821222.0,5583975.0,1.02,1479094.0,1058376.0,2537470.0,0.72,1259328,1749783,3009111,1.39
2008-08-14,3006765.0,2607299.0,5614064.0,0.87,1369339.0,953508.0,2322847.0,0.7,1611029,1651606,3262635,1.03
2008-08-15,2633801.0,2637498.0,5271299.0,1.0,1587469.0,1043198.0,2630667.0,0.66,392431,536572,929003,1.37
2008-08-18,2055479.0,2157975.0,4213454.0,1.05,1203636.0,905768.0,2109404.0,0.75,851388,1252207,2103595,1.47
2008-08-19,1989968.0,2251044.0,4241012.0,1.13,1008757.0,882711.0,1891468.0,0.88,952645,1363167,2315812,1.43
2008-08-20,1859859.0,1783853.0,3643712.0,0.96,1142776.0,794411.0,1937187.0,0.7,252477,428846,681323,1.7
2008-08-21,1729192.0,1683101.0,3412293.0,0.97,988313.0,647284.0,1635597.0,0.65,330786,330648,661434,1.0
2008-08-22,1528336.0,1318973.0,2847309.0,0.86,954718.0,567786.0,1522504.0,0.59,280635,360179,640814,1.28
2008-08-25,1303238.0,1459582.0,2762820.0,1.12,797919.0,532189.0,1330108.0,0.67,198394,352873,551267,1.78
2008-08-26,1344845.0,1310943.0,2655788.0,0.97,832937.0,669626.0,1502563.0,0.8,224166,298813,522979,1.33
2008-08-27,1499253.0,1233346.0,2732599.0,0.82,909472.0,628672.0,1538144.0,0.69,248416,230522,478938,0.93
2008-08-28,1894078.0,1560953.0,3455031.0,0.82,1069675.0,771941.0,1841616.0,0.72,423240,414468,837708,0.98
2008-08-29,1387600.0,1388641.0,2776241.0,1.0,764000.0,543560.0,1307560.0,0.71,181378,313874,495252,1.73
2008-09-02,1996433.0,1924664.0,3921097.0,0.96,1250954.0,868301.0,2119255.0,0.69,299453,424837,724290,1.42
2008-09-03,2445275.0,2097561.0,4542836.0,0.86,1396070.0,943079.0,2339149.0,0.68,297087,459497,756584,1.55
2008-09-04,2809730.0,3024427.0,5834157.0,1.08,1461383.0,1119937.0,2581320.0,0.77,1347697,1904490,3252187,1.41
2008-09-05,2711816.0,2714115.0,5425931.0,1.0,1425006.0,1125008.0,2550014.0,0.79,1286356,1589107,2875463,1.24
2008-09-08,3112892.0,2787325.0,5900217.0,0.9,1764118.0,1359159.0,3123277.0,0.77,488170,490409,978579,1.0
2008-09-09,2949829.0,3308363.0,6258192.0,1.12,1640945.0,1636900.0,3277845.0,1.0,1289371,1650582,2939953,1.28
2008-09-10,2554667.0,2807178.0,5361845.0,1.1,1488897.0,1269227.0,2758124.0,0.85,505312,674097,1179409,1.33
2008-09-11,3291459.0,3304254.0,6595713.0,1.0,1787802.0,1487736.0,3275538.0,0.83,626087,650138,1276225,1.04
2008-09-12,3101842.0,3145668.0,6247510.0,1.01,1761492.0,1560891.0,3322383.0,0.89,624467,624688,1249155,1.0
2008-09-15,2751171.0,4042115.0,6793286.0,1.47,1356560.0,1599123.0,2955683.0,1.18,1393631,2442961,3836592,1.75
2008-09-16,3727770.0,4876096.0,8603866.0,1.31,1800396.0,1680735.0,3481131.0,0.93,1926803,3195356,5122159,1.66
2008-09-17,4103422.0,5642200.0,9745622.0,1.37,1852950.0,1824140.0,3677090.0,0.98,1017037,1688812,2705849,1.66
2008-09-18,4594465.0,5432643.0,10027108.0,1.18,2326064.0,1846774.0,4172838.0,0.79,1007116,1685775,2692891,1.67
2008-09-19,4500909.0,3697788.0,8198697.0,0.82,2465398.0,1247669.0,3713067.0,0.51,2035051,2450099,4485150,1.2
2008-09-22,2418476.0,2342075.0,4760551.0,0.97,1431585.0,1024696.0,2456281.0,0.72,986437,1317359,2303796,1.34
2008-09-23,2408097.0,2496563.0,4904660.0,1.04,1221133.0,925089.0,2146222.0,0.76,1186090,1571474,2757564,1.32
2008-09-24,1965168.0,2066057.0,4031225.0,1.05,1040121.0,735461.0,1775582.0,0.71,924593,1330596,2255189,1.44
2008-09-25,2632006.0,2101968.0,4733974.0,0.8,1362065.0,844652.0,2206717.0,0.62,1269291,1257316,2526607,0.99
2008-09-26,2141426.0,2166347.0,4307773.0,1.01,1201479.0,977491.0,2178970.0,0.81,939913,1188856,2128769,1.26
2008-09-29,2442442.0,3309833.0,5752275.0,1.36,1293507.0,1022631.0,2316138.0,0.79,516619,908078,1424697,1.76
2008-09-30,2360068.0,3064543.0,5424611.0,1.3,1252444.0,908952.0,2161396.0,0.73,594033,1122477,1716510,1.89
2008-10-01,2298622.0,2264735.0,4563357.0,0.99,1409158.0,1062593.0,2471751.0,0.75,888580,1202142,2090722,1.35
2008-10-02,2440243.0,3332176.0,5772419.0,1.37,1457775.0,1301251.0,2759026.0,0.89,982014,2030915,3012929,2.07
2008-10-03,2835945.0,3129571.0,5965516.0,1.1,1574755.0,1156113.0,2730868.0,0.73,526125,769778,1295903,1.46
2008-10-06,3784653.0,5742368.0,9527021.0,1.52,1902376.0,1835224.0,3737600.0,0.96,957664,2001380,2959044,2.09
2008-10-07,3263448.0,3618143.0,6881591.0,1.11,1460722.0,1388645.0,2849367.0,0.95,689272,1033050,1722322,1.5
2008-10-08,3458159.0,4101491.0,7559650.0,1.19,1769555.0,1584168.0,3353723.0,0.9,727184,1318993,2046177,1.81
2008-10-09,3036092.0,4109376.0,7145468.0,1.35,1495290.0,1568975.0,3064265.0,1.05,1540765,2540398,4081163,1.65
2008-10-10,4119106.0,5045000.0,9164106.0,1.22,1946117.0,1974914.0,3921031.0,1.01,2172952,3070053,5243005,1.41
2008-10-13,3409048.0,3015706.0,6424754.0,0.88,1617605.0,1122688.0,2740293.0,0.69,1791410,1893018,3684428,1.06
2008-10-14,3386180.0,2945891.0,6332071.0,0.87,1587454.0,1276293.0,2863747.0,0.8,1798423,1669565,3467988,0.93
2008-10-15,3077107.0,3457728.0,6534835.0,1.12,1403482.0,1258991.0,2662473.0,0.9,1673588,2198733,3872321,1.31
2008-10-16,3730337.0,4294899.0,8025236.0,1.15,1506915.0,1409184.0,2916099.0,0.94,2223352,2885715,5109067,1.3
2008-10-17,3147682.0,3061026.0,6208708.0,0.97,1554627.0,1282347.0,2836974.0,0.82,1593018,1778679,3371697,1.12
2008-10-20,2240011.0,1827548.0,4067559.0,0.82,1265425.0,795504.0,2060929.0,0.63,975859,1027739,2003598,1.05
2008-10-21,2185551.0,1909029.0,4094580.0,0.87,1128987.0,868940.0,1997927.0,0.77,600174,518908,1119082,0.86
2008-10-22,2374234.0,2861190.0,5235424.0,1.21,1179583.0,1059873.0,2239456.0,0.9,1136849,1803584,2940433,1.59
2008-10-23,2496969.0,3069614.0,5566583.0,1.23,1231525.0,1132454.0,2363979.0,0.92,605899,918455,1524354,1.52
2008-10-24,2037861.0,2526707.0,4564568.0,1.24,1143008.0,1113793.0,2256801.0,0.97,894819,1412897,2307716,1.58
2008-10-27,1634275.0,1915973.0,3550248.0,1.17,873685.0,715387.0,1589072.0,0.82,361723,500658,862381,1.38
2008-10-28,2402217.0,2417058.0,4819275.0,1.01,1408736.0,952870.0,2361606.0,0.68,463328,765397,1228725,1.65
2008-10-29,2565295.0,2024750.0,4590045.0,0.79,1501887.0,883938.0,2385825.0,0.59,1063371,1140812,2204183,1.07
2008-10-30,2158982.0,1729327.0,3888309.0,0.8,1349102.0,930457.0,2279559.0,0.69,809823,798870,1608693,0.99
2008-10-31,2053251.0,1962401.0,4015652.0,0.96,1273050.0,953718.0,2226768.0,0.75,299101,544318,843419,1.82
2008-11-03,1672435.0,1614660.0,3287095.0,0.97,1050891.0,806463.0,1857354.0,0.77,621507,808197,1429704,1.3
2008-11-04,2453319.0,2456702.0,4910021.0,1.0,1454047.0,1035673.0,2489720.0,0.71,999039,1420999,2420038,1.42
2008-11-05,2340836.0,2194799.0,4535635.0,0.94,1391334.0,1139005.0,2530339.0,0.82,949437,1055794,2005231,1.11
2008-11-06,2077251.0,2766781.0,4844032.0,1.33,1193339.0,1216186.0,2409525.0,1.02,435387,710339,1145726,1.63
2008-11-07,1645592.0,1551563.0,3197155.0,0.94,927288.0,701379.0,1628667.0,0.76,278775,369217,647992,1.32
2008-11-10,1538203.0,1701313.0,3239516.0,1.11,901410.0,834960.0,1736370.0,0.93,636736,866353,1503089,1.36
2008-11-11,1788051.0,2090272.0,3878323.0,1.17,1038145.0,994468.0,2032613.0,0.96,286054,436674,722728,1.53
2008-11-12,2221944.0,2575286.0,4797230.0,1.16,1123714.0,1093822.0,2217536.0,0.97,1098183,1481464,2579647,1.35
2008-11-13,3269442.0,3235196.0,6504638.0,0.99,1748790.0,1617334.0,3366124.0,0.92,1520604,1617862,3138466,1.06
2008-11-14,2185459.0,2215699.0,4401158.0,1.01,1122839.0,916887.0,2039726.0,0.82,1062606,1298797,2361403,1.22
2008-11-17,2026110.0,1922252.0,3948362.0,0.95,994065.0,862464.0,1856529.0,0.87,1032001,1059762,2091763,1.03
2008-11-18,2435487.0,2638209.0,5073696.0,1.08,1151512.0,1087598.0,2239110.0,0.94,700147,710135,1410282,1.01
2008-11-19,2613581.0,3687838.0,6301419.0,1.41,1230553.0,1425957.0,2656510.0,1.16,1383013,2261881,3644894,1.64
2008-11-20,3170866.0,4207071.0,7377937.0,1.33,1464525.0,1533389.0,2997914.0,1.05,1706341,2673677,4380018,1.57
2008-11-21,3416740.0,3827279.0,7244019.0,1.12,1667376.0,1857689.0,3525065.0,1.11,1749364,1969559,3718923,1.13
2008-11-24,2808855.0,2086119.0,4894974.0,0.74,1615408.0,905927.0,2521335.0,0.56,1193447,1180192,2373639,0.99
2008-11-25,1954559.0,1540887.0,3495446.0,0.79,1168120.0,818573.0,1986693.0,0.7,786339,722309,1508648,0.92
2008-11-26,2088822.0,1560361.0,3649183.0,0.75,1149658.0,739983.0,1889641.0,0.64,336265,401267,737532,1.19
2008-11-28,821156.0,722114.0,1543270.0,0.88,512694.0,368653.0,881347.0,0.72,131948,156212,288160,1.18
2008-12-01,1744149.0,1741802.0,3485951.0,1.0,949646.0,846185.0,1795831.0,0.89,320887,382998,703885,1.19
2008-12-02,1749798.0,1641119.0,3390917.0,0.94,1097019.0,820129.0,1917148.0,0.75,652779,820970,1473749,1.26
2008-12-03,1750628.0,1813424.0,3564052.0,1.04,1070178.0,791719.0,1861897.0,0.74,299177,369863,669040,1.24
2008-12-04,1823563.0,1710113.0,3533676.0,0.94,1022330.0,834083.0,1856413.0,0.82,801232,876030,1677262,1.09
2008-12-05,2090858.0,1921369.0,4012227.0,0.92,1291605.0,804061.0,2095666.0,0.62,285963,425037,711000,1.49
2008-12-08,2561660.0,2205590.0,4767250.0,0.86,1593418.0,1161616.0,2755034.0,0.73,968242,1043954,2012196,1.08
2008-12-09,2152184.0,1812736.0,3964920.0,0.84,1189758.0,884384.0,2074142.0,0.74,330459,430515,760974,1.3
2008-12-10,1917544.0,1808582.0,3726126.0,0.94,1083758.0,832206.0,1915964.0,0.77,418475,496586,915061,1.19
2008-12-11,2154813.0,2104443.0,4259256.0,0.98,1074766.0,902809.0,1977575.0,0.84,425461,535717,961178,1.26
2008-12-12,1796308.0,1867422.0,3663730.0,1.04,925457.0,853638.0,1779095.0,0.92,481559,572370,1053929,1.19
2008-12-15,1531844.0,1615439.0,3147283.0,1.05,736447.0,650082.0,1386529.0,0.88,444907,522186,967093,1.17
2008-12-16,2600906.0,2359564.0,4960470.0,0.91,1402968.0,962155.0,2365123.0,0.69,1197938,1397409,2595347,1.17
2008-12-17,2504374.0,2099560.0,4603934.0,0.84,1343204.0,858151.0,2201355.0,0.64,583723,645511,1229234,1.11
2008-12-18,2372720.0,2135132.0,4507852.0,0.9,1253551.0,1008587.0,2262138.0,0.8,1119164,1126545,2245709,1.01
2008-12-19,2136833.0,1747635.0,3884468.0,0.82,1220776.0,838342.0,2059118.0,0.69,402392,373594,775986,0.93
2008-12-22,1559929.0,1163445.0,2723374.0,0.75,1001527.0,600564.0,1602091.0,0.6,558402,562881,1121283,1.01
2008-12-23,1286756.0,910499.0,2197255.0,0.71,836232.0,402758.0,1238990.0,0.48,212701,269459,482160,1.27
2008-12-24,459511.0,368526.0,828037.0,0.8,308170.0,204896.0,513066.0,0.66,151341,163630,314971,1.08
2008-12-26,616089.0,487505.0,1103594.0,0.79,429376.0,278407.0,707783.0,0.65,63564,85439,149003,1.34
2008-12-29,1141997.0,1070815.0,2212812.0,0.94,727955.0,449706.0,1177661.0,0.62,195831,239742,435573,1.22
2008-12-30,1244376.0,1033302.0,2277678.0,0.83,818764.0,523990.0,1342754.0,0.64,425612,509302,934914,1.2
2008-12-31,1410605.0,1142583.0,2553188.0,0.81,812165.0,490044.0,1302209.0,0.6,598400,652539,1250939,1.09
2009-01-02,1668784.0,1576585.0,3245369.0,0.94,964210.0,638643.0,1602853.0,0.66,255484,381463,636947,1.49
2009-01-05,2028473.0,1693351.0,3721824.0,0.83,1321952.0,891631.0,2213583.0,0.67,706521,801720,1508241,1.13
2009-01-06,2399854.0,1930082.0,4329936.0,0.8,1474737.0,1075719.0,2550456.0,0.73,375756,386703,762459,1.03
2009-01-07,1826112.0,2067317.0,3893429.0,1.13,1132997.0,1135307.0,2268304.0,1.0,301819,392178,693997,1.3
2009-01-08,903705.0,964690.0,1868395.0,1.07,617067.0,537881.0,1154948.0,0.87,286614,426809,713423,1.49
2009-01-09,1824514.0,1882082.0,3706596.0,1.03,1096044.0,950303.0,2046347.0,0.87,381047,502843,883890,1.32
2009-01-12,1959494.0,2264135.0,4223629.0,1.16,1147569.0,1133904.0,2281473.0,0.99,811925,1130231,1942156,1.39
2009-01-13,2279800.0,2090059.0,4369859.0,0.92,1187578.0,1104906.0,2292484.0,0.93,1092216,985153,2077369,0.9
2009-01-14,2504701.0,2871760.0,5376461.0,1.15,1325107.0,1275409.0,2600516.0,0.96,1179584,1596346,2775930,1.35
2009-01-15,3068625.0,3610729.0,6679354.0,1.18,1723452.0,1730207.0,3453659.0,1.0,681911,828777,1510688,1.22
2009-01-16,2721973.0,2634566.0,5356539.0,0.97,1693602.0,1384885.0,3078487.0,0.82,1028371,1249681,2278052,1.22
2009-01-20,2470548.0,2367660.0,4838208.0,0.96,1534667.0,1358689.0,2893356.0,0.89,935881,1008971,1944852,1.08
2009-01-21,2309854.0,2145102.0,4454956.0,0.93,1427942.0,1130526.0,2558468.0,0.79,881912,1014576,1896488,1.15
2009-01-22,2201974.0,1914993.0,4116967.0,0.87,1477597.0,1116828.0,2594425.0,0.76,286017,352054,638071,1.23
2009-01-23,2348871.0,1802799.0,4151670.0,0.77,1564509.0,1026191.0,2590700.0,0.66,784362,776608,1560970,0.99
2009-01-26,1962550.0,1523290.0,3485840.0,0.78,1265678.0,832083.0,2097761.0,0.66,696872,691177,1388049,0.99
2009-01-27,1720318.0,1348977.0,3069295.0,0.78,1135822.0,782917.0,1918739.0,0.69,584496,566040,1150536,0.97
2009-01-28,2560899.0,1925713.0,4486612.0,0.75,1447189.0,895809.0,2342998.0,0.62,553080,396901,949981,0.72
2009-01-29,1787495.0,1702047.0,3489542.0,0.95,1073619.0,924098.0,1997717.0,0.86,713876,777949,1491825,1.09
2009-01-30,1786630.0,1833425.0,3620055.0,1.03,1091033.0,933167.0,2024200.0,0.86,695597,900258,1595855,1.29
2009-02-02,1817648.0,1481186.0,3298834.0,0.81,1114338.0,841196.0,1955534.0,0.75,336021,244504,580525,0.73
2009-02-03,2018047.0,1635742.0,3653789.0,0.81,1119821.0,860276.0,1980097.0,0.77,304529,304076,608605,1.0
2009-02-04,1994103.0,1783014.0,3777117.0,0.89,1234221.0,966799.0,2201020.0,0.78,291763,233262,525025,0.8
2009-02-05,2454024.0,1831686.0,4285710.0,0.75,1532511.0,1120016.0,2652527.0,0.73,278535,314063,592598,1.13
2009-02-06,2862993.0,2042495.0,4905488.0,0.71,1655163.0,989182.0,2644345.0,0.6,1207814,1053313,2261127,0.87
2009-02-09,2125455.0,1405640.0,3531095.0,0.66,1323210.0,839517.0,2162727.0,0.63,238167,278485,516652,1.17
2009-02-10,2533351.0,2233808.0,4767159.0,0.88,1415864.0,1076257.0,2492121.0,0.76,605063,468558,1073621,0.77
2009-02-11,1789945.0,1650629.0,3440574.0,0.92,1107140.0,892960.0,2000100.0,0.81,282111,291830,573941,1.03
2009-02-12,2184854.0,1967017.0,4151871.0,0.9,1209800.0,1059106.0,2268906.0,0.88,975021,907911,1882932,0.93
2009-02-13,1704762.0,1515405.0,3220167.0,0.89,992975.0,722403.0,1715378.0,0.73,711776,792996,1504772,1.11
2009-02-17,2327780.0,2402273.0,4730053.0,1.03,1240834.0,1157538.0,2398372.0,0.93,1086855,1244735,2331590,1.15
2009-02-18,2273266.0,2683794.0,4957060.0,1.18,1251244.0,1098962.0,2350206.0,0.88,1022010,1584832,2606842,1.55
2009-02-19,2357336.0,2694873.0,5052209.0,1.14,1247849.0,1190871.0,2438720.0,0.95,595245,802340,1397585,1.35
2009-02-20,3266028.0,3479655.0,6745683.0,1.07,1924048.0,1594599.0,3518647.0,0.83,530743,485617,1016360,0.91
2009-02-23,2272600.0,2158643.0,4431243.0,0.95,1336108.0,1063709.0,2399817.0,0.8,410586,569519,980105,1.39
2009-02-24,2412278.0,1898695.0,4310973.0,0.79,1518117.0,986214.0,2504331.0,0.65,894144,912481,1806625,1.02
2009-02-25,2161738.0,1830474.0,3992212.0,0.85,1243804.0,803362.0,2047166.0,0.65,330788,402681,733469,1.22
2009-02-26,2068113.0,1428350.0,3496463.0,0.69,1282372.0,840644.0,2123016.0,0.66,297239,302374,599613,1.02
2009-02-27,2131403.0,2080101.0,4211504.0,0.98,1362982.0,954638.0,2317620.0,0.7,768384,1125463,1893847,1.46
2009-03-02,2509720.0,2682963.0,5192683.0,1.07,1321989.0,1136676.0,2458665.0,0.86,513853,624519,1138372,1.22
2009-03-03,2279108.0,2159832.0,4438940.0,0.95,1264268.0,963403.0,2227671.0,0.76,1014833,1196429,2211262,1.18
2009-03-04,2515901.0,2400346.0,4916247.0,0.95,1487913.0,1249066.0,2736979.0,0.84,1027988,1151280,2179268,1.12
2009-03-05,2599736.0,2642986.0,5242722.0,1.02,1352091.0,1216788.0,2568879.0,0.9,550111,595190,1145301,1.08
2009-03-06,2728019.0,2391141.0,5119160.0,0.88,1416349.0,1175214.0,2591563.0,0.83,526178,526608,1052786,1.0
2009-03-09,2450255.0,1799334.0,4249589.0,0.73,1273119.0,778499.0,2051618.0,0.61,330607,352188,682795,1.07
2009-03-10,3084798.0,2237980.0,5322778.0,0.73,1784728.0,1015634.0,2800362.0,0.57,1300054,1222346,2522400,0.94
2009-03-11,2543301.0,1913988.0,4457289.0,0.75,1518907.0,998908.0,2517815.0,0.66,399672,445270,844942,1.11
2009-03-12,3183819.0,2244757.0,5428576.0,0.71,1815147.0,1114609.0,2929756.0,0.61,1368624,1130148,2498772,0.83
2009-03-13,2547092.0,1815463.0,4362555.0,0.71,1568108.0,951522.0,2519630.0,0.61,978984,863941,1842925,0.88
2009-03-16,3162756.0,2502114.0,5664870.0,0.79,1834848.0,1273360.0,3108208.0,0.69,495250,565547,1060797,1.14
2009-03-17,3125644.0,2422986.0,5548630.0,0.78,1612200.0,1061665.0,2673865.0,0.66,1513443,1361321,2874764,0.9
2009-03-18,4542710.0,2930815.0,7473525.0,0.65,2723061.0,1457498.0,4180559.0,0.54,1819624,1473317,3292941,0.81
2009-03-19,3742368.0,2882530.0,6624898.0,0.77,2361107.0,1319451.0,3680558.0,0.56,1381253,1563079,2944332,1.13
2009-03-20,3062168.0,2763966.0,5826134.0,0.9,1868126.0,1357148.0,3225274.0,0.73,382774,629763,1012537,1.65
2009-03-23,3416239.0,2390529.0,5806768.0,0.7,2211395.0,1161268.0,3372663.0,0.53,1204838,1229261,2434099,1.02
2009-03-24,2503393.0,1903258.0,4406651.0,0.76,1603529.0,983376.0,2586905.0,0.61,899846,919882,1819728,1.02
2009-03-25,2341359.0,2010152.0,4351511.0,0.86,1529932.0,973379.0,2503311.0,0.64,811427,1036773,1848200,1.28
2009-03-26,2229918.0,2039579.0,4269497.0,0.91,1434339.0,956087.0,2390426.0,0.67,276723,405668,682391,1.47
2009-03-27,1698678.0,1552179.0,3250857.0,0.91,1058639.0,785890.0,1844529.0,0.74,294058,361247,655305,1.23
2009-03-30,1894176.0,2151899.0,4046075.0,1.14,1233923.0,984652.0,2218575.0,0.8,660253,1167247,1827500,1.77
2009-03-31,1902548.0,1554798.0,3457346.0,0.82,1219278.0,801718.0,2020996.0,0.66,267200,357778,624978,1.34
2009-04-01,2083202.0,1896533.0,3979735.0,0.91,1310244.0,925342.0,2235586.0,0.71,772910,971191,1744101,1.26
2009-04-02,3587011.0,2477658.0,6064669.0,0.69,2165100.0,1278451.0,3443551.0,0.59,1421907,1199207,2621114,0.84
2009-04-03,2341722.0,1933400.0,4275122.0,0.83,1536751.0,1031969.0,2568720.0,0.67,804926,901431,1706357,1.12
2009-04-06,1940464.0,1857147.0,3797611.0,0.96,1328221.0,929204.0,2257425.0,0.7,612230,927943,1540173,1.52
2009-04-07,1937457.0,1863061.0,3800518.0,0.96,1189872.0,922691.0,2112563.0,0.78,747573,940370,1687943,1.26
2009-04-08,1984902.0,1687894.0,3672796.0,0.85,1444370.0,937242.0,2381612.0,0.65,540530,750652,1291182,1.39
2009-04-09,3384782.0,2733689.0,6118471.0,0.81,2315645.0,1319985.0,3635630.0,0.57,1069137,1413704,2482841,1.32
2009-04-13,3338169.0,2251176.0,5589345.0,0.67,2393405.0,1219880.0,3613285.0,0.51,353955,568892,922847,1.61
2009-04-14,3525906.0,2699257.0,6225163.0,0.77,2553851.0,1455699.0,4009550.0,0.57,461632,586164,1047796,1.27
2009-04-15,2888461.0,2668629.0,5557090.0,0.92,1972587.0,1193465.0,3166052.0,0.61,461764,693373,1155137,1.5
2009-04-16,3815123.0,2879846.0,6694969.0,0.75,2489501.0,1494417.0,3983918.0,0.6,1325622,1385429,2711051,1.05
2009-04-17,4083606.0,2923310.0,7006916.0,0.72,3007023.0,1681874.0,4688897.0,0.56,1076583,1241436,2318019,1.15
