market,n_stocks,n_converged,canonical_joint_theta_eav,canonical_joint_theta_rel,canonical_joint_loglik,k1216c_refined_theta_eav,k1216c_refined_theta_rel,k1216c_refined_loglik,k1216c_refined_source,k1216c_lbfgs_theta_rel,k1216c_lbfgs_basin,k1216c_hessian_se,k1216c_hessian_t,k1216c_hac_se,k1216c_hac_t,ll_gap_refined_vs_canon_joint,lr_stat_refined,theta_shift_pct,max_sens_delta_pct,basin_A_frac,basin_B_frac,per_market_verdict
US,10,78,0.0001953807599588974,0.414824142914851,79291.6300894879,0.00405702789650959,8.61370956027235,80709.9720299538,Nelder-Mead,3.5383341544304017,B,9.216163449291388e-05,18.082831944665564,0.0003201565076149237,5.205402072556125,1418.341940465907,2836.683880931814,1976.472574558045,143.4396861440289,0.6025641025641025,0.3974358974358974,FRAGILE
EU,10,64,5.698339292123537e-05,0.19575520832035348,83936.06124127565,0.0004174399029791623,1.4340324606831518,84355.0484726158,Nelder-Mead,1.9606337119665342,B,7.410164621464107e-05,7.702001312696366,0.00019284890651868005,2.9594721936514796,418.98723134015745,837.9744626803149,632.5641411984079,26.858726750913426,0.71875,0.28125,FRAGILE
JP,10,68,0.0007267566140985193,1.6675109619880872,75325.33153331747,0.002050840613928572,4.705563236267546,75443.11826855195,Nelder-Mead,4.2317673989610425,B,0.00018306960768277577,10.07455409073534,0.0005404216742394212,3.4127881113678815,117.78673523447651,235.57347046895302,182.1908427310934,11.1961691803483,0.47058823529411764,0.5294117647058824,FRAGILE
TW,10,79,0.00017475028531519169,0.3139719500191691,95629.74215924024,0.0007593050306750663,1.3642351468005904,95923.63334467637,Nelder-Mead,0.9200023055905772,B,6.829651286439448e-05,7.49751648259114,0.00026364998948438106,1.9421742891236873,293.89118543613586,587.7823708722717,334.50860712789756,48.286057383828705,0.22784810126582278,0.7721518987341772,FRAGILE
