date,n_assets,mean_oc_var,is_friday,is_opex,is_triple_witch
2017-03-02,12,0.00015512879432475176,0,0,0
2017-03-03,12,2.4742653378738068e-05,1,0,0
2017-03-06,12,3.022323539055449e-05,0,0,0
2017-03-07,12,3.3421106955098557e-05,0,0,0
2017-03-08,12,0.00010432759678539553,0,0,0
2017-03-09,12,3.4118378973980934e-05,0,0,0
2017-03-10,12,3.464149928968723e-05,1,0,0
2017-03-13,12,5.544847025779713e-05,0,0,0
2017-03-14,12,0.0001928266487923563,0,0,0
2017-03-15,12,4.479452893469029e-05,0,0,0
2017-03-16,12,1.110441508391927e-05,0,0,0
2017-03-17,12,5.137811249423751e-05,1,1,1
2017-03-20,12,7.47414231456233e-05,0,0,0
2017-03-21,12,0.0005846941206426704,0,0,0
2017-03-22,12,0.00012376459685478516,0,0,0
2017-03-23,12,1.1013423107558658e-05,0,0,0
2017-03-24,12,0.00011150284321742934,1,0,0
2017-03-27,12,0.0002563453048799688,0,0,0
2017-03-28,12,0.00010169957660964193,0,0,0
2017-03-29,12,4.500641063776711e-05,0,0,0
2017-03-30,12,7.628997857441623e-05,0,0,0
2017-03-31,12,3.963167250275103e-05,1,0,0
2017-04-03,12,0.00015927523140410213,0,0,0
2017-04-04,12,0.0001408960688963444,0,0,0
2017-04-05,12,0.00014819020685079824,0,0,0
2017-04-06,12,4.438293635165055e-05,0,0,0
2017-04-07,12,3.905357916604153e-05,1,0,0
2017-04-10,12,7.507894601321037e-05,0,0,0
2017-04-11,12,7.008482917848851e-05,0,0,0
2017-04-12,12,0.00011289628707943722,0,0,0
2017-04-13,12,0.00010185659402671834,0,0,0
2017-04-17,12,0.00018101115441211368,0,0,0
2017-04-18,12,1.4838009694112479e-05,0,0,0
2017-04-19,12,5.486069870966242e-05,0,0,0
2017-04-20,12,5.746154218449038e-05,0,0,0
2017-04-21,12,4.493555082710106e-05,1,1,0
2017-04-24,12,1.3345540938566167e-05,0,0,0
2017-04-25,12,4.8184094117273496e-05,0,0,0
2017-04-26,12,2.485310354426993e-05,0,0,0
2017-04-27,12,3.653118191988675e-05,0,0,0
2017-04-28,12,0.00011445684068623966,1,0,0
2017-05-01,12,0.0001460323328486372,0,0,0
2017-05-02,12,6.29609458222829e-05,0,0,0
2017-05-03,12,9.05318214186375e-05,0,0,0
2017-05-04,12,0.00015482506283649708,0,0,0
2017-05-05,12,0.00013069276640125516,1,0,0
2017-05-08,12,0.00010660244758904857,0,0,0
2017-05-09,12,0.0001337177558152191,0,0,0
2017-05-10,12,0.0003254214954897943,0,0,0
2017-05-11,12,0.00023938603030181383,0,0,0
2017-05-12,12,2.3857373394381978e-05,1,0,0
2017-05-15,12,0.00011960176605439728,0,0,0
2017-05-16,12,5.1291735462598226e-05,0,0,0
2017-05-17,12,0.0005750292166482795,0,0,0
2017-05-18,12,0.00019320820808388218,0,0,0
2017-05-19,12,3.191226224881163e-05,1,1,0
2017-05-22,12,3.999575279487122e-05,0,0,0
2017-05-23,12,9.01678853895785e-05,0,0,0
2017-05-24,12,4.881102203207639e-05,0,0,0
2017-05-25,12,8.565213363894666e-05,0,0,0
2017-05-26,12,0.00011728315451147853,1,0,0
2017-05-30,12,9.858022508394278e-05,0,0,0
2017-05-31,12,9.400942278692429e-05,0,0,0
2017-06-01,12,8.077636810587454e-05,0,0,0
2017-06-02,12,8.268405581415307e-05,1,0,0
2017-06-05,12,0.00016877889182728288,0,0,0
2017-06-06,12,8.20981846687555e-05,0,0,0
2017-06-07,12,2.0732482733360827e-05,0,0,0
2017-06-08,12,0.00020860851176478058,0,0,0
2017-06-09,12,0.0014339664463354038,1,0,0
2017-06-12,12,9.18477537672796e-05,0,0,0
2017-06-13,12,9.461958732044076e-05,0,0,0
2017-06-14,12,6.66592121465808e-05,0,0,0
2017-06-15,12,0.0001603386702464166,0,0,0
2017-06-16,12,6.814125330691269e-05,1,1,1
2017-06-19,12,0.00017223130541393696,0,0,0
2017-06-20,12,6.855438869774178e-05,0,0,0
2017-06-21,12,3.544090432022033e-05,0,0,0
2017-06-22,12,3.0936195564080334e-05,0,0,0
2017-06-23,12,0.00014799189574703212,1,0,0
2017-06-26,12,0.0001534862124670444,0,0,0
2017-06-27,12,0.00029873115251919676,0,0,0
2017-06-28,12,0.00011259849078821459,0,0,0
2017-06-29,12,0.0001909938714075478,0,0,0
2017-06-30,12,5.714856121274633e-05,1,0,0
2017-07-03,12,0.000495253039109639,0,0,0
2017-07-05,12,0.00035602071387833174,0,0,0
2017-07-06,12,8.917371871075375e-05,0,0,0
2017-07-07,12,5.7100529935776995e-05,1,0,0
2017-07-10,12,0.00010082477200455744,0,0,0
2017-07-11,12,0.00013968196553669105,0,0,0
2017-07-12,12,8.670208289669702e-05,0,0,0
2017-07-13,12,8.411230473733633e-05,0,0,0
2017-07-14,12,9.647242004472003e-05,1,0,0
2017-07-17,12,5.597969344032399e-05,0,0,0
2017-07-18,12,0.00022163479013189387,0,0,0
2017-07-19,12,3.284123953599817e-05,0,0,0
2017-07-20,12,3.067928920015262e-05,0,0,0
2017-07-21,12,1.7069457333531145e-05,1,1,0
2017-07-24,12,0.0001548055226503915,0,0,0
2017-07-25,12,3.9474814975852695e-05,0,0,0
2017-07-26,12,3.6567462044399876e-05,0,0,0
2017-07-27,12,0.0003897733365135115,0,0,0
2017-07-28,12,0.00010824838566255483,1,0,0
2017-07-31,12,0.00025110578357279584,0,0,0
2017-08-01,12,4.116788841218793e-05,0,0,0
2017-08-02,12,8.42343309399486e-05,0,0,0
2017-08-03,12,4.9377612702444605e-05,0,0,0
2017-08-04,12,7.07310156407306e-05,1,0,0
2017-08-07,12,7.493053174601692e-05,0,0,0
2017-08-08,12,9.353917444929996e-05,0,0,0
2017-08-09,12,6.671605829169335e-05,0,0,0
2017-08-10,12,0.00038267851989280715,0,0,0
2017-08-11,12,5.010400508468383e-05,1,0,0
2017-08-14,12,0.00025952723154018526,0,0,0
2017-08-15,12,3.440789798757985e-05,0,0,0
2017-08-16,12,4.402899378320638e-05,0,0,0
2017-08-17,12,0.0002655697131449422,0,0,0
2017-08-18,12,5.323792727714916e-05,1,1,0
2017-08-21,12,8.978463363631045e-05,0,0,0
2017-08-22,12,8.494614540202067e-05,0,0,0
2017-08-23,12,0.0002103548535118077,0,0,0
2017-08-24,12,2.7564859236875422e-05,0,0,0
2017-08-25,12,6.639226862326366e-05,1,0,0
2017-08-28,12,1.5969351828110955e-05,0,0,0
2017-08-29,12,0.0001699132708132604,0,0,0
2017-08-30,12,5.7974694067775364e-05,0,0,0
2017-08-31,12,7.344307677366775e-05,0,0,0
2017-09-01,12,1.9664492402966535e-05,1,0,0
2017-09-05,12,9.15339329990053e-05,0,0,0
2017-09-06,12,4.508663010878297e-05,0,0,0
2017-09-07,12,5.8324945828919796e-05,0,0,0
2017-09-08,12,9.253622130922333e-05,1,0,0
2017-09-11,12,0.00015124450976563124,0,0,0
2017-09-12,12,2.8923512438577835e-05,0,0,0
2017-09-13,12,4.165654683930286e-05,0,0,0
2017-09-14,12,0.00011922372617816219,0,0,0
2017-09-15,12,0.0001790801170804553,1,1,1
2017-09-18,12,8.113808969545078e-05,0,0,0
2017-09-19,12,8.590025459351466e-05,0,0,0
2017-09-20,12,2.683356559099784e-05,0,0,0
2017-09-21,12,9.353093158323167e-05,0,0,0
2017-09-22,12,0.00017699622004022713,1,0,0
2017-09-25,12,0.0003354670485135468,0,0,0
2017-09-26,12,9.340514567138124e-05,0,0,0
2017-09-27,12,8.967911410263727e-05,0,0,0
2017-09-28,12,2.1021522199745736e-05,0,0,0
2017-09-29,12,2.4281625790754608e-05,1,0,0
2017-10-02,12,4.740408894326138e-05,0,0,0
2017-10-03,12,0.00011867591127004462,0,0,0
2017-10-04,12,4.961509235571448e-05,0,0,0
2017-10-05,12,6.428673050621489e-05,0,0,0
2017-10-06,12,5.22539194387332e-05,1,0,0
2017-10-09,12,6.257836339096e-05,0,0,0
2017-10-10,12,9.001165278378192e-05,0,0,0
2017-10-11,12,1.3302823103446564e-05,0,0,0
2017-10-12,12,3.770102956872119e-05,0,0,0
2017-10-13,12,2.9000371407628285e-05,1,0,0
2017-10-16,12,5.2297078416794716e-05,0,0,0
2017-10-17,12,0.00013321032327419263,0,0,0
2017-10-18,12,2.9610396318787002e-05,0,0,0
2017-10-19,12,6.047117749487523e-05,0,0,0
2017-10-20,12,8.141545788735513e-05,1,1,0
2017-10-23,12,0.00021696932373727995,0,0,0
2017-10-24,12,3.006782055490211e-05,0,0,0
2017-10-25,12,0.00012774605412719045,0,0,0
2017-10-26,12,1.8684840156839487e-05,0,0,0
2017-10-27,12,0.00029938193831470283,1,0,0
2017-10-30,12,7.003135659627727e-05,0,0,0
2017-10-31,12,0.00013567352759863793,0,0,0
2017-11-01,12,0.0001675904937906717,0,0,0
2017-11-02,12,2.8799525981402282e-05,0,0,0
2017-11-03,12,9.278835119865751e-05,1,0,0
2017-11-06,12,6.043940684645994e-05,0,0,0
2017-11-07,12,7.284351127109238e-05,0,0,0
2017-11-08,12,4.044833738429368e-05,0,0,0
2017-11-09,12,1.6083555657113595e-05,0,0,0
2017-11-10,12,1.9633893701297452e-05,1,0,0
2017-11-13,12,0.00026402834364167704,0,0,0
2017-11-14,12,5.234091358603999e-05,0,0,0
2017-11-15,12,7.585829155408342e-05,0,0,0
2017-11-16,12,2.7646574455000386e-05,0,0,0
2017-11-17,12,0.00012565961944653072,1,1,0
2017-11-20,12,3.782740785201736e-05,0,0,0
2017-11-21,12,0.00010380507699490927,0,0,0
2017-11-22,12,5.4499988391300806e-05,0,0,0
2017-11-24,12,6.335351823911306e-05,1,0,0
2017-11-27,12,4.244256879040009e-05,0,0,0
2017-11-28,12,0.00015854666067328002,0,0,0
2017-11-29,12,0.000778931333770978,0,0,0
2017-11-30,12,6.533076256219418e-05,0,0,0
2017-12-01,12,3.103794509475605e-05,1,0,0
2017-12-04,12,0.0008815519469158169,0,0,0
2017-12-05,12,0.00010695256992923268,0,0,0
2017-12-06,12,0.00027142153130699383,0,0,0
2017-12-07,12,5.6014818978261567e-05,0,0,0
2017-12-08,12,7.485500967630205e-05,1,0,0
2017-12-11,12,0.00022978436978412546,0,0,0
2017-12-12,12,0.00010596568401383046,0,0,0
2017-12-13,12,0.000131051353314659,0,0,0
2017-12-14,12,7.480941861375188e-05,0,0,0
2017-12-15,12,7.734143954238905e-05,1,1,1
2017-12-18,12,8.999296443789149e-05,0,0,0
2017-12-19,12,9.478743142492425e-05,0,0,0
2017-12-20,12,5.898692375856646e-05,0,0,0
2017-12-21,12,2.964094783305333e-05,0,0,0
2017-12-22,12,2.8496382461744847e-05,1,0,0
2017-12-26,12,8.382494992140997e-05,0,0,0
2017-12-27,12,2.3033516788260305e-05,0,0,0
2017-12-28,12,1.8253619708616792e-05,0,0,0
2017-12-29,12,0.00014352053464712988,1,0,0
2018-01-02,12,0.00018733269277774065,0,0,0
2018-01-03,12,0.00022329969263850378,0,0,0
2018-01-04,12,2.1351857579397286e-05,0,0,0
2018-01-05,12,5.319800745563693e-05,1,0,0
2018-01-08,12,0.0003634642576320895,0,0,0
2018-01-09,12,1.047786842756247e-05,0,0,0
2018-01-10,12,8.1632272267694e-05,0,0,0
2018-01-11,12,5.4518191830814073e-05,0,0,0
2018-01-12,12,9.045321250364048e-05,1,0,0
2018-01-16,12,0.0001605335915669543,0,0,0
2018-01-17,12,0.00015905521288157352,0,0,0
2018-01-18,12,3.6112741621159844e-05,0,0,0
2018-01-19,12,6.012029141826824e-05,1,1,0
2018-01-22,12,0.0001930326615990544,0,0,0
2018-01-23,12,0.0001142267569449236,0,0,0
2018-01-24,12,0.00015569882891249527,0,0,0
2018-01-25,12,0.0001291070521940524,0,0,0
2018-01-26,12,9.909729523253199e-05,1,0,0
2018-01-29,12,0.000149626214307627,0,0,0
2018-01-30,12,9.398035850681723e-05,0,0,0
2018-01-31,12,0.0001188732691252939,0,0,0
2018-02-01,12,0.0002297917818334689,0,0,0
2018-02-02,12,0.0003576016703791864,1,0,0
2018-02-05,12,0.0012343103941103728,0,0,0
2018-02-06,12,0.002485657236706382,0,0,0
2018-02-07,12,0.00022857893971977745,0,0,0
2018-02-08,12,0.00261452970321267,0,0,0
2018-02-09,12,0.00025625025442634265,1,0,0
2018-02-12,12,0.00020251050803880713,0,0,0
2018-02-13,12,0.00024526842043404043,0,0,0
2018-02-14,12,0.0006525740629297946,0,0,0
2018-02-15,12,0.0001567616429192726,0,0,0
2018-02-16,12,4.538070805011559e-05,1,1,0
2018-02-20,12,7.360045408871955e-05,0,0,0
2018-02-21,12,0.00020566960498715208,0,0,0
2018-02-22,12,9.993504762580733e-05,0,0,0
2018-02-23,12,0.0001432038424592222,1,0,0
2018-02-26,12,8.487617526324298e-05,0,0,0
2018-02-27,12,0.00016932609941903932,0,0,0
2018-02-28,12,0.00042825002733610384,0,0,0
2018-03-01,12,0.0004407824179336211,0,0,0
2018-03-02,12,0.0004041652071652066,1,0,0
2018-03-05,12,0.0002751293148003537,0,0,0
2018-03-06,12,8.198272365043042e-05,0,0,0
2018-03-07,12,0.0001978226396342474,0,0,0
2018-03-08,12,4.596995988173634e-05,0,0,0
2018-03-09,12,9.841662817932544e-05,1,0,0
2018-03-12,12,0.00025061675743666943,0,0,0
2018-03-13,12,0.00037806342666260286,0,0,0
2018-03-14,12,0.00016444581013523035,0,0,0
2018-03-15,12,5.1128350843524814e-05,0,0,0
2018-03-16,12,2.694384821785956e-05,1,1,1
2018-03-19,12,0.0001990565319686254,0,0,0
2018-03-20,12,0.00016749240067319234,0,0,0
2018-03-21,12,0.0001737471815791989,0,0,0
2018-03-22,12,0.0002952505153072134,0,0,0
2018-03-23,12,0.0007435624319707861,1,0,0
2018-03-26,12,0.0003320633961842311,0,0,0
2018-03-27,12,0.0022564646505275265,0,0,0
2018-03-28,12,0.00010857850458283334,0,0,0
2018-03-29,12,0.0004696664983514067,0,0,0
2018-04-02,12,0.0004307905128578127,0,0,0
2018-04-03,12,0.00010308322488744635,0,0,0
2018-04-04,12,0.0024808364980844753,0,0,0
2018-04-05,12,0.00037457175339061007,0,0,0
2018-04-06,12,0.00016399888007088284,1,0,0
2018-04-09,12,0.00014850129721376135,0,0,0
2018-04-10,12,0.00023909024690077211,0,0,0
2018-04-11,12,3.257696726155508e-05,0,0,0
2018-04-12,12,0.0001743957941150008,0,0,0
2018-04-13,12,0.00024934594183174404,1,0,0
2018-04-16,12,8.646281824395363e-05,0,0,0
2018-04-17,12,0.00015693738237548051,0,0,0
2018-04-18,12,3.463098716675507e-05,0,0,0
2018-04-19,12,0.00014671351092248566,0,0,0
2018-04-20,12,0.0001768011154294504,1,1,0
2018-04-23,12,0.000173529838549926,0,0,0
2018-04-24,12,0.0005919055816806409,0,0,0
2018-04-25,12,6.85475796821351e-05,0,0,0
2018-04-26,12,0.00013364834125007195,0,0,0
2018-04-27,12,0.0003149541587909304,1,0,0
2018-04-30,12,0.0001930362598467805,0,0,0
2018-05-01,12,0.00014699991014102072,0,0,0
2018-05-02,12,6.361716531705384e-05,0,0,0
2018-05-03,12,0.00011312560370073677,0,0,0
2018-05-04,12,0.0004975382804252704,1,0,0
2018-05-07,12,9.34534463892285e-05,0,0,0
2018-05-08,12,3.254554429843473e-05,0,0,0
2018-05-09,12,0.00017128522236300182,0,0,0
2018-05-10,12,9.044031430691292e-05,0,0,0
2018-05-11,12,9.530091326789267e-05,1,0,0
2018-05-14,12,0.00015228932475313357,0,0,0
2018-05-15,12,9.171881956830754e-05,0,0,0
2018-05-16,12,4.62445664091633e-05,0,0,0
2018-05-17,12,2.0023981138831016e-05,0,0,0
2018-05-18,12,0.0001121113099718025,1,1,0
2018-05-21,12,7.550441041096091e-05,0,0,0
2018-05-22,12,0.00022022961670616645,0,0,0
2018-05-23,12,0.00024349655008118823,0,0,0
2018-05-24,12,2.891916597644095e-05,0,0,0
2018-05-25,12,1.8391245279080904e-05,1,0,0
2018-05-29,12,0.00012341604612402135,0,0,0
2018-05-30,12,0.00017820735728040805,0,0,0
2018-05-31,12,7.139891275861848e-05,0,0,0
2018-06-01,12,9.666242778860795e-05,1,0,0
2018-06-04,12,8.262730682696076e-05,0,0,0
2018-06-05,12,6.821879338767677e-05,0,0,0
2018-06-06,12,0.00037345753002866224,0,0,0
2018-06-07,12,6.112654387402249e-05,0,0,0
2018-06-08,12,2.806100650373463e-05,1,0,0
2018-06-11,12,0.00010962242560330522,0,0,0
2018-06-12,12,2.1311071726877272e-05,0,0,0
2018-06-13,12,3.4430016129961354e-05,0,0,0
2018-06-14,12,0.0001508897651694978,0,0,0
2018-06-15,12,5.116199099494483e-05,1,1,1
2018-06-18,12,0.0002177786124785519,0,0,0
2018-06-19,12,0.00016394080833289474,0,0,0
2018-06-20,12,3.929136809152298e-05,0,0,0
2018-06-21,12,0.0002585689537262343,0,0,0
2018-06-22,12,0.00037185751375718796,1,0,0
2018-06-25,12,0.0002594947817817515,0,0,0
2018-06-26,12,5.608185723011247e-05,0,0,0
2018-06-27,12,0.00031089704344177343,0,0,0
2018-06-28,12,0.000123218355504128,0,0,0
2018-06-29,12,0.00021847112739179812,1,0,0
2018-07-02,12,0.0007150235876547886,0,0,0
2018-07-03,12,0.0005583498940287306,0,0,0
2018-07-05,12,8.020665842235277e-05,0,0,0
2018-07-06,12,0.00017316897023149152,1,0,0
2018-07-09,12,0.0001021376956826819,0,0,0
2018-07-10,12,4.253301716234697e-05,0,0,0
2018-07-11,12,3.2378708369237956e-05,0,0,0
2018-07-12,12,0.00011332259288826631,0,0,0
2018-07-13,12,4.833557300914392e-05,1,0,0
2018-07-16,12,9.850707068112508e-05,0,0,0
2018-07-17,12,0.00036385021547731723,0,0,0
2018-07-18,12,5.1583737948154336e-05,0,0,0
2018-07-19,12,5.80976882985166e-05,0,0,0
2018-07-20,12,9.60393724253988e-05,1,1,0
2018-07-23,12,6.97168249668521e-05,0,0,0
2018-07-24,12,0.00011488869846238598,0,0,0
2018-07-25,12,0.00027810918773499255,0,0,0
2018-07-26,12,6.621111854857358e-05,0,0,0
2018-07-27,12,0.0004364183015009363,1,0,0
2018-07-30,12,0.00030295148952093256,0,0,0
2018-07-31,12,8.503877104628482e-05,0,0,0
2018-08-01,12,5.238756731445356e-05,0,0,0
2018-08-02,12,0.0007416267877114572,0,0,0
2018-08-03,12,1.9575162039732626e-05,1,0,0
2018-08-06,12,0.00015227144486569123,0,0,0
2018-08-07,12,0.0008468921084701352,0,0,0
2018-08-08,12,2.5966850942802968e-05,0,0,0
2018-08-09,12,0.0001544350137977839,0,0,0
2018-08-10,12,1.5690149020589922e-05,1,0,0
2018-08-13,12,5.876680740097273e-05,0,0,0
2018-08-14,12,0.000108930813271768,0,0,0
2018-08-15,12,6.564438009172832e-05,0,0,0
2018-08-16,12,0.00015526039931009755,0,0,0
2018-08-17,12,0.0004011038889921076,1,1,0
2018-08-20,12,0.0003212784237511869,0,0,0
2018-08-21,12,0.00015770078084678503,0,0,0
2018-08-22,12,0.0002005686924924909,0,0,0
2018-08-23,12,4.512644756000383e-05,0,0,0
2018-08-24,12,5.3005347049731304e-05,1,0,0
2018-08-27,12,4.456217094040505e-05,0,0,0
2018-08-28,12,5.4889965464968005e-05,0,0,0
2018-08-29,12,0.0001354792900394325,0,0,0
2018-08-30,12,1.8324104691479904e-05,0,0,0
2018-08-31,12,2.9831405874592307e-05,1,0,0
2018-09-04,12,0.00010455795289373674,0,0,0
2018-09-05,12,0.00018711741280291058,0,0,0
2018-09-06,12,0.00019769031806514292,0,0,0
2018-09-07,12,8.937497360013251e-05,1,0,0
2018-09-10,12,0.00027501773283767906,0,0,0
2018-09-11,12,0.00022538536680806668,0,0,0
2018-09-12,12,0.00013770161523833177,0,0,0
2018-09-13,12,3.724943435547307e-05,0,0,0
2018-09-14,12,6.682117385463201e-05,1,0,0
2018-09-17,12,0.00016243644788542483,0,0,0
2018-09-18,12,0.0001752760572151104,0,0,0
2018-09-19,12,0.00046471756612254567,0,0,0
2018-09-20,12,4.915728926851803e-05,0,0,0
2018-09-21,12,0.00013096917423643793,1,1,1
2018-09-24,12,0.00016516572946019198,0,0,0
2018-09-25,12,8.375602320718056e-05,0,0,0
2018-09-26,12,0.00011391499561206268,0,0,0
2018-09-27,12,5.358011492473106e-05,0,0,0
2018-09-28,12,0.00016942206030373015,1,0,0
2018-10-01,12,9.534783666385616e-05,0,0,0
2018-10-02,12,0.00020986040212041964,0,0,0
2018-10-03,12,0.0001248716219758996,0,0,0
2018-10-04,12,0.00032019623078908415,0,0,0
2018-10-05,12,0.0003528304574075766,1,0,0
2018-10-08,12,0.0002951863671029923,0,0,0
2018-10-09,12,0.00010187046523617542,0,0,0
2018-10-10,12,0.0015350763826838115,0,0,0
2018-10-11,12,0.0003510389880407982,0,0,0
2018-10-12,12,0.00015897985846549664,1,0,0
2018-10-15,12,0.00025001580089634173,0,0,0
2018-10-16,12,0.00040082810586017234,0,0,0
2018-10-17,12,0.0002025696731967572,0,0,0
2018-10-18,12,0.00029835768249039706,0,0,0
2018-10-19,12,0.0003570860024057826,1,1,0
2018-10-22,12,6.699999330027555e-05,0,0,0
2018-10-23,12,0.0011920012846135082,0,0,0
2018-10-24,12,0.002420592153078501,0,0,0
2018-10-25,12,0.0006653413896034664,0,0,0
2018-10-26,12,0.0004580302661990156,1,0,0
2018-10-29,12,0.001796959499542553,0,0,0
2018-10-30,12,0.000948858687213728,0,0,0
2018-10-31,12,0.00012074410505879293,0,0,0
2018-11-01,12,0.00022430862340809855,0,0,0
2018-11-02,12,9.542434674158897e-05,1,0,0
2018-11-05,12,8.705540094789016e-05,0,0,0
2018-11-06,12,5.9444323529194316e-05,0,0,0
2018-11-07,12,0.0004244742435292388,0,0,0
2018-11-08,12,0.00013030940180343214,0,0,0
2018-11-09,12,9.049395628796177e-05,1,0,0
2018-11-12,12,0.0009938038669009563,0,0,0
2018-11-13,12,0.00017419617549259902,0,0,0
2018-11-14,12,0.0006379911139437659,0,0,0
2018-11-15,12,0.0003482394978640785,0,0,0
2018-11-16,12,0.00016705901366616485,1,1,0
2018-11-19,12,0.0016582104898956744,0,0,0
2018-11-20,12,0.00131453056066476,0,0,0
2018-11-21,12,0.0005781256024465682,0,0,0
2018-11-23,12,0.00013068869430538983,1,0,0
2018-11-26,12,0.0005366868207335812,0,0,0
2018-11-27,12,0.0001098051198258384,0,0,0
2018-11-28,12,0.0004757839400819043,0,0,0
2018-11-29,12,0.00012030751166175376,0,0,0
2018-11-30,12,0.0002323572965734868,1,0,0
2018-12-03,12,6.800879645058944e-05,0,0,0
2018-12-04,12,0.0013320901406103324,0,0,0
2018-12-06,12,0.0007785673924086033,0,0,0
2018-12-07,12,0.0010897040879959804,1,0,0
2018-12-10,12,0.0003685737973280348,0,0,0
2018-12-11,12,0.00041944050981632385,0,0,0
2018-12-12,12,0.00011232214615757533,0,0,0
2018-12-13,12,0.00010121464632854988,0,0,0
2018-12-14,12,0.0002771077611080404,1,0,0
2018-12-17,12,0.00041253468917612344,0,0,0
2018-12-18,12,0.0002928127882131124,0,0,0
2018-12-19,12,0.0008310431355450933,0,0,0
2018-12-20,12,0.0003946947106044319,0,0,0
2018-12-21,12,0.001418406457267018,1,1,1
2018-12-24,12,0.000557167331395535,0,0,0
2018-12-26,12,0.0028531260431506693,0,0,0
2018-12-27,12,0.00029223051444194573,0,0,0
2018-12-28,12,0.00019288874235359274,1,0,0
2018-12-31,12,9.635762535969781e-05,0,0,0
2019-01-02,12,0.0009325933468548108,0,0,0
2019-01-03,12,0.0005142358956753663,0,0,0
2019-01-04,12,0.0006726991311974704,1,0,0
2019-01-07,12,0.00030142465953167716,0,0,0
2019-01-08,12,0.0002777726658876601,0,0,0
2019-01-09,12,3.972992053048009e-05,0,0,0
2019-01-10,12,0.0001876367096687653,0,0,0
2019-01-11,12,0.00013069338258389423,1,0,0
2019-01-14,12,0.00019128844941167144,0,0,0
2019-01-15,12,0.0003981793923910808,0,0,0
2019-01-16,12,5.191050397207038e-05,0,0,0
2019-01-17,12,0.00015346518329778888,0,0,0
2019-01-18,12,0.0004336324249503056,1,1,0
2019-01-22,12,0.00036398392217712634,0,0,0
2019-01-23,12,0.00012399912488650532,0,0,0
2019-01-24,12,0.0001959284238794375,0,0,0
2019-01-25,12,0.00011355033672364759,1,0,0
2019-01-28,12,4.455994237961976e-05,0,0,0
2019-01-29,12,0.00025559418681303563,0,0,0
2019-01-30,12,0.00029825696496969,0,0,0
2019-01-31,12,0.00027331620175718654,0,0,0
2019-02-01,12,6.894216384018506e-05,1,0,0
2019-02-04,12,0.0002422561685896799,0,0,0
2019-02-05,12,0.0001276150547900983,0,0,0
2019-02-06,12,7.680999688800478e-05,0,0,0
2019-02-07,12,0.00011000710438401969,0,0,0
2019-02-08,12,0.0001481512804626416,1,0,0
2019-02-11,12,6.388961241850158e-05,0,0,0
2019-02-12,12,0.00014538683599698394,0,0,0
2019-02-13,12,3.8547646096148285e-05,0,0,0
2019-02-14,12,3.0672577326370176e-05,0,0,0
2019-02-15,12,0.00019126054940581867,1,1,0
2019-02-19,12,5.4833985934636763e-05,0,0,0
2019-02-20,12,1.7572390995199695e-05,0,0,0
2019-02-21,12,0.0002140331833836556,0,0,0
2019-02-22,12,3.5911306555037115e-05,1,0,0
2019-02-25,12,7.587421310599592e-05,0,0,0
2019-02-26,12,6.160118336621908e-05,0,0,0
2019-02-27,12,0.000343983560610371,0,0,0
2019-02-28,12,9.288471127388534e-05,0,0,0
2019-03-01,12,0.00016488876508218215,1,0,0
2019-03-04,12,0.0004395473147148945,0,0,0
2019-03-05,12,0.00011988499562402636,0,0,0
2019-03-06,12,0.00013299384833475767,0,0,0
2019-03-07,12,0.00014153319219838316,0,0,0
2019-03-08,12,0.0002524223446467118,1,0,0
2019-03-11,12,0.0005553404603195971,0,0,0
2019-03-12,12,2.1681319248570628e-05,0,0,0
2019-03-13,12,0.00012220025462867954,0,0,0
2019-03-14,12,5.10990617384453e-05,0,0,0
2019-03-15,12,0.00012487218335501544,1,1,1
2019-03-18,12,0.0001572471011922889,0,0,0
2019-03-19,12,6.634178444500629e-05,0,0,0
2019-03-20,12,0.0002117538514786655,0,0,0
2019-03-21,12,0.0004199198082593132,0,0,0
2019-03-22,12,0.00046124426477200643,1,0,0
2019-03-25,12,8.483787577048227e-05,0,0,0
2019-03-26,12,0.00011908403231821787,0,0,0
2019-03-27,12,9.148507710341807e-05,0,0,0
2019-03-28,12,2.096671582437043e-05,0,0,0
2019-03-29,12,2.0859516085798454e-05,1,0,0
2019-04-01,12,0.00013184514878783775,0,0,0
2019-04-02,12,7.915543107135657e-05,0,0,0
2019-04-03,12,7.798206928568121e-05,0,0,0
2019-04-04,12,7.156055366734508e-05,0,0,0
2019-04-05,12,4.6761725761981276e-05,1,0,0
2019-04-08,12,7.460496294593598e-05,0,0,0
2019-04-09,12,3.2412445050684315e-05,0,0,0
2019-04-10,12,5.494253246803029e-05,0,0,0
2019-04-11,12,0.00017966523032240673,0,0,0
2019-04-12,12,0.00037852415332953514,1,0,0
2019-04-15,12,0.00011082942392794715,0,0,0
2019-04-16,12,0.0005559139463866736,0,0,0
2019-04-17,12,0.00020324087417222664,0,0,0
2019-04-18,12,6.635861213119589e-05,0,1,0
2019-04-22,12,0.0001709468322035623,0,0,0
2019-04-23,12,0.00012065917602923933,0,0,0
2019-04-24,12,7.965681513311865e-05,0,0,0
2019-04-25,12,0.00014870562425230868,0,0,0
2019-04-26,12,0.00026289955047229836,1,0,0
2019-04-29,12,9.951143070244359e-05,0,0,0
2019-04-30,12,9.70277570153108e-05,0,0,0
2019-05-01,12,0.00015883447842404848,0,0,0
2019-05-02,12,5.941282286389734e-05,0,0,0
