rebalance_date,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,IYR,spec
2011-12-30,0.0,0.0,0.0,0.0,0.2,0.19999999999999998,0.19999999999999996,0.2,0.19999999999999996,0.0,sample_lb126_cap20_long_only
2012-01-31,0.0,0.0,0.0,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.2,0.19999999999999996,0.0,sample_lb126_cap20_long_only
2012-02-29,0.0,0.0,0.0,0.0,0.2,0.19999999999999998,0.2,0.2,0.1999999999999999,0.0,sample_lb126_cap20_long_only
2012-03-30,0.0,0.0,0.0,0.0,0.19999999999999998,0.2,0.2,0.2,0.2,0.0,sample_lb126_cap20_long_only
2012-04-30,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.19999999999999998,0.0,sample_lb126_cap20_long_only
2012-05-31,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.19999999999999996,0.2,0.0,sample_lb126_cap20_long_only
2012-06-29,0.0,0.0,0.0,0.0,0.2,0.20000000000000004,0.2,0.2,0.024026654354766083,0.17597334564523384,sample_lb126_cap20_long_only
2012-07-31,0.0,0.0,0.0,0.0,0.19999999999999998,0.2,0.2,0.19999999999999998,0.0,0.2,sample_lb126_cap20_long_only
2012-08-31,0.0,0.0,0.0,0.0,0.17544964869987376,0.2,0.19999999999999998,0.2,0.0245503513001263,0.19999999999999998,sample_lb126_cap20_long_only
2012-09-28,0.0,0.0,0.0,0.0,0.1045376058093373,0.2,0.19999999999999998,0.2,0.09546239419066267,0.2,sample_lb126_cap20_long_only
2012-10-31,0.0,0.0,0.0,0.0,0.14501347032358616,0.2,0.19999999999999998,0.19999999999999998,0.054986529676413765,0.19999999999999993,sample_lb126_cap20_long_only
2012-11-30,0.0,0.0,0.0,0.0,0.0035297301536527034,0.2,0.19999999999999998,0.2,0.19647026984634736,0.2,sample_lb126_cap20_long_only
2012-12-31,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.19999999999999998,0.2,0.2,sample_lb126_cap20_long_only
2013-01-31,0.0,0.0,0.0,0.0,0.032665417242385385,0.2,0.2,0.2,0.16733458275761462,0.2,sample_lb126_cap20_long_only
2013-02-28,0.0,0.0,0.0,0.0,0.028932803407205502,0.19999999999999998,0.2,0.2,0.17106719659279457,0.2,sample_lb126_cap20_long_only
2013-03-28,0.0,0.0,0.0,0.0,0.07101508716958371,0.2,0.19999999999999998,0.1999999999999999,0.1289849128304163,0.2,sample_lb126_cap20_long_only
2013-04-30,0.0,0.0,0.0,0.014899174148880753,0.13265256724742208,0.2,0.2,0.19999999999999993,0.052448258603697256,0.19999999999999996,sample_lb126_cap20_long_only
2013-05-31,0.0,0.0,0.0,0.0,0.19999999999999993,0.2,0.2,0.2,0.0,0.2,sample_lb126_cap20_long_only
2013-06-28,0.0,0.0,0.0,0.08029712667073297,0.20000000000000004,0.20000000000000007,0.20000000000000007,0.20000000000000007,0.08745308260596871,0.032249790723298054,sample_lb126_cap20_long_only
2013-07-31,0.0,0.01893047594267385,0.0,0.07882636635089281,0.2,0.2,0.19999999999999998,0.19999999999999998,0.10224315770643339,0.0,sample_lb126_cap20_long_only
2013-08-30,0.0317464450959162,0.1008222785353193,0.0,0.04706360738543736,0.2,0.2,0.2,0.2,0.020367668983327092,0.0,sample_lb126_cap20_long_only
2013-09-30,0.0,0.12377665486798425,0.0,0.008426506878849023,0.19999999999999993,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.06779683825316675,0.0,sample_lb126_cap20_long_only
2013-10-31,0.00715293293778175,0.19580817092848904,0.0,0.0,0.1999999999999999,0.19999999999999996,0.19703889613372932,0.19999999999999996,0.0,0.0,sample_lb126_cap20_long_only
2013-11-29,0.0,0.18192182615716562,0.0,0.01807817384283441,0.2,0.2,0.2,0.2,0.0,0.0,sample_lb126_cap20_long_only
2013-12-31,0.0,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,sample_lb126_cap20_long_only
2014-01-31,0.0,0.1987053058660313,0.0,0.0,0.2,0.2,0.2,0.17882782219375798,0.0,0.02246687194021072,sample_lb126_cap20_long_only
2014-02-28,0.0,0.15224839098594964,0.0,0.0,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.13608855382025062,0.0,0.11166305519379977,sample_lb126_cap20_long_only
2014-03-31,0.007275558556878891,0.14375785661614926,0.0,0.0,0.20000000000000007,0.20000000000000004,0.20000000000000007,0.023767689619853222,0.025198895207118484,0.20000000000000007,sample_lb126_cap20_long_only
2014-04-30,0.03025277439085183,0.15351084142229982,0.0,0.0,0.2,0.2,0.2,0.016236384186848387,0.0,0.2,sample_lb126_cap20_long_only
2014-05-30,0.004313225879586339,0.19568677412041363,0.0,0.0,0.19999999999999998,0.20000000000000007,0.20000000000000007,0.0,0.0,0.20000000000000007,sample_lb126_cap20_long_only
2014-06-30,5.703291943633983e-05,0.16258762324065262,0.040976849525176204,0.0,0.17981796847369932,0.19999999999999998,0.2,0.016560525841035588,0.0,0.2,sample_lb126_cap20_long_only
2014-07-31,0.0034420431256303704,0.14765964684456687,0.0717081372361027,0.0,0.1440410303032183,0.20000000000000004,0.20000000000000007,0.03314914249048175,0.0,0.20000000000000007,sample_lb126_cap20_long_only
2014-08-29,0.06767507900420934,0.08145130799241942,0.1049146176068456,0.0,0.08426383264515704,0.2,0.2,0.014268780318053592,0.04742638243331501,0.2,sample_lb126_cap20_long_only
2014-09-30,0.18685312308808338,0.0,0.14660067605429736,0.0,0.078069468353874,0.2,0.1884767325037453,0.0,0.0,0.2,sample_lb126_cap20_long_only
2014-10-31,0.09286442764744719,0.0,0.09754337176631914,0.0,0.2,0.2,0.2,0.0,0.00959220058623363,0.2,sample_lb126_cap20_long_only
2014-11-28,0.10834448919455933,0.0,0.11948135209245725,0.0,0.19089942445085117,0.2,0.17521197006339242,0.0,0.006062764198739863,0.2,sample_lb126_cap20_long_only
2014-12-31,0.0350954056689737,0.0,0.0868698613134701,0.0,0.07803473301755633,0.2,0.19999999999999998,0.0,0.2,0.2,sample_lb126_cap20_long_only
2015-01-30,0.017761209162855875,0.0,0.0,0.018961718426564852,0.1632770724105792,0.2,0.2,0.0,0.2,0.2,sample_lb126_cap20_long_only
2015-02-27,0.0,0.0,0.019938457839306017,0.03156642469042259,0.1563130767521397,0.20000000000000007,0.19218204071813158,0.0,0.20000000000000007,0.20000000000000007,sample_lb126_cap20_long_only
2015-03-31,0.0,0.03193666037509068,0.0,0.0,0.19844798160527405,0.2,0.16961535801963534,0.0,0.19999999999999998,0.2,sample_lb126_cap20_long_only
2015-04-30,0.0,0.043154615933603764,0.02766893915195583,0.10001335529153328,0.10135019902809934,0.19999999999999998,0.07329356216738,0.05451932842742779,0.2,0.2,sample_lb126_cap20_long_only
2015-05-29,0.0,0.0446253877128554,0.06001192915573318,0.1585171209621686,0.0,0.2,0.08895756326560965,0.0478879989036332,0.2,0.2,sample_lb126_cap20_long_only
2015-06-30,0.037829994109475434,0.08109271614642391,0.05093066860202859,0.0898167025569987,0.05198121896209864,0.2,0.09561815918413637,0.008278362664575378,0.2,0.18445217777426304,sample_lb126_cap20_long_only
