Date,IYR,RSP,SPLV,SPY,USMV,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2003-01-02,16.051137924194336,,,59.329002380371094,,6.127157211303711,5.980092525482178,11.565667152404783,13.670228004455566,5.812959671020508,11.237542152404783,4.361568927764893,18.511045455932617,9.075901985168455
2003-01-03,16.254629135131836,,,59.51141357421875,,6.094054222106934,5.969598770141602,11.555529594421388,13.715536117553713,5.835316181182861,11.226482391357422,4.406076908111572,18.701112747192383,8.867737770080566
2003-01-06,16.383373260498047,,,60.56028366088867,,6.211419105529785,6.019434928894043,11.946125984191896,13.83851146697998,6.092428207397461,11.309428215026855,4.604127407073975,18.90474510192871,9.03048324584961
2003-01-07,16.19648551940918,,,60.41044235229492,,6.190352916717529,5.822721004486084,11.81423282623291,13.760846138000488,6.155774116516113,11.209885597229004,4.5039873123168945,18.633228302001953,8.981277465820312
2003-01-08,15.951468467712402,,,59.53743743896485,,6.030856132507324,5.767641067504883,11.692492485046388,13.59255599975586,5.954557418823242,11.143527030944824,4.535141944885254,18.49066734313965,8.898014068603516
2003-01-09,16.01791000366211,,,60.46255111694336,,6.124148845672607,5.841080188751221,11.925832748413086,13.767315864562988,6.1296916007995605,11.254133224487305,4.512890338897705,18.680744171142575,9.144028663635254
2003-01-10,15.926555633544922,,,60.62540435791016,,6.190352916717529,5.7938714027404785,11.920759201049805,13.74143409729004,6.16322660446167,11.287311553955078,4.512890338897705,18.673961639404297,9.16673183441162
2003-01-13,15.82479763031006,,,60.60586929321289,,6.163273811340332,5.77288293838501,11.956274032592772,13.715536117553713,6.1296916007995605,11.314959526062012,4.417201995849609,18.68753242492676,9.212149620056152
2003-01-14,15.7832670211792,,,60.80130386352539,,6.193363189697266,5.796492576599121,12.047577857971191,13.74143409729004,6.215395927429199,11.348145484924316,4.426102638244629,18.673961639404297,9.223502159118652
2003-01-15,15.781200408935549,,,60.195438385009766,,6.091045379638672,5.8148512840271,11.870033264160156,13.547252655029297,6.092428207397461,11.237542152404783,4.412751197814941,18.463525772094727,9.113751411437988
2003-01-16,15.64207363128662,,,59.9478874206543,,6.124148845672607,5.872556209564209,11.753365516662598,13.469574928283691,5.962009906768799,11.40345287322998,4.406076908111572,18.409217834472656,9.079682350158691
2003-01-17,15.434430122375488,,,59.0618896484375,,6.075997829437256,5.827964782714844,11.717851638793944,13.37248706817627,5.671361923217773,11.337084770202637,4.386049270629883,18.39565086364746,8.988845825195312
2003-01-21,15.401193618774414,,,58.14334487915039,,5.943584442138672,5.6915788650512695,11.525094985961914,13.04238224029541,5.634098052978516,11.254133224487305,4.294812202453613,18.25988388061523,8.73526668548584
2003-01-22,15.417813301086426,,,57.43975830078125,,5.87135648727417,5.675839900970459,11.342473983764648,12.79641819000244,5.596836566925049,11.121405601501465,4.25698184967041,18.21236801147461,8.610372543334961
2003-01-23,15.45726490020752,,,57.79154586791992,,5.9586286544799805,5.6915788650512695,11.514947891235352,13.02943515777588,5.693718910217285,11.04398250579834,4.334866523742676,18.266664505004883,8.810966491699219
2003-01-24,15.316069602966309,,,56.27360153198242,,5.826216220855713,5.5919108390808105,11.073627471923828,12.628135681152344,5.470144748687744,10.80064582824707,4.223602771759033,17.866178512573242,8.56495189666748
2003-01-27,15.179012298583984,,,55.50487518310547,,5.645651817321777,5.416176795959473,10.90622901916504,12.531044006347656,5.410523414611816,10.6568603515625,4.061154842376709,17.47246742248535,8.42870044708252
2003-01-28,15.235078811645508,,,55.91532516479492,,5.6938042640686035,5.507979393005371,11.063485145568848,12.608712196350098,5.485050678253174,10.690045356750488,4.18354606628418,17.77113914489746,8.553598403930664
2003-01-29,15.33060073852539,,,56.33877944946289,,5.738942623138428,5.686333179473877,11.083769798278809,12.621665000915527,5.5633015632629395,10.57390594482422,4.181321144104004,17.94084358215332,8.629294395446777
2003-01-30,15.293230056762695,,,55.003273010253906,,5.612548828125,5.59715461730957,10.80477237701416,12.401592254638672,5.3918914794921875,10.38034439086914,4.114562511444092,17.608232498168945,8.383279800415039
2003-01-31,15.45934009552002,,,56.06516647338867,,5.672738552093506,5.709938049316406,11.017827033996582,12.608712196350098,5.384439468383789,10.651326179504396,4.161293029785156,17.96120834350586,8.455196380615234
2003-02-03,15.469725608825684,,,56.17591857910156,,5.687783241271973,5.754528999328613,11.043190002441406,12.718749046325684,5.432881832122803,10.690045356750488,4.174644947052002,17.886539459228516,8.4854736328125
2003-02-04,15.430270195007324,,,55.62214660644531,,5.663707256317139,5.7938714027404785,10.779411315917969,12.608712196350098,5.339724540710449,10.695570945739746,4.154618740081787,17.676109313964844,8.311372756958008
2003-02-05,15.50502586364746,,,55.27685546875,,5.64866304397583,5.751903533935547,10.677952766418455,12.621665000915527,5.321094989776611,10.61814785003662,4.0923075675964355,17.547130584716797,8.28865909576416
2003-02-06,15.50502586364746,,,55.016300201416016,,5.582452774047852,5.728299617767334,10.551142692565918,12.518099784851074,5.291284084320068,10.535196304321287,4.054480075836182,17.51319694519043,8.258386611938477
2003-02-07,15.386669158935549,,,54.345272064208984,,5.5553669929504395,5.675839900970459,10.48012638092041,12.395112037658691,5.23166036605835,10.463303565979004,3.9832706451416016,17.47926139831543,8.194043159484863
2003-02-10,15.49049472808838,,,54.72966384887695,,5.582452774047852,5.74928092956543,10.551142692565918,12.40806770324707,5.287557125091553,10.535196304321287,3.996622323989868,17.608232498168945,8.197829246520996
