date,ticker,estimator,signal,ret,rv_ann,downside_vol_ann,left_tail_loss
2007-05-31,SPY,bad_skew,2.045081278980779,0.03392028799560509,0.08206220613726557,0.04852363671584523,0.010506964980056661
2007-05-31,QQQ,bad_skew,1.5051161524068195,0.031548989838021235,0.11918280152422965,0.07935908520073601,0.014410651878867023
2007-05-31,TLT,bad_skew,-0.2319751533448374,-0.023136695477572244,0.04726538966986292,0.04157067528921287,0.006649768204853234
2007-05-31,GLD,bad_skew,0.8692152944303077,-0.023103227112383773,0.13781480974505675,0.11139026729639737,0.02173179538259684
2007-05-31,USO,bad_skew,-0.25628841258994894,-0.044496536286264154,0.23275510355301604,0.17688949692123093,0.025026490461137724
2007-05-31,FXY,bad_skew,-0.6557071190173371,-0.018514130783057303,0.0367594071276583,0.033272075093408585,0.004597119808156264
2007-05-31,EEM,bad_skew,1.8821553706075027,0.05064533564821416,0.19978755749897606,0.13121261094141853,0.024766155383008307
2007-06-30,SPY,bad_skew,0.40116483055308605,-0.014620533087129517,0.14389007200541332,0.10958513116914548,0.018210361069640944
2007-06-30,QQQ,bad_skew,0.3907038893219705,0.004792624965046954,0.12743199677695263,0.08699454093325357,0.01563074905361835
2007-06-30,TLT,bad_skew,-0.08181904260265975,-0.010135128134956317,0.11936084921648227,0.09264812202058316,0.018077588675941142
2007-06-30,GLD,bad_skew,0.6339084604439504,-0.01937754431980876,0.13244867903428675,0.10906617008005985,0.017468378797244048
2007-06-30,USO,bad_skew,-0.15359017449386075,0.08251636011179175,0.20285313173273067,0.13322119706929703,0.03189519399821882
2007-06-30,UUP,bad_skew,-0.38740583172271353,-0.001605077319563608,0.19875569895945172,0.1395762451374309,0.038630571395630156
2007-06-30,FXY,bad_skew,-0.0900773550087974,-0.011318003235970098,0.05281581276124795,0.044445547539677575,0.008307931550261074
2007-06-30,EEM,bad_skew,-0.09650378188488763,0.03678334583916243,0.22218700691675844,0.13926471891745962,0.025496454454660995
2007-07-31,SPY,bad_skew,0.485986716680889,-0.03131032898596953,0.170152412340097,0.1435295494325981,0.02396395548467013
2007-07-31,QQQ,bad_skew,0.4352782120147904,-0.001470218783934718,0.15403728667600716,0.12319119895008744,0.02123264146526168
2007-07-31,TLT,bad_skew,0.366852409506555,0.03319062341319179,0.10844348652968253,0.061582672556556764,0.011269857153662808
2007-07-31,GLD,bad_skew,0.2298856817730614,0.023650293322754035,0.11746588058278931,0.07784490565578896,0.018861365951098222
2007-07-31,USO,bad_skew,0.18097324338751894,0.104339599609375,0.2385688246968545,0.1159768659518504,0.021876454472074654
2007-07-31,UUP,bad_skew,-0.1833876348733744,-0.009244358013770437,0.06421816244492744,0.04549294664459011,0.007772824373371783
2007-07-31,FXY,bad_skew,0.4305447624602903,0.03815852481088755,0.09015682224822534,0.03384173548411047,0.005392767220412937
