date,dividend
2021-12-30,0.53
2022-01-14,0.1
2022-03-15,0.15
2022-03-30,0.53
2022-05-13,0.2
2022-06-29,0.53
2022-07-15,0.2
2022-09-29,0.6
2022-12-29,0.6
2023-03-30,0.7
2023-06-29,0.7
2023-09-28,0.77
2023-12-28,0.77
2024-03-27,0.77
2024-06-28,0.77
2024-09-30,0.77
2024-12-31,0.77
2025-03-31,0.77
2025-06-30,0.77
2025-09-30,0.77
2025-12-31,0.77
2026-03-31,0.77
2026-06-30,0.77
