fips,sci_sum,log_sci_sum,sci_z,sci_rank_pct
46063,1493079147.0,21.124106366824396,2.8919168427694104,1.0
30033,1390501296.0,21.05293016439586,2.8182477724900576,0.9996878901373284
30011,1173862037.0,20.88356503696654,2.642950818596099,0.9993757802746567
30055,1137879478.0,20.85243226106672,2.6107276516175286,0.9990636704119851
46075,1137747906.0,20.85231662526364,2.610607965798206,0.9987515605493134
46069,1022802158.0,20.745811912251195,2.5003730428845543,0.9984394506866417
30075,1020941605.0,20.74399118154527,2.4984885430972925,0.99812734082397
46049,999937129.0,20.72320296497001,2.4769722422044094,0.9978152309612984
46055,991927711.0,20.715160791626186,2.4686484006246374,0.9975031210986267
46107,961819029.0,20.684336872430357,2.436744907714875,0.9971910112359551
30019,953835292.0,20.676001565660073,2.4281176660342503,0.9968789013732834
20033,910709337.0,20.629734346136516,2.380229988265358,0.9965667915106118
31149,908351037.0,20.6271414675797,2.37754629700184,0.9962546816479401
48155,903290592.0,20.621554868028426,2.371764032973653,0.9959425717852685
20199,882878159.0,20.598697764902585,2.348106385064569,0.9956304619225967
48263,875603037.0,20.590423393227795,2.339542212663834,0.9953183520599251
20179,872064735.0,20.58637421764982,2.3353512191849837,0.9950062421972534
31077,861714946.0,20.57443508600362,2.3229939326438633,0.9946941323345818
20071,852147422.0,20.563270101515474,2.3114379069096858,0.9943820224719101
48345,845412357.0,20.555335063922463,2.3032249533920295,0.9940699126092385
46021,845291111.0,20.55519163723368,2.303076503341937,0.9937578027465668
31183,833918654.0,20.541646419594855,2.289056879420787,0.9934456928838952
38011,832157264.0,20.539532001356065,2.2868684060193045,0.9931335830212235
30079,819000277.0,20.523594981255627,2.270373209397914,0.9928214731585518
02230,816607235.0,20.52066879794201,2.2673445397467415,0.9925093632958801
08061,806747725.0,20.508521570175297,2.2547718687483993,0.9921972534332085
20101,792847477.0,20.491141425665234,2.236783003879376,0.9918851435705368
31071,792377836.0,20.490548902937647,2.236169728697906,0.9915730337078652
38087,783198947.0,20.478897305972318,2.224110047422168,0.9912609238451935
38083,780414884.0,20.475336240083358,2.220424259134902,0.9909488139825219
29227,776963704.0,20.470904195529183,2.2158369871169747,0.9906367041198502
31057,770620564.0,20.462706676797385,2.207352359348649,0.9903245942571786
30025,762440012.0,20.452034391875667,2.196306289438854,0.9900124843945068
46105,761049169.0,20.45020852609084,2.194416474722227,0.9897003745318352
38051,754003837.0,20.440908016144952,2.184790224691181,0.9893882646691635
48101,753873197.0,20.44073473941587,2.1846108791361076,0.9890761548064919
20153,742583146.0,20.42564540486314,2.168993057312165,0.9887640449438202
20135,741330718.0,20.42395739813164,2.167245930009895,0.9884519350811486
20063,739014200.0,20.420827695236635,2.1640066127288535,0.9881398252184769
48433,736950877.0,20.418031796643305,2.1611127908763486,0.9878277153558053
31087,733650046.0,20.41354269768099,2.1564664661826747,0.9875156054931336
38041,715037246.0,20.387845193007745,2.1298689348002138,0.987203495630462
46059,710289620.0,20.38118336172556,2.1229737802377158,0.9868913857677902
20109,706912347.0,20.376417238805853,2.11804072912861,0.9865792759051186
46073,706695116.0,20.376109896057475,2.1177226220400382,0.9862671660424469
46111,706546487.0,20.37589955834873,2.117504917485438,0.9859550561797753
38033,705595972.0,20.374553355441023,2.116111565308244,0.9856429463171036
20023,702640487.0,20.370355922096405,2.111767121498277,0.985330836454432
28125,692014772.0,20.35511786161997,2.0959953647894722,0.9850187265917603
38047,691423352.0,20.354262861277107,2.09511041900425,0.9847066167290887
48447,674317322.0,20.32921136372036,2.069181520423802,0.9843945068664169
38001,669921752.0,20.32267147696204,2.0624125813573837,0.9840823970037453
31015,666187934.0,20.31708237338274,2.0566277256003564,0.9837702871410736
48045,662635510.0,20.311735639813854,2.051093728595576,0.983458177278402
