earnings_datetime,EPS Estimate,Reported EPS,surprise_pct,yf_symbol,earnings_date
2023-09-14 20:00:00,0.32,0.34,4.82,CPRT,2023-09-14 20:00:00
2023-05-17 20:00:00,0.32,0.36,12.54,CPRT,2023-05-17 20:00:00
2023-02-20 22:00:00,0.29,0.31,5.87,CPRT,2023-02-20 22:00:00
2022-11-16 23:00:00,0.28,0.26,-9.42,CPRT,2022-11-16 23:00:00
2022-09-07 21:00:00,0.27,0.28,2.9,CPRT,2022-09-07 21:00:00
2022-05-18 22:00:00,0.29,0.29,2.49,CPRT,2022-05-18 22:00:00
2022-02-16 22:00:00,0.27,0.28,2.43,CPRT,2022-02-16 22:00:00
2021-11-17 21:00:00,0.25,0.27,6.57,CPRT,2021-11-17 21:00:00
2021-09-08 20:00:00,0.23,0.26,12.7,CPRT,2021-09-08 20:00:00
2021-05-19 20:00:00,0.2,0.27,36.9,CPRT,2021-05-19 20:00:00
2021-02-18 21:00:00,0.2,0.2,0.29,CPRT,2021-02-18 21:00:00
2020-11-18 22:00:00,0.18,0.2,12.2,CPRT,2020-11-18 22:00:00
2020-09-02 00:00:00,0.1,0.17,79.56,CPRT,2020-09-02 00:00:00
2026-07-30 20:00:00,0.27,,,CPT,2026-07-30 20:00:00
2026-04-30 20:00:00,0.25,-0.24,-196.43,CPT,2026-04-30 20:00:00
2026-02-05 21:00:00,0.28,0.39,39.94,CPT,2026-02-05 21:00:00
2025-11-06 21:00:00,0.28,0.21,-23.24,CPT,2025-11-06 21:00:00
2025-07-31 20:00:00,0.33,0.31,-6.86,CPT,2025-07-31 20:00:00
2025-05-01 20:00:00,0.28,0.36,29.53,CPT,2025-05-01 20:00:00
2025-02-06 21:00:00,0.42,0.37,-11.93,CPT,2025-02-06 21:00:00
2024-10-31 20:00:00,0.28,0.34,23.36,CPT,2024-10-31 20:00:00
2024-08-01 20:00:00,0.37,0.4,8.86,CPT,2024-08-01 20:00:00
2024-05-02 20:00:00,0.36,0.38,6.07,CPT,2024-05-02 20:00:00
2024-02-01 21:00:00,0.42,0.42,1.11,CPT,2024-02-01 21:00:00
2023-10-26 20:00:00,0.39,0.44,13.45,CPT,2023-10-26 20:00:00
2023-08-03 20:00:00,0.34,0.41,19.62,CPT,2023-08-03 20:00:00
2023-04-27 20:00:00,0.32,0.39,22.66,CPT,2023-04-27 20:00:00
2023-02-02 21:00:00,0.31,0.42,35.58,CPT,2023-02-02 21:00:00
2022-10-27 20:00:00,0.28,0.27,-3.23,CPT,2022-10-27 20:00:00
2022-07-28 20:00:00,0.55,0.22,-60.29,CPT,2022-07-28 20:00:00
2022-04-28 20:00:00,0.49,0.42,-13.94,CPT,2022-04-28 20:00:00
2022-02-03 21:00:00,0.44,0.37,-16.88,CPT,2022-02-03 21:00:00
2021-10-28 20:00:00,0.39,0.29,-25.07,CPT,2021-10-28 20:00:00
2021-07-29 20:00:00,0.34,0.3,-12.88,CPT,2021-07-29 20:00:00
2021-04-29 20:00:00,0.32,0.31,-4.13,CPT,2021-04-29 20:00:00
2021-02-04 21:00:00,0.35,0.3,-15.86,CPT,2021-02-04 21:00:00
2020-10-29 20:00:00,0.29,0.35,20.75,CPT,2020-10-29 20:00:00
2020-07-30 20:00:00,0.27,0.17,-37.41,CPT,2020-07-30 20:00:00
2026-08-05 12:00:00,2.73,,,CRL,2026-08-05 12:00:00
2026-05-07 11:00:00,1.95,2.06,5.42,CRL,2026-05-07 11:00:00
2026-02-18 12:00:00,2.35,2.39,1.91,CRL,2026-02-18 12:00:00
2025-11-05 12:00:00,2.34,2.43,3.86,CRL,2025-11-05 12:00:00
2025-08-06 11:00:00,2.55,3.12,22.45,CRL,2025-08-06 11:00:00
2025-05-07 11:00:00,2.07,2.34,12.78,CRL,2025-05-07 11:00:00
2025-02-19 12:00:00,2.53,2.66,5.24,CRL,2025-02-19 12:00:00
2024-11-06 12:00:00,2.42,2.59,6.88,CRL,2024-11-06 12:00:00
2024-08-07 11:00:00,2.39,2.8,16.97,CRL,2024-08-07 11:00:00
2024-05-09 11:00:00,2.06,2.27,9.98,CRL,2024-05-09 11:00:00
2024-02-14 12:00:00,2.4,2.46,2.4,CRL,2024-02-14 12:00:00
2023-11-08 12:00:00,2.37,2.72,14.86,CRL,2023-11-08 12:00:00
2023-08-09 11:00:00,2.64,2.69,1.97,CRL,2023-08-09 11:00:00
2023-05-11 11:00:00,2.59,2.78,7.43,CRL,2023-05-11 11:00:00
2023-02-22 12:00:00,2.75,2.98,8.55,CRL,2023-02-22 12:00:00
2022-11-02 11:00:00,2.5,2.63,5.4,CRL,2022-11-02 11:00:00
2022-08-03 11:00:00,2.74,2.77,1.28,CRL,2022-08-03 11:00:00
2022-05-04 11:00:00,2.72,2.75,1.25,CRL,2022-05-04 11:00:00
2022-02-16 12:00:00,2.43,2.49,2.36,CRL,2022-02-16 12:00:00
2021-11-03 11:00:00,2.58,2.7,4.75,CRL,2021-11-03 11:00:00
2021-08-04 11:00:00,2.38,2.61,9.64,CRL,2021-08-04 11:00:00
2021-05-04 11:00:00,2.19,2.53,15.37,CRL,2021-05-04 11:00:00
2021-02-17 12:00:00,2.11,2.39,13.5,CRL,2021-02-17 12:00:00
2020-10-29 11:00:00,1.8,2.33,29.63,CRL,2020-10-29 11:00:00
2020-08-05 11:00:00,1.28,1.58,23.84,CRL,2020-08-05 11:00:00
2026-09-02 20:00:00,3.27,,,CRM,2026-09-02 20:00:00
2026-05-27 20:00:00,3.13,3.88,24.07,CRM,2026-05-27 20:00:00
2026-02-25 21:00:00,3.05,3.81,24.85,CRM,2026-02-25 21:00:00
2025-12-03 21:00:00,2.86,3.25,13.55,CRM,2025-12-03 21:00:00
2025-09-03 20:00:00,2.78,2.91,4.7,CRM,2025-09-03 20:00:00
2025-05-28 20:00:00,2.55,2.58,1.31,CRM,2025-05-28 20:00:00
2025-02-26 21:00:00,2.61,2.78,6.43,CRM,2025-02-26 21:00:00
2024-12-03 21:00:00,2.45,2.41,-1.47,CRM,2024-12-03 21:00:00
2024-08-28 20:00:00,2.36,2.56,8.63,CRM,2024-08-28 20:00:00
2024-05-29 20:00:00,2.37,2.44,2.75,CRM,2024-05-29 20:00:00
2024-02-28 21:00:00,2.27,2.29,0.96,CRM,2024-02-28 21:00:00
2023-11-29 21:00:00,2.06,2.11,2.52,CRM,2023-11-29 21:00:00
2023-08-30 20:00:00,1.9,2.12,11.45,CRM,2023-08-30 20:00:00
2023-05-31 20:00:00,1.61,1.69,4.84,CRM,2023-05-31 20:00:00
2023-03-01 21:00:00,1.36,1.68,23.43,CRM,2023-03-01 21:00:00
2022-11-30 21:00:00,1.22,1.4,14.55,CRM,2022-11-30 21:00:00
2022-08-24 20:00:00,1.03,1.19,15.75,CRM,2022-08-24 20:00:00
2022-05-31 20:00:00,0.94,0.98,3.73,CRM,2022-05-31 20:00:00
2022-03-01 21:00:00,0.75,0.84,11.85,CRM,2022-03-01 21:00:00
2021-11-30 21:00:00,0.92,1.27,37.89,CRM,2021-11-30 21:00:00
2021-08-25 20:00:00,0.93,1.48,59.49,CRM,2021-08-25 20:00:00
2021-05-27 20:00:00,0.88,1.21,36.96,CRM,2021-05-27 20:00:00
2021-02-25 21:00:00,0.75,1.04,38.5,CRM,2021-02-25 21:00:00
2020-12-01 21:00:00,0.75,1.74,132.27,CRM,2020-12-01 21:00:00
2020-08-25 20:00:00,0.67,1.44,115.91,CRM,2020-08-25 20:00:00
2026-09-01 20:00:00,1.17,,,CRWD,2026-09-01 20:00:00
2026-06-03 20:00:00,1.07,1.1,3.05,CRWD,2026-06-03 20:00:00
2026-03-03 21:00:00,1.1,1.12,1.56,CRWD,2026-03-03 21:00:00
2025-12-02 21:00:00,0.94,0.96,1.98,CRWD,2025-12-02 21:00:00
2025-08-27 20:00:00,0.83,0.93,12.05,CRWD,2025-08-27 20:00:00
2025-06-03 20:00:00,0.66,0.73,10.62,CRWD,2025-06-03 20:00:00
2025-03-04 21:00:00,0.86,1.03,19.85,CRWD,2025-03-04 21:00:00
2024-11-26 21:00:00,0.81,0.93,14.94,CRWD,2024-11-26 21:00:00
2024-08-28 20:00:00,0.97,1.04,7.74,CRWD,2024-08-28 20:00:00
2024-06-04 20:00:00,0.89,0.93,4.38,CRWD,2024-06-04 20:00:00
2024-03-05 21:00:00,0.82,0.95,15.29,CRWD,2024-03-05 21:00:00
2023-11-28 21:00:00,0.74,0.82,10.86,CRWD,2023-11-28 21:00:00
2023-08-30 20:00:00,0.56,0.74,32.61,CRWD,2023-08-30 20:00:00
2023-05-31 20:00:00,0.5,0.57,13.65,CRWD,2023-05-31 20:00:00
2023-03-07 21:00:00,0.43,0.47,10.45,CRWD,2023-03-07 21:00:00
2022-11-29 21:00:00,0.32,0.4,26.51,CRWD,2022-11-29 21:00:00
2022-08-30 20:00:00,0.27,0.36,31.87,CRWD,2022-08-30 20:00:00
2022-06-02 20:00:00,0.23,0.31,33.21,CRWD,2022-06-02 20:00:00
2022-03-09 21:00:00,0.2,0.3,47.93,CRWD,2022-03-09 21:00:00
2021-12-01 21:00:00,0.1,0.17,72.71,CRWD,2021-12-01 21:00:00
2021-08-31 20:00:00,0.09,0.11,28.93,CRWD,2021-08-31 20:00:00
2021-06-03 20:00:00,0.06,0.1,74.06,CRWD,2021-06-03 20:00:00
2021-03-16 20:00:00,0.08,0.13,53.37,CRWD,2021-03-16 20:00:00
2020-12-02 21:00:00,,0.08,18281.82,CRWD,2020-12-02 21:00:00
2020-09-02 00:00:00,-0.01,0.03,488.6,CRWD,2020-09-02 00:00:00
2026-08-12 20:00:00,1.17,,,CSCO,2026-08-12 20:00:00
2026-05-13 20:00:00,1.04,1.06,2.29,CSCO,2026-05-13 20:00:00
2026-02-11 21:00:00,1.02,1.04,1.75,CSCO,2026-02-11 21:00:00
2025-11-12 21:00:00,0.98,1.0,1.82,CSCO,2025-11-12 21:00:00
2025-08-13 20:00:00,0.98,0.99,1.3,CSCO,2025-08-13 20:00:00
2025-05-14 20:00:00,0.92,0.96,4.64,CSCO,2025-05-14 20:00:00
2025-02-12 21:00:00,0.91,0.94,3.41,CSCO,2025-02-12 21:00:00
2024-11-13 21:00:00,0.87,0.91,4.47,CSCO,2024-11-13 21:00:00
2024-08-14 20:00:00,0.85,0.87,2.49,CSCO,2024-08-14 20:00:00
2024-05-15 20:00:00,0.82,0.88,7.71,CSCO,2024-05-15 20:00:00
2024-02-14 21:00:00,0.84,0.87,3.96,CSCO,2024-02-14 21:00:00
2023-11-15 21:00:00,1.03,1.11,7.71,CSCO,2023-11-15 21:00:00
2023-08-16 20:00:00,1.06,1.14,7.68,CSCO,2023-08-16 20:00:00
2023-05-17 20:00:00,0.97,1.0,3.25,CSCO,2023-05-17 20:00:00
2023-02-15 21:00:00,0.86,0.88,2.84,CSCO,2023-02-15 21:00:00
2022-11-16 21:00:00,0.84,0.86,2.85,CSCO,2022-11-16 21:00:00
2022-08-17 20:00:00,0.82,0.83,1.07,CSCO,2022-08-17 20:00:00
2022-05-18 20:00:00,0.86,0.87,0.93,CSCO,2022-05-18 20:00:00
2022-02-16 21:00:00,0.81,0.84,3.78,CSCO,2022-02-16 21:00:00
2021-11-17 21:00:00,0.8,0.82,1.92,CSCO,2021-11-17 21:00:00
2021-08-18 20:00:00,0.83,0.84,1.46,CSCO,2021-08-18 20:00:00
2021-05-19 20:00:00,0.82,0.83,1.11,CSCO,2021-05-19 20:00:00
2021-02-09 21:00:00,0.76,0.79,4.61,CSCO,2021-02-09 21:00:00
2020-11-12 21:00:00,0.7,0.76,8.04,CSCO,2020-11-12 21:00:00
2020-08-12 20:00:00,0.74,0.8,8.42,CSCO,2020-08-12 20:00:00
2026-07-22 20:00:00,0.5,,,CSX,2026-07-22 20:00:00
2026-04-22 20:00:00,0.39,0.43,10.6,CSX,2026-04-22 20:00:00
2026-01-22 21:00:00,0.41,0.39,-5.32,CSX,2026-01-22 21:00:00
2025-10-16 20:00:00,0.42,0.44,3.79,CSX,2025-10-16 20:00:00
2025-07-23 20:00:00,0.42,0.44,5.7,CSX,2025-07-23 20:00:00
2025-04-16 20:00:00,0.37,0.34,-7.67,CSX,2025-04-16 20:00:00
2025-01-23 21:00:00,0.42,0.42,0.01,CSX,2025-01-23 21:00:00
2024-10-16 20:00:00,0.48,0.46,-3.6,CSX,2024-10-16 20:00:00
2024-08-05 20:00:00,0.48,0.49,2.55,CSX,2024-08-05 20:00:00
2024-04-17 20:00:00,0.45,0.46,1.7,CSX,2024-04-17 20:00:00
2024-01-24 21:00:00,0.44,0.45,1.86,CSX,2024-01-24 21:00:00
2023-10-19 20:00:00,0.43,0.42,-2.01,CSX,2023-10-19 20:00:00
2023-07-20 20:00:00,0.49,0.49,-0.26,CSX,2023-07-20 20:00:00
2023-04-20 20:00:00,0.43,0.48,12.47,CSX,2023-04-20 20:00:00
2023-01-25 21:00:00,0.47,0.49,4.56,CSX,2023-01-25 21:00:00
2022-10-20 20:00:00,0.49,0.52,5.17,CSX,2022-10-20 20:00:00
2022-07-20 20:00:00,0.47,0.51,8.33,CSX,2022-07-20 20:00:00
2022-04-20 20:00:00,0.37,0.39,4.29,CSX,2022-04-20 20:00:00
2022-01-20 21:00:00,0.41,0.42,1.22,CSX,2022-01-20 21:00:00
2021-10-20 20:00:00,0.38,0.43,14.52,CSX,2021-10-20 20:00:00
2021-07-21 20:00:00,0.37,0.4,8.34,CSX,2021-07-21 20:00:00
2021-04-20 20:00:00,0.32,0.31,-2.33,CSX,2021-04-20 20:00:00
2021-01-21 21:00:00,0.34,0.33,-2.11,CSX,2021-01-21 21:00:00
2020-10-21 20:00:00,0.31,0.32,3.5,CSX,2020-10-21 20:00:00
2020-07-22 20:00:00,0.21,0.22,1.58,CSX,2020-07-22 20:00:00
2026-07-16 12:00:00,1.23,,,CTAS,2026-07-16 12:00:00
2026-03-25 12:00:00,1.24,1.24,0.4,CTAS,2026-03-25 12:00:00
2025-12-18 13:00:00,1.19,1.21,1.3,CTAS,2025-12-18 13:00:00
2025-09-24 12:00:00,1.2,1.2,0.31,CTAS,2025-09-24 12:00:00
2025-07-17 12:00:00,1.07,1.09,1.94,CTAS,2025-07-17 12:00:00
2025-03-26 12:00:00,1.06,1.13,7.08,CTAS,2025-03-26 12:00:00
2024-12-19 13:00:00,1.02,1.09,7.13,CTAS,2024-12-19 13:00:00
2024-09-25 12:00:00,1.0,1.1,10.19,CTAS,2024-09-25 12:00:00
2024-07-18 12:00:00,0.95,1.0,5.14,CTAS,2024-07-18 12:00:00
2024-03-27 12:00:00,0.9,0.96,7.14,CTAS,2024-03-27 12:00:00
2023-12-21 13:00:00,0.87,0.9,3.8,CTAS,2023-12-21 13:00:00
2023-09-26 12:00:00,0.92,0.93,0.41,CTAS,2023-09-26 12:00:00
2023-07-13 12:00:00,0.8,0.83,4.22,CTAS,2023-07-13 12:00:00
2023-03-29 12:00:00,0.76,0.79,2.82,CTAS,2023-03-29 12:00:00
2022-12-21 13:00:00,0.76,0.78,3.04,CTAS,2022-12-21 13:00:00
2022-09-28 12:00:00,0.78,0.85,8.4,CTAS,2022-09-28 12:00:00
2022-07-14 13:00:00,0.67,0.7,5.03,CTAS,2022-07-14 13:00:00
2022-03-23 12:00:00,0.61,0.74,21.5,CTAS,2022-03-23 12:00:00
2021-12-22 13:00:00,0.66,0.69,5.17,CTAS,2021-12-22 13:00:00
2021-09-29 12:00:00,0.69,0.78,12.22,CTAS,2021-09-29 12:00:00
2021-07-15 12:00:00,0.58,0.62,7.19,CTAS,2021-07-15 12:00:00
2021-03-17 12:00:00,0.55,0.59,6.85,CTAS,2021-03-17 12:00:00
2020-12-22 13:00:00,0.55,0.66,19.57,CTAS,2020-12-22 13:00:00
2020-09-23 12:00:00,0.53,0.7,30.51,CTAS,2020-09-23 12:00:00
2020-07-23 12:00:00,0.31,0.34,9.78,CTAS,2020-07-23 12:00:00
2026-07-29 12:00:00,1.38,,,CTSH,2026-07-29 12:00:00
2026-04-29 10:00:00,1.33,1.4,4.98,CTSH,2026-04-29 10:00:00
2026-02-04 11:00:00,1.32,1.35,2.02,CTSH,2026-02-04 11:00:00
2025-10-29 10:00:00,1.3,1.39,6.73,CTSH,2025-10-29 10:00:00
2025-07-30 20:00:00,1.26,1.31,3.99,CTSH,2025-07-30 20:00:00
2025-04-30 20:00:00,1.2,1.23,2.55,CTSH,2025-04-30 20:00:00
2025-02-05 21:00:00,1.13,1.21,7.55,CTSH,2025-02-05 21:00:00
2024-10-30 20:00:00,1.15,1.25,9.03,CTSH,2024-10-30 20:00:00
2024-07-31 20:00:00,1.12,1.17,4.62,CTSH,2024-07-31 20:00:00
2024-05-01 20:00:00,1.11,1.12,1.05,CTSH,2024-05-01 20:00:00
2024-02-06 21:00:00,1.04,1.18,13.94,CTSH,2024-02-06 21:00:00
2023-11-01 20:00:00,1.09,1.16,6.39,CTSH,2023-11-01 20:00:00
2023-08-02 20:00:00,0.99,1.1,11.37,CTSH,2023-08-02 20:00:00
2023-05-03 20:00:00,1.05,1.11,6.0,CTSH,2023-05-03 20:00:00
2023-02-02 21:00:00,1.03,1.01,-1.59,CTSH,2023-02-02 21:00:00
2022-11-02 20:00:00,1.16,1.17,0.76,CTSH,2022-11-02 20:00:00
2022-07-27 20:00:00,1.09,1.14,4.35,CTSH,2022-07-27 20:00:00
2022-05-04 20:00:00,1.04,1.08,4.16,CTSH,2022-05-04 20:00:00
2022-02-02 21:00:00,1.04,1.1,5.59,CTSH,2022-02-02 21:00:00
2021-10-27 20:00:00,1.05,1.06,1.13,CTSH,2021-10-27 20:00:00
2021-07-28 20:00:00,0.96,0.99,2.64,CTSH,2021-07-28 20:00:00
2021-05-05 20:00:00,0.94,0.97,2.89,CTSH,2021-05-05 20:00:00
2021-02-03 21:00:00,0.9,0.67,-25.28,CTSH,2021-02-03 21:00:00
2020-10-28 20:00:00,0.9,0.97,7.29,CTSH,2020-10-28 20:00:00
2020-07-29 20:00:00,0.69,0.82,18.03,CTSH,2020-07-29 20:00:00
2026-07-30 20:00:00,2.22,,,CTVA,2026-07-30 20:00:00
2026-05-05 20:00:00,1.18,1.5,27.11,CTVA,2026-05-05 20:00:00
2026-02-03 21:00:00,0.22,0.22,-1.6,CTVA,2026-02-03 21:00:00
2025-11-04 21:00:00,-0.47,-0.23,50.61,CTVA,2025-11-04 21:00:00
2025-08-06 20:00:00,1.88,2.2,17.09,CTVA,2025-08-06 20:00:00
2025-05-07 20:00:00,0.88,1.13,28.24,CTVA,2025-05-07 20:00:00
2025-02-05 22:00:00,0.31,0.32,2.51,CTVA,2025-02-05 22:00:00
2024-11-06 21:00:00,-0.3,-0.49,-64.42,CTVA,2024-11-06 21:00:00
2024-07-31 20:00:00,1.72,1.83,6.16,CTVA,2024-07-31 20:00:00
2024-05-01 21:00:00,0.83,0.89,7.31,CTVA,2024-05-01 21:00:00
2024-01-31 22:00:00,0.06,0.15,170.03,CTVA,2024-01-31 22:00:00
2023-10-27 12:00:00,-0.26,-0.23,9.97,CTVA,2023-10-27 12:00:00
2023-08-03 21:00:00,1.58,1.6,1.2,CTVA,2023-08-03 21:00:00
2023-05-03 21:00:00,0.93,1.16,24.53,CTVA,2023-05-03 21:00:00
2023-02-01 22:00:00,0.06,0.16,153.24,CTVA,2023-02-01 22:00:00
2022-11-03 21:00:00,-0.22,-0.12,46.43,CTVA,2022-11-03 21:00:00
2022-08-04 21:00:00,1.46,1.64,12.28,CTVA,2022-08-04 21:00:00
2022-05-04 21:00:00,0.81,0.97,19.41,CTVA,2022-05-04 21:00:00
2022-02-02 22:00:00,0.09,0.08,-14.02,CTVA,2022-02-02 22:00:00
2021-11-03 21:00:00,-0.31,-0.14,54.41,CTVA,2021-11-03 21:00:00
2021-08-05 21:00:00,1.27,1.4,10.62,CTVA,2021-08-05 21:00:00
2021-05-04 21:00:00,0.65,0.79,21.45,CTVA,2021-05-04 21:00:00
2021-02-03 22:00:00,-0.04,0.04,190.68,CTVA,2021-02-03 22:00:00
2020-11-04 22:00:00,-0.42,-0.39,7.05,CTVA,2020-11-04 22:00:00
2020-08-05 21:00:00,1.24,1.26,1.98,CTVA,2020-08-05 21:00:00
2026-07-29 20:00:00,0.43,,,CVNA,2026-07-29 20:00:00
2026-04-29 20:00:00,0.3,0.34,11.71,CVNA,2026-04-29 20:00:00
2026-02-18 21:00:00,0.24,0.84,258.98,CVNA,2026-02-18 21:00:00
2025-10-29 20:00:00,0.26,0.21,-21.97,CVNA,2025-10-29 20:00:00
2025-07-30 20:00:00,0.21,0.26,21.62,CVNA,2025-07-30 20:00:00
2025-05-07 20:00:00,0.15,0.3,102.14,CVNA,2025-05-07 20:00:00
2025-02-19 21:00:00,0.05,0.12,128.48,CVNA,2025-02-19 21:00:00
2024-10-30 20:00:00,0.04,0.13,184.82,CVNA,2024-10-30 20:00:00
2024-07-31 20:00:00,-0.02,0.08,424.08,CVNA,2024-07-31 20:00:00
2024-05-01 20:00:00,-0.16,0.05,129.27,CVNA,2024-05-01 20:00:00
2024-02-22 21:00:00,-0.21,-0.2,6.94,CVNA,2024-02-22 21:00:00
2023-11-02 20:00:00,-0.13,0.72,651.51,CVNA,2023-11-02 20:00:00
2023-07-19 10:00:00,-0.21,-0.11,48.06,CVNA,2023-07-19 10:00:00
2023-05-04 20:00:00,-0.38,-0.3,19.6,CVNA,2023-05-04 20:00:00
2023-02-23 21:00:00,-0.48,-1.52,-216.56,CVNA,2023-02-23 21:00:00
2022-11-03 20:00:00,-0.43,-0.53,-23.25,CVNA,2022-11-03 20:00:00
2022-08-04 20:00:00,-0.38,-0.47,-24.71,CVNA,2022-08-04 20:00:00
2022-04-20 20:00:00,-0.35,-0.58,-67.35,CVNA,2022-04-20 20:00:00
2022-02-24 21:00:00,-0.18,-0.2,-12.76,CVNA,2022-02-24 21:00:00
2021-11-04 20:00:00,-0.06,-0.08,-27.86,CVNA,2021-11-04 20:00:00
2021-08-05 20:00:00,-0.08,0.05,166.05,CVNA,2021-08-05 20:00:00
2021-05-06 20:00:00,-0.13,-0.09,31.12,CVNA,2021-05-06 20:00:00
2021-02-25 21:00:00,-0.09,-0.18,-97.98,CVNA,2021-02-25 21:00:00
2020-10-29 20:00:00,-0.05,-0.02,61.47,CVNA,2020-10-29 20:00:00
2020-08-05 20:00:00,-0.16,-0.12,20.08,CVNA,2020-08-05 20:00:00
2026-07-30 12:00:00,1.83,,,CVS,2026-07-30 12:00:00
2026-05-06 10:00:00,2.21,2.57,16.48,CVS,2026-05-06 10:00:00
2026-02-10 11:00:00,1.0,1.09,9.38,CVS,2026-02-10 11:00:00
2025-10-29 10:00:00,1.36,1.6,17.93,CVS,2025-10-29 10:00:00
2025-07-31 10:00:00,1.46,1.81,23.85,CVS,2025-07-31 10:00:00
2025-05-01 10:00:00,1.67,2.25,34.49,CVS,2025-05-01 10:00:00
2025-02-12 11:00:00,0.92,1.19,29.56,CVS,2025-02-12 11:00:00
2024-11-06 11:00:00,1.46,1.09,-25.23,CVS,2024-11-06 11:00:00
2024-08-07 10:00:00,1.73,1.83,5.95,CVS,2024-08-07 10:00:00
2024-05-01 10:00:00,1.7,1.31,-22.79,CVS,2024-05-01 10:00:00
2024-02-07 11:00:00,1.99,2.12,6.59,CVS,2024-02-07 11:00:00
2023-11-01 10:00:00,2.13,2.21,3.72,CVS,2023-11-01 10:00:00
2023-08-02 10:00:00,2.12,2.21,4.23,CVS,2023-08-02 10:00:00
2023-05-03 10:00:00,2.09,2.2,5.16,CVS,2023-05-03 10:00:00
2023-02-08 11:00:00,1.93,1.99,3.14,CVS,2023-02-08 11:00:00
2022-11-02 10:00:00,1.99,2.15,7.94,CVS,2022-11-02 10:00:00
2022-08-03 10:00:00,2.18,2.4,10.1,CVS,2022-08-03 10:00:00
2022-05-04 10:00:00,2.15,2.22,3.49,CVS,2022-05-04 10:00:00
2022-02-09 11:00:00,1.88,1.98,5.37,CVS,2022-02-09 11:00:00
2021-11-03 10:00:00,1.79,1.97,10.35,CVS,2021-11-03 10:00:00
2021-08-04 10:00:00,2.07,2.42,17.1,CVS,2021-08-04 10:00:00
2021-05-04 10:00:00,1.72,2.04,18.8,CVS,2021-05-04 10:00:00
2021-02-16 11:00:00,1.24,1.3,4.65,CVS,2021-02-16 11:00:00
2020-11-06 11:00:00,1.34,1.66,24.32,CVS,2020-11-06 11:00:00
2020-08-05 10:00:00,1.92,2.64,37.47,CVS,2020-08-05 10:00:00
2026-07-31 12:00:00,5.17,,,CVX,2026-07-31 12:00:00
2026-05-01 10:00:00,0.97,1.41,45.56,CVX,2026-05-01 10:00:00
2026-01-30 11:00:00,1.44,1.52,5.2,CVX,2026-01-30 11:00:00
2025-10-31 10:00:00,1.71,1.85,8.39,CVX,2025-10-31 10:00:00
2025-08-01 10:00:00,1.74,1.77,1.71,CVX,2025-08-01 10:00:00
2025-05-02 10:00:00,2.15,2.18,1.31,CVX,2025-05-02 10:00:00
2025-01-31 11:00:00,2.11,2.06,-2.28,CVX,2025-01-31 11:00:00
2024-11-01 10:00:00,2.42,2.51,3.86,CVX,2024-11-01 10:00:00
2024-08-02 10:00:00,3.0,2.55,-14.9,CVX,2024-08-02 10:00:00
2024-04-26 07:00:00,2.91,2.93,0.59,CVX,2024-04-26 07:00:00
2024-02-02 11:00:00,3.22,3.45,7.26,CVX,2024-02-02 11:00:00
2023-10-27 07:00:00,3.68,3.05,-17.07,CVX,2023-10-27 07:00:00
2023-07-23 20:00:00,2.98,3.08,3.52,CVX,2023-07-23 20:00:00
2023-04-28 10:00:00,3.38,3.55,5.06,CVX,2023-04-28 10:00:00
2023-01-27 11:00:00,4.3,4.09,-4.82,CVX,2023-01-27 11:00:00
2022-10-28 10:00:00,4.92,5.56,13.09,CVX,2022-10-28 10:00:00
2022-07-29 10:00:00,5.03,5.82,15.68,CVX,2022-07-29 10:00:00
2022-04-29 10:00:00,3.45,3.36,-2.68,CVX,2022-04-29 10:00:00
2022-01-28 11:00:00,3.12,2.56,-18.04,CVX,2022-01-28 11:00:00
2021-10-29 10:00:00,2.19,2.96,35.04,CVX,2021-10-29 10:00:00
2021-07-30 10:00:00,1.6,1.71,6.57,CVX,2021-07-30 10:00:00
2021-04-30 10:00:00,0.94,0.9,-4.57,CVX,2021-04-30 10:00:00
2021-01-29 12:00:00,0.09,-0.01,-111.36,CVX,2021-01-29 12:00:00
2020-10-30 10:00:00,-0.27,0.11,141.06,CVX,2020-10-30 10:00:00
2020-07-31 10:00:00,-0.92,-1.59,-73.22,CVX,2020-07-31 10:00:00
2026-07-30 12:00:00,0.81,,,D,2026-07-30 12:00:00
2026-05-01 11:00:00,0.91,0.95,4.37,D,2026-05-01 11:00:00
2026-02-23 12:00:00,0.67,0.68,1.4,D,2026-02-23 12:00:00
2025-10-31 11:00:00,0.95,1.06,11.84,D,2025-10-31 11:00:00
2025-08-01 11:00:00,0.68,0.75,10.69,D,2025-08-01 11:00:00
2025-05-01 11:00:00,0.76,0.93,23.16,D,2025-05-01 11:00:00
2025-02-12 12:00:00,0.55,0.58,4.6,D,2025-02-12 12:00:00
2024-11-01 11:00:00,0.93,0.98,5.45,D,2024-11-01 11:00:00
2024-08-01 11:00:00,0.57,0.65,14.4,D,2024-08-01 11:00:00
2024-05-02 11:00:00,0.52,0.55,6.56,D,2024-05-02 11:00:00
2024-02-22 12:00:00,0.36,0.29,-18.79,D,2024-02-22 12:00:00
2023-11-03 11:00:00,0.77,0.77,0.28,D,2023-11-03 11:00:00
2023-08-04 11:00:00,0.47,0.53,12.49,D,2023-08-04 11:00:00
2023-05-05 11:00:00,0.97,0.99,1.91,D,2023-05-05 11:00:00
2023-02-08 12:00:00,1.04,1.06,2.14,D,2023-02-08 12:00:00
