Date,Close,AdjClose
2016-01-04,201.02000427246094,169.47154235839844
2016-01-05,201.36000061035156,169.7581329345703
2016-01-06,198.82000732421875,167.61680603027344
2016-01-07,194.0500030517578,163.5954132080078
2016-01-08,191.9199981689453,161.79969787597656
2016-01-11,192.11000061035156,161.95994567871094
2016-01-12,193.66000366210938,163.2666473388672
2016-01-13,188.8300018310547,159.1946258544922
2016-01-14,191.92999267578125,161.80813598632812
2016-01-15,187.80999755859375,158.33474731445312
2016-01-19,188.05999755859375,158.54551696777344
2016-01-20,185.64999389648438,156.5137176513672
2016-01-21,186.69000244140625,157.3905487060547
2016-01-22,190.52000427246094,160.6194610595703
2016-01-25,187.63999938964844,158.19142150878906
2016-01-26,190.1999969482422,160.34963989257812
2016-01-27,188.1300048828125,158.60455322265625
2016-01-28,189.11000061035156,159.43075561523438
2016-01-29,193.72000122070312,163.31719970703125
2016-02-01,193.64999389648438,163.2582550048828
2016-02-02,190.16000366210938,160.31594848632812
2016-02-03,191.3000030517578,161.27708435058594
2016-02-04,191.60000610351562,161.5299530029297
2016-02-05,187.9499969482422,158.4528045654297
2016-02-08,185.4199981689453,156.3198699951172
2016-02-09,185.42999267578125,156.32823181152344
2016-02-10,185.27000427246094,156.193359375
2016-02-11,182.86000061035156,154.16162109375
2016-02-12,186.6300048828125,157.3399200439453
2016-02-16,189.77999877929688,159.99554443359375
2016-02-17,192.8800048828125,162.6090850830078
2016-02-18,192.08999633789062,161.94300842285156
2016-02-19,192.0,161.8671875
2016-02-22,194.77999877929688,164.21084594726562
2016-02-23,192.32000732421875,162.13693237304688
2016-02-24,193.1999969482422,162.8788299560547
2016-02-25,195.5399932861328,164.85157775878906
2016-02-26,195.08999633789062,164.47218322753906
2016-02-29,193.55999755859375,163.1823272705078
2016-03-01,198.11000061035156,167.01828002929688
2016-03-02,199.0,167.76853942871094
2016-03-03,199.77999877929688,168.4261474609375
2016-03-04,200.42999267578125,168.97415161132812
2016-03-07,200.58999633789062,169.10902404785156
2016-03-08,198.39999389648438,167.2626953125
2016-03-09,199.3800048828125,168.08892822265625
2016-03-10,199.5399932861328,168.22377014160156
2016-03-11,202.75999450683594,170.93849182128906
2016-03-14,202.5,170.7192840576172
2016-03-15,202.1699981689453,170.4410400390625
2016-03-16,203.33999633789062,171.42742919921875
2016-03-17,204.6300048828125,172.5149688720703
2016-03-18,204.3800048828125,173.1929473876953
2016-03-21,204.6699981689453,173.4386444091797
2016-03-22,204.55999755859375,173.345458984375
2016-03-23,203.2100067138672,172.20144653320312
2016-03-24,203.1199951171875,172.1251678466797
2016-03-28,203.24000549316406,172.2268524169922
2016-03-29,205.1199951171875,173.81997680664062
2016-03-30,206.02000427246094,174.58267211914062
2016-03-31,205.52000427246094,174.15895080566406
2016-04-01,206.9199981689453,175.3452911376953
2016-04-04,206.25,174.77755737304688
2016-04-05,204.19000244140625,173.03192138671875
2016-04-06,206.4199981689453,174.92164611816406
2016-04-07,203.9499969482422,172.82855224609375
2016-04-08,204.5,173.29461669921875
2016-04-11,204.02000427246094,172.88784790039062
2016-04-12,205.9199981689453,174.49794006347656
2016-04-13,208.0,176.26048278808594
2016-04-14,208.00999450683594,176.26904296875
2016-04-15,207.77999877929688,176.07411193847656
2016-04-18,209.24000549316406,177.31126403808594
2016-04-19,209.89999389648438,177.87051391601562
2016-04-20,210.10000610351562,178.04010009765625
2016-04-21,208.97000122070312,177.08248901367188
2016-04-22,208.97000122070312,177.08248901367188
2016-04-25,208.61000061035156,176.7774658203125
2016-04-26,208.9199981689453,177.0401153564453
2016-04-27,209.35000610351562,177.40447998046875
2016-04-28,207.4499969482422,175.79444885253906
2016-04-29,206.3300018310547,174.8453369140625
2016-05-02,207.97000122070312,176.2351531982422
2016-05-03,206.16000366210938,174.70127868652344
2016-05-04,205.00999450683594,173.72677612304688
2016-05-05,204.97000122070312,173.6929168701172
2016-05-06,205.72000122070312,174.3284149169922
2016-05-09,205.88999938964844,174.4724884033203
2016-05-10,208.4499969482422,176.64187622070312
2016-05-11,206.5,174.98939514160156
2016-05-12,206.55999755859375,175.04025268554688
2016-05-13,204.75999450683594,173.51490783691406
2016-05-16,206.77999877929688,175.22665405273438
2016-05-17,204.85000610351562,173.5912628173828
2016-05-18,204.91000366210938,173.64199829101562
2016-05-19,204.1999969482422,173.04037475585938
2016-05-20,205.49000549316406,174.13352966308594
2016-05-23,205.2100067138672,173.89622497558594
2016-05-24,207.8699951171875,176.1503448486328
2016-05-25,209.27999877929688,177.34519958496094
2016-05-26,209.33999633789062,177.39605712890625
2016-05-27,210.24000549316406,178.1587371826172
2016-05-31,209.83999633789062,177.81979370117188
2016-06-01,210.27000427246094,178.18414306640625
2016-06-02,210.91000366210938,178.72645568847656
2016-06-03,210.27999877929688,178.19259643554688
2016-06-06,211.35000610351562,179.09934997558594
2016-06-07,211.67999267578125,179.37896728515625
2016-06-08,212.3699951171875,179.96371459960938
2016-06-09,212.0800018310547,179.7179412841797
2016-06-10,210.07000732421875,178.01461791992188
2016-06-13,208.4499969482422,176.64187622070312
2016-06-14,208.0399932861328,176.29437255859375
2016-06-15,207.75,176.0486602783203
2016-06-16,208.3699951171875,176.5740966796875
2016-06-17,206.52000427246094,175.91647338867188
2016-06-20,207.85000610351562,177.04942321777344
2016-06-21,208.44000244140625,177.55189514160156
2016-06-22,208.10000610351562,177.26234436035156
2016-06-23,210.80999755859375,179.57073974609375
2016-06-24,203.24000549316406,173.12249755859375
2016-06-27,199.60000610351562,170.02195739746094
2016-06-28,203.1999969482422,173.0884246826172
2016-06-29,206.66000366210938,176.0357208251953
2016-06-30,209.47999572753906,178.4378204345703
2016-07-01,209.9199981689453,178.81265258789062
2016-07-05,208.41000366210938,177.52642822265625
2016-07-06,209.66000366210938,178.59117126464844
2016-07-07,209.52999877929688,178.48046875
2016-07-08,212.64999389648438,181.13803100585938
2016-07-11,213.39999389648438,181.7769775390625
2016-07-12,214.9499969482422,183.09725952148438
2016-07-13,214.9199981689453,183.0717010498047
2016-07-14,216.1199951171875,184.09385681152344
2016-07-15,215.8300018310547,183.84689331054688
2016-07-18,216.41000366210938,184.3408966064453
2016-07-19,216.19000244140625,184.153564453125
2016-07-20,217.08999633789062,184.9201202392578
2016-07-21,216.27000427246094,184.22166442871094
2016-07-22,217.24000549316406,185.04791259765625
2016-07-25,216.64999389648438,184.54531860351562
2016-07-26,216.75,184.63052368164062
2016-07-27,216.52000427246094,184.4346160888672
2016-07-28,216.77000427246094,184.64756774902344
2016-07-29,217.1199951171875,184.94569396972656
2016-08-01,216.94000244140625,184.79232788085938
2016-08-02,215.5500030517578,183.60836791992188
2016-08-03,216.17999267578125,184.14500427246094
2016-08-04,216.41000366210938,184.3408966064453
2016-08-05,218.17999267578125,185.84861755371094
2016-08-08,218.0500030517578,185.7378692626953
2016-08-09,218.17999267578125,185.84861755371094
2016-08-10,217.63999938964844,185.3886260986328
2016-08-11,218.64999389648438,186.24896240234375
2016-08-12,218.4600067138672,186.087158203125
2016-08-15,219.08999633789062,186.62376403808594
2016-08-16,217.9600067138672,185.6612091064453
2016-08-17,218.3699951171875,186.0104522705078
2016-08-18,218.86000061035156,186.4278564453125
2016-08-19,218.5399932861328,186.15525817871094
2016-08-22,218.52999877929688,186.14675903320312
2016-08-23,218.97000122070312,186.52154541015625
2016-08-24,217.85000610351562,185.56753540039062
2016-08-25,217.6999969482422,185.4397430419922
2016-08-26,217.2899932861328,185.09048461914062
2016-08-29,218.36000061035156,186.001953125
2016-08-30,218.0,185.6952667236328
2016-08-31,217.3800048828125,185.167236328125
2016-09-01,217.38999938964844,185.17568969726562
2016-09-02,218.3699951171875,186.0104522705078
2016-09-06,219.02999877929688,186.57264709472656
