horizon,response_date,total_variance_lift,avg_abs_corr_delta,mean_corr_delta,SPY_vol_lift,TLT_vol_lift,UUP_vol_lift,GLD_vol_lift,HYG_vol_lift,event,trading_date
51,2018-12-26,2.172996792994739,0.3510285293715133,-0.18152413063972353,2.9101746140916656,-0.1544160363563657,0.29742090535543175,0.07316632009574531,1.5208224819014875,2018Q4_equity_credit,2018-10-10
52,2018-12-27,3.5508016744673476,0.3979779132184076,-0.17493963832181136,3.8906663284922347,-0.09161552101346959,0.32223505907803673,0.04779042855777815,2.2079184171517103,2018Q4_equity_credit,2018-10-10
53,2018-12-28,3.3516569817363484,0.3902722583970071,-0.17607053553520355,3.7658520189796887,-0.1192678252765883,0.3274674261264736,0.06263070244615432,2.111143410801043,2018Q4_equity_credit,2018-10-10
54,2018-12-31,3.1443313888989097,0.36938932278310543,-0.16848842102296185,3.621373380400448,-0.0935079168123003,0.30570634407472097,0.04368905988149541,2.0220055054877557,2018Q4_equity_credit,2018-10-10
55,2019-01-02,2.9490421175895922,0.3587991652521748,-0.16658104668571033,3.513812746225959,-0.11039734191461148,0.2756985634969582,0.01394982476315998,1.9313914645022874,2018Q4_equity_credit,2018-10-10
56,2019-01-03,2.7594289997222794,0.3527715392162629,-0.15083845091036127,3.3767891135559562,-0.11664851130873921,0.37342934425397023,-0.01656454841127175,1.8471084280430063,2018Q4_equity_credit,2018-10-10
57,2019-01-04,2.9853271838393898,0.35903377762887706,-0.15926756176914914,3.5054466562973756,-0.05009719078457475,0.40225695806272466,0.023253609098442762,1.761058613726295,2018Q4_equity_credit,2018-10-10
58,2019-01-07,3.605490093819596,0.39368137259522307,-0.19243043036851598,3.8318221616017842,0.013373180870140056,0.36536768997488034,0.046827712824663026,2.38544968495834,2018Q4_equity_credit,2018-10-10
59,2019-01-08,3.435817921058426,0.37108720291316644,-0.1977234172726324,3.710424653072277,-0.011665332637870174,0.368650259644683,0.024832406833780407,2.4958716056263177,2018Q4_equity_credit,2018-10-10
60,2019-01-09,3.2538815719737695,0.3801300801267076,-0.1960235700580644,3.6043932155715908,-0.037019732327108645,0.3508494842029122,-0.0001419154844862769,2.4838058535652743,2018Q4_equity_credit,2018-10-10
0,2020-03-17,0.3588159140146836,0.1523521708375471,0.012380877040074182,0.16791149662963534,0.1958564004065264,0.22045991037988966,-0.017079684468859324,0.2449587531732238,2020_covid_liquidity,2020-03-16
1,2020-03-18,0.43327097538766135,0.18225569275720535,0.016193627138542572,0.17024874380457122,0.39173340935062306,0.2487159090662383,-0.028448823716496152,0.2139111837351677,2020_covid_liquidity,2020-03-16
2,2020-03-19,0.5155118362191338,0.1392985787040298,0.05390275699510745,0.17156106734395626,0.496760759053392,0.2581548896581827,-0.01657549195285979,0.3319015109444021,2020_covid_liquidity,2020-03-16
3,2020-03-20,0.46605835583252087,0.13745297973378942,0.03701957477958319,0.1359332098972108,0.48177816825930364,0.33096521263325807,-0.009581600205600616,0.32893684587821403,2020_covid_liquidity,2020-03-16
4,2020-03-23,0.5309477949345438,0.10535182939546608,0.02923700927281797,0.12879993356911745,0.6486618619964086,0.29204774553520374,-0.017270355354970568,0.3259995025493365,2020_covid_liquidity,2020-03-16
5,2020-03-24,0.5244493679544091,0.07705161453052682,0.021306492388791117,0.10404668511931603,0.660703460637458,0.2531083258773299,0.12975123902388686,0.3049072051713262,2020_covid_liquidity,2020-03-16
6,2020-03-25,0.6617722510055664,0.14364941152280317,0.023070338590793583,0.17613266027960028,0.6236973909714683,0.24279772814178036,0.28163270861777656,0.38282901516520274,2020_covid_liquidity,2020-03-16
7,2020-03-26,0.586601464393804,0.1521048311345785,0.012513739586718111,0.14335568367306495,0.5744374996490011,0.22394398138520732,0.2575742153063414,0.3943895589484103,2020_covid_liquidity,2020-03-16
8,2020-03-27,0.6005192919829325,0.18462191078158724,0.001561219117221141,0.15347539012691747,0.5274561127861892,0.24249987681800977,0.23231938417706433,0.4863626031418027,2020_covid_liquidity,2020-03-16
9,2020-03-30,0.5376774769303232,0.18991777522686873,4.3459986627703004e-05,0.1311696229377619,0.5097996186218816,0.2189861145017018,0.19823948204443131,0.4415294799213896,2020_covid_liquidity,2020-03-16
10,2020-03-31,0.4685498815028448,0.18987687197978415,0.00177579913836077,0.11131526036690187,0.46670449442772677,0.18623312191256614,0.16337139866427153,0.40257552445118394,2020_covid_liquidity,2020-03-16
11,2020-04-01,0.4074648366893405,0.1938701447883992,0.010182758686352305,0.08075936324920208,0.4249263937887122,0.15022056253623517,0.21604752739642397,0.3643445643451555,2020_covid_liquidity,2020-03-16
12,2020-04-02,0.38494468986090324,0.19524551615662186,-0.002238766527680974,0.07931040125222011,0.39020896341405487,0.12439373045757907,0.18638612688973843,0.37753241958181993,2020_covid_liquidity,2020-03-16
13,2020-04-03,0.3193950125746534,0.19876526857964605,0.008560864130287968,0.05425253979498068,0.3497033987504774,0.09646661625869091,0.17268794441285928,0.3398481371382922,2020_covid_liquidity,2020-03-16
14,2020-04-06,0.2544971729050858,0.2024869179937256,0.0035021762652575035,0.025404605222715704,0.3088545460192955,0.07042873272920702,0.13906477822042973,0.3330267662765425,2020_covid_liquidity,2020-03-16
15,2020-04-07,0.286211439627166,0.21971211249263525,0.020826345602114448,0.05914725792696762,0.26931667307827367,0.037852579338079506,0.1691618779669164,0.3344203621912638,2020_covid_liquidity,2020-03-16
16,2020-04-08,0.2133757462613195,0.22482346209459186,0.02607784708285174,0.026897331240262945,0.23623876633091045,0.027756164409788564,0.1360487910122672,0.29376854222415827,2020_covid_liquidity,2020-03-16
17,2020-04-09,0.1770824369874795,0.2116440429563681,0.021377852716843324,0.012752005819913759,0.2013435900319802,-2.5811613105775066e-05,0.10858366503979133,0.3035650785810853,2020_covid_liquidity,2020-03-16
18,2020-04-13,0.2021487335318477,0.2521101478380773,0.016474332316274966,-0.014440208622428896,0.1649219577530472,-0.01601507194505547,0.13417466699496639,0.5377092735114253,2020_covid_liquidity,2020-03-16
19,2020-04-14,0.14286872479818946,0.25072427619737625,0.011609723758312379,-0.04307545807529223,0.13405890145114663,-0.045393263354068236,0.12522168518803967,0.5041334648545093,2020_covid_liquidity,2020-03-16
20,2020-04-15,0.09267932569809356,0.2561649300890514,0.009149063103117767,-0.057961219059671554,0.09951427791275469,-0.06578520170373414,0.09647981289559726,0.45945361246468086,2020_covid_liquidity,2020-03-16
21,2020-04-16,0.05241307575416121,0.2669667649805428,0.007109162992196827,-0.07872124293029559,0.10519505943419061,-0.07855105874070556,0.06550028395839758,0.4208962961856244,2020_covid_liquidity,2020-03-16
22,2020-04-17,-0.007418071372434998,0.26958690382086925,0.009568847759353415,-0.1063777860058891,0.07890665624824678,-0.10093088744842571,0.03311232023526456,0.37767811596701906,2020_covid_liquidity,2020-03-16
23,2020-04-20,-0.04176576611374416,0.2633069405794269,0.004617021796035814,-0.1207487738955807,0.0568162313042162,-0.12633508011241146,0.038795796335481025,0.33754277483866324,2020_covid_liquidity,2020-03-16
24,2020-04-21,-0.08633582534371509,0.26277848938040704,0.00044098920128299854,-0.141703053890882,0.028512606118156647,-0.14957883295918162,0.012073732724434016,0.31359512354911545,2020_covid_liquidity,2020-03-16
25,2020-04-22,-0.11234612038154868,0.26779376215143713,-0.0019207068229228797,-0.15000571765984605,0.006903105323293968,-0.17480410149801284,-0.01405662632280369,0.29882833122113306,2020_covid_liquidity,2020-03-16
26,2020-04-23,-0.14535172649971406,0.27652110499883154,0.0017103188970302385,-0.16671995278860874,-0.017072373448471456,-0.1971473703278035,-0.005724804531803462,0.26506368199561536,2020_covid_liquidity,2020-03-16
27,2020-04-24,-0.19419475753151805,0.27553715310325366,0.002400486028825799,-0.19210491969040466,-0.045187758252305255,-0.22156069138481294,-0.02603078824888716,0.22654466426781572,2020_covid_liquidity,2020-03-16
28,2020-04-27,-0.23659848742215683,0.2769610244691687,0.0008273750527812374,-0.21286449895480197,-0.0739058429722218,-0.24360978366650632,-0.053778023806979935,0.19625370019095922,2020_covid_liquidity,2020-03-16
29,2020-04-28,-0.27035953672809554,0.27849012019712494,0.0020555093138768465,-0.23261622023691286,-0.0779761451956743,-0.2643093587537998,-0.0778455675213936,0.16117813244885837,2020_covid_liquidity,2020-03-16
30,2020-04-29,-0.31062108391548915,0.280610260976965,0.0014783896333591285,-0.25554325104493003,-0.09699199820555837,-0.28627684176806656,-0.1037408828113553,0.126590787101599,2020_covid_liquidity,2020-03-16
31,2020-04-30,-0.3318308878835675,0.28771646489107855,-0.0019062130924779597,-0.263761410804463,-0.12258016139769845,-0.30185101527438063,-0.12759650287653224,0.11860761384425933,2020_covid_liquidity,2020-03-16
32,2020-05-01,-0.3603007814661292,0.2916332699492491,0.014781555494190985,-0.2842576197693122,-0.13927759945935547,-0.30800103022691505,-0.11607015677805776,0.0848792432335379,2020_covid_liquidity,2020-03-16
33,2020-05-04,-0.3768471163708086,0.2855452713497072,0.007856147018952386,-0.2898745696659141,-0.16009479624262657,-0.3285995127917458,-0.1386548136531346,0.07894502769102019,2020_covid_liquidity,2020-03-16
34,2020-05-05,-0.4127903884108812,0.28658307876600625,0.008288891906005758,-0.31133393306496193,-0.18398482705746222,-0.336810691215215,-0.16345098685468562,0.04625443661592099,2020_covid_liquidity,2020-03-16
35,2020-05-06,-0.4438162928234868,0.28738381984229033,0.0083304089276657,-0.3303164357964923,-0.20560722050486513,-0.35679312541754427,-0.1867614077862887,0.021342699515111807,2020_covid_liquidity,2020-03-16
36,2020-05-07,-0.4669124326745544,0.280436827678556,0.011368266140635686,-0.34959367426980437,-0.20871938871711093,-0.36688519300362654,-0.19087266609900644,-0.0066516011347604875,2020_covid_liquidity,2020-03-16
37,2020-05-08,-0.486085924115069,0.27997406034209077,0.01826953986738184,-0.36581605962894725,-0.2108751388263762,-0.3825065406136894,-0.18687790853822983,-0.036276729599502455,2020_covid_liquidity,2020-03-16
38,2020-05-11,-0.5060199248855431,0.27209617302033046,0.013523206272038702,-0.3782597449861972,-0.22111183797524903,-0.40125875249504006,-0.2071169941462213,-0.056561751415240336,2020_covid_liquidity,2020-03-16
39,2020-05-12,-0.5330666636964094,0.2712709283877813,0.01267592791833685,-0.39719935523309724,-0.23979635050068748,-0.41345561138093745,-0.22627276463224066,-0.08316984781914194,2020_covid_liquidity,2020-03-16
40,2020-05-13,-0.5508870745622497,0.26534873573908235,0.008971687753887769,-0.4047147194857613,-0.2542029062461393,-0.42977883017697815,-0.24786610573147072,-0.11092962204044099,2020_covid_liquidity,2020-03-16
41,2020-05-14,-0.5683958576051518,0.26145012354248415,0.0037663242788446407,-0.41420495707644733,-0.27275210322310195,-0.44556066747881995,-0.2584832734023369,-0.13489791091082137,2020_covid_liquidity,2020-03-16
42,2020-05-15,-0.5879977531185505,0.26506104899960775,0.009105283479950887,-0.42813045520028215,-0.286584382159508,-0.46186372554249033,-0.2705038383482642,-0.15991513859666018,2020_covid_liquidity,2020-03-16
43,2020-05-18,-0.6115274881491908,0.26618363483748403,0.009346234405336985,-0.4449532910925682,-0.30772117562298296,-0.4779890065227762,-0.28832572461281414,-0.1852782136264597,2020_covid_liquidity,2020-03-16
44,2020-05-19,-0.599741814183696,0.28771356498609063,-0.007345276047632599,-0.4360692165203961,-0.28458404773479595,-0.4611976249369333,-0.3018170610388766,-0.1739100549370345,2020_covid_liquidity,2020-03-16
45,2020-05-20,-0.619621317875299,0.2860653036432875,-0.010254489480752004,-0.45017977445676083,-0.3051287357835871,-0.4773391345222381,-0.3097833185221751,-0.19889076827295638,2020_covid_liquidity,2020-03-16
46,2020-05-21,-0.6343467699460131,0.2899220223710804,-0.010503847452243833,-0.45859117008439154,-0.32547233060686986,-0.48757887650557297,-0.32998205509662126,-0.2097584960434309,2020_covid_liquidity,2020-03-16
47,2020-05-22,-0.6509951392740849,0.2873119439772716,-0.015434649569173819,-0.47364306787182886,-0.345429292910858,-0.5006029300457048,-0.3184556209391356,-0.23382484251623037,2020_covid_liquidity,2020-03-16
48,2020-05-26,-0.6702171435127348,0.2907610833962551,-0.007897336434315233,-0.48956663568997727,-0.3618528236397617,-0.5111325652627254,-0.3340457312024082,-0.2563850870017149,2020_covid_liquidity,2020-03-16
49,2020-05-27,-0.6775220406604074,0.3113512992859605,-0.003383706863412263,-0.5003563536260881,-0.3632254581530897,-0.4967469790732407,-0.32375872465354405,-0.2716689829652592,2020_covid_liquidity,2020-03-16
50,2020-05-28,-0.6924589592192893,0.312221070984169,-0.003532207813702788,-0.5085201254382312,-0.38228380652392624,-0.512004219075328,-0.34387229039708167,-0.29327513268211625,2020_covid_liquidity,2020-03-16
51,2020-05-29,-0.7098216610180405,0.30978599763652176,-0.0028709625500505766,-0.5233796279213205,-0.39969108142421195,-0.5120847876350964,-0.36212909215226496,-0.3146725686287972,2020_covid_liquidity,2020-03-16
52,2020-06-01,-0.7244893311543616,0.31198106017024463,0.00043542372964583685,-0.5372245988065762,-0.4125902921448834,-0.5257159925837592,-0.3730509080215818,-0.3332430823798972,2020_covid_liquidity,2020-03-16
53,2020-06-02,-0.7377137295515105,0.31564838330425843,-0.004252596950207891,-0.5507504481829906,-0.4255209130570793,-0.5225183527479034,-0.38873793980776417,-0.3452271718735792,2020_covid_liquidity,2020-03-16
54,2020-06-03,-0.7491765524711151,0.31262783144983863,-0.009645020970794881,-0.5619790739248931,-0.4415420558279072,-0.5363454373108433,-0.400376478295559,-0.3507141213887667,2020_covid_liquidity,2020-03-16
55,2020-06-04,-0.7496095952779877,0.3325673584047766,-0.004929568491904486,-0.5688745778804617,-0.43834027712651236,-0.5297214653694459,-0.3625380140309612,-0.36721426037993243,2020_covid_liquidity,2020-03-16
56,2020-06-05,-0.7578293654337774,0.31798589692757095,-0.007224342423110841,-0.5817472171934596,-0.43166348138579147,-0.5358654640187791,-0.36470733849267867,-0.38499661904472104,2020_covid_liquidity,2020-03-16
57,2020-06-08,-0.7492028173631848,0.3126050367323636,-0.029681428381295866,-0.570279552090496,-0.44323611154886866,-0.5479145973870267,-0.3202096650047054,-0.3897647001772958,2020_covid_liquidity,2020-03-16
58,2020-06-09,-0.7587939456103712,0.305199631516877,-0.02862992056219969,-0.5779360264856384,-0.45850369276317515,-0.5574874530306628,-0.32380901070022394,-0.4081290568620407,2020_covid_liquidity,2020-03-16
59,2020-06-10,-0.7665976254565808,0.29846523731544394,-0.03605088154198791,-0.5886384067007968,-0.4600924936971639,-0.5653423673709628,-0.33070483969636755,-0.4160390621224286,2020_covid_liquidity,2020-03-16
60,2020-06-11,-0.771414576111689,0.2872037582159737,-0.043678635775385354,-0.5999328048342765,-0.45139339563487213,-0.5635058330580025,-0.3210536552099277,-0.43348355240759473,2020_covid_liquidity,2020-03-16
0,2022-06-14,0.3649655715849869,0.21203007086127318,0.1045351181779243,0.10181601638046622,0.18091255173618292,0.06304153328007023,0.2464993771794739,0.384591864318822,2022_rate_shock,2022-06-13
1,2022-06-15,0.3098228930731941,0.203339699068214,0.09647007121373534,0.06902947687537808,0.17598317741995784,0.03514690279143973,0.2311966029632091,0.3558118234599712,2022_rate_shock,2022-06-13
2,2022-06-16,0.33952787746392277,0.2453831503092224,0.10213050157499537,0.05399166945586953,0.20530367080043055,0.06426176045893306,0.25256462996541496,0.4285050141032434,2022_rate_shock,2022-06-13
3,2022-06-17,0.41752010774936466,0.22421370422537584,0.1038583071758642,0.11865602486925786,0.18048957062291637,0.12113410478236908,0.25772118041359793,0.4608276248776493,2022_rate_shock,2022-06-13
4,2022-06-21,0.3508825921014094,0.22659161456016821,0.11291463194929177,0.08496811815417638,0.14654756862890506,0.17821910494929827,0.24312138764735414,0.41920540303256315,2022_rate_shock,2022-06-13
5,2022-06-22,0.3587406714741239,0.1958255472923418,0.09824687278535156,0.10433881441357151,0.16893946081986777,0.15373314625097634,0.2102214912542546,0.37611080352994875,2022_rate_shock,2022-06-13
6,2022-06-23,0.3490109590445789,0.18543982743595958,0.0885775871285176,0.07097736050005721,0.27025973229322253,0.12046693751670112,0.17911342641438588,0.3342120011466596,2022_rate_shock,2022-06-13
7,2022-06-24,0.2919636344281489,0.18021008801592497,0.08607910269655973,0.046696706393193343,0.24365505409824717,0.08742332482484683,0.1572681786820933,0.310085197146446,2022_rate_shock,2022-06-13
8,2022-06-27,0.3310482375849544,0.15710972355340408,0.06850299459698161,0.09953945849888446,0.24127670601331475,0.058786733729981444,0.12239400375340503,0.28675851072657155,2022_rate_shock,2022-06-13
9,2022-06-28,0.26354130217457716,0.15962397596751637,0.07456479943785577,0.06729852747166754,0.21701760818496574,0.02974998519308958,0.08869294383492421,0.2602834335670494,2022_rate_shock,2022-06-13
10,2022-06-29,0.24517260191035706,0.14217456892294306,0.06644652933430913,0.0717830871919416,0.18403094575971446,0.03162459613728674,0.05663029617690696,0.263399974243975,2022_rate_shock,2022-06-13
11,2022-06-30,0.19663686633813526,0.1309413089016397,0.07236499411152657,0.03919065070484451,0.193767217255145,0.033010150573572705,0.02468678637744648,0.2256787238607203,2022_rate_shock,2022-06-13
12,2022-07-01,0.1429271783774686,0.12859268311975092,0.07185033129443408,0.013553876998925185,0.17207790153245495,0.011998503069214461,0.009362547130923105,0.18844451149146146,2022_rate_shock,2022-06-13
