rep,pseudo_event_date,peak_total_variance_lift,avg20_total_variance_lift,peak_avg_abs_corr_delta
762,2025-11-25,2.716329544422836,-0.3106193168289384,0.3696970270461743
763,2025-10-28,-0.05267610793733868,-0.24281435823811393,0.388887755144683
764,2020-10-02,0.5863573261540249,-0.06786190380783315,0.2333520842589584
765,2024-02-08,0.11257750338851324,-0.1503297212879175,0.30342912105040626
766,2023-01-25,0.10894610639753011,-0.14291289269426138,0.3806074511719081
767,2021-06-29,0.04449373217572106,-0.10488554290354804,0.2860166699170648
768,2017-11-21,2.235577914725456,-0.05794236602529823,0.507421430443025
769,2020-11-05,0.430589563631705,0.09674007817175187,0.3378489968058361
770,2023-04-24,0.2971707838339068,0.09250065365387847,0.3160355162760298
771,2026-02-23,-0.007407592806306207,-0.22417317905316322,0.48573062673511486
772,2017-01-23,0.034614256365425256,-0.09824145309548901,0.23875511797009388
773,2023-09-19,1.5853924923610379,0.5726392430407934,0.28909755929476777
774,2024-07-09,0.6714643941098759,0.08795322494457575,0.40157222135086545
775,2025-12-01,3.1025122108311436,-0.26723845473881475,0.38540773149772467
776,2021-02-24,0.7960498772910476,0.5526676053961266,0.4245291593043655
777,2017-10-04,-0.013040912445224984,-0.19141667307790017,0.24102520043977912
778,2019-06-17,1.5408245012996176,0.1873765208917244,0.3149724441695483
779,2024-07-17,0.6340304069966698,0.23769050429099714,0.3891258958226635
780,2024-09-17,0.4513709732650777,-0.1503318793322795,0.3246282975353133
781,2023-03-21,0.060669315939074764,-0.14032886768549271,0.14535920300512908
782,2017-10-13,0.2508350116735749,-0.04735882135473816,0.3061740098964229
783,2017-10-12,0.19633910292995438,-0.08873104096485454,0.3102377589114138
784,2021-06-25,-0.025241181419805803,-0.142058361441637,0.2966146392653991
785,2022-03-02,0.8408953296574497,0.4259332392492581,0.37339149630272633
786,2017-03-24,0.003026777128535496,-0.16340890885701556,0.3233267573332838
787,2023-07-11,0.3652360679617699,0.048349620881563554,0.3006183622076639
788,2021-11-19,0.9371627543766441,0.5093748579413806,0.32654532272146
789,2017-02-08,0.13929014457282896,-0.0868750924637552,0.31219077388393013
790,2017-08-15,0.34672465471802694,0.08278147089021123,0.18021692365649264
791,2021-05-04,0.4950113486105394,0.047772885207556036,0.2713263691769655
792,2023-09-29,0.9066514535757197,0.45825202210835386,0.2896102922247616
793,2024-05-20,0.7708358929096195,0.09226857367129404,0.42729112241450073
794,2021-03-12,0.01583518123665617,-0.19263810266313494,0.23187093377327156
795,2019-08-09,0.31294303680077573,0.16675930970436795,0.2805278387347615
796,2026-01-09,3.895695284840909,1.2812129030247559,0.3482351369583811
797,2021-05-12,0.49022111754281394,0.020841276272150298,0.2783520921341893
798,2019-09-24,0.07931805111607182,-0.05272042964834206,0.16090467649037904
799,2021-04-07,-0.04766825344180514,-0.2327229282298966,0.17325241230451946
800,2017-02-07,0.10884349868887044,-0.10692379400545696,0.30509425770977583
801,2019-08-23,0.1820511958507749,0.0038044198824193657,0.23284923968580545
802,2021-09-17,0.7311017370512916,0.21517185198169533,0.370366585923828
803,2024-12-16,0.2547989543675795,0.032343554852344206,0.2917467725644431
804,2023-11-02,0.15871901055422732,-0.0018036566608303033,0.3646494036100892
805,2024-02-12,0.23036510937636856,-0.0788162966444184,0.2959061047207322
806,2021-11-22,0.9829680866538792,0.529942894583902,0.3084442108683901
807,2017-09-18,0.02980617489892401,-0.13825923681047655,0.22738171823157277
808,2020-12-09,0.2456358941607648,-0.23233110000267962,0.2630894695947926
809,2026-03-17,0.48100989337128763,0.21487341307438643,0.3595961235846276
810,2017-04-20,0.19252746758924033,-0.03210878026077092,0.2855483566821909
811,2024-09-19,0.5258526898718368,-0.13114741319653728,0.3137591437005454
812,2023-07-07,0.18207647035420016,-0.03277534248293251,0.2784176822479219
813,2019-07-16,1.134943933103695,0.20840697528527757,0.4577274931784558
814,2024-02-02,0.2520495813732131,0.0030352567661150304,0.290382124179834
815,2024-06-14,0.42190719394340315,-0.1332116572298735,0.39824270792408234
816,2017-04-19,0.1930739475183143,-0.03969291948880952,0.28445502125175304
817,2017-09-07,0.17967165942133412,-0.00899638659303376,0.18499110275498418
818,2023-05-23,0.0018772545235690163,-0.09857380294478042,0.4711634350912203
819,2026-03-20,0.28997612036246956,0.04531117334919227,0.35253752692583373
820,2017-03-07,0.22664132511374513,0.023746532744413733,0.3152108070849191
821,2023-05-23,0.0018772545235690163,-0.09857380294478042,0.4711634350912203
822,2017-11-13,2.9703841360247525,0.14173690220903953,0.46145253951306653
823,2023-04-19,0.14299791642387238,-0.02979450057859647,0.2828956117360872
824,2023-02-16,0.4472331905584481,0.0750972916784309,0.3775077251110444
825,2017-08-02,0.6497913162961668,0.16078575624965788,0.3160386614809182
826,2023-06-28,0.20348630711801863,-0.03197363557235015,0.3276736541505854
827,2024-10-29,1.1725897022815959,0.7300932341376758,0.33881278398140113
828,2024-08-15,0.02575500274858289,-0.1794656547574846,0.32718133852455333
829,2017-03-17,0.007288310710719115,-0.19687722663337057,0.4450163352739822
830,2019-04-22,0.884871016382609,-0.0021516744347500403,0.26575339472011816
831,2018-07-10,0.027801538469508502,-0.08157590735899023,0.21988256856569127
832,2021-04-30,0.4732518867364699,0.04838894845292971,0.2869420948291298
833,2017-11-28,2.5236553097644707,0.013342005905080547,0.45446264936526576
834,2024-07-25,0.5843926076023305,0.31494861755121484,0.35891333553509175
835,2024-01-31,0.5201388534155651,0.2213576664632982,0.23604319672179477
836,2024-04-12,0.2978872844842204,0.04635460975803144,0.17836093019586516
837,2018-04-05,0.04163319183716374,-0.1926661289267504,0.31046505331651647
838,2017-02-13,0.12559413457426216,-0.12363566651269046,0.32411474408082613
839,2024-11-27,-0.03505288634770454,-0.16518471337213364,0.3112771023823029
840,2019-07-26,1.240495719204425,0.6530344013224878,0.427588790661862
841,2023-05-03,-0.021129193794045764,-0.20700855087687753,0.3978776595274112
842,2024-11-25,0.2754568719640398,0.032831578128003865,0.33613274902982493
843,2017-04-03,0.13719421738786441,-0.07553179902039682,0.27336492959870273
844,2017-01-24,0.033156444487214554,-0.11340088080164457,0.24673087918557632
845,2017-01-24,0.033156444487214554,-0.11340088080164457,0.24673087918557632
846,2017-12-28,2.5343912484537814,0.06117024718154195,0.3437824168726934
847,2017-05-08,0.2304003237396537,0.0019200182823010128,0.31013415491476504
848,2024-05-08,0.5674575716331642,-0.06897437392009034,0.392424902291356
849,2023-01-09,-0.05150156866206246,-0.17941704378509413,0.4847956125852383
850,2026-02-05,-0.005725659297163732,-0.21261193239269813,0.3906517699461471
851,2024-03-27,1.037795669394852,0.4596008800107187,0.25409646154372467
852,2025-12-29,5.637050196605142,0.5096586107350556,0.31645595047475295
853,2018-07-03,0.03492027249781837,-0.0445413071492747,0.27214543981938777
854,2019-07-24,1.0951509279268103,0.45191838337361245,0.4079977446955634
855,2024-07-16,0.8029402724791863,0.34093800865620993,0.3996892669917196
856,2019-04-17,0.734976881268979,-0.09776221571887846,0.2516268709249414
857,2017-05-19,-0.008010017426992921,-0.1944183227432667,0.3411319104256793
858,2023-06-01,0.12142343484611318,-0.05337643669732791,0.40221957292741994
859,2024-03-26,0.9324722871786539,0.35742913245417546,0.25477214813175086
860,2026-01-09,3.895695284840909,1.2812129030247559,0.3482351369583811
861,2025-10-09,2.563723641569938,1.4297246576347444,0.2849151358303226
862,2017-10-09,0.08869460464024947,-0.14201918331728935,0.3339925011392907
863,2024-01-22,0.23230434081865448,-0.016715129814781442,0.2749773868266952
864,2024-07-09,0.6714643941098759,0.08795322494457575,0.40157222135086545
865,2023-08-07,0.6227686560442158,-0.12215971242541385,0.35499020719193347
866,2024-05-08,0.5674575716331642,-0.06897437392009034,0.392424902291356
867,2024-06-18,0.4581963202028605,-0.12331816744110295,0.40569395803174874
868,2021-04-16,0.048784978275292046,-0.2103358276671209,0.25350019671128876
869,2017-04-11,0.4241460926472229,0.1618695314663266,0.2598683280356159
870,2021-05-07,0.4869268077178843,0.03782159504664203,0.277415912253028
871,2018-04-12,-0.003646467012430765,-0.25445462098790983,0.296388959679736
872,2017-09-25,0.1640651209016668,-0.10082405145504666,0.21754029687746573
873,2017-10-18,0.2962616205226336,-0.015502133493328608,0.34998511047579206
874,2023-08-04,0.6869401231445411,-0.08207365764990777,0.3659193500735628
875,2021-08-24,0.36858362241043685,-0.06293798293155922,0.29940068223695915
876,2021-11-10,0.6481919231795825,0.28115200887360814,0.3071348729844349
877,2023-11-17,-0.03337569628437631,-0.1613737809132994,0.2948710817875617
878,2021-11-30,0.30791468377278086,0.02602913370049504,0.2782997568783468
879,2023-03-06,0.4462769764149286,0.2530347532679267,0.4232184347595364
880,2017-07-25,0.592600668891833,0.07514373718249329,0.3359426155903432
881,2024-07-18,0.6395508782557886,0.2644770000679785,0.3465803898596653
882,2021-04-21,0.17536649444148056,-0.13085335887953525,0.2509835144486079
883,2017-12-26,2.632934750679454,0.07313525689148125,0.3444685178593868
884,2024-04-23,0.15060495263249818,-0.12467006695387886,0.2683565255694043
885,2023-10-26,0.10025290088036942,-0.020969133691290952,0.3080678831351385
886,2017-05-10,0.3010333412018271,0.056492001031185936,0.3031627403603468
887,2018-03-22,0.5429106153547805,0.37140469204224624,0.25194919109239666
888,2017-02-15,0.1869467847583306,-0.06156609039625726,0.3420498696214994
889,2019-06-17,1.5408245012996176,0.1873765208917244,0.3149724441695483
890,2017-08-23,0.30197712153701173,0.07828079364493426,0.23235794710058433
891,2023-08-31,0.9953127140552986,-0.08532309109995871,0.4005747346917673
892,2021-10-04,0.29826963049996635,-0.09538576785722135,0.3427272685805329
893,2026-02-06,0.004503240823852561,-0.2242517092877282,0.43328475753812085
894,2023-11-29,0.23193362272012186,0.04561342820067482,0.2757373900397936
895,2023-01-23,0.028183220933573727,-0.18524014109006604,0.3921155281084795
896,2021-09-03,1.1221270993392767,0.34081216510117107,0.32587823051232107
897,2017-05-12,0.4366049311936724,0.16744948000740825,0.3057439594941166
898,2017-06-19,0.5101862771488226,0.08549165014230287,0.2659600814259727
899,2023-02-01,0.32893708680538647,-0.017183545272926253,0.3784426298946185
900,2017-01-20,-0.014016245877034539,-0.12930840439022492,0.23980889247147089
901,2017-04-18,0.29080123494570587,0.029020828655627655,0.2779011237186964
902,2018-05-21,0.12438783074693927,-0.06709437385264408,0.33729423331707636
903,2024-10-01,0.7479100972776569,-0.10229941795740678,0.3204145105790911
904,2021-05-13,0.2538178728845024,-0.15458325603626136,0.36219657396572746
905,2023-08-31,0.9953127140552986,-0.08532309109995871,0.4005747346917673
906,2021-01-27,0.7738371661168839,0.11103060463812009,0.2740089685561474
907,2018-02-06,0.3145287075208931,0.14373472697525247,0.27703763651813257
908,2020-10-26,1.0698633708068863,0.5246724068278226,0.257622216047536
909,2017-08-04,0.7085023581928724,0.22938204999887551,0.28541478949235455
910,2024-01-17,0.14427725602647778,-0.048078480967841335,0.30946019280202985
911,2018-03-02,0.07980965044927824,-0.1373707782247872,0.24412096496957045
912,2020-11-05,0.430589563631705,0.09674007817175187,0.3378489968058361
913,2026-02-05,-0.005725659297163732,-0.21261193239269813,0.3906517699461471
914,2022-03-09,0.36035298684862416,0.05500017600007823,0.41124910523834135
915,2021-05-12,0.49022111754281394,0.020841276272150298,0.2783520921341893
916,2021-11-17,0.8222742697200889,0.3740597350865224,0.32578847462918326
917,2024-02-16,0.19574214778472432,-0.14561503243884621,0.3848759350983541
918,2019-05-09,1.784356798142928,0.36458123667699865,0.2928870061899915
919,2023-03-20,0.0223985190070497,-0.15525435702182552,0.1278246708684961
920,2024-09-05,0.2402357520163576,-0.17092843284086,0.31406375624683414
921,2022-01-25,1.335235174299469,0.18122141460650024,0.4189533780301097
922,2021-04-16,0.048784978275292046,-0.2103358276671209,0.25350019671128876
923,2017-12-04,2.164980821626103,-0.09649603967956313,0.4602755502756203
924,2019-04-26,1.0862555672227812,0.15232885147075131,0.28824206731420954
925,2025-11-18,2.285462008426304,-0.2943247280151343,0.3714800032606229
926,2021-11-12,0.5187210392839396,0.21460138889587452,0.3515805562532488
927,2019-08-22,0.12199317034654578,-0.03860433938897656,0.23764922947845304
928,2021-02-11,0.631147731011581,0.2740775005358017,0.3166636598065257
929,2022-02-07,0.9970408439180358,0.1947548667227441,0.45955315976065225
930,2021-11-05,0.6641440125058462,0.21270269460136446,0.274729351610964
931,2023-08-09,0.7101134983119253,-0.11532901039229278,0.3290035623927262
932,2019-05-16,1.2464095887211193,0.12471784634997271,0.3306925320298612
933,2023-04-18,0.08217457700462716,-0.07608084502290165,0.2855728281604655
934,2021-04-08,-0.011400192796732544,-0.2106868769967219,0.17533108503342193
935,2025-11-06,1.9542947641083264,-0.19245902757297417,0.38697975529457895
936,2018-01-03,2.2561772044548243,0.004499372635570854,0.2891747780443669
937,2017-12-11,2.3909699208951207,-0.039915075522987696,0.44794792791536536
938,2021-05-19,0.2568228108068231,-0.1966244858077555,0.3508129083890621
939,2021-09-01,0.7736732079890145,0.15323634141709425,0.3102522063671094
940,2023-07-21,0.9672202564024621,0.05565804602270672,0.13057182416980845
941,2021-01-08,0.6462332658785575,0.08265497830326936,0.31964487560952415
942,2024-12-05,0.11176499217495728,-0.049227747103708065,0.27372670000649263
943,2021-06-17,0.7075780850333608,0.31060412991989017,0.40834625683398124
944,2017-10-27,0.26966117647932575,0.02658351745895299,0.3412268965705974
945,2017-10-05,0.043224479873535726,-0.15628297450640896,0.3143858076999386
946,2026-01-22,2.8527756726188596,1.6860116002319003,0.4561266928852131
947,2017-11-08,2.6461581710427757,0.2619285266498489,0.41615676139508506
948,2025-11-21,2.67224428065195,-0.2806399729925801,0.38335067224020425
949,2019-07-02,1.1023232704211194,0.004901137195272182,0.34942132491616207
950,2017-08-09,0.7225242264186691,0.3055327320111212,0.2613183977368408
951,2019-08-30,0.036599494630618734,-0.11780111475043777,0.27826040615605363
952,2023-01-30,0.28152149431353424,-0.03562117555089081,0.35503859796667825
953,2021-03-05,0.05250666688489858,-0.14301733564504793,0.2894672626566445
954,2024-02-21,0.2995615052134999,-0.09311007397980617,0.3601565617911936
955,2023-01-20,0.04115610202449704,-0.16380631258745137,0.4268036566510772
956,2020-12-31,1.0991013469229545,0.3100904303287179,0.22333744733888344
957,2023-03-15,0.12688360252912467,-0.029197008104810095,0.2154350019410743
958,2026-01-16,4.576096018244274,2.4601479321716164,0.32540221485429865
959,2021-01-28,0.5805389709319881,0.01163054133611345,0.24142361907556595
960,2017-12-21,2.3474032754391967,-0.02322728906907671,0.35287093497579824
961,2021-01-21,0.5057733631460544,-0.05666707338865285,0.2661072878129308
962,2024-06-24,0.5379696951332695,-0.08764462243759152,0.40002688346282333
963,2018-05-17,0.03897162358471018,-0.12160429424296244,0.3618615262075735
964,2025-11-25,2.716329544422836,-0.3106193168289384,0.3696970270461743
965,2022-03-02,0.8408953296574497,0.4259332392492581,0.37339149630272633
966,2022-12-28,0.04461752729214785,-0.0766245454459734,0.4337835926868987
967,2019-09-27,-0.009980905749030322,-0.1249882075091592,0.18491728976171914
968,2024-12-19,0.025778778024658777,-0.16224868301210035,0.39420546796038913
969,2017-04-03,0.13719421738786441,-0.07553179902039682,0.27336492959870273
970,2019-08-16,0.06880492737680388,-0.04823057846543931,0.2260563826402718
971,2021-02-11,0.631147731011581,0.2740775005358017,0.3166636598065257
972,2021-06-24,-0.04815331739813433,-0.17727640002857478,0.30315190331009245
973,2021-06-17,0.7075780850333608,0.31060412991989017,0.40834625683398124
974,2017-12-08,2.247584376314824,-0.07829963055431509,0.4475583632154752
975,2018-06-05,-0.0509006233064071,-0.19648866524772546,0.22095460303147774
976,2017-08-14,0.4296874070187835,0.13582755986771464,0.15000217626621054
977,2022-01-25,1.335235174299469,0.18122141460650024,0.4189533780301097
978,2020-09-11,0.1751677968532126,-0.19731057260967028,0.2027569099333447
979,2022-01-10,1.4423803653194756,0.0772170268699387,0.40996477089616673
980,2022-03-04,0.6138335797227843,0.25865155343323837,0.428257273359554
981,2023-08-15,0.9496950291991808,-0.030470939264012793,0.32705032112493393
982,2021-11-26,0.6493864992429712,0.3074093800214617,0.33619981219420125
983,2023-04-14,0.06575527746951537,-0.07579041085420606,0.2914098622664385
984,2022-02-28,1.0155296971546761,0.5201540479585773,0.3123653773999971
985,2023-04-25,0.3459020141041198,0.13089909319402612,0.3040522222595828
986,2023-02-02,0.28952510375234586,-0.05149180434562043,0.41833225997390444
987,2019-09-25,0.08553157311721615,-0.06059490961662697,0.15913193940766138
988,2019-04-22,0.884871016382609,-0.0021516744347500403,0.26575339472011816
989,2024-02-26,0.28045155400041355,-0.13922474991871853,0.32618807304098485
990,2019-11-22,0.3454193212870955,-0.033732618619847964,0.258531114126802
991,2021-12-02,0.3410288939885382,-0.05353823232625168,0.3663917560384967
992,2018-04-03,-0.003110447808652328,-0.19046351202947528,0.2999727033036121
993,2021-03-12,0.01583518123665617,-0.19263810266313494,0.23187093377327156
994,2021-10-19,0.37090973390817106,-0.11005118162329504,0.3436222853928677
995,2023-02-23,0.38563918571127753,0.09732696461353717,0.40510233965966974
996,2021-10-12,0.5019366621672963,0.0006226514030723722,0.3359841030374808
997,2020-10-02,0.5863573261540249,-0.06786190380783315,0.2333520842589584
998,2025-12-24,5.272997159078455,0.33609856306967484,0.3391206950934924
999,2021-09-13,0.9239354543200371,0.27635465889639477,0.40326960071164575
