Date,SPY,TLT,UUP,GLD,HYG
2016-01-04,169.47154235839844,90.98458099365234,21.461441040039062,102.88999938964844,46.0699577331543
2016-01-05,169.75820922851562,90.6174774169922,21.586750030517575,103.18000030517578,46.15624237060547
2016-01-06,167.6168670654297,91.8386001586914,21.52827262878418,104.66999816894533,46.15624237060547
2016-01-07,163.59544372558594,92.00344848632812,21.31106948852539,106.1500015258789,45.85717010498047
2016-01-08,161.7997283935547,92.41549682617188,21.352840423583984,105.68000030517578,45.73637008666992
2016-01-11,161.9598846435547,91.40413665771484,21.453086853027344,104.73999786376952,45.667381286621094
2016-01-12,163.26661682128906,92.7226333618164,21.48650360107422,104.20999908447266,45.7133903503418
2016-01-13,159.19464111328125,93.6366195678711,21.453086853027344,104.72000122070312,45.20724105834961
2016-01-14,161.80816650390625,92.76007080078124,21.511564254760746,103.0199966430664,45.40856170654297
2016-01-15,158.33477783203125,94.20592498779295,21.461441040039062,104.08000183105467,44.81039047241211
2016-01-19,158.54550170898438,93.91378784179688,21.503210067749023,103.9800033569336,44.65510177612305
2016-01-20,156.51373291015625,94.90267944335938,21.511564254760746,105.37000274658205,44.35601806640625
2016-01-21,157.3905792236328,94.25836181640624,21.48650360107422,105.48999786376952,44.65510177612305
2016-01-22,160.6194305419922,93.89879608154295,21.603458404541016,105.0,45.33954620361328
2016-01-25,158.19137573242188,94.40825653076172,21.53662872314453,106.08000183105467,44.890892028808594
2016-01-26,160.349609375,94.4531707763672,21.494857788085938,107.29000091552734,45.293514251708984
2016-01-27,158.6044921875,94.43065643310548,21.478147506713867,107.69000244140624,45.224510192871094
2016-01-28,159.4307098388672,94.56554412841795,21.377899169921875,106.54000091552734,45.45456314086914
2016-01-29,163.31723022460938,95.36714935302734,21.603458404541016,106.9499969482422,45.604103088378906
2016-02-01,163.25820922851562,95.0751495361328,21.461441040039062,108.0500030517578,45.33302307128906
2016-02-02,160.31590270996094,96.83903503417967,21.444732666015625,108.08999633789062,45.00931930541992
2016-02-03,161.27703857421875,96.03592681884766,21.07715606689453,109.25,45.22896194458008
2016-02-04,161.52993774414062,96.50128936767578,20.935136795043945,110.56999969482422,45.08447265625
2016-02-05,158.4528045654297,96.6138153076172,21.027034759521484,112.31999969482422,44.7376708984375
2016-02-08,156.31980895996094,98.69294738769533,20.976909637451172,113.83000183105467,44.217472076416016
2016-02-09,156.3282470703125,98.79800415039062,20.826536178588867,113.58000183105467,44.049827575683594
2016-02-10,156.19338989257812,99.66862487792967,20.784767150878903,114.45999908447266,43.98624420166016
2016-02-11,154.16162109375,100.36670684814452,20.726287841796875,119.05999755859376,43.69148635864258
2016-02-12,157.3399200439453,98.7003936767578,20.81818199157715,118.36000061035156,44.344627380371094
2016-02-16,159.99560546875,97.6571273803711,21.001968383789062,114.7699966430664,44.385101318359375
2016-02-17,162.60906982421875,97.05662536621094,20.99361801147461,115.4800033569336,44.749237060546875
2016-02-18,161.94300842285156,98.25008392333984,21.001968383789062,118.29000091552734,44.7896842956543
2016-02-19,161.8671417236328,98.3326416015625,20.943492889404297,117.58000183105467,44.876407623291016
2016-02-22,164.2108917236328,98.28012084960938,21.102218627929688,115.48999786376952,45.26364517211914
2016-02-23,162.13690185546875,98.67792510986328,21.110572814941406,117.22000122070312,45.17116165161133
2016-02-24,162.87884521484375,98.4827651977539,21.127283096313477,117.61000061035156,45.246299743652344
2016-02-25,164.85157775878906,98.8354949951172,21.110572814941406,117.91999816894533,45.48908615112305
2016-02-26,164.47222900390625,97.88228607177734,21.252593994140625,117.11000061035156,45.795440673828125
2016-02-29,163.1823272705078,98.31012725830078,21.294361114501953,118.63999938964844,46.28673553466797
2016-03-01,167.01821899414062,96.57901763916016,21.302715301513672,117.7699966430664,47.018253326416016
2016-03-02,167.76856994628906,96.97759246826172,21.28600692749023,118.68000030517578,46.698692321777344
2016-03-03,168.42623901367188,97.33101654052734,21.152341842651367,120.7300033569336,46.85557556152344
2016-03-04,168.9741668701172,96.70687866210938,21.0938663482666,120.54000091552734,46.98921203613281
2016-03-07,169.1090087890625,96.67676544189452,21.052095413208008,121.13999938964844,47.047306060791016
2016-03-08,167.26272583007812,97.7446517944336,21.060447692871097,120.58000183105467,46.71614837646485
2016-03-09,168.08897399902344,97.15055847167967,21.068803787231445,119.58000183105467,46.83232879638672
2016-03-10,168.22384643554688,96.75198364257812,20.85995101928711,121.5,47.15772247314453
2016-03-11,170.9384765625,95.77439880371094,20.843244552612305,119.41000366210938,47.72713088989258
2016-03-14,170.7193145751953,96.07515716552734,20.926782608032227,117.87000274658205,47.593502044677734
2016-03-15,170.4410858154297,96.16543579101562,20.943492889404297,117.95999908447266,47.15192031860352
2016-03-16,171.4274139404297,96.4511489868164,20.71793556213379,120.58999633789062,47.465702056884766
2016-03-17,172.51502990722656,96.84976196289062,20.53414535522461,120.12999725341795,47.76779556274414
2016-03-18,173.19293212890625,97.05277252197266,20.58427047729492,119.8000030517578,47.87819290161133
2016-03-21,173.4386749267578,96.30831146240234,20.651103973388672,118.95999908447266,47.825897216796875
2016-03-22,173.3453826904297,96.28570556640624,20.709585189819336,119.30999755859376,47.69807434082031
2016-03-23,172.20147705078125,97.37614440917967,20.81818199157715,116.61000061035156,47.47726058959961
2016-03-24,172.12518310546875,97.41372680664062,20.826536178588867,116.33000183105467,47.26810836791992
2016-03-28,172.2268829345703,97.5416030883789,20.784767150878903,116.5999984741211,47.05311584472656
2016-03-29,173.8199920654297,98.5643081665039,20.600976943969727,118.76000213623048,47.233280181884766
2016-03-30,174.58270263671875,97.5265655517578,20.53414535522461,117.0999984741211,47.40175247192383
2016-03-31,174.1589813232422,98.2183837890625,20.500730514526367,117.63999938964844,47.465702056884766
2016-04-01,175.34532165527344,98.4746322631836,20.49237632751465,116.93000030517578,47.5001106262207
2016-04-04,174.77752685546875,98.53485870361328,20.475671768188477,116.1500015258789,47.38336563110352
2016-04-05,173.0319366455078,99.61248779296876,20.49237632751465,117.66000366210938,47.20822525024414
2016-04-06,174.9216766357422,98.8890151977539,20.450607299804688,116.94000244140624,47.60519027709961
2016-04-07,172.82850646972656,100.10979461669922,20.475671768188477,118.61000061035156,47.37168502807617
