Date,event_shock_signal,event_shock_signal_lag1,one_day_total_var_lift
2017-03-09,0.0,0.0,-0.0044663413581728095
2017-03-10,0.0,0.0,-0.015148053282757257
2017-03-13,0.0,0.0,-0.026177145901947085
2017-03-14,0.0,0.0,-0.04029477085387212
2017-03-15,0.0,0.0,-0.018378287832724438
2017-03-16,0.0,0.0,0.3706169344365362
2017-03-17,0.0,0.0,-0.036457318184967336
2017-03-20,0.0,0.0,-0.04266895471316656
2017-03-21,0.0,0.0,-0.043502992617601266
2017-03-22,0.0,0.0,0.1000388811201296
2017-03-23,0.0,0.0,-0.04770583663354577
2017-03-24,0.0,0.0,-0.057554232595253385
2017-03-27,0.0,0.0,-0.048720395984446774
2017-03-28,0.0,0.0,-0.02429493615172451
2017-03-29,0.0,0.0,0.01592228150757835
2017-03-30,0.0,0.0,-0.03848148637147286
2017-03-31,0.0,0.0,0.026113102473824368
2017-04-03,0.0,0.0,-0.05193574888730346
2017-04-04,0.0,0.0,0.0004835746034230759
2017-04-05,0.0,0.0,-0.043270431904276596
2017-04-06,0.0,0.0,-0.05092443539261471
2017-04-07,0.0,0.0,-0.04458704559003712
2017-04-10,0.0,0.0,-0.0366112760986238
2017-04-11,0.0,0.0,-0.045034978616024346
2017-04-12,0.0,0.0,0.11806359912170361
2017-04-13,0.0,0.0,0.0021864790521619604
2017-04-17,0.0,0.0,-0.013549193086373146
2017-04-18,0.0,0.0,-0.0018295920672147803
2017-04-19,0.0,0.0,0.0819121795683091
2017-04-20,0.0,0.0,0.00045825353622985787
2017-04-21,0.0,0.0,-0.014159661676693358
2017-04-24,0.0,0.0,-0.05043090810558026
2017-04-25,0.0,0.0,0.09371001189076233
2017-04-26,0.0,0.0,0.07827182620035855
2017-04-27,0.0,0.0,-0.03347583183147451
2017-04-28,0.0,0.0,-0.052060261473772296
2017-05-01,0.0,0.0,-0.049998049903700936
2017-05-02,0.0,0.0,0.020282729007260247
2017-05-03,0.0,0.0,-0.04588070794999255
2017-05-04,0.0,0.0,0.05068195964390232
2017-05-05,0.0,0.0,0.03599771487077086
2017-05-08,0.0,0.0,-0.048109211249963924
2017-05-09,0.0,0.0,-0.02722373100547848
2017-05-10,0.0,0.0,-0.027823669578366905
2017-05-11,0.0,0.0,-0.04771104384661351
2017-05-12,0.0,0.0,-0.048996039380652334
2017-05-15,0.0,0.0,-0.0060895422573750135
2017-05-16,0.0,0.0,-0.026572781331451245
2017-05-17,0.0,0.0,-0.005335113213837728
2017-05-18,0.0,0.0,0.49282816414600816
2017-05-19,0.0,0.0,-0.02014497021455186
2017-05-22,0.0,0.0,-0.008010017426992921
2017-05-23,0.0,0.0,-0.03407167622096574
2017-05-24,0.0,0.0,-0.012770891039245558
2017-05-25,0.0,0.0,-0.03155202554721137
2017-05-26,0.0,0.0,-0.04829982830511059
2017-05-30,0.0,0.0,-0.018996780340227892
2017-05-31,0.0,0.0,-0.04147830512087247
2017-06-01,0.0,0.0,-0.046007276124494734
2017-06-02,0.0,0.0,-0.021466476793758793
2017-06-05,0.0,0.0,0.06181438494551861
2017-06-06,0.0,0.0,-0.03887495752162917
2017-06-07,0.0,0.0,0.03119912049659801
2017-06-08,0.0,0.0,-0.02937541764136764
2017-06-09,0.0,0.0,-0.02647138806605953
2017-06-12,0.0,0.0,-0.0062937228337685
2017-06-13,0.0,0.0,-0.055764716735646314
2017-06-14,0.0,0.0,-0.04301500118155088
2017-06-15,0.0,0.0,0.10064785283631661
2017-06-16,0.0,0.0,-0.019508881191179217
2017-06-19,0.0,0.0,-0.049031451210462595
2017-06-20,0.0,0.0,0.03249198910502904
2017-06-21,0.0,0.0,0.022081156316083872
2017-06-22,0.0,0.0,-0.03217533634367076
2017-06-23,0.0,0.0,-0.046222032799789425
2017-06-26,0.0,0.0,-0.03185815770601541
2017-06-27,0.0,0.0,0.002057832035893048
2017-06-28,0.0,0.0,0.14477246193425342
2017-06-29,0.0,0.0,0.003908848400295151
2017-06-30,0.0,0.0,0.04920099096802444
2017-07-03,0.0,0.0,-0.04788794562978249
2017-07-05,0.0,0.0,0.11388643523077091
2017-07-06,0.0,0.0,-0.05037064178670536
2017-07-07,0.0,0.0,0.03165170144852536
2017-07-10,0.0,0.0,0.032488583590836395
2017-07-11,0.0,0.0,-0.05641443263777435
2017-07-12,0.0,0.0,-0.050455719792099396
2017-07-13,0.0,0.0,0.024522838794947655
2017-07-14,0.0,0.0,-0.03559004741676053
2017-07-17,0.0,0.0,0.01298319640368506
2017-07-18,0.0,0.0,-0.04532384154123548
2017-07-19,0.0,0.0,0.025492817060029038
2017-07-20,0.0,0.0,-0.03912175731296852
2017-07-21,0.0,0.0,-0.032602396840452075
2017-07-24,0.0,0.0,0.00100532059678482
2017-07-25,0.0,0.0,-0.05044165215903651
2017-07-26,0.0,0.0,0.058205220018145765
2017-07-27,0.0,0.0,-7.685064861218116e-05
2017-07-28,0.0,0.0,-0.03651310982867462
2017-07-31,0.0,0.0,0.01919497188626229
2017-08-01,0.0,0.0,-0.048566856200442654
2017-08-02,0.0,0.0,-0.02352753911688832
2017-08-03,0.0,0.0,-0.05586762315108662
2017-08-04,0.0,0.0,0.0227760264819048
2017-08-07,0.0,0.0,0.08129874827491324
2017-08-08,0.0,0.0,-0.05604516646175639
2017-08-09,0.0,0.0,-0.028252730561230344
2017-08-10,0.0,0.0,0.0669151368621752
2017-08-11,0.0,0.0,0.17357231025223196
2017-08-14,0.0,0.0,-0.03775754122904684
2017-08-15,0.0,0.0,0.06160335151666696
2017-08-16,0.0,0.0,-0.008558535898963604
2017-08-17,0.0,0.0,-0.017261826611693176
2017-08-18,0.0,0.0,0.13510844018716894
2017-08-21,0.0,0.0,-0.05148885746034937
2017-08-22,0.0,0.0,-0.044990208393737574
2017-08-23,0.0,0.0,0.032483071131239605
2017-08-24,0.0,0.0,-0.014490458910456194
2017-08-25,0.0,0.0,-0.04194530357410009
2017-08-28,0.0,0.0,-0.0032548136509367165
2017-08-29,0.0,0.0,0.07820467344718729
2017-08-30,0.0,0.0,-0.05029695326545003
2017-08-31,0.0,0.0,-0.023796943791838276
2017-09-01,0.0,0.0,0.04573932546625348
2017-09-05,0.0,0.0,-0.024073421918291538
2017-09-06,0.0,0.0,0.1799575410364742
2017-09-07,0.0,0.0,-0.025749241859686967
2017-09-08,0.0,0.0,0.059868648937400515
2017-09-11,0.0,0.0,-0.0495581948576026
2017-09-12,0.0,0.0,0.17107192563099405
2017-09-13,0.0,0.0,-0.04082825805418444
2017-09-14,0.0,0.0,-0.016712386301137583
2017-09-15,0.0,0.0,-0.04088199299081918
2017-09-18,0.0,0.0,-0.04323723566081539
2017-09-19,0.0,0.0,-0.0007953787045555938
2017-09-20,0.0,0.0,-0.05054858293990494
2017-09-21,0.0,0.0,0.0008027016790512764
2017-09-22,0.0,0.0,-0.024183204359363164
2017-09-25,0.0,0.0,-0.045151926726127445
2017-09-26,0.0,0.0,0.034236243108332065
2017-09-27,0.0,0.0,0.009691434311714708
2017-09-28,0.0,0.0,0.11472785065963897
2017-09-29,0.0,0.0,-0.05035985871177584
2017-10-02,0.0,0.0,-0.038493700284050636
2017-10-03,0.0,0.0,-0.012130218085826705
2017-10-04,0.0,0.0,-0.05556232926811522
2017-10-05,0.0,0.0,-0.05393411811576876
2017-10-06,0.0,0.0,-0.001530652314680081
2017-10-09,0.0,0.0,-0.04029675787955689
2017-10-10,0.0,0.0,-0.013947765193993322
2017-10-11,0.0,0.0,-0.03385520809041298
2017-10-12,0.0,0.0,-0.044766304307160554
2017-10-13,0.0,0.0,-0.04356762341558296
2017-10-16,0.0,0.0,0.01128264354489894
2017-10-17,0.0,0.0,-0.023998500884186424
2017-10-18,0.0,0.0,-0.022347921582252628
2017-10-19,0.0,0.0,-0.01871612878781681
2017-10-20,0.0,0.0,-0.029818022675037525
2017-10-23,0.0,0.0,0.09180950954604605
2017-10-24,0.0,0.0,-0.04478647926164214
2017-10-25,0.0,0.0,-0.01983917406972313
2017-10-26,0.0,0.0,-0.017469628407209115
2017-10-27,0.0,0.0,0.07927200768083753
2017-10-30,0.0,0.0,0.034606182628030835
2017-10-31,0.0,0.0,0.023096228933917384
2017-11-01,0.0,0.0,-0.04911171725284513
2017-11-02,0.0,0.0,-0.03429625853076523
2017-11-03,0.0,0.0,-0.046437867563362656
2017-11-06,0.0,0.0,-0.027286370831692497
2017-11-07,0.0,0.0,0.008236967509527515
2017-11-08,0.0,0.0,-0.029993691920790932
2017-11-09,0.0,0.0,-0.030664111378813863
2017-11-10,0.0,0.0,0.00015842624301631858
2017-11-13,0.0,0.0,0.1713388739281283
2017-11-14,0.0,0.0,-0.0544208042148
2017-11-15,0.0,0.0,0.02337665601380068
2017-11-16,0.0,0.0,0.03640770326478204
2017-11-17,0.0,0.0,0.09845875028078388
2017-11-20,0.0,0.0,0.06670200175955787
2017-11-21,0.0,0.0,0.044214584681185
2017-11-22,0.0,0.0,-0.027723702285578855
2017-11-24,0.0,0.0,0.02653229271810864
2017-11-27,0.0,0.0,-0.03852479466802894
2017-11-28,0.0,0.0,-0.043118759563889664
2017-11-29,0.0,0.0,0.015097474210624906
2017-11-30,0.0,0.0,0.019426311479663116
2017-12-01,0.0,0.0,0.02535114575993558
2017-12-04,0.0,0.0,0.049267276782858804
2017-12-05,0.0,0.0,-0.04749955833272279
2017-12-06,0.0,0.0,-0.010309870648178565
2017-12-07,0.0,0.0,-0.04725044800206801
2017-12-08,0.0,0.0,0.08509424844467417
2017-12-11,0.0,0.0,-0.04228452269563243
2017-12-12,0.0,0.0,-0.043841059392234816
2017-12-13,0.0,0.0,-0.05561608812859953
2017-12-14,0.0,0.0,0.04991696781173993
2017-12-15,0.0,0.0,-0.0344396701097186
2017-12-18,0.0,0.0,0.003080260545194724
2017-12-19,0.0,0.0,0.02966412883748104
2017-12-20,0.0,0.0,0.056458828471194655
2017-12-21,0.0,0.0,0.014189284221695297
2017-12-22,0.0,0.0,-0.03739362875869756
2017-12-26,0.0,0.0,-0.042802166143955156
2017-12-27,0.0,0.0,-0.02439939645043865
2017-12-28,0.0,0.0,0.05358823965090154
2017-12-29,0.0,0.0,-0.037340292238082884
2018-01-02,0.0,0.0,-0.012922790877643697
2018-01-03,0.0,0.0,0.14230656387518192
2018-01-04,0.0,0.0,-0.0032032530086949507
2018-01-05,0.0,0.0,-0.029040748467207944
2018-01-08,0.0,0.0,-0.02998104583772232
2018-01-09,0.0,0.0,-0.04559426655592447
2018-01-10,0.0,0.0,0.07181443739122972
2018-01-11,0.0,0.0,-0.048630345579001144
2018-01-12,0.0,0.0,0.003432369305732763
2018-01-16,0.0,0.0,0.11614673224223071
2018-01-17,0.0,0.0,-0.027523273018439043
2018-01-18,0.0,0.0,0.028053417905785194
2018-01-19,0.0,0.0,-0.009194142707266262
2018-01-22,0.0,0.0,-0.02215752276635974
2018-01-23,0.0,0.0,-0.015838803173775506
2018-01-24,0.0,0.0,-0.025687807412867136
2018-01-25,0.0,0.0,0.09417213773072053
2018-01-26,0.0,0.0,-0.0015932571057476475
2018-01-29,0.0,0.0,0.018096415978119396
2018-01-30,0.0,0.0,0.012560945095170473
2018-01-31,0.0,0.0,0.026823851581988745
2018-02-01,0.0,0.0,-0.019217765966682565
2018-02-02,0.0,0.0,0.06631703000951772
2018-02-05,0.0,0.0,0.32132317228991925
2018-02-06,0.0,0.0,0.6310034265145217
2018-02-07,0.0,0.0,0.06303461216811579
2018-02-08,0.0,0.0,-0.0164074402354214
2018-02-09,0.0,0.0,0.2572088650759161
2018-02-12,0.0,0.0,-0.01516605642995672
2018-02-13,0.0,0.0,-0.008043644714676335
2018-02-14,0.0,0.0,-0.043474442848463135
2018-02-15,0.0,0.0,0.05430605918723863
2018-02-16,0.0,0.0,-0.017312574809063896
2018-02-20,0.0,0.0,-0.04241764862690023
2018-02-21,0.0,0.0,-0.007902113848385461
2018-02-22,0.0,0.0,-0.018414003430182735
2018-02-23,0.0,0.0,-0.051202065997778656
2018-02-26,0.0,0.0,0.012252385544728739
2018-02-27,0.0,0.0,-0.03280945339093022
2018-02-28,0.0,0.0,0.0019988436446956026
2018-03-01,0.0,0.0,-0.029635516071590207
2018-03-02,0.0,0.0,0.0045237781011717715
2018-03-05,0.0,0.0,-0.025777567430962045
2018-03-06,0.0,0.0,-0.030841139602618473
2018-03-07,0.0,0.0,-0.032318759724085266
2018-03-08,0.0,0.0,-0.04921704598737975
2018-03-09,0.0,0.0,-0.036057339693791324
2018-03-12,0.0,0.0,0.02509822386561833
2018-03-13,0.0,0.0,-0.05094058336271057
2018-03-14,0.0,0.0,-0.03852103088034453
2018-03-15,0.0,0.0,-0.033131521656650675
2018-03-16,0.0,0.0,-0.04493925261132947
2018-03-19,0.0,0.0,-0.05152775256827857
2018-03-20,0.0,0.0,0.008450005445918451
2018-03-21,0.0,0.0,-0.03733529737314467
2018-03-22,0.0,0.0,0.050841734567529606
2018-03-23,0.0,0.0,0.1658099316451922
2018-03-26,0.0,0.0,0.09875362404016386
2018-03-27,0.0,0.0,0.12597156941781162
2018-03-28,0.0,0.0,0.032767206755754064
2018-03-29,0.0,0.0,-0.004639562404557762
2018-04-02,0.0,0.0,-0.022035089954696163
2018-04-03,0.0,0.0,0.0640920150267299
2018-04-04,0.0,0.0,-0.006291111907513636
2018-04-05,0.0,0.0,-0.03689628119007693
2018-04-06,0.0,0.0,-0.02916506921429962
2018-04-09,0.0,0.0,0.0729251274407341
2018-04-10,0.0,0.0,-0.049064987488438905
2018-04-11,0.0,0.0,-0.005878533997208724
2018-04-12,0.0,0.0,-0.04012806751512965
2018-04-13,0.0,0.0,-0.003646467012430765
2018-04-16,0.0,0.0,-0.048293401164526295
2018-04-17,0.0,0.0,-0.04209708251254185
2018-04-18,0.0,0.0,-0.0325830962847401
2018-04-19,0.0,0.0,-0.04341288683668598
2018-04-20,0.0,0.0,-0.030720005948067786
2018-04-23,0.0,0.0,-0.0037502557448656493
2018-04-24,0.0,0.0,-0.03199475337239921
2018-04-25,0.0,0.0,0.0008327442534648011
2018-04-26,0.0,0.0,-0.03106099469218193
2018-04-27,0.0,0.0,-0.007233554724756064
2018-04-30,0.0,0.0,-0.038710816133728176
2018-05-01,0.0,0.0,-0.022475758483327835
2018-05-02,0.0,0.0,-0.02816658188765908
2018-05-03,0.0,0.0,-0.04004310257517074
2018-05-04,0.0,0.0,-0.03916226015252322
2018-05-07,0.0,0.0,-0.0041011053680301
2018-05-08,0.0,0.0,-0.05384088420150268
2018-05-09,0.0,0.0,-0.05428457730303993
2018-05-10,0.0,0.0,-0.011162436571444001
2018-05-11,0.0,0.0,0.022392682520958163
2018-05-14,0.0,0.0,-0.052686700586931146
2018-05-15,0.0,0.0,-0.04247796586518071
2018-05-16,0.0,0.0,0.13859894258665273
2018-05-17,0.0,0.0,-0.045355954013619804
2018-05-18,0.0,0.0,-0.049694728638022934
2018-05-21,0.0,0.0,-0.02764598601027557
2018-05-22,0.0,0.0,-0.03679710710236728
2018-05-23,0.0,0.0,-0.0554953433824078
2018-05-24,0.0,0.0,-0.026424320850604976
2018-05-25,0.0,0.0,0.0026312247109583353
2018-05-29,0.0,0.0,-0.024820257779633592
2018-05-30,0.0,0.0,0.2415369853155538
2018-05-31,0.0,0.0,0.04577674546120969
2018-06-01,0.0,0.0,-0.04371847211531332
2018-06-04,0.0,0.0,-0.0032591186761106172
2018-06-05,0.0,0.0,-0.030362016163462235
2018-06-06,0.0,0.0,-0.0509006233064071
2018-06-07,0.0,0.0,-0.0005708005150384388
2018-06-08,0.0,0.0,-0.02136729573360474
2018-06-11,0.0,0.0,-0.051992972923703085
2018-06-12,0.0,0.0,-0.054656566060937606
2018-06-13,0.0,0.0,-0.05203575811003747
2018-06-14,0.0,0.0,-0.04937463742432524
2018-06-15,0.0,0.0,0.0662814001847265
2018-06-18,0.0,0.0,0.07248628006631863
2018-06-19,0.0,0.0,-0.05618540975212594
2018-06-20,0.0,0.0,-0.029870217821474365
2018-06-21,0.0,0.0,-0.01101631669015124
2018-06-22,0.0,0.0,-0.020123274372008226
2018-06-25,0.0,0.0,-0.04902832007861957
2018-06-26,0.0,0.0,0.05181395546938128
2018-06-27,0.0,0.0,-0.029410989907794005
2018-06-28,0.0,0.0,0.05725840529883186
2018-06-29,0.0,0.0,-0.03604282869501707
2018-07-02,0.0,0.0,-0.011784323656429119
2018-07-03,0.0,0.0,0.0061491256577757
2018-07-05,0.0,0.0,0.016887481880785815
2018-07-06,0.0,0.0,-0.00559152748221059
2018-07-09,0.0,0.0,-0.00968744700665869
2018-07-10,0.0,0.0,0.005512860628914318
2018-07-11,0.0,0.0,-0.05175968318147095
2018-07-12,0.0,0.0,0.06454329887873045
2018-07-13,0.0,0.0,-0.005895197937659691
2018-07-16,0.0,0.0,-0.04610639801649674
2018-07-17,0.0,0.0,-0.048803010880708486
2018-07-18,0.0,0.0,0.02628186174253644
2018-07-19,0.0,0.0,-0.048065089648996695
2018-07-20,0.0,0.0,-0.016808278487875472
2018-07-23,0.0,0.0,0.0880919171656167
2018-07-24,0.0,0.0,0.03628044194241298
2018-07-25,0.0,0.0,-0.03890076185190228
2018-07-26,0.0,0.0,0.009247791592279953
2018-07-27,0.0,0.0,0.001074147716040974
2018-07-30,0.0,0.0,-0.033471683430525534
2018-07-31,0.0,0.0,-0.03044201191495044
2018-08-01,0.0,0.0,-0.020572350871476353
2018-08-02,0.0,0.0,0.011628888511804769
2018-08-03,0.0,0.0,-0.00819458047753241
2018-08-06,0.0,0.0,-0.02808904057013295
2018-08-07,0.0,0.0,-0.03306902899427844
2018-08-08,0.0,0.0,-0.032995850725849096
2018-08-09,0.0,0.0,-0.05331209628574096
2018-08-10,0.0,0.0,0.012535334400224363
2018-08-13,0.0,0.0,0.038202202423278875
2018-08-14,0.0,0.0,0.0965721697901687
2018-08-15,0.0,0.0,-0.022980788307340738
2018-08-16,0.0,0.0,0.15866657865218525
2018-08-17,0.0,0.0,-0.025764808766407188
2018-08-20,0.0,0.0,0.005439800184763088
2018-08-21,0.0,0.0,-0.018946373215604995
2018-08-22,0.0,0.0,-0.027019826369392264
2018-08-23,0.0,0.0,-0.044542602915771834
2018-08-24,0.0,0.0,0.015936636061802067
2018-08-27,0.0,0.0,0.1430810275169192
2018-08-28,0.0,0.0,0.0007130787129032701
2018-08-29,0.0,0.0,-0.011272385066200652
2018-08-30,0.0,0.0,-0.0333365413968606
2018-08-31,0.0,0.0,-0.036348106346271725
2018-09-04,0.0,0.0,-0.04552841677994046
2018-09-05,0.0,0.0,-0.012371138958018113
2018-09-06,0.0,0.0,-0.03757071464938633
2018-09-07,0.0,0.0,-0.04431264105473931
2018-09-10,0.0,0.0,-0.003573138587600111
2018-09-11,0.0,0.0,-0.04476117772821442
2018-09-12,0.0,0.0,-0.015076649351553728
2018-09-13,0.0,0.0,0.0007452404403613944
2018-09-14,0.0,0.0,-0.020297467469456487
2018-09-17,0.0,0.0,-0.0074984480585196245
2018-09-18,0.0,0.0,-0.007580979816715572
2018-09-19,0.0,0.0,0.03722565707417602
2018-09-20,0.0,0.0,-0.024011597793896278
2018-09-21,0.0,0.0,0.04088851602403398
2018-09-24,0.0,0.0,-0.022834662451581833
2018-09-25,0.0,0.0,-0.0483176493786277
2018-09-26,0.0,0.0,-0.05606847122753378
2018-09-27,0.0,0.0,0.003433751666563678
2018-09-28,0.0,0.0,0.042841071281523924
2018-10-01,0.0,0.0,-0.02318545325440069
2018-10-02,0.0,0.0,-0.0031203157057259068
2018-10-03,0.0,0.0,0.06298739809630449
2018-10-04,0.0,0.0,0.16817127668493237
2018-10-05,0.0,0.0,0.012363048025945123
2018-10-08,0.0,0.0,0.0166333716620779
2018-10-09,0.0,0.0,0.019046313624655475
2018-10-10,1.0,0.0,-0.0018135935083669619
2018-10-11,0.0,1.0,0.5444096109855006
2018-10-12,0.0,0.0,0.40772605927308003
2018-10-15,0.0,0.0,0.0064002728530321296
2018-10-16,0.0,0.0,-0.03934267228169941
2018-10-17,0.0,0.0,0.0672831028418528
2018-10-18,0.0,0.0,-0.04393860961456064
2018-10-19,0.0,0.0,0.0038262993235134157
2018-10-22,0.0,0.0,-0.057474747209175336
2018-10-23,0.0,0.0,-0.04882258391501615
2018-10-24,0.0,0.0,-0.03904317061568807
2018-10-25,0.0,0.0,0.25318499854178467
2018-10-26,0.0,0.0,0.02264340619411853
2018-10-29,0.0,0.0,0.02972674480440718
2018-10-30,0.0,0.0,-0.04657649574530254
2018-10-31,0.0,0.0,0.006834621891211867
2018-11-01,0.0,0.0,-0.02015946273070346
2018-11-02,0.0,0.0,0.021148012314649467
2018-11-05,0.0,0.0,-0.013883836290803364
2018-11-06,0.0,0.0,-0.04763604555911849
2018-11-07,0.0,0.0,-0.044971700913876256
2018-11-08,0.0,0.0,0.06687267732012847
2018-11-09,0.0,0.0,-0.048239056161622496
2018-11-12,0.0,0.0,0.0207393357884762
2018-11-13,0.0,0.0,0.08227982731125771
2018-11-14,0.0,0.0,-0.05563918874830476
2018-11-15,0.0,0.0,-0.027835290652962197
2018-11-16,0.0,0.0,-0.03102454465860538
2018-11-19,0.0,0.0,-0.018891049780173197
2018-11-20,0.0,0.0,0.022199936279641674
2018-11-21,0.0,0.0,0.03991035178117386
2018-11-23,0.0,0.0,-0.04999726414644723
2018-11-26,0.0,0.0,-0.038660556015238545
2018-11-27,0.0,0.0,0.019024693828130435
2018-11-28,0.0,0.0,-0.04499026077706236
2018-11-29,0.0,0.0,0.12268358799465018
2018-11-30,0.0,0.0,-0.05189844817154321
2018-12-03,0.0,0.0,-0.04072531606403973
2018-12-04,0.0,0.0,0.030099034232488497
2018-12-06,0.0,0.0,0.32506108928518884
2018-12-07,0.0,0.0,-0.05505903016669955
2018-12-10,0.0,0.0,0.0750737125620744
2018-12-11,0.0,0.0,-0.04482455309964983
2018-12-12,0.0,0.0,-0.05750220141932383
2018-12-13,0.0,0.0,-0.04343992690678111
2018-12-14,0.0,0.0,-0.05622646534894549
2018-12-17,0.0,0.0,0.039689724199602594
2018-12-18,0.0,0.0,0.06307283038936595
2018-12-19,0.0,0.0,-0.049844939934145294
2018-12-20,0.0,0.0,0.06089468940132292
2018-12-21,0.0,0.0,0.08328876971135268
2018-12-24,0.0,0.0,0.044432931329629444
2018-12-26,0.0,0.0,0.12157189601942742
2018-12-27,0.0,0.0,0.43422826159625827
2018-12-28,0.0,0.0,-0.04376035410383117
2018-12-31,0.0,0.0,-0.0476429079101528
2019-01-02,0.0,0.0,-0.04712202113769748
2019-01-03,0.0,0.0,-0.04801496469808442
2019-01-04,0.0,0.0,0.06008842942207404
2019-01-07,0.0,0.0,0.15561154238351715
2019-01-08,0.0,0.0,-0.0368412849240225
2019-01-09,0.0,0.0,-0.041015287895596275
2019-01-10,0.0,0.0,-0.039824117967071304
2019-01-11,0.0,0.0,-0.041252205153915145
2019-01-14,0.0,0.0,-0.055904615922042766
2019-01-15,0.0,0.0,-0.05000008451599047
2019-01-16,0.0,0.0,-0.033457909663908825
2019-01-17,0.0,0.0,-0.05663406186399078
2019-01-18,0.0,0.0,-0.048630562958417944
2019-01-22,0.0,0.0,-0.005849008617669571
2019-01-23,0.0,0.0,-0.007947916671299682
2019-01-24,0.0,0.0,-0.05705721744181469
2019-01-25,0.0,0.0,-0.044296410034051714
2019-01-28,0.0,0.0,0.016655105451662378
2019-01-29,0.0,0.0,-0.045175656202832815
2019-01-30,0.0,0.0,-0.047697965751708926
2019-01-31,0.0,0.0,0.020822504375799245
2019-02-01,0.0,0.0,-0.025652212793528584
2019-02-04,0.0,0.0,-0.05092518628953202
2019-02-05,0.0,0.0,-0.03650501770519221
2019-02-06,0.0,0.0,-0.04436421607078489
2019-02-07,0.0,0.0,-0.04382802869217273
2019-02-08,0.0,0.0,-0.01829611502204853
2019-02-11,0.0,0.0,-0.0504852357031188
2019-02-12,0.0,0.0,-0.044363482062752535
2019-02-13,0.0,0.0,0.0020432442270774676
2019-02-14,0.0,0.0,-0.03872480467337558
2019-02-15,0.0,0.0,-0.03858826949829941
2019-02-19,0.0,0.0,-0.0059648518618377055
2019-02-20,0.0,0.0,0.02133541226508906
2019-02-21,0.0,0.0,-0.05478326868969219
2019-02-22,0.0,0.0,0.014637681270142755
2019-02-25,0.0,0.0,-0.030293063819955113
2019-02-26,0.0,0.0,-0.05560110561899456
2019-02-27,0.0,0.0,-0.04403248241996249
2019-02-28,0.0,0.0,0.007991671892238594
2019-03-01,0.0,0.0,-0.04223775339377134
2019-03-04,0.0,0.0,0.11195839608095137
2019-03-05,0.0,0.0,-0.030378983898111556
2019-03-06,0.0,0.0,-0.05440926513879207
2019-03-07,0.0,0.0,-0.03948511783339659
2019-03-08,0.0,0.0,0.0161737891980116
2019-03-11,0.0,0.0,-0.0005405566308532839
2019-03-12,0.0,0.0,0.0400466747526409
2019-03-13,0.0,0.0,-0.020112902093504803
2019-03-14,0.0,0.0,-0.012308349426517373
2019-03-15,0.0,0.0,0.01680144670611261
2019-03-18,0.0,0.0,-0.024954023947016846
2019-03-19,0.0,0.0,-0.05404121103502302
2019-03-20,0.0,0.0,-0.05408073507686151
2019-03-21,0.0,0.0,0.03263719709569046
2019-03-22,0.0,0.0,0.018840372663335492
2019-03-25,0.0,0.0,0.2050219848294481
2019-03-26,0.0,0.0,-0.038776134224303704
2019-03-27,0.0,0.0,-0.025553265314009366
2019-03-28,0.0,0.0,-0.008175367824773572
2019-03-29,0.0,0.0,0.03117097552989856
2019-04-01,0.0,0.0,-0.042336904112764584
2019-04-02,0.0,0.0,0.0752999901402216
