rep,horizon,total_variance_lift,avg_abs_corr_delta
0,56,-0.1133824789517166,0.2070473379194096
0,57,-0.03198255918934256,0.2590993106774177
0,58,-0.07533665222711694,0.25200176122454876
0,59,-0.0936812093394761,0.2559346663560162
0,60,-0.10951426183078661,0.2269408174340442
1,0,-0.016841659105955475,0.041033316698625276
1,1,-0.074044685866545,0.04153341232690843
1,2,-0.06019883474973653,0.06502433463952104
1,3,-0.09244408159348305,0.0677326839764184
1,4,-0.04007762707897056,0.07324990376877172
1,5,0.10188209296302309,0.07181596441778929
1,6,0.2600277125074826,0.12099446841662782
1,7,0.32754041039750437,0.12346311599165735
1,8,0.2903632147233286,0.1248503984438009
1,9,0.24001340042845642,0.12403904361062743
1,10,0.17582411626540728,0.1247084270221476
1,11,0.12130212625768633,0.12140588098844574
1,12,0.058058620051280485,0.1202786775176258
1,13,0.22163522262936075,0.13702128368108793
1,14,0.18376716408746208,0.13435685466317554
1,15,0.15376966160548133,0.14425158681761116
1,16,0.10725543711292329,0.13448549814015354
1,17,0.06159732162145093,0.12554435795038932
1,18,0.013647116733750853,0.11826154503101001
1,19,0.08359625573308826,0.127327466507032
1,20,0.07744100814027943,0.11767700753749208
1,21,0.024292290898630498,0.1154098456927057
1,22,-0.021229523450243204,0.11157810326180732
1,23,-0.0671749611224316,0.10749975406433561
1,24,-0.09607310801623381,0.10589398462876795
1,25,-0.01183343011200233,0.10773902205102566
1,26,0.00593829237148813,0.07064210516573219
1,27,0.04050027693486191,0.08277305368509659
1,28,0.018875172061988854,0.0774508768666746
1,29,0.001808858118409029,0.06378903447391644
1,30,-0.02734475539859893,0.06342333132289193
1,31,-0.08414678388149677,0.06276290818639772
1,32,-0.05294998594203837,0.10557628223183957
1,33,-0.08842592877714239,0.10608361366258974
1,34,-0.05544678559928684,0.09776046259467959
1,35,-0.09547325628139403,0.09521224326422294
1,36,-0.13382095816530837,0.10686437639713926
1,37,-0.1683736349189311,0.12382432259347265
1,38,-0.1460159134886042,0.09829518989295825
1,39,-0.17969265697293113,0.1162828352095858
1,40,-0.17614214494876446,0.1317962716679136
1,41,-0.21114544548465408,0.1414161211575764
1,42,-0.2519173594729106,0.14652268388607043
1,43,-0.2273345120073379,0.1380987029155604
1,44,-0.2238602852079552,0.14245799108285098
1,45,-0.13255020583178545,0.15848528986987437
1,46,-0.1030045032296365,0.19436412982481838
1,47,-0.1290362610705018,0.18739339896437296
1,48,-0.11525914493330403,0.19580491418466928
1,49,-0.0017369941341986994,0.24084055330860982
1,50,-0.04864063046512046,0.23697078053283444
1,51,-0.07165129012068283,0.2252881859855639
1,52,0.1156247599451925,0.0939412670364301
1,53,0.1745546654472232,0.1326035333452155
1,54,0.23403378995286128,0.13559707980068816
1,55,0.37961101321699275,0.15152461664347597
1,56,0.31420199571674967,0.15266353208167202
1,57,0.29791455059343486,0.1711588278773432
1,58,0.23303108794099492,0.17197406707958368
1,59,0.18790950286078045,0.18709784113966774
1,60,0.32490266248877564,0.22246862702032452
2,0,0.006795079800933523,0.03406087286850578
2,1,0.12341513168025653,0.06383003690293632
2,2,0.2679790841265308,0.06705891749037564
2,3,0.22624690411691684,0.07733704353302143
2,4,0.19255119454619174,0.08107467649063961
2,5,0.2411877083312246,0.1059385893800057
2,6,0.2071063093813974,0.11333315013322184
2,7,0.1536625960687168,0.12765370393220635
2,8,0.11446675775101967,0.14012916430478212
