code,ticker,name,foundry,fabless,log_mktcap,event_date,year,quarter,tau_event,tau_baseline,rel_lift,log_r2_surprise,log_r2_surprise_next,firm_theta2_full,firm_persistence
2330,2330.TW,TSMC,1,0,31.56708743489335,2014-05-14,2014,2,0.00017536588218817006,0.0001251756581881159,0.40095833907761463,0.2736109550212886,-18.572708414353645,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2014-08-13,2014,3,0.00017884688371822818,0.00011627520796894337,0.5381342836729,-1.4542497894243818,-0.663645162967587,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2014-11-12,2014,4,0.0001794385088027485,0.00014434861038299535,0.24309134896865506,0.04670705579218266,0.0467070557921905,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2015-02-24,2015,1,0.00018284239804522887,0.00015181016766018277,0.204414703332057,-0.2093737856089156,0.4238847715257364,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2015-05-11,2015,2,0.00018368053191279067,0.00012308243141077074,0.49233753190804364,-0.5805239867851792,-1.9737139792409462,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2015-08-11,2015,3,0.00018294663405796062,0.00012794335620737237,0.42990335317949735,-0.4307795637252534,0.14843227473078882,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2015-11-11,2015,4,0.00019625344178336195,0.0001535015811906726,0.2785108808721973,0.05292716861465858,-1.326189986624764,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2016-02-15,2016,1,0.000269908651297316,0.00017650592421934584,0.5291761593333127,-1.6813966176612865,0.14091873506226102,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2016-05-11,2016,2,0.00018824048251301495,0.00012555110240429777,0.49931365721382337,-18.989382897534075,-1.3324966934922702,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2016-08-04,2016,3,0.00017653518188700553,0.00013690314165043676,0.28948963302656494,-0.36971317373388496,0.05072257996907066,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2016-11-09,2016,4,0.0001865263938970661,0.00012598692895540646,0.48052179256697175,2.654173452037034,1.4322241324091964,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2017-02-16,2017,1,0.00017349970147394694,0.00011327186848205309,0.5317104220050578,-18.009824789317904,-2.25111202054347,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2017-05-10,2017,2,0.0001670224745636484,0.00011868666575078536,0.40725559612869316,0.13640895291243244,0.1170018351551354,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2017-08-08,2017,3,0.00017004249179341068,0.0001073924642049999,0.5833745230840319,-0.8981913274445225,0.49503459713596476,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2017-11-14,2017,4,0.000172744673042126,0.0001057888261514847,0.6329198397074907,-3.3568819744127887,-0.12961411182656749,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2018-02-21,2018,1,0.00022342966621018574,0.0001110145049898563,1.0126168758812293,0.988064977888166,-0.41081416969015866,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2018-05-02,2018,2,0.0001957051359370845,0.00015530768989153353,0.2601123361873737,0.023329440544076728,-0.8876112447786598,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2018-08-14,2018,3,0.00018089087493175306,0.00012338686472394543,0.4660464494049823,-0.2965820789880862,-1.1116545962920212,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2018-11-13,2018,4,0.00022342966621018574,0.00015113781497316504,0.47831743002144317,-0.5572359980268308,-3.3167302242941905,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2019-02-22,2019,1,0.00018191114621532,0.00018204512030394816,-0.0007359389167062796,-19.50179184309494,-1.998035382187502,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2019-05-15,2019,2,0.00019860250917364743,0.0001215559261366792,0.6338365021408826,-3.716595155185412,-0.9380296948021332,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2019-08-14,2019,3,0.0002400936558877792,0.00012431978954058795,0.9312585452004275,-0.3860568123527411,-1.7784204100524605,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2019-11-14,2019,4,0.00017958726865171506,0.0001319596215587611,0.360925914536255,-4.107851385353582,-0.2255639151373257,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2020-02-27,2020,1,0.0004388785162475665,0.00012490993933587062,2.513559598067413,-1.5257484316603749,-0.11557129366629294,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2020-05-14,2020,2,0.0003494632866350086,0.000507821856657304,-0.3118388228987972,-1.1624361168568798,-0.7195528178509212,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2020-08-14,2020,3,0.00023967376355325237,0.00022908815390245267,0.046207581974348294,-3.386476833041092,-0.6278125644560741,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2020-11-13,2020,4,0.00024869102830770676,0.0002562904007970441,-0.029651412872678248,-0.6127640178915534,2.741305623107871,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2021-02-26,2021,1,0.0002957849466726474,0.00020212427499856174,0.4633816085413398,1.4362279767070807,-3.05915992519895,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2021-05-14,2021,2,0.0002144928996508198,0.00015045795146649739,0.4256002927075684,0.6336119955731406,0.18366325754280438,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2021-08-13,2021,3,0.00019259744940674608,0.00014418604514232136,0.33575651663543027,-0.5600678345192227,-1.5783496041517635,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2021-11-12,2021,4,0.00019766868851634555,0.00015140562020592564,0.3055571401345462,-2.6800975850221844,-1.297167212369991,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2022-02-25,2022,1,0.0002919818582990462,0.00018358104872574695,0.5904793023338701,-19.362787272548573,-19.362787272548573,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2022-05-13,2022,2,0.0003057279229377954,0.00019820528883683085,0.5424811554321376,-0.45120064121501824,0.3304308235849388,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2022-08-12,2022,3,0.0002197435444625094,0.00020999888783680007,0.04640337254206009,-2.6848347569727955,-1.3159286167149085,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2022-11-14,2022,4,0.00025430268928525933,0.00025531434826114716,-0.00396240549259325,-2.5036612468373103,2.0174395025744194,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2023-02-24,2023,1,0.000236513741731728,0.00016476573829966778,0.43545462893243314,-1.043736135136722,-0.14748970932995634,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2023-05-12,2023,2,0.00020235859190864992,0.0001567021523684741,0.29135808825917014,-1.2450553250901208,-4.821596819352287,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2023-08-14,2023,3,0.00018897017559890906,0.00012369886291658833,0.5276629965979072,-0.4841024248825663,-3.695618606406583,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2023-11-14,2023,4,0.0001853321185322979,0.00015109382848640124,0.22660283605811327,-4.134524362798445,0.24233099504443004,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2024-02-29,2024,1,0.0001813481103141159,0.00012103627943221163,0.4982954793788329,-1.1921725976413313,-5.338035100865419,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2024-05-15,2024,2,0.000176677094327924,0.00013120252686223951,0.34659825960083857,-0.44738743366349204,-4.358419735451562,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2024-08-14,2024,3,0.00019705089265533956,0.00013449931073281518,0.4650699069141253,-3.0858639953547136,-3.7609185856902037,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2024-11-14,2024,4,0.00018614440213187425,0.00015570545556444973,0.19549055912703847,-19.541051244746065,-19.541051244746065,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2025-02-27,2025,1,0.00023211766205567154,0.00013932909005493708,0.6659669704592787,-0.1262251961436525,-0.0877600434470641,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2025-05-15,2025,2,0.00020766308955337445,0.00024584864297314126,-0.15532139188556982,-3.5798451460596468,-3.9435105592235096,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2025-08-14,2025,3,0.000189026573368631,0.00013854097263087556,0.3644091692085038,1.070461723580158,-2.131532088404316,6.05283061585334e-05,0.9778742205093218
2330,2330.TW,TSMC,1,0,31.56708743489335,2025-11-14,2025,4,0.00022198950718866305,0.00014647794774860667,0.5155148648699897,0.31650075111436027,-1.0594477959157436,6.05283061585334e-05,0.9778742205093218
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2010-04-26,2010,2,0.0011394559094400414,0.0004110981268344876,1.771737050260991,1.0291033849428999,-0.6994339323464409,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2010-05-13,2010,2,0.0012765477357492682,0.00044344861466266136,1.8786824302526213,0.9630307885091507,-3.2205843377015473,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2010-08-30,2010,3,0.0012861772466455403,0.0005094237612295249,1.524768855581597,-1.4762621519598111,2.7423360609636402,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2010-11-12,2010,4,0.001179769172010813,0.0004602010132469666,1.563595337800116,0.32261005971465134,-0.22197180870096314,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2011-04-27,2011,2,0.0011159976710331766,0.00044282761573421353,1.5201627707496042,-2.9747497679506756,-19.841442817297608,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2011-05-13,2011,2,0.0011347978708858137,0.00043295507188359316,1.6210522628798818,-2.736960061183895,0.5097253255127716,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2011-08-29,2011,3,0.0013878660337822675,0.0005742216729857092,1.4169516740215544,-20.411407457775216,1.7921647831816674,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2011-11-14,2011,4,0.0013632806712740265,0.0007229188600793625,0.8858003941470897,-0.35998038441038605,-0.6486097654642959,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2012-03-27,2012,1,0.0011185011982971118,0.0004194361322059018,1.6666782196724004,-0.0216227734733625,1.7468761160768373,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2013-05-15,2013,2,0.0010918826550643688,0.00037535496194494904,1.9089335849102438,0.15056320240865625,-1.2293738493015738,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2013-08-14,2013,3,0.0010938871672762983,0.0003816238830701192,1.8664012285502283,-19.121502725556386,-1.245994335482195,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2013-11-14,2013,4,0.0010881473152617204,0.0003894437518401493,1.7941064919392011,0.9300988916555635,-3.6873067523000356,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2014-03-31,2014,1,0.001101511039390347,0.0003851646105610324,1.8598448797927758,-18.362146874425928,-4.250665734282288,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2014-05-15,2014,2,0.0010950359342387006,0.0004034784594559624,1.713988587433422,-1.071989470505923,-2.465030800173365,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2014-08-14,2014,3,0.0010885652123720096,0.00036546464306569734,1.9785787299164943,0.9731220548994453,-0.42716658093371335,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2014-11-13,2014,4,0.001100671437153377,0.0004140662379760505,1.6582013605684016,0.3874982191803989,-0.6424031922602899,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2015-03-31,2015,1,0.0011153778529617154,0.0003976193314517077,1.8051399032574,1.6937745090382783,-4.637776161440508,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2015-05-15,2015,2,0.001088230761415581,0.0004001929770684214,1.7192650140622658,-0.9859714596428967,2.6196508495058723,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2015-08-14,2015,3,0.0010920555405103344,0.00038458475033069074,1.8395705746816917,0.0066020071839845585,-1.9135067378612407,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2015-11-16,2015,4,0.0011477446094170334,0.00042173340990918573,1.7214932050656926,0.12853973509859587,2.135060343787287,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2016-03-31,2016,1,0.0011021678354410265,0.0004318982358500222,1.551915576297369,-0.26476226466335256,0.7285577432687903,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2016-05-16,2016,2,0.0011092142093655619,0.00040631757000421636,1.7299193814189515,-1.758718242132167,-2.332753119192785,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2016-08-15,2016,3,0.0010835820596839625,0.00038405522146605557,1.8214225432155309,0.6789699690024099,0.6789699690024061,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2016-11-14,2016,4,0.0011072479520535788,0.0003871325343573533,1.8601263231250496,-18.114876493682555,-18.114876493682555,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2017-03-31,2017,1,0.0010881473152617204,0.00035680821216428713,2.0496700416768965,-1.1465748409100245,4.507686237680029,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2017-05-15,2017,2,0.0010731642705935722,0.00039184934571982895,1.7387165049929196,-0.09639502898991222,-2.3033243876607066,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2017-08-14,2017,3,0.0010878142129029922,0.00034784761052421075,2.127272345679312,0.39329367663082193,-0.6196829314539132,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2017-11-14,2017,4,0.0010818464172602134,0.0003453323898064103,2.132768454956354,-0.7991550324002109,1.4360857888830327,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2018-04-02,2018,2,0.001224654526882535,0.000460208779635183,1.6610846665144978,1.8218364668937113,-0.7295743006042908,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2018-05-15,2018,2,0.0011087201164048203,0.00045601593958308315,1.4313187767481947,1.8075100060028995,0.33400661730714803,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2018-08-14,2018,3,0.0010962858140999457,0.000376525461865211,1.9115848066933527,1.9370056079083673,-3.081665083877441,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2018-11-14,2018,4,0.0011888015056447238,0.00042862741711597555,1.7735078489462672,-1.2889350346006812,-1.116278974710502,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2019-04-01,2019,2,0.0010970962780713226,0.0003881444138481255,1.8265156960383262,4.407954994127148,0.688112541277213,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2019-05-15,2019,2,0.0011276802380246161,0.0003974507665025243,1.837282836181054,0.045596219375938406,0.09446826208243053,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2019-08-13,2019,3,0.0011400457641682184,0.00037735924354323654,2.021115246743905,-0.19544566725996496,-2.1421025031536276,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2019-11-13,2019,4,0.0010935359937752635,0.00039201080398166904,1.7895557537398863,-0.3011125837344043,-2.6395978684750565,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2020-03-31,2020,1,0.0020030046529121532,0.0009641330826763931,1.07751884973379,-5.7491424452521676,-5.74914244525224,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2020-05-15,2020,2,0.0013794284687109123,0.0010461891772039129,0.31852680066680494,-0.4169207594166279,0.9180505492370795,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2020-08-12,2020,3,0.0012039178706204712,0.0005768046032643113,1.087219595348471,0.6455617793565622,0.9930065269650581,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2020-11-12,2020,4,0.0012532170970280929,0.0006097725964309688,1.05522042867003,-2.356275645021602,-1.3322838724753927,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2021-03-30,2021,1,0.001166209060518026,0.0005185662813560487,1.2489103176326737,-2.446101944368607,0.9988726481319751,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2021-05-14,2021,2,0.001155846450591771,0.0004486805075356605,1.5761013263985084,-0.6392443233797864,2.278331509869911,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2021-08-12,2021,3,0.0011185011982971118,0.0004127568126805933,1.7098309802160674,-19.28755753945137,-19.28755753945137,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2021-11-12,2021,4,0.0011260250117939613,0.00042618957955359044,1.6420754185811137,0.06891625561084244,-0.7466453919304619,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2022-03-23,2022,1,0.0012238590068733958,0.000597136706976366,1.0495457615902934,0.4326884166919021,-0.4020158809245375,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2022-05-13,2022,2,0.0013175633739840502,0.0005333141517384546,1.470520179689894,1.2614250479546316,-1.5353663454622704,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2022-08-12,2022,3,0.0011651533822303066,0.0005300479733083724,1.1982036360932204,-2.2875943671552736,-2.278739461215284,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2022-11-11,2022,4,0.0012075428875032573,0.0006119820489416971,0.9731671698401381,-2.09192195966627,0.09533991910033834,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2023-03-16,2023,1,0.0012147543814294073,0.0004431144613615103,1.741400896050564,-1.0960749143518076,1.0914364412827733,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2023-05-15,2023,2,0.0011353742393797638,0.00043280028401294424,1.6233213824457817,-0.9803516210837834,-17.970218489821743,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2023-08-14,2023,3,0.0011106066264369354,0.0003770784883894599,1.9452929844405815,-0.3593776536539091,1.040790047621323,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2023-11-14,2023,4,0.0011041580568554128,0.0004256369190093818,1.594131306619751,1.1152495355810663,-1.9650593971301542,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2024-03-15,2024,1,0.001106566139708797,0.0003760085441329705,1.942928178029578,4.180818485088971,2.041312242995816,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2024-05-15,2024,2,0.0010888167565982244,0.0003903789666898092,1.7891276157390574,-2.5447293473504464,-3.3527448237100477,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2024-08-14,2024,3,0.0011249299493680757,0.00039622261889080455,1.8391361212977504,-0.7623053018754327,-0.7623053018754292,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2024-11-14,2024,4,0.001105597854861846,0.00043381117179110915,1.5485693471126623,-0.5293765016940984,0.31712268034412483,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2025-03-17,2025,1,0.0011783828122244279,0.00041758200715240643,1.8219195081227464,-1.4031491112464456,-4.160880209225205,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2025-05-15,2025,2,0.001143740399247451,0.0005935927820467868,0.9268098161565949,-1.5478170864504015,-3.2112198304356436,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2025-08-14,2025,3,0.0011107065932421931,0.0004033865906200628,1.75345442577771,-2.496859252697381,1.4909057053426438,0.0007251210111018971,0.9430672088918122
2317,2317.TW,Hon Hai,0,0,28.660472340131776,2025-11-14,2025,4,0.001169134421189269,0.00041745512648312953,1.800622982016528,0.9857013208560007,-0.5254867456280722,0.0007251210111018971,0.9430672088918122
2454,2454.TW,MediaTek,0,1,28.587170688976677,2010-04-15,2010,2,0.012820325628037263,0.015730841379166322,-0.18501971261268327,-2.5584452534993654,-0.587725188617243,-0.0016094254716869773,0.8455036692368141
2454,2454.TW,MediaTek,0,1,28.587170688976677,2010-04-30,2010,2,0.01692057275777478,0.015050550097789264,0.12424945585611502,0.7981615960668922,-1.9522698503918732,-0.0016094254716869773,0.8455036692368141
2454,2454.TW,MediaTek,0,1,28.587170688976677,2010-08-30,2010,3,0.021379969978419164,0.020302604764247785,0.05306536903425236,-4.038622215353389,-4.038622215353284,-0.0016094254716869773,0.8455036692368141
2454,2454.TW,MediaTek,0,1,28.587170688976677,2010-11-01,2010,4,0.016751209182425234,0.018051535022248225,-0.07203408675330712,0.12228816583825787,-0.5807528499672889,-0.0016094254716869773,0.8455036692368141
2454,2454.TW,MediaTek,0,1,28.587170688976677,2011-04-29,2011,2,0.012207515653879213,0.01665444412957897,-0.26701152203584094,-2.4747404491491616,2.157103067634041,-0.0016094254716869773,0.8455036692368141
2454,2454.TW,MediaTek,0,1,28.587170688976677,2011-08-29,2011,3,0.026671532890415472,0.023674483181509342,0.1265940922945654,-2.2085388312704213,-4.705511637368776,-0.0016094254716869773,0.8455036692368141
2454,2454.TW,MediaTek,0,1,28.587170688976677,2011-10-31,2011,4,0.024138215676388505,0.03301198198246489,-0.26880440898065133,-1.1713194161907008,-3.929836184055087,-0.0016094254716869773,0.8455036692368141
2454,2454.TW,MediaTek,0,1,28.587170688976677,2012-03-30,2012,1,0.012605548323759687,0.015483525615863074,-0.1858735124999478,0.734401964657495,0.028773081835103378,-0.0016094254716869773,0.8455036692368141
2454,2454.TW,MediaTek,0,1,28.587170688976677,2013-05-15,2013,2,0.01126949385060361,0.013326088415436789,-0.15432844963349057,-4.636323552788769,0.4745429904797066,-0.0016094254716869773,0.8455036692368141
2454,2454.TW,MediaTek,0,1,28.587170688976677,2013-08-13,2013,3,0.011049139448368021,0.013806824146599476,-0.19973345564125647,1.0047440793098064,-2.0326366780953453,-0.0016094254716869773,0.8455036692368141
2454,2454.TW,MediaTek,0,1,28.587170688976677,2013-11-13,2013,4,0.011140619875956234,0.014075998557447159,-0.20853786461479215,-1.961532490765535,-2.396976860543559,-0.0016094254716869773,0.8455036692368141
